# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	185	796	+	GCF_044714355_00001		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_W0GKV3
contig_1	gap	601	601	.				
contig_1	cds	1054	1203	-	GCF_044714355_00002		(pseudo) Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DMF1, UniRef:UniRef90_UPI00313EAFBC
contig_1	cds	1573	2925	+	GCF_044714355_00003	dnaA	chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0005737, GO:0005886, GO:0006270, GO:0006275, GO:0016887, KEGG:K02313, RefSeq:WP_400248248.1, SO:0001217, UniParc:UPI0037DC1EB2, UniRef:UniRef100_UPI0037DC1EB2, UniRef:UniRef50_P34028, UniRef:UniRef90_P34028
contig_1	cds	3094	4212	+	GCF_044714355_00004	dnaN	DNA polymerase III subunit beta	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0005737, GO:0006260, GO:0006271, GO:0008408, GO:0009360, KEGG:K02338, RefSeq:WP_400248249.1, SO:0001217, UniParc:UPI0037DD70D1, UniRef:UniRef100_UPI0037DD70D1, UniRef:UniRef50_P34029, UniRef:UniRef90_P34029
contig_1	cds	4380	6299	+	GCF_044714355_00005	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005694, GO:0005737, GO:0006261, GO:0006265, GO:0034335, GO:0046872, KEGG:K02470, RefSeq:WP_400248250.1, SO:0001217, UniParc:UPI0037DC4ED5, UniRef:UniRef100_UPI0037DC4ED5, UniRef:UniRef50_P22447, UniRef:UniRef90_P34031
contig_1	cds	6315	8777	+	GCF_044714355_00006	gyrA	DNA gyrase subunit A	EC:5.6.2.2, GO:0003677, GO:0003916, GO:0003918, GO:0005524, GO:0006259, GO:0006265, KEGG:K02469, RefSeq:WP_400248292.1, SO:0001217, UniParc:UPI0037DDC65C, UniRef:UniRef100_UPI0037DDC65C, UniRef:UniRef50_P05653, UniRef:UniRef90_P34030
contig_1	cds	8779	10050	+	GCF_044714355_00007	serS	serine--tRNA ligase	EC:6.1.1.11, GO:0000166, GO:0004828, GO:0005524, GO:0006434, KEGG:K01875, RefSeq:WP_400248251.1, SO:0001217, UniParc:UPI0037DCBA91, UniRef:UniRef100_UPI0037DCBA91, UniRef:UniRef50_B8GQ80, UniRef:UniRef90_A0A0K2JFA7
contig_1	ncRNA	10177	10267	+	GCF_044714355_00008	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
contig_1	cds	10248	10727	+	GCF_044714355_00009		tRNA(adenine(34)) deaminase	SO:0001217, UniRef:UniRef50_R4U2K4, UniRef:UniRef90_A0A0K2JET8
contig_1	cds	10794	12836	+	GCF_044714355_00010	dnaX	DNA polymerase III subunit gamma/tau	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0005524, GO:0006260, GO:0009360, KEGG:K02343, RefSeq:WP_400248253.1, SO:0001217, UniParc:UPI0037DDBC0A, UniRef:UniRef100_UPI0037DDBC0A, UniRef:UniRef50_A0A1J0TZ61, UniRef:UniRef90_A0A345DLD7
contig_1	cds	12854	13435	+	GCF_044714355_00011	recR	recombination mediator RecR	GO:0003677, GO:0006281, GO:0006310, GO:0046872, KEGG:K06187, RefSeq:WP_400248255.1, SO:0001217, UniParc:UPI0037DC042E, UniRef:UniRef100_UPI0037DC042E, UniRef:UniRef50_R4UCI4, UniRef:UniRef90_A0AAI9X1F6
contig_1	cds	13453	14097	+	GCF_044714355_00012	tmk	dTMP kinase	EC:2.7.4.9, GO:0004798, GO:0005524, GO:0006233, KEGG:K00943, RefSeq:WP_400248293.1, SO:0001217, UniParc:UPI0037DDBBD9, UniRef:UniRef100_UPI0037DDBBD9, UniRef:UniRef50_Q6MUI5, UniRef:UniRef90_A0A0K2JEC4
contig_1	cds	14090	14926	+	GCF_044714355_00013		DNA polymerase III subunit delta	RefSeq:WP_400248256.1, SO:0001217, UniParc:UPI0037DD89FA, UniRef:UniRef100_UPI0037DD89FA, UniRef:UniRef50_Q14QH2, UniRef:UniRef90_Q14QH2
contig_1	cds	14928	15230	+	GCF_044714355_00014		50S ribosomal protein L11 methyltransferase	RefSeq:WP_400248257.1, SO:0001217, UniParc:UPI0037DCDE4A, UniRef:UniRef100_UPI0037DCDE4A, UniRef:UniRef50_UPI0037DCDE4A, UniRef:UniRef90_UPI0037DCDE4A
contig_1	cds	15227	15592	-	GCF_044714355_00015		hypothetical protein	RefSeq:WP_400248258.1, SO:0001217, UniParc:UPI0037DC80A8, UniRef:UniRef100_UPI0037DC80A8, UniRef:UniRef50_UPI0037DC80A8, UniRef:UniRef90_UPI0037DC80A8
contig_1	cds	15660	16967	+	GCF_044714355_00016		tRNA(Ile)-lysidine synthase	EC:6.3.4.19, KEGG:K04075, RefSeq:WP_400248259.1, SO:0001217, UniParc:UPI0037DD3E51, UniRef:UniRef100_UPI0037DD3E51, UniRef:UniRef50_A0A0K2JEU1, UniRef:UniRef90_A0A0K2JEU1
contig_1	cds	17041	19059	+	GCF_044714355_00017	ftsH	ATP-dependent zinc metalloprotease FtsH	GO:0004222, GO:0006508, GO:0016020, GO:0016887, GO:0051301, RefSeq:WP_400248260.1, SO:0001217, UniParc:UPI0037DC14E1, UniRef:UniRef100_UPI0037DC14E1, UniRef:UniRef50_Q6F0E5, UniRef:UniRef90_A0A0K2JER8
contig_1	cds	19147	20010	+	GCF_044714355_00018		Heat shock protein 33	KEGG:K04083, RefSeq:WP_400248261.1, SO:0001217, UniParc:UPI0037DC34FA, UniRef:UniRef100_UPI0037DC34FA, UniRef:UniRef50_W0GPF6, UniRef:UniRef90_A0A0K2JED0
contig_1	cds	20124	21065	+	GCF_044714355_00019		ABC transporter ATP-binding protein	RefSeq:WP_400248262.1, SO:0001217, UniParc:UPI0037DC3BB9, UniRef:UniRef100_UPI0037DC3BB9, UniRef:UniRef50_R4UCJ8, UniRef:UniRef90_A0A1J0TZ81
contig_1	cds	21553	21792	+	GCF_044714355_00020		Spiroplasmavirus-related protein	RefSeq:WP_400248263.1, SO:0001217, UniParc:UPI0037DDE16B, UniRef:UniRef100_UPI0037DDE16B, UniRef:UniRef50_A0A0K2JHV7, UniRef:UniRef90_A0A433EL80
contig_1	cds	22285	22458	+	GCF_044714355_00021		Spiroplasmavirus-related protein	RefSeq:WP_400248264.1, SO:0001217, UniParc:UPI0037DDDE95, UniRef:UniRef100_UPI0037DDDE95, UniRef:UniRef50_A0A0K2JHX0, UniRef:UniRef90_UPI001319D258
contig_1	cds	22461	22598	+	GCF_044714355_00022		hypothetical protein	SO:0001217, UniRef:UniRef50_Q14MU4, UniRef:UniRef90_A0A977XUB4
contig_1	cds	22601	23302	+	GCF_044714355_00023		Phage protein	RefSeq:WP_400248267.1, SO:0001217, UniParc:UPI0037DD8FC5, UniRef:UniRef100_UPI0037DD8FC5, UniRef:UniRef50_A0AAI9T4X2, UniRef:UniRef90_A0A2P6FFT1
contig_1	cds	23305	24171	+	GCF_044714355_00024	recT	recombinase RecT	KEGG:K07455, RefSeq:WP_400248268.1, SO:0001217, UniParc:UPI0037DCEEC9, UniRef:UniRef100_UPI0037DCEEC9, UniRef:UniRef50_A0A0K2JFY0, UniRef:UniRef90_UPI0037DCEEC9
contig_1	cds	24165	24620	+	GCF_044714355_00025		Spiroplasma plectrovirus-related protein	RefSeq:WP_400248269.1, SO:0001217, UniParc:UPI0037DD6E95, UniRef:UniRef100_UPI0037DD6E95, UniRef:UniRef50_A0A345DLT5, UniRef:UniRef90_A0A2P6FG32
contig_1	cds	24624	24803	+	GCF_044714355_00026		hypothetical protein	RefSeq:WP_400248270.1, SO:0001217, UniParc:UPI0037DD94A9, UniRef:UniRef100_UPI0037DD94A9, UniRef:UniRef50_A0A2P6FFW2, UniRef:UniRef90_UPI0037DD94A9
