#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	3278	3616	+	GCF_964030795_00004	13.1	9.8		SO:0001217, UniRef:UniRef50_UPI00313F152D, UniRef:UniRef90_UPI00313F152D
contig_1	13255	14220	+	GCF_964030795_00014	37.9	9.2	PF13177.12|DNA_pol3_delta2	PFAM:PF13177.12, RefSeq:WP_342257759.1, SO:0001217, UniParc:UPI00313EB997, UniRef:UniRef100_UPI00313EB997, UniRef:UniRef50_UPI0013CB51CD, UniRef:UniRef90_UPI0013CB51CD
contig_1	26194	28428	+	GCF_964030795_00023	90.4	5.9		RefSeq:WP_342257767.1, SO:0001217, UniParc:UPI00313C0238, UniRef:UniRef100_UPI00313C0238, UniRef:UniRef50_UPI0013C7699F, UniRef:UniRef90_UPI0013C7699F
contig_1	29157	29969	+	GCF_964030795_00024	31.0	5.2		RefSeq:WP_342257768.1, SO:0001217, UniParc:UPI00313DFE13, UniRef:UniRef100_UPI00313DFE13, UniRef:UniRef50_UPI00157A984A, UniRef:UniRef90_UPI00157A984A
contig_1	35761	36780	+	GCF_964030795_00031	39.4	4.9		RefSeq:WP_342257773.1, SO:0001217, UniParc:UPI00313D3F50, UniRef:UniRef100_UPI00313D3F50, UniRef:UniRef50_UPI00157B7C7E, UniRef:UniRef90_UPI00313D3F50
contig_1	40806	41186	+	GCF_964030795_00038	13.7	9.5		RefSeq:WP_174481436.1, SO:0001217, UniParc:UPI00157AB434, UniRef:UniRef100_UPI00157AB434, UniRef:UniRef50_UPI002491CA8B, UniRef:UniRef90_UPI002491CA8B
contig_1	41206	41571	+	GCF_964030795_00039	14.4	8.6		SO:0001217, UniRef:UniRef50_UPI00157B9A37, UniRef:UniRef90_UPI00157B9A37
contig_1	52501	53298	+	GCF_964030795_00050	31.2	9.3		RefSeq:WP_252320128.1, SO:0001217, UniParc:UPI00207AC652, UniRef:UniRef100_UPI0030D06CEB, UniRef:UniRef50_A0A846UD88, UniRef:UniRef90_UPI00157ACC32
contig_1	58966	59469	+	GCF_964030795_00056	20.5	8.9		RefSeq:WP_342257790.1, SO:0001217, UniParc:UPI00313EADE2, UniRef:UniRef100_UPI00313EADE2, UniRef:UniRef50_UPI0013C5DBF3, UniRef:UniRef90_UPI0013C5DBF3
contig_1	61139	61696	-	GCF_964030795_00058	21.3	4.7		RefSeq:WP_342257792.1, SO:0001217, UniParc:UPI00313F02C1, UniRef:UniRef100_UPI00313F02C1, UniRef:UniRef50_UPI0030D3E0E5, UniRef:UniRef90_UPI00313F02C1
