#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	27765	29507	+	GCA_964031075_00028	67.2	5.8		SO:0001217, UniRef:UniRef50_V5RJ98, UniRef:UniRef90_V5RJ98
contig_1	47778	48149	+	GCA_964031075_00047	14.2	9.9		SO:0001217, UniRef:UniRef50_V5RH75, UniRef:UniRef90_V5RH75
contig_1	78051	78776	+	GCA_964031075_00075	29.0	9.4		
contig_1	141703	141828	+	GCA_964031075_00129	5.0	4.3		RefSeq:WP_023788901.1, SO:0001217, UniParc:UPI0003C937DD, UniRef:UniRef100_V5RH26, UniRef:UniRef50_S5MIS9, UniRef:UniRef90_V5RH26
contig_1	159852	162119	+	GCA_964031075_00148	89.1	6.0		SO:0001217, UniRef:UniRef50_V5RJL4, UniRef:UniRef90_V5RJL4
contig_1	162121	163209	+	GCA_964031075_00149	42.5	6.7		SO:0001217, UniRef:UniRef50_V5RIP7, UniRef:UniRef90_V5RIP7
contig_1	166521	168392	+	GCA_964031075_00153	72.0	9.6		SO:0001217, UniRef:UniRef50_V5RJL8, UniRef:UniRef90_V5RJL8
contig_1	198396	198494	+	GCA_964031075_00181	3.6	9.6		
contig_1	199026	199310	+	GCA_964031075_00183	11.0	9.5		
contig_1	201601	202296	+	GCA_964031075_00187	27.0	6.3		SO:0001217, UniRef:UniRef50_V5RJR5, UniRef:UniRef90_V5RJR5
contig_1	206527	206691	-	GCA_964031075_00191	6.4	8.8		
contig_1	214514	214963	+	GCA_964031075_00199	17.5	6.2		SO:0001217, UniRef:UniRef50_V5RIW4, UniRef:UniRef90_V5RIW4
contig_1	236589	236765	+	GCA_964031075_00219	6.6	9.5		RefSeq:WP_023788975.1, SO:0001217, UniParc:UPI0003C939BC, UniRef:UniRef100_V5RIY1, UniRef:UniRef50_V5RIY1, UniRef:UniRef90_V5RIY1
contig_1	251519	251728	+	GCA_964031075_00230	8.4	4.3		SO:0001217, UniRef:UniRef50_V5RJW4, UniRef:UniRef90_V5RJW4
contig_1	261011	261265	+	GCA_964031075_00241	9.2	4.8		SO:0001217, UniRef:UniRef50_V5RJ14, UniRef:UniRef90_V5RJ14
contig_1	276336	276623	+	GCA_964031075_00255	10.5	6.2		RefSeq:WP_023789030.1, SO:0001217, UniParc:UPI0003C97E84, UniRef:UniRef100_V5RJ25, UniRef:UniRef50_V5RJ25, UniRef:UniRef90_V5RJ25
contig_1	279490	280044	+	GCA_964031075_00259	19.5	10.0		
contig_1	302997	303263	+	GCA_964031075_00280	10.4	7.7		SO:0001217, UniRef:UniRef50_V5RJ45, UniRef:UniRef90_V5RJ45
contig_1	303268	303543	+	GCA_964031075_00281	10.8	7.7		SO:0001217, UniRef:UniRef50_V5RHH6, UniRef:UniRef90_V5RHH6
contig_1	306002	306277	+	GCA_964031075_00284	11.0	7.8		SO:0001217, UniRef:UniRef50_V5RK06, UniRef:UniRef90_V5RK06
contig_1	306289	306753	-	GCA_964031075_00285	17.6	9.9		SO:0001217, UniRef:UniRef50_V5RJ49, UniRef:UniRef90_V5RJ49
contig_1	335387	336232	+	GCA_964031075_00318	32.7	9.5		
contig_1	336264	337040	+	GCA_964031075_00319	29.3	9.6		SO:0001217, UniRef:UniRef50_V5RK35, UniRef:UniRef90_V5RK35
contig_1	341120	343102	+	GCA_964031075_00323	73.1	9.1	PF03448.22|MgtE_N, PF21705.2|p55_CTD, PF22838.1|COMMD8_HN	PFAM:PF03448.22, PFAM:PF21705.2, PFAM:PF22838.1
contig_1	343216	344124	-	GCA_964031075_00324	36.0	9.0		SO:0001217, UniRef:UniRef50_S5LVW2, UniRef:UniRef90_V5RK40
contig_1	356112	357707	+	GCA_964031075_00335	63.4	6.1		SO:0001217, UniRef:UniRef50_A0A222EPZ4, UniRef:UniRef90_V5RJ93
contig_1	358311	358559	+	GCA_964031075_00338	9.8	4.7		SO:0001217, UniRef:UniRef50_V5RI87, UniRef:UniRef90_V5RI87
contig_1	367718	368482	+	GCA_964031075_00351	30.3	9.3		SO:0001217, UniRef:UniRef50_V5RJA7, UniRef:UniRef90_V5RJA7
contig_1	378093	379502	+	GCA_964031075_00359	55.6	9.1		SO:0001217, UniRef:UniRef50_V5RI26, UniRef:UniRef90_V5RI26
contig_1	394362	396170	+	GCA_964031075_00369	71.3	8.6		SO:0001217, UniRef:UniRef50_W6A6X8, UniRef:UniRef90_V5RI36
contig_1	396373	397599	+	GCA_964031075_00370	48.3	9.7		SO:0001217, UniRef:UniRef50_V5RK77, UniRef:UniRef90_V5RK77
contig_1	397688	399043	+	GCA_964031075_00371	53.6	6.4		SO:0001217, UniRef:UniRef50_V5RJC5, UniRef:UniRef90_V5RJC5
contig_1	399079	399708	+	GCA_964031075_00372	24.5	5.3		SO:0001217, UniParc:UPI0003C9958B, UniRef:UniRef100_V5RHQ3, UniRef:UniRef50_V5RHQ3, UniRef:UniRef90_V5RHQ3
contig_1	408127	413409	+	GCA_964031075_00378	201.5	7.4	PF02687.27|FtsX	PFAM:PF02687.27
contig_1	416607	417113	+	GCA_964031075_00381	19.9	6.4		SO:0001217, UniRef:UniRef50_W6A6M5, UniRef:UniRef90_V5RHR3
contig_1	417144	417578	-	GCA_964031075_00382	17.5	9.9		SO:0001217, UniRef:UniRef50_S5ME74, UniRef:UniRef90_V5RID0
contig_1	422487	422813	+	GCA_964031075_00386	12.4	7.7		
contig_1	422921	423169	+	GCA_964031075_00387	9.9	5.8		
contig_1	427180	427875	+	GCA_964031075_00391	26.6	9.2		
contig_1	439875	441209	+	GCA_964031075_00404	53.1	9.1		SO:0001217, UniRef:UniRef50_V5RHS9, UniRef:UniRef90_V5RHS9
contig_1	445351	445911	+	GCA_964031075_00410	20.9	9.7		SO:0001217, UniRef:UniRef50_S5ME89, UniRef:UniRef90_V5RIF2
contig_1	457805	458215	+	GCA_964031075_00423	15.7	9.0		SO:0001217, UniRef:UniRef50_V5RKC3, UniRef:UniRef90_V5RKC3
contig_1	460125	460400	+	GCA_964031075_00425	11.0	8.8		RefSeq:WP_023789196.1, SO:0001217, UniParc:UPI0003C9EE99, UniRef:UniRef100_V5RHV0, UniRef:UniRef50_V5RHV0, UniRef:UniRef90_V5RHV0
contig_1	471863	471958	+	GCA_964031075_00432	3.9	10.1		
contig_1	489867	492689	+	GCA_964031075_00441	114.4	9.0		SO:0001217, UniRef:UniRef50_V5RHW4, UniRef:UniRef90_V5RHW4
