#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	18888	19010	+	GCF_002028345_00016	4.6	9.8		RefSeq:WP_257787434.1, SO:0001217, UniParc:UPI0006551F73, UniRef:UniRef100_A0A0H3XGN8, UniRef:UniRef50_A0A0H3XGN8, UniRef:UniRef90_A0A0H3XGN8
contig_1	30802	31008	+	GCF_002028345_00032	7.9	10.1		RefSeq:WP_236682148.1, SO:0001217, UniParc:UPI000AE7BF2B, UniRef:UniRef100_UPI000AE7BF2B, UniRef:UniRef50_UPI000AE7BF2B, UniRef:UniRef90_UPI000AE7BF2B
contig_1	42768	43097	+	GCF_002028345_00039	12.9	6.1	PF08921.16|DUF1904	PFAM:PF08921.16, RefSeq:WP_047790929.1, SO:0001217, UniParc:UPI00064B5528, UniRef:UniRef100_A0A0H3XJZ4, UniRef:UniRef50_A0A0H3XJZ4, UniRef:UniRef90_A0A0H3XJZ4
contig_1	59052	60023	+	GCF_002028345_00060	38.4	9.3		RefSeq:WP_047790947.1, SO:0001217, UniParc:UPI00064AD242, UniRef:UniRef100_A0A0H3XIT5, UniRef:UniRef50_A0A0H3XIT5, UniRef:UniRef90_A0A0H3XIT5
contig_1	64828	65124	+	GCF_002028345_00066	11.6	8.7		RefSeq:WP_047790953.1, SO:0001217, UniParc:UPI0006493CEC, UniRef:UniRef100_A0A0H3XLK9, UniRef:UniRef50_A0A0H3XLK9, UniRef:UniRef90_A0A0H3XLK9
contig_1	65310	65621	+	GCF_002028345_00067	11.7	9.7		RefSeq:WP_047790954.1, SO:0001217, UniParc:UPI00064935A4, UniRef:UniRef100_A0A0H3XGR0, UniRef:UniRef50_R4UHN9, UniRef:UniRef90_A0A0H3XGR0
contig_1	69800	70168	+	GCF_002028345_00072	14.5	9.1		RefSeq:WP_047790959.1, SO:0001217, UniParc:UPI00064980A5, UniRef:UniRef100_A0A0H3XGR3, UniRef:UniRef50_W0GN90, UniRef:UniRef90_A0A0H3XGR3
contig_1	81467	81688	-	GCF_002028345_00080	8.7	5.1		RefSeq:WP_047790966.1, SO:0001217, UniParc:UPI00064A3578, UniRef:UniRef100_A0A0H3XIU8, UniRef:UniRef50_A0A0H3XIU8, UniRef:UniRef90_A0A0H3XIU8
contig_1	81878	82033	+	GCF_002028345_00081	5.6	8.6		RefSeq:WP_169745593.1, SO:0001217, UniParc:UPI00065647ED, UniRef:UniRef100_A0A0H3XLM1, UniRef:UniRef50_W6AIS1, UniRef:UniRef90_W6AJV4
contig_1	100306	100629	+	GCF_002028345_00093	12.8	9.5		RefSeq:WP_053040791.1, SO:0001217, UniParc:UPI000656701C, UniRef:UniRef100_A0A0H3XK40, UniRef:UniRef50_W0GK48, UniRef:UniRef90_W0GK48
contig_1	105391	105726	+	GCF_002028345_00098	12.5	7.9	PF04193.19|PQ-loop	PFAM:PF04193.19, RefSeq:WP_053040793.1, SO:0001217, UniParc:UPI0006566298, UniRef:UniRef100_A0A0H3XGT8, UniRef:UniRef50_A0A0H3XGT8, UniRef:UniRef90_A0A0H3XGT8
contig_1	109205	109819	+	GCF_002028345_00102	24.5	9.7		RefSeq:WP_047790983.1, SO:0001217, UniParc:UPI00064A1F6B, UniRef:UniRef100_A0A0H3XLP9, UniRef:UniRef50_R4UHT8, UniRef:UniRef90_A0A0H3XLP9
contig_1	110578	111618	+	GCF_002028345_00105	37.5	9.1		RefSeq:WP_236682152.1, SO:0001217, UniParc:UPI000A7A0B82, UniRef:UniRef100_UPI000A7A0B82, UniRef:UniRef50_UPI000A7A0B82, UniRef:UniRef90_UPI000A7A0B82
