#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	9994	10263	+	GCF_964031175_00009	10.0	9.5	PF00383.29|dCMP_cyt_deam_1	PFAM:PF00383.29
contig_1	10221	11021	-	GCF_964031175_00010	31.1	6.9		KEGG:K06909, SO:0001217, UniRef:UniRef50_UPI00313C349C, UniRef:UniRef90_UPI00313C349C
contig_1	12318	12581	-	GCF_964031175_00013	10.4	9.8		
contig_1	13284	13871	-	GCF_964031175_00014	23.0	5.8		SO:0001217, UniRef:UniRef50_UPI00157B6023, UniRef:UniRef50_UPI00313F060D, UniRef:UniRef90_UPI00313F060D
contig_1	13949	14290	-	GCF_964031175_00015	12.6	9.8		RefSeq:WP_174480417.1, SO:0001217, UniParc:UPI00157A71DF, UniRef:UniRef100_UPI00157A71DF, UniRef:UniRef50_UPI0013C78BBE, UniRef:UniRef90_UPI00157A71DF
contig_1	16214	16504	-	GCF_964031175_00020	11.3	9.4		
contig_1	20007	20972	+	GCF_964031175_00026	38.0	9.2	PF13177.12|DNA_pol3_delta2	PFAM:PF13177.12, SO:0001217, UniRef:UniRef50_UPI0013CB51CD, UniRef:UniRef90_UPI0013CB51CD
contig_1	30493	30636	+	GCF_964031175_00034	5.2	9.9		
contig_1	31571	31732	+	GCF_964031175_00036	6.1	9.5		
contig_1	34409	36643	+	GCF_964031175_00039	90.2	5.9		SO:0001217, UniRef:UniRef50_UPI0013C7699F
contig_1	36995	37123	+	GCF_964031175_00041	5.1	5.2		
contig_1	38346	39158	+	GCF_964031175_00044	31.0	5.2		SO:0001217, UniRef:UniRef50_UPI00157A984A, UniRef:UniRef90_UPI00157A984A
contig_1	44622	45233	+	GCF_964031175_00052	22.8	6.0		SO:0001217, UniRef:UniRef50_UPI0030D3AA6D, UniRef:UniRef90_UPI0030D47E1D
contig_1	48660	48887	-	GCF_964031175_00057	8.9	9.4		
contig_1	49659	49910	+	GCF_964031175_00058	10.3	5.1		SO:0001217, UniRef:UniRef50_UPI0013C83888, UniRef:UniRef90_UPI0013C83888
contig_1	49913	50260	+	GCF_964031175_00059	14.1	7.8		SO:0001217, UniRef:UniRef50_UPI0030CEFD19
contig_1	55213	55374	+	GCF_964031175_00068	6.2	10.2	PF08713.17|DNA_alkylation	PFAM:PF08713.17
contig_1	56275	57006	-	GCF_964031175_00071	27.5	5.3		
contig_1	60403	60666	-	GCF_964031175_00073	10.3	9.7		SO:0001217, UniRef:UniRef50_UPI00313BB324, UniRef:UniRef50_UPI00313EA656, UniRef:UniRef90_UPI00313E2E6F, UniRef:UniRef90_UPI00313EA656
contig_1	62110	62421	-	GCF_964031175_00076	12.3	9.8		SO:0001217, UniRef:UniRef50_UPI0030D34B18, UniRef:UniRef90_UPI0030D34B18
contig_1	62510	62653	-	GCF_964031175_00077	5.6	8.4		
contig_1	64972	65358	+	GCF_964031175_00080	14.5	4.1		SO:0001217, UniRef:UniRef50_UPI00157B5572, UniRef:UniRef90_UPI00157B5572
