# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	83	427	+	GCF_002868295_00001		Plectrovirus spv1-c74 orf 2 n-terminal truncated protein	SO:0001217, UniRef:UniRef50_Q14QP3, UniRef:UniRef90_UPI0030D1E42B
contig_1	cds	420	854	+	GCF_002868295_00002		Spiroplasmavirus-related protein	RefSeq:WP_004028555.1, SO:0001217, UniParc:UPI000239FDC3, UniRef:UniRef100_A0AAI9X0M0, UniRef:UniRef50_P15896, UniRef:UniRef90_A0A3S0R7W2
contig_1	cds	873	1109	+	GCF_002868295_00003		Capsid protein	RefSeq:WP_004028554.1, SO:0001217, UniParc:UPI000239FDC2, UniRef:UniRef100_A0AAI9X0I6, UniRef:UniRef50_A0A2P6FBQ7, UniRef:UniRef90_A0A2P6FB75
contig_1	cds	1121	1429	+	GCF_002868295_00004		RDD domain-containing protein	RefSeq:WP_004028553.1, SO:0001217, UniParc:UPI000239FDC1, UniRef:UniRef100_A0AAI9X0N2, UniRef:UniRef50_A0A2P6FEH4, UniRef:UniRef90_A0AAI9T4S5
contig_2	cds	20	1057	+	GCF_002868295_00005		Transposase	SO:0001217, UniRef:UniRef50_Q88419, UniRef:UniRef90_A0A3S0YPR6
contig_2	cds	1251	2858	+	GCF_002868295_00006		formate--tetrahydrofolate ligase	RefSeq:WP_004028984.1, SO:0001217, UniParc:UPI0002A63DA7, UniRef:UniRef100_UPI0002A63DA7, UniRef:UniRef50_R4U446, UniRef:UniRef90_A0A0K2JG78
contig_2	cds	2902	4245	+	GCF_002868295_00007		Spiroplasmavirus-related protein	RefSeq:WP_004028215.1, SO:0001217, UniParc:UPI00023A0901, UniRef:UniRef100_A0AAI9X1A7, UniRef:UniRef50_R4ULW9, UniRef:UniRef90_A0A0K2JH79
contig_2	cds	4377	4886	+	GCF_002868295_00008		hypothetical protein	SO:0001217, UniParc:UPI00023A0902, UniRef:UniRef100_A0AAI9T3W8, UniRef:UniRef50_A0A1J0U109, UniRef:UniRef90_A0AAJ4EK88
contig_2	cds	4956	6122	+	GCF_002868295_00009	coaBC	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	EC:4.1.1.36, EC:6.3.2.5, GO:0004632, GO:0004633, GO:0010181, GO:0015937, GO:0015941, RefSeq:WP_004028217.1, SO:0001217, UniParc:UPI00023A0903, UniRef:UniRef100_A0AAI9T3Y1, UniRef:UniRef50_R4UE77, UniRef:UniRef90_A0A2S8NRZ0
contig_2	cds	6122	6886	+	GCF_002868295_00010		Type III pantothenate kinase	EC:2.7.1.33, KEGG:K03525, RefSeq:WP_004028218.1, SO:0001217, UniParc:UPI00023A0904, UniRef:UniRef100_A0AAI9T496, UniRef:UniRef50_R4U6H7, UniRef:UniRef90_A0A0K2JGN3
contig_2	cds	7586	8497	+	GCF_002868295_00011	truB	tRNA pseudouridine(55) synthase TruB	EC:5.4.99.25, GO:0001522, GO:0003723, GO:0009451, GO:0009982, KEGG:K03177, RefSeq:WP_004028219.1, SO:0001217, UniParc:UPI00023A0905, UniRef:UniRef100_A0AAI9T516, UniRef:UniRef50_Q2SSF2, UniRef:UniRef90_Q14NU4
contig_2	cds	8497	9384	+	GCF_002868295_00012	ribF	riboflavin biosynthesis protein RibF	EC:2.7.1.26, EC:2.7.7.2, GO:0003919, GO:0005737, GO:0006747, GO:0009398, KEGG:K11753, RefSeq:WP_101519306.1, SO:0001217, UniParc:UPI000C76A801, UniRef:UniRef100_UPI000C76A801, UniRef:UniRef50_A0A1J0U112, UniRef:UniRef90_A0A432ZVX9
contig_2	cds	9481	9747	+	GCF_002868295_00013	rpsO	30S ribosomal protein S15	GO:0003735, GO:0005840, GO:0006412, RefSeq:WP_004028221.1, SO:0001217, UniParc:UPI00023A0907, UniRef:UniRef100_A0AAI9T4G7, UniRef:UniRef50_Q9ZD44, UniRef:UniRef90_A0A0K2JH86
contig_2	cds	9993	10766	+	GCF_002868295_00014		Short-chain dehydrogenase/reductase	RefSeq:WP_004028985.1, SO:0001217, UniParc:UPI0002A650DE, UniRef:UniRef100_UPI0002A650DE, UniRef:UniRef50_A0A345DQQ8, UniRef:UniRef90_A0A345DQQ8
contig_2	cds	10972	12588	+	GCF_002868295_00015		Lipoprotein	RefSeq:WP_004028223.1, SO:0001217, UniParc:UPI00023A0909, UniRef:UniRef100_A0AAI9T464, UniRef:UniRef50_A0A0K2JIM4, UniRef:UniRef90_A0A0K2JIM4
contig_2	cds	13617	14195	+	GCF_002868295_00016		Membrane protein	RefSeq:WP_101519307.1, SO:0001217, UniParc:UPI000C76362B, UniRef:UniRef100_UPI000C76362B, UniRef:UniRef50_A0A0K2JHL7, UniRef:UniRef90_A0AAI9T4H7
contig_2	cds	14247	15353	+	GCF_002868295_00017		hypothetical protein	RefSeq:WP_101519308.1, SO:0001217, UniParc:UPI000C763B1A, UniRef:UniRef100_UPI000C763B1A, UniRef:UniRef50_A0AAX3SWV1, UniRef:UniRef90_A0AAX3SWV1
contig_2	cds	15595	16926	+	GCF_002868295_00018		DEAD/DEAH box helicase	RefSeq:WP_004028226.1, SO:0001217, UniParc:UPI00023A090C, UniRef:UniRef100_A0AAI9X1B6, UniRef:UniRef50_A0A2P6FDE4, UniRef:UniRef90_Q14NT1
contig_2	cds	17158	17613	+	GCF_002868295_00019		hypothetical protein	RefSeq:WP_004028230.1, SO:0001217, UniParc:UPI00023A090D, UniRef:UniRef100_A0AAI9X1F8, UniRef:UniRef50_A0A3S0YNY7, UniRef:UniRef90_A0A3S0YNY7
contig_2	cds	17815	18225	+	GCF_002868295_00020		HNH endonuclease	RefSeq:WP_004028231.1, SO:0001217, UniParc:UPI00023A090E, UniRef:UniRef100_A0AAI9X1J9, UniRef:UniRef50_R4U1I1, UniRef:UniRef90_Q14NT0
contig_2	cds	18318	19334	+	GCF_002868295_00021		Lipoprotein	RefSeq:WP_004028232.1, SO:0001217, UniParc:UPI00023A0A4D, UniRef:UniRef100_A0AAI9X1M7, UniRef:UniRef50_A0A1J0U0X6, UniRef:UniRef90_A0A432ZVV0
contig_2	cds	19600	20535	+	GCF_002868295_00022	miaA	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	EC:2.5.1.75, GO:0005737, GO:0006400, GO:0052381, RefSeq:WP_004028988.1, SO:0001217, UniParc:UPI0002A65580, UniRef:UniRef100_A0AAI9X1A9, UniRef:UniRef50_A0A345DQL2, UniRef:UniRef90_Q14MC4
contig_2	cds	21180	22484	+	GCF_002868295_00023	obgE	GTPase ObgE	GO:0003924, RefSeq:WP_004028989.1, SO:0001217, UniParc:UPI0002A64096, UniRef:UniRef100_UPI0002A64096, UniRef:UniRef50_Q6MTG9, UniRef:UniRef90_A0A2S8NPQ9
contig_2	cds	22487	23236	+	GCF_002868295_00024		NH(3)-dependent NAD(+) synthetase	RefSeq:WP_004028990.1, SO:0001217, UniParc:UPI0002A64FD6, UniRef:UniRef100_A0AAI9T3Z7, UniRef:UniRef50_A0A345Z390, UniRef:UniRef90_A0A0K2JHJ5
contig_2	cds	23972	24262	+	GCF_002868295_00025		HNH nuclease domain-containing protein	RefSeq:WP_040584403.1, SO:0001217, UniParc:UPI0002F2B9D5, UniRef:UniRef100_A0AAI9T4C3, UniRef:UniRef50_A0A222EQK3, UniRef:UniRef90_A0AAI9T4C3
contig_2	cds	24768	25577	+	GCF_002868295_00026		hypothetical protein	RefSeq:WP_004028992.1, SO:0001217, UniParc:UPI0002A62E93, UniRef:UniRef100_UPI0002A62E93, UniRef:UniRef50_A0AAI9X1T6, UniRef:UniRef90_A0AAI9X1T6
contig_2	cds	25772	26350	+	GCF_002868295_00027		hypothetical protein	RefSeq:WP_004028993.1, SO:0001217, UniParc:UPI0000DA678C, UniRef:UniRef100_Q14ME1, UniRef:UniRef50_A0A1J0U0V9, UniRef:UniRef90_Q14ME1
contig_2	cds	26450	26827	+	GCF_002868295_00028	hpf	ribosome hibernation-promoting factor, HPF/YfiA family	GO:0005840, GO:0045182, RefSeq:WP_004028994.1, SO:0001217, UniParc:UPI0002A655F1, UniRef:UniRef100_A0AAI9T542, UniRef:UniRef50_A0A1J0U0W0, UniRef:UniRef90_A0AAJ4EJ76
contig_2	cds	26888	27328	-	GCF_002868295_00029		Transmembrane protein	RefSeq:WP_004028995.1, SO:0001217, UniParc:UPI0002A63159, UniRef:UniRef100_A0AAI9T4P1, UniRef:UniRef50_W0GKW6, UniRef:UniRef90_A0A0K2JHT5
contig_2	cds	27395	27814	-	GCF_002868295_00030		Spiroplasmavirus-related protein	RefSeq:WP_004028996.1, SO:0001217, UniParc:UPI0002A64C54, UniRef:UniRef100_A0AAI9T4I2, UniRef:UniRef50_A0A0K2JHT9, UniRef:UniRef90_A0A0K2JHT9
contig_2	cds	27893	28444	+	GCF_002868295_00031		DJ-1 family glyoxalase III	RefSeq:WP_004028997.1, SO:0001217, UniParc:UPI0002A648BC, UniRef:UniRef100_A0AAI9T425, UniRef:UniRef50_W0GL58, UniRef:UniRef90_Q14ME4
contig_2	cds	28732	30321	+	GCF_002868295_00032		Lipoprotein	RefSeq:WP_004028998.1, SO:0001217, UniParc:UPI0002A65761, UniRef:UniRef100_UPI0002A65761, UniRef:UniRef50_A0A1J0U0W9, UniRef:UniRef90_A0AAI9T452
contig_2	cds	30443	31732	+	GCF_002868295_00033		Spiralin	RefSeq:WP_004028999.1, SO:0001217, UniParc:UPI0002A65549, UniRef:UniRef100_UPI0002A65549, UniRef:UniRef50_A0A1J0U103, UniRef:UniRef90_A0A2S8NRW7
contig_2	cds	31762	32742	+	GCF_002868295_00034		DUF3137 domain-containing protein	RefSeq:WP_004029000.1, SO:0001217, UniParc:UPI0002A628F8, UniRef:UniRef100_A0AAI9T469, UniRef:UniRef50_A0A1J0U0X4, UniRef:UniRef90_A0AAI9T469
contig_2	cds	32843	32995	+	GCF_002868295_00035		DEAD/DEAH family helicase	RefSeq:WP_156031182.1, SO:0001217, UniParc:UPI0002E7A398, UniRef:UniRef100_A0A2S8NS57, UniRef:UniRef50_S5LZQ2, UniRef:UniRef90_A0A0K2JIT4
contig_2	cds	32970	35579	+	GCF_002868295_00036		DEAD/DEAH family helicase	RefSeq:WP_004029001.1, SO:0001217, UniParc:UPI0002A63052, UniRef:UniRef100_UPI0002A63052, UniRef:UniRef50_S5LZQ2, UniRef:UniRef90_A0A0K2JIT4
contig_2	cds	35702	38998	+	GCF_002868295_00037		Helicase	RefSeq:WP_101519311.1, SO:0001217, UniParc:UPI000C771839, UniRef:UniRef100_UPI000C771839, UniRef:UniRef50_A0AAJ4JY62, UniRef:UniRef90_A0AAJ4JY62
contig_2	cds	39146	39271	+	GCF_002868295_00038		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F462587, UniRef:UniRef90_UPI0020A372A1
contig_2	cds	39301	39648	+	GCF_002868295_00039		hypothetical protein	SO:0001217, UniParc:UPI0002FEB455, UniRef:UniRef100_A0AAI9T4M8, UniRef:UniRef50_A0AAI9T4M8, UniRef:UniRef90_A0AAI9T4M8
