#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	213	899	+	GCA_964030995_00001	27.0	9.3	PF00004.35|AAA, PF00308.24|Bac_DnaA, PF00910.28|RNA_helicase, PF01695.23|IstB_IS21, PF20720.3|nSTAND3	PFAM:PF00004.35, PFAM:PF00308.24, PFAM:PF00910.28, PFAM:PF01695.23, PFAM:PF20720.3
contig_1	3869	4675	+	GCA_964030995_00005	31.6	8.2		SO:0001217, UniRef:UniRef50_S5MKA0, UniRef:UniRef90_UPI00313CFCD1
contig_1	5741	6691	-	GCA_964030995_00007	36.9	5.8		SO:0001217, UniRef:UniRef50_A0A0M4JXC8
contig_1	13843	16275	+	GCA_964030995_00014	95.3	6.1		SO:0001217, UniRef:UniRef50_A0A0M3SJH2, UniRef:UniRef90_UPI00313B0232
contig_1	41816	42181	+	GCA_964030995_00039	14.5	5.1		SO:0001217, UniRef:UniRef50_S5MHY7, UniRef:UniRef90_UPI00313C13BC
contig_1	46527	47234	+	GCA_964030995_00044	27.8	4.6		SO:0001217, UniRef:UniRef50_UPI0030D1E79F, UniRef:UniRef90_UPI0030D1E79F
contig_1	70474	71598	+	GCA_964030995_00066	44.0	8.5		SO:0001217, UniRef:UniRef50_S5MHW9, UniRef:UniRef90_UPI0030CD83C6
contig_1	74017	75327	+	GCA_964030995_00069	49.6	8.3		SO:0001217, UniRef:UniRef50_A0A0M5KJB8, UniRef:UniRef90_UPI00313CA73B
contig_1	80708	81217	+	GCA_964030995_00073	21.0	5.5		SO:0001217, UniRef:UniRef50_S5MK50, UniRef:UniRef90_UPI00313CE7C1
contig_1	85607	85933	+	GCA_964030995_00078	12.8	8.8		RefSeq:WP_342275192.1, SO:0001217, UniParc:UPI00313AFCF3, UniRef:UniRef100_UPI00313AFCF3, UniRef:UniRef50_S5MK46, UniRef:UniRef90_UPI0030D4DB43
contig_1	90466	90627	+	GCA_964030995_00083	6.3	9.9		RefSeq:WP_339030392.1, SO:0001217, UniParc:UPI0030CBB2E0, UniRef:UniRef100_UPI0030CBB2E0, UniRef:UniRef50_A0A0M4KF14, UniRef:UniRef90_A0A0M4KF14
contig_1	105224	105565	+	GCA_964030995_00095	13.7	8.6		SO:0001217, UniRef:UniRef50_S5MEX1, UniRef:UniRef90_UPI0030D0B6FA
contig_1	121724	123061	+	GCA_964030995_00108	50.7	4.9		
contig_1	123088	123570	+	GCA_964030995_00109	18.6	5.3		
contig_1	140973	141485	+	GCA_964030995_00130	20.3	7.6		
contig_1	144877	145593	+	GCA_964030995_00136	29.1	5.0		SO:0001217, UniRef:UniRef50_S5LWX7, UniRef:UniRef90_UPI00313B8300
contig_1	166535	167335	+	GCA_964030995_00153	30.7	4.2		SO:0001217, UniRef:UniRef50_A0A0M4JT15, UniRef:UniRef90_UPI00313C3030
contig_1	167752	167994	+	GCA_964030995_00154	9.2	8.8		SO:0001217, UniRef:UniRef50_A0A0M4KEX3, UniRef:UniRef90_UPI00313BAE8E
contig_1	168185	169906	+	GCA_964030995_00155	68.1	6.4		SO:0001217, UniRef:UniRef50_A0A0M4KCU6, UniRef:UniRef90_UPI0030D1C721
contig_1	172827	174107	+	GCA_964030995_00159	50.7	9.1	PF20296.3|MTaX1	PFAM:PF20296.3
contig_1	175721	175966	+	GCA_964030995_00162	8.9	6.2		SO:0001217, UniRef:UniRef50_V5RJ14
contig_1	180130	181401	+	GCA_964030995_00167	50.3	9.1	PF13391.12|HNH_2	PFAM:PF13391.12
contig_1	186760	187419	+	GCA_964030995_00171	25.8	9.3		
contig_1	190049	190333	-	GCA_964030995_00173	11.4	10.1		SO:0001217, UniRef:UniRef50_UPI0030D615AF, UniRef:UniRef50_UPI00313AF5D1, UniRef:UniRef90_UPI00313AF5D1
contig_1	194995	195435	-	GCA_964030995_00175	17.8	10.0		SO:0001217, UniRef:UniRef50_UPI00313AF5D1
contig_1	195581	199096	+	GCA_964030995_00176	137.1	8.6	PF01420.25|Methylase_S, PF07669.17|Eco57I	PFAM:PF01420.25, PFAM:PF07669.17
contig_1	205882	206835	+	GCA_964030995_00180	37.5	5.3		SO:0001217, UniRef:UniRef50_UPI0030CADE77
contig_1	212752	213492	+	GCA_964030995_00185	29.1	8.5		SO:0001217, UniRef:UniRef50_A0A0M4KCD3, UniRef:UniRef90_UPI0030CB6A26
contig_1	213482	213685	+	GCA_964030995_00186	7.7	9.7		SO:0001217, UniRef:UniRef50_A0A0M4JID1
contig_1	217375	217620	+	GCA_964030995_00188	9.3	5.0		SO:0001217, UniRef:UniRef50_A0A0M4JSN4
contig_1	222264	224147	+	GCA_964030995_00192	74.4	8.5	PF13175.12|AAA_15, PF13304.12|AAA_21, PF20469.4|OLD-like_TOPRIM	PFAM:PF13175.12, PFAM:PF13304.12, PFAM:PF20469.4
contig_1	224147	225001	+	GCA_964030995_00193	34.6	7.6		
contig_1	241116	241646	+	GCA_964030995_00206	21.0	8.7		SO:0001217, UniRef:UniRef50_UPI0030D3BBAB, UniRef:UniRef90_UPI0030D3BBAB
contig_1	243275	244363	+	GCA_964030995_00208	42.0	4.8		SO:0001217, UniRef:UniRef50_UPI0030D0BBB7
contig_1	244367	245548	+	GCA_964030995_00209	47.0	5.1		SO:0001217, UniRef:UniRef50_UPI0030D329F9
contig_1	248389	249822	+	GCA_964030995_00212	56.5	5.8		
contig_1	249815	251293	+	GCA_964030995_00213	57.0	6.4	PF01935.23|DUF87, PF05707.18|Zot, PF12846.13|AAA_10	PFAM:PF01935.23, PFAM:PF05707.18, PFAM:PF12846.13
contig_1	255427	257226	+	GCA_964030995_00215	72.5	5.4		SO:0001217, UniRef:UniRef50_A0A0M4JX15
contig_1	257237	258262	+	GCA_964030995_00216	39.7	8.5		SO:0001217, UniRef:UniRef50_A0A0M4JIT5, UniRef:UniRef90_UPI0030CAF7B0
contig_1	260321	262273	+	GCA_964030995_00218	76.6	7.5		
contig_1	264865	265722	+	GCA_964030995_00220	33.8	6.9		SO:0001217, UniRef:UniRef50_UPI00313ACA76, UniRef:UniRef90_UPI00313ACA76
contig_1	266200	266544	+	GCA_964030995_00221	13.2	9.8		
contig_1	290772	290987	+	GCA_964030995_00238	8.5	5.1		SO:0001217, UniRef:UniRef50_UPI0030CDAAD8
contig_1	294869	296581	+	GCA_964030995_00242	68.1	5.5		SO:0001217, UniRef:UniRef50_UPI0030D0578C, UniRef:UniRef90_UPI0030CD0232
contig_1	299875	301728	+	GCA_964030995_00245	72.3	9.0		SO:0001217, UniRef:UniRef50_UPI0030CBDA0D, UniRef:UniRef90_UPI0030D5BEE6
contig_1	303324	304358	+	GCA_964030995_00247	39.8	4.9		
contig_1	304336	305274	+	GCA_964030995_00248	36.6	4.8		SO:0001217, UniRef:UniRef50_UPI00313B32AD
contig_1	305722	305904	-	GCA_964030995_00249	7.4	6.0		
contig_1	305936	306241	+	GCA_964030995_00250	11.8	7.8		
contig_1	306214	306492	+	GCA_964030995_00251	11.1	4.6		
