#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	4166	4987	-	GCA_039206795_0002	32.1	10.0		SO:0001217, UniRef:UniRef50_UPI0020231638
contig_1	11220	12065	+	GCA_039206795_0007	32.7	4.7		
contig_1	21733	21972	+	GCA_039206795_0019	8.4	9.4		SO:0001217, UniRef:UniRef50_UPI00157AB6DF
contig_1	38326	39618	+	GCA_039206795_0033	47.2	5.1		
contig_1	39741	40886	-	GCA_039206795_0034	43.7	8.5		
contig_1	41048	41905	-	GCA_039206795_0035	33.0	8.7		
contig_1	42011	42190	-	GCA_039206795_0036	6.6	9.2		
contig_1	44783	46753	+	GCA_039206795_0040	73.4	5.6		
contig_1	53703	54938	-	GCA_039206795_0049	48.7	7.6		
contig_1	56064	56312	+	GCA_039206795_0051	10.0	9.8		SO:0001217, UniRef:UniRef50_A0A846U0A7
contig_1	59825	61264	+	GCA_039206795_0056	56.1	5.3		
contig_1	61567	62712	+	GCA_039206795_0057	44.7	8.6		
contig_1	66040	67071	+	GCA_039206795_0063	41.4	9.3	PF01541.30|GIY-YIG	PFAM:PF01541.30
contig_1	72869	73396	+	GCA_039206795_0068	20.3	9.5		
contig_1	84487	85254	+	GCA_039206795_0078	26.9	9.6		
contig_1	87137	87688	+	GCA_039206795_0080	21.8	6.1		
contig_1	91278	92027	-	GCA_039206795_0085	29.7	9.1		SO:0001217, UniRef:UniRef50_A0A846TRW6
contig_1	95825	96628	-	GCA_039206795_0091	29.6	7.6		
contig_1	96765	99383	-	GCA_039206795_0092	97.6	4.8	PF21564.2|Caudo_bapla_RBP_neck	PFAM:PF21564.2
contig_1	103630	104517	+	GCA_039206795_0097	35.6	8.9		
contig_1	104750	105034	+	GCA_039206795_0098	11.0	8.7		SO:0001217, UniRef:UniRef50_UPI0030CCB69C
contig_1	106013	106186	+	GCA_039206795_0100	6.4	10.0		
contig_1	106174	106272	+	GCA_039206795_0101	3.2	9.3		
contig_1	106593	107456	-	GCA_039206795_0102	33.4	7.8	PF13676.11|TIR_2	PFAM:PF13676.11
contig_1	107470	107865	-	GCA_039206795_0103	15.3	6.7		
contig_1	113360	113581	-	GCA_039206795_0109	8.7	4.3		
contig_1	115004	115738	+	GCA_039206795_0111	28.0	9.5		
contig_1	123210	123497	+	GCA_039206795_0122	10.9	10.3		
contig_1	123769	124128	+	GCA_039206795_0123	13.8	9.4		SO:0001217, UniRef:UniRef50_UPI0027DED996
contig_1	124275	124559	+	GCA_039206795_0124	11.2	9.7		
contig_1	124615	125001	+	GCA_039206795_0125	15.1	4.3		
contig_1	125005	125538	+	GCA_039206795_0126	20.3	4.7		
contig_1	125590	125895	+	GCA_039206795_0127	11.5	8.8		
contig_1	125967	126290	+	GCA_039206795_0128	11.6	6.7		
contig_1	126292	127869	+	GCA_039206795_0129	57.0	9.8		
contig_1	127911	128285	+	GCA_039206795_0130	15.1	8.7		
contig_1	128323	130266	+	GCA_039206795_0131	76.1	6.1	PF13589.12|HATPase_c_3	PFAM:PF13589.12
contig_1	131594	132043	+	GCA_039206795_0133	17.2	9.8		SO:0001217, UniRef:UniRef50_UPI0020BF24F6
contig_1	132260	133360	+	GCA_039206795_0134	43.2	9.4		
contig_1	133459	134253	+	GCA_039206795_0135	31.7	7.1		
contig_1	135046	137304	+	GCA_039206795_0137	86.8	8.8	PF10412.15|TrwB_AAD_bind	PFAM:PF10412.15
contig_1	137499	140234	+	GCA_039206795_0138	104.0	5.6		
contig_1	143305	144156	+	GCA_039206795_0140	33.8	9.1		
contig_1	145492	147489	+	GCA_039206795_0142	80.0	8.5		
contig_1	149245	150273	+	GCA_039206795_0144	40.6	5.2		
contig_1	152684	154465	-	GCA_039206795_0148	67.1	4.4		
contig_1	154565	155359	-	GCA_039206795_0149	30.7	5.7		
contig_1	156677	157555	-	GCA_039206795_0151	33.0	5.1		
contig_1	161003	162262	-	GCA_039206795_0154	48.0	8.9		
contig_1	175907	176194	-	GCA_039206795_0167	11.2	4.8		
contig_1	176438	176728	+	GCA_039206795_0168	11.3	9.1	PF12674.12|Zn_ribbon_2	PFAM:PF12674.12
contig_1	177309	178628	-	GCA_039206795_0170	51.5	9.4		SO:0001217, UniRef:UniRef50_UPI00202312CE
contig_1	186458	189004	+	GCA_039206795_0177	96.5	5.4		
contig_1	189097	190473	+	GCA_039206795_0178	51.9	9.2		
contig_1	193445	193621	+	GCA_039206795_0180	6.5	9.5		
contig_1	193738	194841	+	GCA_039206795_0181	41.8	4.8		
contig_1	195128	197140	+	GCA_039206795_0182	76.8	5.5		
contig_1	197332	202794	+	GCA_039206795_0183	205.6	9.3		SO:0001217, UniRef:UniRef50_UPI002022AFB3
contig_1	220620	221273	-	GCA_039206795_0200	25.7	8.9		
contig_1	221290	221700	-	GCA_039206795_0201	15.6	8.6		
contig_1	223641	225191	-	GCA_039206795_0203	60.9	5.8		
contig_1	227941	229374	+	GCA_039206795_0207	55.4	8.2	PF13402.12|Peptidase_M60	PFAM:PF13402.12
contig_1	235533	235880	+	GCA_039206795_0212	13.5	9.7		SO:0001217, UniRef:UniRef50_UPI002022AD95
contig_2	333	584	+	GCA_039206795_0213	10.2	6.6		
contig_2	1989	3569	+	GCA_039206795_0214	64.1	5.5		
contig_2	5941	6054	-	GCA_039206795_0219	4.4	10.2	PF00444.23|Ribosomal_L36	PFAM:PF00444.23
contig_2	13312	13635	-	GCA_039206795_0233	12.2	10.3	PF00366.26|Ribosomal_S17	PFAM:PF00366.26
contig_2	13625	14083	-	GCA_039206795_0234	17.5	9.9		
contig_2	19098	19892	-	GCA_039206795_0244	32.2	6.1		SO:0001217, UniRef:UniRef50_UPI002022B0D5
contig_2	19897	19989	-	GCA_039206795_0245	3.7	9.9		
contig_2	35491	35724	-	GCA_039206795_0255	9.0	10.5		
contig_2	44855	45415	-	GCA_039206795_0262	22.2	9.2		
contig_2	45363	45797	-	GCA_039206795_0263	17.4	9.2		
contig_2	58476	58970	-	GCA_039206795_0276	18.3	10.0		SO:0001217, UniRef:UniRef50_UPI00157A8F3C
contig_2	60250	60537	-	GCA_039206795_0278	11.0	5.0		
contig_2	60900	61562	-	GCA_039206795_0279	26.0	9.3	PF01420.25|Methylase_S	PFAM:PF01420.25
contig_2	61734	63296	-	GCA_039206795_0280	59.5	9.1		
contig_2	71533	72651	-	GCA_039206795_0288	43.2	5.3		SO:0001217, UniRef:UniRef50_A0A846TWQ0
contig_2	77472	78161	+	GCA_039206795_0291	26.3	4.8		
contig_2	88963	89412	-	GCA_039206795_0303	17.5	9.8		SO:0001217, UniRef:UniRef50_A0A846UDM0
contig_2	90249	90983	-	GCA_039206795_0305	27.6	7.7		
contig_2	91063	91683	-	GCA_039206795_0306	24.4	9.8		SO:0001217, UniRef:UniRef50_A0A846TSW1
contig_2	95256	95489	-	GCA_039206795_0310	8.6	9.9		
contig_2	102769	103506	+	GCA_039206795_0317	29.3	9.6		
contig_2	123457	124548	+	GCA_039206795_0333	43.0	9.0		
contig_2	126317	126409	-	GCA_039206795_0335	3.6	10.3		
contig_2	130230	130412	-	GCA_039206795_0339	7.2	9.9		SO:0001217, UniRef:UniRef50_UPI002023169B
contig_2	136139	136447	+	GCA_039206795_0347	11.6	9.4		SO:0001217, UniRef:UniRef50_UPI002022F521
contig_2	146970	147392	+	GCA_039206795_0356	15.2	4.9		SO:0001217, UniRef:UniRef50_UPI002022CAEA
contig_2	149113	149223	-	GCA_039206795_0360	4.0	10.3		
contig_2	165832	166893	-	GCA_039206795_0376	41.7	9.0		
contig_2	166949	167992	-	GCA_039206795_0377	41.5	5.3		
contig_2	168195	168902	-	GCA_039206795_0378	28.0	5.5		
contig_2	168936	170522	-	GCA_039206795_0379	63.2	9.2	PF12919.13|TcdA_TcdB	PFAM:PF12919.13
contig_2	170587	171372	-	GCA_039206795_0380	31.6	8.6		
contig_2	174257	177082	-	GCA_039206795_0382	108.4	5.7		
contig_2	177118	177330	-	GCA_039206795_0383	7.9	10.2		
contig_2	177371	178981	-	GCA_039206795_0384	59.8	10.1		
contig_2	179336	179914	-	GCA_039206795_0386	22.4	4.4		
contig_2	179934	180218	-	GCA_039206795_0387	11.4	9.7		SO:0001217, UniRef:UniRef50_A0A846TXI7
