# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	117	4115	-	GCA_039206795_0001		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A846U4D6
contig_1	cds	4166	4987	-	GCA_039206795_0002		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0020231638
contig_1	cds	5243	8218	+	GCA_039206795_0003		Chromosome partition protein Smc	SO:0001217, UniRef:UniRef50_A0A846TS37
contig_1	cds	8250	8900	+	GCA_039206795_0004		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A846TZW1
contig_1	cds	8973	9674	+	GCA_039206795_0005		Cytidylate kinase	SO:0001217, UniRef:UniRef50_A0A846U8V6
contig_1	cds	9677	11026	+	GCA_039206795_0006		GTPase Der	SO:0001217, UniRef:UniRef50_A0A846TVY1
contig_1	cds	11220	12065	+	GCA_039206795_0007		hypothetical protein	
contig_1	cds	12335	13717	+	GCA_039206795_0008		Glycerol-3-phosphate transporter	SO:0001217, UniRef:UniRef50_A0A2K8NR75
contig_1	cds	13829	14098	+	GCA_039206795_0009		DNA-binding protein HU	SO:0001217, UniRef:UniRef50_A0A9P2G5M4
contig_1	cds	14099	14560	-	GCA_039206795_0010	recU	Holliday junction resolvase RecU	SO:0001217, UniRef:UniRef50_A0A846TPU8
contig_1	cds	14631	14960	+	GCA_039206795_0011		DivIVA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0L0UNJ7, UniRef:UniRef90_UPI000A27BAF2
contig_1	ncRNA	14990	15378	+	GCA_039206795_0012	RNaseP_bact_b	Bacterial RNase P class B	RFAM:RF00011, SO:0000386
contig_1	cds	15443	15958	+	GCA_039206795_0013	cinA	CinA family protein	SO:0001217, UniRef:UniRef50_A0A846UCR6
contig_1	cds	16014	17015	+	GCA_039206795_0014	recA	Protein RecA	SO:0001217, UniRef:UniRef50_A0A7G9LXP9
contig_1	cds	17153	18691	+	GCA_039206795_0015		Ribonuclease Y	SO:0001217, UniRef:UniRef50_A0A846U0E1
contig_1	cds	18776	20137	+	GCA_039206795_0016		Signal recognition particle protein	SO:0001217, UniRef:UniRef50_Q01442
contig_1	cds	20186	20818	+	GCA_039206795_0017		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	SO:0001217, UniRef:UniRef50_A0A1B3SLF3
contig_1	cds	20839	21639	+	GCA_039206795_0018	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	SO:0001217, UniRef:UniRef50_A0A2P6FD95
contig_1	cds	21733	21972	+	GCA_039206795_0019		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00157AB6DF
contig_1	cds	22151	22696	+	GCA_039206795_0020		Ribosome recycling factor	SO:0001217, UniRef:UniRef50_A0A846UCQ8
contig_1	cds	22721	23734	+	GCA_039206795_0021		phosphatidate cytidylyltransferase	SO:0001217, UniRef:UniRef50_UPI0020230209
contig_1	cds	23746	24873	+	GCA_039206795_0022		Site-2 protease family protein	SO:0001217, UniRef:UniRef50_A0A846U0D1
contig_1	cds	24929	29263	+	GCA_039206795_0023		DNA polymerase III PolC-type	SO:0001217, UniRef:UniRef50_A0A1J0U064
contig_1	cds	29325	30119	+	GCA_039206795_0024		Pr6Pr family membrane protein	SO:0001217, UniRef:UniRef50_A0A846TZU1
contig_1	cds	30181	30492	-	GCA_039206795_0025		single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A846U8T7, UniRef:UniRef90_UPI002022DF8D
contig_1	cds	30572	30904	-	GCA_039206795_0026		Holo-[acyl-carrier-protein] synthase	SO:0001217, UniRef:UniRef50_A0A846TVW4
contig_1	cds	31024	31902	+	GCA_039206795_0027		Ribonuclease	SO:0001217, UniRef:UniRef50_A0A846TWB8
contig_1	cds	32049	33239	+	GCA_039206795_0028		Arginine deiminase	SO:0001217, UniRef:UniRef50_Q2ST29
contig_1	cds	33274	34272	+	GCA_039206795_0029		Ornithine carbamoyltransferase	SO:0001217, UniRef:UniRef50_A0A556UDF5
contig_1	cds	34303	35826	+	GCA_039206795_0030		Arginine/ornithine antiporter	SO:0001217, UniRef:UniRef50_A0A2K8NQJ7
contig_1	cds	35866	36798	+	GCA_039206795_0031		Carbamate kinase	SO:0001217, UniRef:UniRef50_Q4L9V7
contig_1	cds	36942	38249	+	GCA_039206795_0032		Pyrimidine-nucleoside phosphorylase	SO:0001217, UniRef:UniRef50_A0A2P6FC38
contig_1	cds	38326	39618	+	GCA_039206795_0033		hypothetical protein	
contig_1	cds	39741	40886	-	GCA_039206795_0034		hypothetical protein	
contig_1	cds	41048	41905	-	GCA_039206795_0035		hypothetical protein	
contig_1	cds	42011	42190	-	GCA_039206795_0036		hypothetical protein	
contig_1	cds	42507	43253	+	GCA_039206795_0037		Segregation and condensation protein A	SO:0001217, UniRef:UniRef50_A0A846TS07
