#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	27	440	-	GCA_017847655_00001	15.6	9.0		
contig_1	20092	21057	+	GCA_017847655_00021	37.9	9.2	PF13177.12|DNA_pol3_delta2	PFAM:PF13177.12, SO:0001217, UniRef:UniRef50_UPI0013CB51CD, UniRef:UniRef90_UPI0013CB51CD
contig_1	21670	21786	+	GCA_017847655_00023	4.6	6.5		
contig_2	45	386	+	GCA_017847655_00028	13.8	9.0		
contig_2	826	930	+	GCA_017847655_00029	3.9	5.6		SO:0001217, UniRef:UniRef50_UPI0030CFC306, UniRef:UniRef90_UPI0030CFC306
contig_2	3193	3549	-	GCA_017847655_00034	12.4	10.0		SO:0001217, UniRef:UniRef50_UPI0030CB77B8, UniRef:UniRef90_UPI0030CB77B8
contig_2	9875	11863	+	GCA_017847655_00040	74.9	6.7		SO:0001217, UniRef:UniRef50_UPI00157B6B06, UniRef:UniRef90_UPI00313B045C
contig_2	11881	13101	+	GCA_017847655_00041	46.6	5.0		SO:0001217, UniRef:UniRef50_UPI0030CFBF20, UniRef:UniRef90_UPI0030CFBF20
contig_2	13250	13450	+	GCA_017847655_00042	7.3	5.9		
contig_2	13825	14175	+	GCA_017847655_00043	13.8	5.2		
contig_2	14132	14509	+	GCA_017847655_00044	14.5	5.1		
contig_2	14559	14792	+	GCA_017847655_00045	8.9	10.3		
contig_3	1799	1915	-	GCA_017847655_00048	4.2	4.5		SO:0001217, UniRef:UniRef50_UPI00313EE808, UniRef:UniRef90_UPI00313EE808
contig_3	1899	3584	-	GCA_017847655_00049	63.9	6.0	PF13570.12|PQQ_3, PF20067.5|SSL_N	PFAM:PF13570.12, PFAM:PF20067.5, SO:0001217, UniRef:UniRef50_UPI0030CB8B74, UniRef:UniRef90_UPI0030CB8B74
contig_4	175	687	-	GCA_017847655_00050	20.3	9.0		SO:0001217, UniRef:UniRef50_UPI0030D09A66, UniRef:UniRef90_UPI0030D09A66
contig_4	641	1021	-	GCA_017847655_00051	15.3	9.8		SO:0001217, UniRef:UniRef50_UPI0030CFFF1C, UniRef:UniRef90_UPI0030CFFF1C
contig_4	1272	1463	+	GCA_017847655_00052	7.6	9.1		RefSeq:WP_252320980.1, SO:0001217, UniParc:UPI001E189B3B, UniRef:UniRef100_UPI001E189B3B, UniRef:UniRef50_UPI001E189B3B, UniRef:UniRef90_UPI001E189B3B
contig_5	2798	2926	-	GCA_017847655_00055	4.7	8.1		
contig_5	3087	3461	-	GCA_017847655_00056	14.6	7.2	PF00929.31|RNase_T	PFAM:PF00929.31, SO:0001217, UniRef:UniRef50_UPI0030D0132F, UniRef:UniRef90_UPI0030D0132F
contig_6	3425	3514	-	GCA_017847655_00059	3.3	9.6		
contig_7	62	1639	+	GCA_017847655_00060	NA	8.6		
contig_7	1839	2081	+	GCA_017847655_00061	9.3	9.1		
contig_7	2109	2585	+	GCA_017847655_00062	18.4	9.4		
contig_7	2791	3033	+	GCA_017847655_00063	9.6	9.4		SO:0001217, UniRef:UniRef50_A0A433EMR6, UniRef:UniRef90_UPI0020794CFA
contig_7	3817	4203	+	GCA_017847655_00065	15.5	9.0		SO:0001217, UniRef:UniRef50_UPI0013C991FD, UniRef:UniRef90_UPI00207A07D7
contig_7	4346	4573	-	GCA_017847655_00066	9.1	9.9		
contig_7	5184	5393	+	GCA_017847655_00067	7.6	7.8		
contig_7	5435	5560	+	GCA_017847655_00068	4.8	7.9		
contig_7	6113	6550	-	GCA_017847655_00070	17.7	9.4	PF01051.27|Rep3_N	PFAM:PF01051.27
contig_7	6964	7122	+	GCA_017847655_00071	6.4	9.2		
contig_7	7679	8245	+	GCA_017847655_00073	21.5	8.8	PF01656.29|CbiA, PF13614.12|AAA_31	PFAM:PF01656.29, PFAM:PF13614.12
contig_7	8260	8535	+	GCA_017847655_00074	10.9	9.8		
contig_7	8611	8769	+	GCA_017847655_00075	6.1	9.8		
contig_7	8986	9495	+	GCA_017847655_00076	20.2	9.7		SO:0001217, UniRef:UniRef50_UPI00313AC722
contig_8	414	665	+	GCA_017847655_00077	9.4	9.5		RefSeq:WP_174480064.1, SO:0001217, UniParc:UPI00157A5C4A, UniRef:UniRef100_UPI00157A5C4A, UniRef:UniRef50_UPI00157AA7A5, UniRef:UniRef90_UPI00157A5C4A
contig_9	604	933	+	GCA_017847655_00079	12.7	9.1		
contig_9	912	1316	+	GCA_017847655_00080	15.6	9.5		
contig_9	1550	1864	+	GCA_017847655_00081	12.4	9.4		
contig_9	2027	4333	+	GCA_017847655_00082	91.7	9.3		
contig_10	681	920	-	GCA_017847655_00083	9.4	8.9		RefSeq:WP_338957050.1, SO:0001217, UniParc:UPI001DFD2E37, UniRef:UniRef100_UPI0030D1B8CA, UniRef:UniRef50_UPI0030D1B8CA, UniRef:UniRef90_UPI0030D1B8CA
contig_10	2684	2782	+	GCA_017847655_00086	4.0	10.7		
contig_10	2731	3039	+	GCA_017847655_00087	12.0	4.5		SO:0001217, UniRef:UniRef50_UPI00313A96CE, UniRef:UniRef90_UPI00313A96CE
contig_11	358	741	-	GCA_017847655_00088	15.5	9.0		SO:0001217, UniRef:UniRef50_UPI00157B5FAC, UniRef:UniRef90_UPI00313EDE44
contig_12	902	1111	-	GCA_017847655_00091	8.3	4.4		
contig_12	1087	1719	-	GCA_017847655_00092	24.3	9.7		
contig_12	1885	2775	-	GCA_017847655_00093	34.2	9.3		
