# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	27	440	-	GCA_017847655_00001	-	-	-	-	-	-
contig_1	cds	485	1234	-	GCA_017847655_00002	478.0	3.4e-170	1.0	1.0	0.984	UniRef:UniRef90_UPI00313EB87F
contig_1	cds	1439	2002	-	GCA_017847655_00003	343.0	4.2e-119	1.0	0.969	0.973	UniRef:UniRef90_UPI00313BED97
contig_1	cds	1995	2840	-	GCA_017847655_00004	552.0	1.1e-198	1.0	1.0	0.989	UniRef:UniRef90_UPI0037DBFD43
contig_1	cds	2858	4213	-	GCA_017847655_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001E1048E1
contig_1	cds	4264	4677	-	GCA_017847655_00006	262.0	2.2e-88	1.0	0.945	0.971	UniRef:UniRef90_UPI0013C744D5
contig_1	cds	4882	6063	-	GCA_017847655_00007	746.0	2.2e-271	0.995	0.987	0.990	UniRef:UniRef90_UPI0013CAE471
contig_1	cds	6077	6406	-	GCA_017847655_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00120300BE
contig_1	cds	6436	6570	-	GCA_017847655_00009	67.4	3.6e-14	1.0	1.0	0.727	UniRef:UniRef90_A0A846TSS1
contig_1	cds	6836	8215	+	GCA_017847655_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001D56AB06
contig_1	cds	8396	9583	+	GCA_017847655_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001D9C6CA2
contig_1	cds	9641	10672	+	GCA_017847655_00012	671.0	1.1e-243	1.003	1.0	0.980	UniRef:UniRef90_UPI0013C6C5A6
contig_1	cds	10915	12834	+	GCA_017847655_00013	1251.0	0.0	1.0	0.995	0.989	UniRef:UniRef90_UPI0030D6274A
contig_1	cds	12866	15355	+	GCA_017847655_00014	1543.0	0.0	1.004	1.0	0.980	UniRef:UniRef90_A0A411NKC5
