# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	27	440	-	GCA_017847655_00001		hypothetical protein	
contig_1	cds	485	1234	-	GCA_017847655_00002		lipoprotein	SO:0001217, UniRef:UniRef50_UPI0030CCBBA6, UniRef:UniRef90_UPI00313EB87F
contig_1	cds	1439	2002	-	GCA_017847655_00003		DJ-1 family glyoxalase III	SO:0001217, UniRef:UniRef50_A0A846U210, UniRef:UniRef90_UPI00313BED97
contig_1	cds	1995	2840	-	GCA_017847655_00004	tatD	TatD family hydrolase	EC:3.1.21.-, KEGG:K03424, SO:0001217, UniRef:UniRef50_Q14QJ7, UniRef:UniRef90_UPI0037DBFD43
contig_1	cds	2858	4213	-	GCA_017847655_00005	mnmE	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	GO:0003924, GO:0005525, GO:0006400, RefSeq:WP_338958449.1, SO:0001217, UniParc:UPI001E1048E1, UniRef:UniRef100_UPI001E1048E1, UniRef:UniRef50_A0A846TWX5, UniRef:UniRef90_UPI00157A4A66
contig_1	cds	4264	4677	-	GCA_017847655_00006		R3H domain-containing nucleic acid-binding protein	KEGG:K06346, SO:0001217, UniRef:UniRef50_UPI0013C744D5, UniRef:UniRef90_UPI0013C744D5
contig_1	cds	4882	6063	-	GCA_017847655_00007	yidC	membrane protein insertase YidC	SO:0001217, UniRef:UniRef50_A0A846U9K2, UniRef:UniRef90_UPI0013CAE471
contig_1	cds	6077	6406	-	GCA_017847655_00008	rnpA	ribonuclease P protein component	EC:3.1.26.5, GO:0000049, GO:0004526, GO:0008033, RefSeq:WP_252319042.1, SO:0001217, UniParc:UPI00120300BE, UniRef:UniRef100_UPI00120300BE, UniRef:UniRef50_A0A846U0K4, UniRef:UniRef90_UPI00313ECF91
contig_1	cds	6436	6570	-	GCA_017847655_00009		Large ribosomal subunit protein bL34	SO:0001217, UniRef:UniRef50_Q3AG61
contig_1	cds	6836	8215	+	GCA_017847655_00010	dnaA	chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0006270, GO:0006275, KEGG:K02313, RefSeq:WP_252319048.1, SO:0001217, UniParc:UPI001D56AB06, UniRef:UniRef100_UPI001D56AB06, UniRef:UniRef50_A0A846U523, UniRef:UniRef90_A0A3S7R547
contig_1	cds	8396	9583	+	GCA_017847655_00011	dnaN	DNA polymerase III subunit beta	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0006260, GO:0009360, KEGG:K02338, RefSeq:WP_252319050.1, SO:0001217, UniParc:UPI001D9C6CA2, UniRef:UniRef100_UPI001D9C6CA2, UniRef:UniRef50_UPI0013C8FC25, UniRef:UniRef90_UPI0013C8FC25
contig_1	cds	9641	10672	+	GCA_017847655_00012		SGNH/GDSL hydrolase family protein	SO:0001217, UniRef:UniRef50_UPI0013C6C5A6, UniRef:UniRef90_UPI0013C6C5A6
contig_1	cds	10915	12834	+	GCA_017847655_00013	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005694, GO:0006265, KEGG:K02470, SO:0001217, UniRef:UniRef50_A0A9D7YHK9, UniRef:UniRef90_UPI0030D6274A
contig_1	cds	12866	15355	+	GCA_017847655_00014	gyrA	DNA gyrase subunit A	EC:5.6.2.2, GO:0003677, GO:0003916, GO:0003918, GO:0005524, GO:0006259, GO:0006265, KEGG:K02469, SO:0001217, UniRef:UniRef50_A0A846U0L5, UniRef:UniRef90_A0A411NKC5
