#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	3468	3842	+	GCF_964020195_00004	14.9	9.3		RefSeq:WP_338961552.1, SO:0001217, UniParc:UPI0030D2A452, UniRef:UniRef100_UPI0030D2A452, UniRef:UniRef50_UPI0030D2A452, UniRef:UniRef90_UPI0030D2A452
contig_1	13264	14229	+	GCF_964020195_00013	37.9	9.2	PF13177.12|DNA_pol3_delta2	PFAM:PF13177.12, RefSeq:WP_338961565.1, SO:0001217, UniParc:UPI0030CC816E, UniRef:UniRef100_UPI0030CC816E, UniRef:UniRef50_UPI0013CB51CD, UniRef:UniRef90_UPI0013CB51CD
contig_1	26231	26518	+	GCF_964020195_00022	11.5	5.2		RefSeq:WP_338961582.1, SO:0001217, UniParc:UPI0030CE5B81, UniRef:UniRef100_UPI0030CE5B81, UniRef:UniRef50_UPI0030D522B9, UniRef:UniRef90_UPI0030D522B9
contig_1	26596	27894	+	GCF_964020195_00023	52.9	8.7		RefSeq:WP_338961585.1, SO:0001217, UniParc:UPI0030D36B1F, UniRef:UniRef100_UPI0030D36B1F, UniRef:UniRef50_UPI0030D36B1F, UniRef:UniRef90_UPI0030D36B1F
contig_1	28176	28463	+	GCF_964020195_00024	11.1	5.6		RefSeq:WP_338961587.1, SO:0001217, UniParc:UPI0030D4C01D, UniRef:UniRef100_UPI0030CCBF5E, UniRef:UniRef50_UPI0013C7699F, UniRef:UniRef90_UPI0013C7699F
contig_1	30233	31045	+	GCF_964020195_00026	31.0	6.2		RefSeq:WP_338961590.1, SO:0001217, UniParc:UPI0030D45687, UniRef:UniRef100_UPI0030D45687, UniRef:UniRef50_UPI00157A984A, UniRef:UniRef90_UPI00157A984A
contig_1	35316	36752	+	GCF_964020195_00032	52.4	6.9	PF13570.12|PQQ_3	PFAM:PF13570.12, RefSeq:WP_338961602.1, SO:0001217, UniParc:UPI0030D0BFE7, UniRef:UniRef100_UPI0030D0BFE7, UniRef:UniRef50_UPI0030D3AA6D, UniRef:UniRef90_UPI0030D47E1D
contig_1	39058	39612	-	GCF_964020195_00035	22.3	9.6		RefSeq:WP_338961609.1, SO:0001217, UniParc:UPI0030D0F9E0, UniRef:UniRef100_UPI00313F066A, UniRef:UniRef50_UPI00313F066A, UniRef:UniRef90_UPI00313F066A
contig_1	40908	41060	+	GCF_964020195_00037	6.4	4.8		RefSeq:WP_174481447.1, SO:0001217, UniParc:UPI00157A438B, UniRef:UniRef100_UPI00157A438B, UniRef:UniRef50_UPI00313DBC76, UniRef:UniRef90_UPI00313DBC76
contig_1	41042	41455	+	GCF_964020195_00038	16.8	9.6		RefSeq:WP_338961615.1, SO:0001217, UniParc:UPI0030CBA5A6, UniRef:UniRef100_UPI0030CBA5A6, UniRef:UniRef50_UPI00157A949C, UniRef:UniRef50_UPI0030D4F226, UniRef:UniRef90_UPI00157A949C, UniRef:UniRef90_UPI0030D4F226
contig_1	41584	42372	+	GCF_964020195_00039	30.7	9.1		RefSeq:WP_338961617.1, SO:0001217, UniParc:UPI0030CC7772, UniRef:UniRef100_UPI0030CC7772, UniRef:UniRef50_UPI0030CC7772, UniRef:UniRef90_UPI0030CC7772
contig_1	44214	44900	+	GCF_964020195_00041	25.7	8.7		RefSeq:WP_338961623.1, SO:0001217, UniParc:UPI0030D06E23, UniRef:UniRef100_UPI0030D06E23, UniRef:UniRef50_UPI003252AFB4, UniRef:UniRef90_UPI0030D06E23
contig_1	45086	45505	+	GCF_964020195_00042	16.4	9.8		RefSeq:WP_338961431.1, SO:0001217, UniParc:UPI0030D54CC8, UniRef:UniRef100_UPI0030D54CC8, UniRef:UniRef50_UPI0030CCFFD7, UniRef:UniRef90_UPI0030CCFFD7
contig_1	47077	48174	+	GCF_964020195_00044	41.5	6.0		RefSeq:WP_338961629.1, SO:0001217, UniParc:UPI0030D33DC6, UniRef:UniRef100_UPI0030D33DC6, UniRef:UniRef50_UPI00157BAA3E, UniRef:UniRef90_UPI00157BAA3E
contig_1	51082	51462	+	GCF_964020195_00050	13.8	9.5		RefSeq:WP_338961637.1, SO:0001217, UniParc:UPI0030D26AD4, UniRef:UniRef100_UPI0030D26AD4, UniRef:UniRef50_UPI002491CA8B, UniRef:UniRef90_UPI002491CA8B
contig_1	51482	51847	+	GCF_964020195_00051	14.3	8.6		RefSeq:WP_338961639.1, SO:0001217, UniParc:UPI0030D36ED0, UniRef:UniRef100_UPI0030D36ED0, UniRef:UniRef50_UPI00157B9A37, UniRef:UniRef90_UPI00157B9A37
contig_1	52698	52982	+	GCF_964020195_00053	10.7	4.7		
contig_1	52982	53680	+	GCF_964020195_00054	27.1	9.3		RefSeq:WP_338961643.1, SO:0001217, UniParc:UPI0030D54E0D, UniRef:UniRef100_UPI0030D54E0D, UniRef:UniRef50_UPI0030D54E0D, UniRef:UniRef90_UPI0030D54E0D
contig_1	53762	54121	+	GCF_964020195_00055	14.1	10.1		RefSeq:WP_338961645.1, SO:0001217, UniParc:UPI0030D5411F, UniRef:UniRef100_UPI0030CF4E48, UniRef:UniRef50_UPI0030CD60E7, UniRef:UniRef90_UPI0030CD60E7
contig_1	54372	54704	+	GCF_964020195_00056	12.6	7.9		RefSeq:WP_338961647.1, SO:0001217, UniParc:UPI0030D43249, UniRef:UniRef100_UPI0030D43249, UniRef:UniRef50_UPI00313EE144, UniRef:UniRef90_UPI00313EE144
contig_1	57227	58435	+	GCF_964020195_00059	42.8	4.9	PF16244.11|DUF4901	PFAM:PF16244.11, RefSeq:WP_338961651.1, SO:0001217, UniParc:UPI0030CFB9CD, UniRef:UniRef100_UPI0030CFB9CD, UniRef:UniRef50_UPI0030D55A99, UniRef:UniRef90_UPI0030D55A99
contig_1	63777	64574	+	GCF_964020195_00065	31.2	9.3		RefSeq:WP_338986046.1, SO:0001217, UniParc:UPI0030CEE294, UniRef:UniRef100_UPI0030CF4C04, UniRef:UniRef50_A0A846UD88, UniRef:UniRef90_UPI00157ACC32
contig_1	64630	64848	-	GCF_964020195_00066	8.3	4.6		RefSeq:WP_338961663.1, SO:0001217, UniParc:UPI0030D073A4, UniRef:UniRef100_UPI0030D073A4, UniRef:UniRef50_UPI00313B544A, UniRef:UniRef90_UPI00313B544A
contig_1	65034	65270	-	GCF_964020195_00067	9.2	5.8		RefSeq:WP_338961665.1, SO:0001217, UniParc:UPI0030CE74E6, UniRef:UniRef100_UPI0030CE74E6, UniRef:UniRef50_UPI0025791F03, UniRef:UniRef90_UPI00313F2B56
contig_1	69929	70450	+	GCF_964020195_00071	21.1	8.8		RefSeq:WP_338961674.1, SO:0001217, UniParc:UPI0030CDDAD3, UniRef:UniRef100_UPI0030CDDAD3, UniRef:UniRef50_UPI0013C5DBF3, UniRef:UniRef90_UPI0013C5DBF3
contig_1	70707	71474	-	GCF_964020195_00072	29.0	8.2		RefSeq:WP_338961677.1, SO:0001217, UniParc:UPI0030D102EF, UniRef:UniRef100_UPI0030D102EF, UniRef:UniRef50_UPI0030D102EF, UniRef:UniRef90_UPI0030D102EF
contig_1	76945	79068	+	GCF_964020195_00077	84.3	8.4		RefSeq:WP_338961691.1, SO:0001217, UniParc:UPI0030CC0C47, UniRef:UniRef100_UPI0030CC0C47, UniRef:UniRef50_UPI0013CDB583, UniRef:UniRef90_UPI0013CDB583
contig_1	80711	82417	+	GCF_964020195_00079	67.2	6.4		RefSeq:WP_338961696.1, SO:0001217, UniParc:UPI0030D132D8, UniRef:UniRef100_UPI0030D132D8, UniRef:UniRef50_UPI00157A47F8, UniRef:UniRef90_UPI00157A47F8
contig_1	82566	82826	+	GCF_964020195_00080	10.6	9.6		RefSeq:WP_338961699.1, SO:0001217, UniParc:UPI0030CB26AE, UniRef:UniRef100_UPI0030CB26AE, UniRef:UniRef50_UPI0030CF2B9E, UniRef:UniRef90_UPI0030CB26AE
contig_1	82911	84617	-	GCF_964020195_00081	66.5	6.3		RefSeq:WP_338961701.1, SO:0001217, UniParc:UPI0030D25E19, UniRef:UniRef100_UPI0030CD91D7, UniRef:UniRef50_UPI00157BA26B, UniRef:UniRef90_UPI0030D35B77
contig_1	85796	86314	+	GCF_964020195_00082	20.8	8.2		RefSeq:WP_338961702.1, SO:0001217, UniParc:UPI0030D042E8, UniRef:UniRef100_UPI0030D042E8, UniRef:UniRef50_UPI00157B23F9, UniRef:UniRef90_UPI0013C5F9A3
contig_1	86286	86456	+	GCF_964020195_00083	7.1	9.8		RefSeq:WP_338961476.1, SO:0001217, UniParc:UPI0030D4DE5E, UniRef:UniRef100_UPI0030D4DE5E, UniRef:UniRef50_UPI0024C849AF, UniRef:UniRef90_UPI0024C849AF
contig_1	86449	86604	+	GCF_964020195_00084	6.3	5.0		RefSeq:WP_338961479.1, SO:0001217, UniParc:UPI0030D39B39, UniRef:UniRef100_UPI0030D39B39, UniRef:UniRef50_UPI0030D25B5F, UniRef:UniRef90_UPI0030D39B39
contig_1	86607	87044	+	GCF_964020195_00085	17.1	9.2		RefSeq:WP_338961703.1, SO:0001217, UniParc:UPI0030D46AC1, UniRef:UniRef100_UPI0030D46AC1, UniRef:UniRef50_UPI0013CB2010, UniRef:UniRef90_UPI0030D2DF39
contig_1	87034	87327	+	GCF_964020195_00086	11.6	9.8		RefSeq:WP_338961240.1, SO:0001217, UniParc:UPI0030D009F2, UniRef:UniRef100_UPI0030D009F2, UniRef:UniRef50_UPI00313CEB2F, UniRef:UniRef90_UPI00313CEB2F
contig_1	87331	87489	+	GCF_964020195_00087	6.2	9.2		RefSeq:WP_338961242.1, SO:0001217, UniParc:UPI0030CE8547, UniRef:UniRef100_UPI0030CE8547, UniRef:UniRef50_UPI0030CB8F0F, UniRef:UniRef90_UPI00157AA96B
contig_1	87491	87634	+	GCF_964020195_00088	5.6	6.2		
contig_1	87627	87764	+	GCF_964020195_00089	5.5	9.0		
