# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	4	177	+	GCA_027564955_0001	-	-	-	-	-	-
contig_18	cds	27	179	+	GCA_027564955_0002	-	-	-	-	-	-
contig_25	cds	2	232	+	GCA_027564955_0003	-	-	-	-	-	-
contig_41	cds	1	231	-	GCA_027564955_0004	-	-	-	-	-	-
contig_42	cds	83	247	-	GCA_027564955_0005	-	-	-	-	-	-
contig_43	cds	39	173	+	GCA_027564955_0006	-	-	-	-	-	-
contig_54	cds	25	231	-	GCA_027564955_0007	-	-	-	-	-	-
contig_68	cds	2	157	-	GCA_027564955_0008	-	-	-	-	-	-
contig_84	cds	24	173	+	GCA_027564955_0009	-	-	-	-	-	-
contig_98	cds	24	251	-	GCA_027564955_0010	-	-	-	-	-	-
contig_109	rRNA	6	1000	-	GCA_027564955_0011	1050.9	3.7e-02	-	-	-	RFAM:RF02541
contig_115	tRNA	160	233	-	GCA_027564955_0012	35.6	-	-	-	-	-
contig_119	cds	14	202	+	GCA_027564955_0013	-	-	-	-	-	-
contig_120	cds	51	320	-	GCA_027564955_0014	-	-	-	-	-	-
contig_121	cds	11	247	+	GCA_027564955_0015	-	-	-	-	-	-
contig_154	cds	19	252	+	GCA_027564955_0016	-	-	-	-	-	-
contig_164	cds	91	294	-	GCA_027564955_0017	-	-	-	-	-	-
contig_165	cds	61	240	-	GCA_027564955_0018	-	-	-	-	-	-
contig_166	cds	10	207	+	GCA_027564955_0019	-	-	-	-	-	-
contig_171	cds	3	221	+	GCA_027564955_0020	-	-	-	-	-	-
contig_176	cds	5	217	+	GCA_027564955_0021	-	-	-	-	-	-
contig_180	cds	53	232	-	GCA_027564955_0022	-	-	-	-	-	-
contig_184	cds	28	228	+	GCA_027564955_0023	-	-	-	-	-	-
contig_197	cds	6	335	+	GCA_027564955_0024	-	-	-	-	-	-
