#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	4	177	+	GCA_027564955_0001	7.1	5.0		
contig_18	27	179	+	GCA_027564955_0002	5.5	12.0		
contig_25	2	232	+	GCA_027564955_0003	8.5	10.1		
contig_41	1	231	-	GCA_027564955_0004	9.1	9.4		
contig_42	83	247	-	GCA_027564955_0005	6.7	6.2		
contig_43	39	173	+	GCA_027564955_0006	5.5	9.2		
contig_54	25	231	-	GCA_027564955_0007	8.2	10.3		
contig_68	2	157	-	GCA_027564955_0008	6.4	6.0		
contig_84	24	173	+	GCA_027564955_0009	6.0	4.3		
contig_98	24	251	-	GCA_027564955_0010	9.3	8.7		
contig_119	14	202	+	GCA_027564955_0013	7.4	4.1		
contig_120	51	320	-	GCA_027564955_0014	10.3	10.0		
contig_121	11	247	+	GCA_027564955_0015	9.6	4.8		
contig_154	19	252	+	GCA_027564955_0016	9.1	8.3		
contig_164	91	294	-	GCA_027564955_0017	8.1	9.2		
contig_165	61	240	-	GCA_027564955_0018	7.4	7.8		
contig_166	10	207	+	GCA_027564955_0019	8.2	6.0		
contig_171	3	221	+	GCA_027564955_0020	8.8	8.7		
contig_176	5	217	+	GCA_027564955_0021	8.2	10.7		
contig_180	53	232	-	GCA_027564955_0022	7.4	7.7		
contig_184	28	228	+	GCA_027564955_0023	8.1	8.9		
contig_197	6	335	+	GCA_027564955_0024	13.8	9.4		
contig_218	75	218	+	GCA_027564955_0025	5.7	4.6		
contig_232	59	223	-	GCA_027564955_0026	6.9	9.6		
contig_258	9	152	+	GCA_027564955_0027	4.9	4.3		
contig_260	18	206	-	GCA_027564955_0028	7.2	9.2		
contig_261	37	210	-	GCA_027564955_0029	7.2	5.9		
contig_263	59	319	-	GCA_027564955_0030	9.9	8.7		
contig_267	43	231	-	GCA_027564955_0031	7.8	6.2		
contig_272	4	186	+	GCA_027564955_0032	7.9	6.0		
contig_273	83	250	-	GCA_027564955_0033	6.7	9.7		
contig_283	14	250	+	GCA_027564955_0034	9.5	7.8		
contig_284	95	241	-	GCA_027564955_0035	6.0	4.1		
contig_307	19	171	+	GCA_027564955_0037	6.0	9.4		
contig_309	2	211	-	GCA_027564955_0038	8.5	9.6		
contig_310	70	249	-	GCA_027564955_0039	7.2	8.1		
contig_317	136	321	-	GCA_027564955_0040	7.7	10.0		
contig_332	1	180	+	GCA_027564955_0042	6.9	9.9		
contig_342	11	217	+	GCA_027564955_0044	8.4	8.9		
contig_356	4	237	-	GCA_027564955_0045	9.3	8.8		
contig_408	8	214	-	GCA_027564955_0047	8.6	8.9		
contig_415	17	211	+	GCA_027564955_0048	6.9	9.0	PF00004.35|AAA, PF07728.20|AAA_5, PF13191.12|AAA_16	PFAM:PF00004.35, PFAM:PF07728.20, PFAM:PF13191.12, SO:0001217, UniRef:UniRef50_UPI0019ED8EC8
contig_424	47	214	-	GCA_027564955_0049	7.1	9.7		
contig_425	10	219	+	GCA_027564955_0050	8.8	4.1		
contig_426	18	284	-	GCA_027564955_0051	10.0	9.3		
contig_437	31	315	+	GCA_027564955_0052	11.3	8.8		
contig_438	106	609	-	GCA_027564955_0053	18.1	10.0		
