# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	4	177	+	GCA_027564955_0001		hypothetical protein	
contig_18	cds	27	179	+	GCA_027564955_0002		hypothetical protein	
contig_25	cds	2	232	+	GCA_027564955_0003		hypothetical protein	
contig_41	cds	1	231	-	GCA_027564955_0004		hypothetical protein	
contig_42	cds	83	247	-	GCA_027564955_0005		hypothetical protein	
contig_43	cds	39	173	+	GCA_027564955_0006		hypothetical protein	
contig_54	cds	25	231	-	GCA_027564955_0007		hypothetical protein	
contig_68	cds	2	157	-	GCA_027564955_0008		hypothetical protein	
contig_84	cds	24	173	+	GCA_027564955_0009		hypothetical protein	
contig_98	cds	24	251	-	GCA_027564955_0010		hypothetical protein	
contig_109	rRNA	6	1000	-	GCA_027564955_0011	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_115	tRNA	160	233	-	GCA_027564955_0012		tRNA-Xxx	
contig_119	cds	14	202	+	GCA_027564955_0013		hypothetical protein	
contig_120	cds	51	320	-	GCA_027564955_0014		hypothetical protein	
contig_121	cds	11	247	+	GCA_027564955_0015		hypothetical protein	
contig_154	cds	19	252	+	GCA_027564955_0016		hypothetical protein	
contig_164	cds	91	294	-	GCA_027564955_0017		hypothetical protein	
contig_165	cds	61	240	-	GCA_027564955_0018		hypothetical protein	
contig_166	cds	10	207	+	GCA_027564955_0019		hypothetical protein	
contig_171	cds	3	221	+	GCA_027564955_0020		hypothetical protein	
contig_176	cds	5	217	+	GCA_027564955_0021		hypothetical protein	
contig_180	cds	53	232	-	GCA_027564955_0022		hypothetical protein	
contig_184	cds	28	228	+	GCA_027564955_0023		hypothetical protein	
contig_197	cds	6	335	+	GCA_027564955_0024		hypothetical protein	
contig_218	cds	75	218	+	GCA_027564955_0025		hypothetical protein	
contig_232	cds	59	223	-	GCA_027564955_0026		hypothetical protein	
contig_258	cds	9	152	+	GCA_027564955_0027		hypothetical protein	
contig_260	cds	18	206	-	GCA_027564955_0028		hypothetical protein	
contig_261	cds	37	210	-	GCA_027564955_0029		hypothetical protein	
contig_263	cds	59	319	-	GCA_027564955_0030		hypothetical protein	
contig_267	cds	43	231	-	GCA_027564955_0031		hypothetical protein	
contig_272	cds	4	186	+	GCA_027564955_0032		hypothetical protein	
contig_273	cds	83	250	-	GCA_027564955_0033		hypothetical protein	
contig_283	cds	14	250	+	GCA_027564955_0034		hypothetical protein	
contig_284	cds	95	241	-	GCA_027564955_0035		hypothetical protein	
