# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	57	1409	+	GCF_010587255_00001	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P34028
contig_1	cds	1579	2697	+	GCF_010587255_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHW7
contig_1	cds	2871	4790	+	GCF_010587255_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QH9
contig_1	cds	4806	7268	+	GCF_010587255_00004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4JZE5
contig_1	cds	7271	8539	+	GCF_010587255_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHP9
contig_1	ncRNA	8610	8700	+	GCF_010587255_00006	60.2	3.5e-10	-	-	-	RFAM:RF00169
contig_1	cds	8681	9160	+	GCF_010587255_00007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QH6
contig_1	cds	9226	11298	+	GCF_010587255_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009018995
contig_1	cds	11337	11861	+	GCF_010587255_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QH4
contig_1	cds	11917	12561	+	GCF_010587255_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QH3
contig_1	cds	12554	13390	+	GCF_010587255_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QH2
contig_1	cds	13392	14114	+	GCF_010587255_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QH1
contig_1	cds	14124	15422	+	GCF_010587255_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0013A08DE8
contig_1	cds	15501	17519	+	GCF_010587255_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4JXF6
contig_1	cds	17607	18470	+	GCF_010587255_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QG8
contig_1	cds	18586	19527	+	GCF_010587255_00016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QG7
contig_1	cds	20045	20167	+	GCF_010587255_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QG6
contig_1	cds	20200	20988	+	GCF_010587255_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00090984EE
contig_1	cds	21006	22508	+	GCF_010587255_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QG4
contig_1	cds	22517	23521	+	GCF_010587255_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QG3
contig_1	cds	23522	24208	+	GCF_010587255_00021	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QG2
contig_1	cds	24322	24771	+	GCF_010587255_00022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QG1
contig_1	cds	24797	25231	+	GCF_010587255_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QG0
contig_1	cds	25250	25474	+	GCF_010587255_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QF9
contig_1	cds	25566	25718	+	GCF_010587255_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QF8
contig_1	cds	26077	26271	+	GCF_010587255_00026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000909D389
contig_1	cds	26278	27198	+	GCF_010587255_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QF6
contig_1	cds	27308	27424	+	GCF_010587255_00028	-	-	-	-	-	-
contig_1	cds	27810	28856	+	GCF_010587255_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00090B272D
contig_1	cds	28816	29301	+	GCF_010587255_00030	298.0	3.5e-102	0.981	0.969	1.0	UniRef:UniRef90_Q14QF3
contig_1	cds	29405	30946	+	GCF_010587255_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHT4
contig_1	cds	31021	31455	+	GCF_010587255_00032	271.0	8.7e-92	1.0	1.0	0.938	UniRef:UniRef90_A0AAX3T1I4
contig_1	cds	31562	31813	+	GCF_010587255_00033	166.0	4.3e-52	1.0	1.0	0.988	UniRef:UniRef90_Q14QE9
contig_1	cds	32550	32903	+	GCF_010587255_00034	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHR7
contig_1	cds	32903	33310	+	GCF_010587255_00035	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J0YYG0
contig_1	cds	33318	33434	+	GCF_010587255_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14N50
contig_1	cds	33452	33736	+	GCF_010587255_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EJG4
contig_1	cds	33691	34182	+	GCF_010587255_00038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14LM9
contig_1	cds	34163	34561	+	GCF_010587255_00039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000901AC6F
contig_1	cds	34573	35031	+	GCF_010587255_00040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4JXG6
contig_1	cds	35049	36200	+	GCF_010587255_00041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4JXJ7
contig_1	cds	36527	36868	+	GCF_010587255_00042	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4JXG5
contig_1	cds	36871	38481	+	GCF_010587255_00043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0013A0A1DE
contig_1	cds	38494	38952	+	GCF_010587255_00044	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHW0
contig_1	cds	38916	39641	+	GCF_010587255_00045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHW2
contig_1	cds	39604	39729	+	GCF_010587255_00046	-	-	-	-	-	-
contig_1	cds	39751	40026	+	GCF_010587255_00047	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J0YZ98
contig_1	cds	40039	40416	+	GCF_010587255_00048	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14KI2
contig_1	cds	40361	41299	+	GCF_010587255_00049	535.0	1.7e-190	0.897	0.846	0.957	UniRef:UniRef90_UPI0037DC0830
contig_1	cds	41299	43488	+	GCF_010587255_00050	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHU3
contig_1	cds	43517	44029	-	GCF_010587255_00051	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHS4
contig_1	cds	44631	46367	-	GCF_010587255_00052	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EI37
contig_1	cds	46482	47792	+	GCF_010587255_00053	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHV0
contig_1	cds	48027	48377	+	GCF_010587255_00054	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009010114
contig_1	cds	48406	49050	+	GCF_010587255_00055	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QE7
contig_1	cds	49134	49439	+	GCF_010587255_00056	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QE6
contig_1	cds	49595	51520	+	GCF_010587255_00057	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4JXH2
contig_1	cds	51534	52496	+	GCF_010587255_00058	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QE4
contig_1	cds	52499	53083	+	GCF_010587255_00059	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QE3
contig_1	cds	53097	53405	+	GCF_010587255_00060	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EI04
contig_1	cds	53510	54586	+	GCF_010587255_00061	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHW9
contig_1	cds	54586	55461	+	GCF_010587255_00062	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHX3
contig_1	cds	55496	56917	+	GCF_010587255_00063	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHZ5
contig_1	cds	56940	57479	+	GCF_010587255_00064	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QD8
contig_1	cds	57564	57848	+	GCF_010587255_00065	158.0	7.6e-49	1.0	1.0	0.872	UniRef:UniRef90_A0A345DPI2
contig_1	cds	57966	58970	+	GCF_010587255_00066	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHZ6
contig_1	cds	58990	61962	+	GCF_010587255_00067	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHU9
contig_1	cds	62205	63608	+	GCF_010587255_00068	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QD4
contig_1	cds	63627	65192	+	GCF_010587255_00069	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EI47
contig_1	cds	65176	67335	+	GCF_010587255_00070	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHV8
contig_1	cds	67335	68249	+	GCF_010587255_00071	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4JXM8
contig_1	cds	68351	68800	+	GCF_010587255_00072	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QD0
contig_1	cds	69148	69450	+	GCF_010587255_00073	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4JXI3
contig_1	cds	69465	69617	+	GCF_010587255_00074	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QC9
contig_1	cds	69694	69813	+	GCF_010587255_00075	-	-	-	-	-	-
contig_1	cds	70066	70233	+	GCF_010587255_00076	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QC8
contig_1	cds	70628	71374	+	GCF_010587255_00077	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QC7
contig_1	cds	71335	71928	+	GCF_010587255_00078	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EI12
contig_1	cds	72111	72485	+	GCF_010587255_00079	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHX6
contig_1	cds	72940	73170	+	GCF_010587255_00080	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0013A0A2EA
contig_1	cds	73125	73439	+	GCF_010587255_00081	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QC3
contig_1	cds	73531	73731	+	GCF_010587255_00082	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QC2
contig_1	cds	73752	74783	+	GCF_010587255_00083	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EHV9
contig_1	cds	74877	75464	+	GCF_010587255_00084	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QC0
contig_1	cds	75580	75753	+	GCF_010587255_00085	125.0	1.4e-36	1.0	0.838	1.0	UniRef:UniRef90_A0AAJ4EI57
contig_1	cds	75836	76234	+	GCF_010587255_00086	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QB9
contig_1	cds	76239	78317	+	GCF_010587255_00087	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4JXN3
contig_1	cds	78664	79557	+	GCF_010587255_00088	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QB7
contig_1	cds	79572	80306	+	GCF_010587255_00089	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QB6
contig_1	cds	80433	81371	+	GCF_010587255_00090	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000AF3F9C5
contig_1	cds	81459	82988	+	GCF_010587255_00091	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4JXI8
contig_1	cds	82981	84195	+	GCF_010587255_00092	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QB3
contig_1	cds	84413	85027	+	GCF_010587255_00093	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EI77
contig_1	cds	85147	85419	-	GCF_010587255_00094	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QB1
contig_1	cds	85391	85651	-	GCF_010587255_00095	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QB0
contig_1	cds	85920	89828	+	GCF_010587255_00096	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4JXK2
contig_1	cds	89843	93595	+	GCF_010587255_00097	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QA8
contig_1	cds	93731	94153	+	GCF_010587255_00098	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QA7
contig_1	cds	94179	94646	+	GCF_010587255_00099	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QA6
contig_1	cds	94668	96746	+	GCF_010587255_00100	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QA5
contig_1	cds	96865	98055	+	GCF_010587255_00101	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QA4
contig_1	cds	98167	98586	+	GCF_010587255_00102	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14QA3
contig_1	cds	99281	99865	+	GCF_010587255_00103	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F2F39FC
contig_1	cds	99855	100349	-	GCF_010587255_00104	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EI90
contig_1	cds	100463	100639	+	GCF_010587255_00105	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00090B4998
contig_1	cds	100922	101365	+	GCF_010587255_00106	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00090BA6C3
contig_1	cds	101375	101584	+	GCF_010587255_00107	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAX3SZB1
contig_1	cds	101751	104729	+	GCF_010587255_00108	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000901180D
contig_1	cds	105018	105167	+	GCF_010587255_00109	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14LD5
contig_1	cds	105167	105418	+	GCF_010587255_00110	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ4EI40
contig_1	cds	105842	106024	+	GCF_010587255_00111	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAX3T0W8
contig_1	cds	106368	106727	+	GCF_010587255_00112	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J0Z0W5
contig_1	cds	106720	107160	+	GCF_010587255_00113	275.0	1.5e-93	1.0	1.0	0.918	UniRef:UniRef90_A0A2S8NRI9
contig_1	cds	107314	107517	+	GCF_010587255_00114	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q14KT7
contig_1	cds	107517	108530	+	GCF_010587255_00115	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5B8XGZ2
contig_1	cds	108523	108927	+	GCF_010587255_00116	227.0	1.5e-74	0.955	0.815	0.930	UniRef:UniRef90_A0A0K2JFX3
contig_1	cds	108927	109163	+	GCF_010587255_00117	139.0	1.0e-41	1.0	1.0	0.949	UniRef:UniRef90_A0A345DQ13
