# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	58	1410	+	GCF_029607405_00001	dnaA	chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0005737, GO:0005886, GO:0006270, GO:0006275, GO:0016887, KEGG:K02313, RefSeq:WP_277938756.1, SO:0001217, UniParc:UPI0024124FFA, UniRef:UniRef100_A0AAX3SYM9, UniRef:UniRef50_P34028, UniRef:UniRef90_P34028
contig_1	cds	1579	2697	+	GCF_029607405_00002	dnaN	DNA polymerase III subunit beta	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0005737, GO:0006260, GO:0006271, GO:0008408, GO:0009360, KEGG:K02338, RefSeq:WP_277938757.1, SO:0001217, UniParc:UPI002412B32A, UniRef:UniRef100_A0AAX3SZ31, UniRef:UniRef50_P34029, UniRef:UniRef90_P34029
contig_1	cds	2865	4784	+	GCF_029607405_00003	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005694, GO:0005737, GO:0006261, GO:0006265, GO:0034335, GO:0046872, KEGG:K02470, RefSeq:WP_277938758.1, SO:0001217, UniParc:UPI002412AA76, UniRef:UniRef100_A0AAX3SZ26, UniRef:UniRef50_P22447, UniRef:UniRef90_P34031
contig_1	cds	4800	7271	+	GCF_029607405_00004	gyrA	DNA gyrase subunit A	EC:5.6.2.2, GO:0003677, GO:0003916, GO:0003918, GO:0005524, GO:0006259, GO:0006265, KEGG:K02469, RefSeq:WP_374941073.1, SO:0001217, UniParc:UPI0027A07F33, UniRef:UniRef100_A0AAX3T1R1, UniRef:UniRef50_P05653, UniRef:UniRef90_P34030
contig_1	cds	7265	8533	+	GCF_029607405_00005	serS	serine--tRNA ligase	EC:6.1.1.11, GO:0000166, GO:0004828, GO:0005524, GO:0006434, KEGG:K01875, RefSeq:WP_277938760.1, SO:0001217, UniParc:UPI002412BC16, UniRef:UniRef100_A0AAX3SYY3, UniRef:UniRef50_B8GQ80, UniRef:UniRef90_A0A0K2JFA7
contig_1	ncRNA	8604	8694	+	GCF_029607405_00006	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
contig_1	cds	8675	9154	+	GCF_029607405_00007		tRNA(adenine(34)) deaminase	SO:0001217, UniParc:UPI0000DA6382, UniRef:UniRef100_Q14QH6, UniRef:UniRef50_R4U2K4, UniRef:UniRef90_A0A0K2JET8
contig_1	cds	9220	11298	+	GCF_029607405_00008	dnaX	DNA polymerase III subunit gamma/tau	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0005524, GO:0006260, GO:0009360, KEGG:K02343, RefSeq:WP_277938761.1, SO:0001217, UniParc:UPI0024122068, UniRef:UniRef100_A0AAX3SYT0, UniRef:UniRef50_A0A1J0TZ61, UniRef:UniRef90_A0A345DLD7
contig_1	cds	11337	11861	+	GCF_029607405_00009	recR	recombination mediator RecR	GO:0003677, GO:0006281, GO:0006310, GO:0046872, KEGG:K06187, RefSeq:WP_277938762.1, SO:0001217, UniParc:UPI0024128B73, UniRef:UniRef100_A0AAX3SYT8, UniRef:UniRef50_R4UCI4, UniRef:UniRef90_A0AAI9X1F6
contig_1	cds	11917	12561	+	GCF_029607405_00010	tmk	dTMP kinase	EC:2.7.4.9, GO:0004798, GO:0005524, GO:0006233, KEGG:K00943, RefSeq:WP_071890255.1, SO:0001217, UniParc:UPI000901B828, UniRef:UniRef100_Q14QH3, UniRef:UniRef50_Q6MUI5, UniRef:UniRef90_A0A0K2JEC4
contig_1	cds	12554	13390	+	GCF_029607405_00011		DNA polymerase III subunit delta	RefSeq:WP_277938763.1, SO:0001217, UniParc:UPI002412329C, UniRef:UniRef100_A0AAX3SYN9, UniRef:UniRef50_Q14QH2, UniRef:UniRef90_Q14QH2
contig_1	cds	13392	14114	+	GCF_029607405_00012		Methyltransferase	RefSeq:WP_071890264.1, SO:0001217, UniParc:UPI0000DA6387, UniRef:UniRef100_Q14QH1, UniRef:UniRef50_W0GPF1, UniRef:UniRef90_Q14QH1
contig_1	cds	14124	15428	+	GCF_029607405_00013		tRNA(Ile)-lysidine synthase	EC:6.3.4.19, KEGG:K04075, RefSeq:WP_277938764.1, SO:0001217, UniParc:UPI0024121821, UniRef:UniRef100_A0AAX3SYV5, UniRef:UniRef50_A0A0K2JEU1, UniRef:UniRef90_A0A0K2JEU1
contig_1	cds	15502	17520	+	GCF_029607405_00014	ftsH	ATP-dependent zinc metalloprotease FtsH	GO:0004222, GO:0006508, GO:0016020, GO:0016887, GO:0051301, RefSeq:WP_277938765.1, SO:0001217, UniParc:UPI002412C736, UniRef:UniRef100_A0AAX3SYQ1, UniRef:UniRef50_Q6F0E5, UniRef:UniRef90_A0A0K2JER8
contig_1	cds	17608	18471	+	GCF_029607405_00015		Heat shock protein 33	KEGG:K04083, RefSeq:WP_277938766.1, SO:0001217, UniParc:UPI00241274C8, UniRef:UniRef100_A0AAX3SYS7, UniRef:UniRef50_W0GPF6, UniRef:UniRef90_A0A0K2JED0
contig_1	cds	18587	19528	+	GCF_029607405_00016		ABC transporter ATP-binding protein	RefSeq:WP_277938767.1, SO:0001217, UniParc:UPI0024126375, UniRef:UniRef100_A0AAX3SZ80, UniRef:UniRef50_R4UCJ8, UniRef:UniRef90_A0A1J0TZ81
contig_1	cds	20040	20162	+	GCF_029607405_00017		putative trna-dihydrouridine synthase c-terminal truncated protein	SO:0001217, UniRef:UniRef50_Q14QG6, UniRef:UniRef90_Q14QG6
contig_1	cds	20195	20404	+	GCF_029607405_00018		hypothetical protein	PFAM:PF01207.24
contig_1	cds	20629	20982	+	GCF_029607405_00019		tRNA-dihydrouridine synthase	SO:0001217, UniRef:UniRef50_UPI000324D058
contig_1	cds	21000	22502	+	GCF_029607405_00020	lysS	lysine--tRNA ligase	EC:6.1.1.6, GO:0004824, GO:0005524, GO:0005737, GO:0006430, KEGG:K04567, RefSeq:WP_277938768.1, SO:0001217, UniParc:UPI002412D7F7, UniRef:UniRef100_A0AAX3SZ74, UniRef:UniRef50_A0A1G8EXS1, UniRef:UniRef90_A0A0K2JIY6
contig_1	cds	22511	23515	+	GCF_029607405_00021	asnA	Asparagine synthetase AsnA	EC:6.3.1.1, KEGG:K01914, RefSeq:WP_277938769.1, SO:0001217, UniParc:UPI0024125719, UniRef:UniRef100_A0AAX3SYP3, UniRef:UniRef50_W0GN65, UniRef:UniRef90_Q14QG3
contig_1	cds	23516	24202	+	GCF_029607405_00022		NTP transferase domain-containing protein	RefSeq:WP_277938770.1, SO:0001217, UniParc:UPI0024128671, UniRef:UniRef100_A0AAX3SZ47, UniRef:UniRef50_A0A2P6F9Z0, UniRef:UniRef90_Q14QG2
contig_1	cds	24316	24765	+	GCF_029607405_00023	rpsF	30S ribosomal protein S6	GO:0000314, GO:0003735, GO:0006412, GO:0022627, KEGG:K02990, RefSeq:WP_277938771.1, SO:0001217, UniParc:UPI002412C508, UniRef:UniRef100_A0AAX3SZ39, UniRef:UniRef50_R4UHJ3, UniRef:UniRef90_A0A0K2JJD6
contig_1	cds	24791	25225	+	GCF_029607405_00024		Single-stranded DNA-binding protein	RefSeq:WP_105298897.1, SO:0001217, UniParc:UPI000CF9EEF6, UniRef:UniRef100_A0A2S8NRE2, UniRef:UniRef50_Q6MUK5, UniRef:UniRef90_Q14QG0
contig_1	cds	25244	25468	+	GCF_029607405_00025	rpsR	30S ribosomal protein S18	COG:COG0238, COG:J, GO:0000314, GO:0003735, GO:0006412, GO:0022627, KEGG:K02963, RefSeq:WP_004028042.1, SO:0001217, UniParc:UPI0000DA6393, UniRef:UniRef100_Q14QF9, UniRef:UniRef50_P66457, UniRef:UniRef90_R4U2N0
contig_1	cds	25560	25832	+	GCF_029607405_00026		ABC transporter	RefSeq:WP_277938772.1, SO:0001217, UniParc:UPI002412E27C, UniRef:UniRef100_A0AAX3SYU7, UniRef:UniRef50_A0A345DPJ8, UniRef:UniRef90_A0AAX3SYU7
contig_1	cds	26072	27196	+	GCF_029607405_00027		hypothetical protein	RefSeq:WP_277938773.1, SO:0001217, UniParc:UPI002412AE30, UniRef:UniRef100_A0AAX3SYV3, UniRef:UniRef50_A0AAX3SYV3, UniRef:UniRef90_A0AAX3SYV3
contig_1	cds	27306	27422	+	GCF_029607405_00028		hypothetical protein	
contig_1	cds	27807	28226	+	GCF_029607405_00029		hypothetical protein	RefSeq:WP_277938775.1, SO:0001217, UniParc:UPI002412BB02, UniRef:UniRef100_A0AAX3SYQ5, UniRef:UniRef50_A0AAX3SYQ5, UniRef:UniRef90_A0AAX3SYQ5
contig_1	cds	28359	28484	+	GCF_029607405_00030		hypothetical protein	
contig_1	cds	28530	29150	+	GCF_029607405_00031		hypothetical protein	RefSeq:WP_277938777.1, SO:0001217, UniParc:UPI00241290CF, UniRef:UniRef100_A0AAX3SYX2, UniRef:UniRef50_A0AAX3SYX2, UniRef:UniRef90_A0AAX3SYX2
contig_1	cds	29143	29292	+	GCF_029607405_00032		hypothetical protein	RefSeq:WP_277938778.1, SO:0001217, UniParc:UPI0024125E4B, UniRef:UniRef100_A0AAX3SYX7, UniRef:UniRef50_A0A345DPJ7, UniRef:UniRef90_A0AAX3SYX7
contig_1	cds	29400	30941	+	GCF_029607405_00033		Cation:dicarboxylase symporter family transporter	RefSeq:WP_277938779.1, SO:0001217, UniParc:UPI0024124BD5, UniRef:UniRef100_A0AAX3SYR8, UniRef:UniRef50_A0A1J0TZ86, UniRef:UniRef90_A0AAJ4EHT4
contig_1	cds	31016	31450	+	GCF_029607405_00034		FAD-dependent oxidoreductase	SO:0001217, UniParc:UPI002412CCFB, UniRef:UniRef100_A0AAX3T1I4, UniRef:UniRef50_A0AAX3T1I4, UniRef:UniRef90_A0AAX3T1I4
contig_1	cds	31557	31808	+	GCF_029607405_00035		Hypothetical nadh oxidase n-terminal and c-terminal truncated protein	SO:0001217, UniRef:UniRef50_A0A345DPJ4, UniRef:UniRef90_Q14QE9
contig_1	cds	32543	32896	+	GCF_029607405_00036		Pentapeptide repeat-containing protein	RefSeq:WP_277938781.1, SO:0001217, UniParc:UPI00241256F8, UniRef:UniRef100_A0AAX3SZ99, UniRef:UniRef50_A0A345DPL6, UniRef:UniRef90_A0AAX3SZ99
contig_1	cds	32896	33303	+	GCF_029607405_00037		hypothetical protein	RefSeq:WP_277938782.1, SO:0001217, UniParc:UPI0024129018, UniRef:UniRef100_A0AAX3SZ89, UniRef:UniRef50_A0A2S8NRL4, UniRef:UniRef90_A0A1J0YYG0
contig_1	cds	33311	33427	+	GCF_029607405_00038		Plectrovirus-related protein	SO:0001217, UniParc:UPI0000DA6624, UniRef:UniRef100_Q14N50, UniRef:UniRef50_Q14MU8, UniRef:UniRef90_Q14N50
contig_1	cds	33445	33729	+	GCF_029607405_00039		Spiroplasmavirus-related protein	RefSeq:WP_171283387.1, SO:0001217, UniParc:UPI00148B2CB9, UniRef:UniRef100_Q14LN0, UniRef:UniRef50_A0A0K2JGU8, UniRef:UniRef90_A0A0K2JFX5
contig_1	cds	33684	34175	+	GCF_029607405_00040		Hypothetical transmembrane protein	RefSeq:WP_071890316.1, SO:0001217, UniParc:UPI0000DA644D, UniRef:UniRef100_Q14LM9, UniRef:UniRef50_Q14LM9, UniRef:UniRef90_Q14LM9
contig_1	cds	34156	34554	+	GCF_029607405_00041		Single-stranded DNA-binding protein	RefSeq:WP_071891810.1, SO:0001217, UniParc:UPI0000DA644E, UniRef:UniRef100_Q14KR8, UniRef:UniRef50_W0GQI2, UniRef:UniRef90_A0A0K2JJP0
contig_1	cds	34566	35024	+	GCF_029607405_00042		DUF16 domain-containing protein	RefSeq:WP_277938783.1, SO:0001217, UniParc:UPI0024125071, UniRef:UniRef100_A0AAX3SZ12, UniRef:UniRef50_A0A3S0T7H9, UniRef:UniRef90_A0A2S8NRZ9
contig_1	cds	35042	36193	+	GCF_029607405_00043		DNA-binding response regulator	RefSeq:WP_277938784.1, SO:0001217, UniParc:UPI002412AF8C, UniRef:UniRef100_A0AAX3SYQ7, UniRef:UniRef50_A0A433ETQ0, UniRef:UniRef90_A0A0K2JJ55
contig_1	cds	36520	36861	+	GCF_029607405_00044		hypothetical protein	RefSeq:WP_277938785.1, SO:0001217, UniParc:UPI002412C2C1, UniRef:UniRef100_A0AAX3SYW1, UniRef:UniRef50_A0AAJ4EIE7, UniRef:UniRef90_A0AAJ4EIE7
contig_1	cds	36864	38474	+	GCF_029607405_00045		hypothetical protein	RefSeq:WP_277938786.1, SO:0001217, UniParc:UPI002412CF83, UniRef:UniRef100_A0AAX3SYW6, UniRef:UniRef50_A0A2P6FFI8, UniRef:UniRef90_A0AAJ4EHZ4
contig_1	cds	38487	39722	+	GCF_029607405_00046		Adhesin P123	RefSeq:WP_277938787.1, SO:0001217, UniParc:UPI002412D1F1, UniRef:UniRef100_A0AAX3SZA0, UniRef:UniRef50_A0A345DPB1, UniRef:UniRef90_Q14MZ4
