#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	2015	2668	+	GCF_000236085_00004	25.8	8.8		RefSeq:WP_004028764.1, SO:0001217, UniParc:UPI00023A05DC, UniRef:UniRef100_A0AAI9T203, UniRef:UniRef50_Q3ZVG9, UniRef:UniRef90_A0A2R6Y5M5
contig_1	3273	3878	+	GCF_000236085_00005	24.2	9.4		RefSeq:WP_040584478.1, SO:0001217, UniParc:UPI0002D849A8, UniRef:UniRef100_A0AAI9T271, UniRef:UniRef50_A0A433ENJ9, UniRef:UniRef90_A0AAI9T271
contig_1	3880	4470	+	GCF_000236085_00006	23.3	9.4		RefSeq:WP_040584479.1, SO:0001217, UniParc:UPI000458A1AD, UniRef:UniRef100_A0AAI9T1K2, UniRef:UniRef50_A0A433ENJ9, UniRef:UniRef90_A0AAI9X090
contig_1	4945	5256	+	GCF_000236085_00007	12.6	8.7		RefSeq:WP_004028776.1, SO:0001217, UniParc:UPI00023A05E8, UniRef:UniRef100_A0AAI9X097, UniRef:UniRef50_A0AAI9X097, UniRef:UniRef90_A0AAI9X097
contig_1	5521	5796	+	GCF_000236085_00008	10.8	6.6		RefSeq:WP_004028775.1, SO:0001217, UniParc:UPI00023A05E7, UniRef:UniRef100_A0AAI9X0E1, UniRef:UniRef50_A0A433EMR6, UniRef:UniRef90_A0A433EMR6
contig_1	12041	12316	+	GCF_000236085_00013	9.7	9.9		RefSeq:WP_004028790.1, SO:0001217, UniParc:UPI00023A0787, UniRef:UniRef100_A0AAI9T2B1, UniRef:UniRef50_A0AAI9T2B1, UniRef:UniRef90_A0AAI9T2B1
contig_2	4013	4666	+	GCF_000236085_00025	25.8	8.8		RefSeq:WP_040584491.1, SO:0001217, UniParc:UPI00031E1A97, UniRef:UniRef100_A0AAI9T255, UniRef:UniRef50_Q3ZVG9, UniRef:UniRef90_A0A2R6Y5M5
contig_2	5617	6207	+	GCF_000236085_00027	23.3	9.4		RefSeq:WP_004028779.1, SO:0001217, UniParc:UPI00023A05EB, UniRef:UniRef100_A0AAI9X090, UniRef:UniRef50_A0A433ENJ9, UniRef:UniRef90_A0AAI9X090
contig_2	6470	6781	+	GCF_000236085_00028	12.6	8.7		RefSeq:WP_004028781.1, SO:0001217, UniParc:UPI00023A05EC, UniRef:UniRef100_A0AAI9X0D7, UniRef:UniRef50_A0AAI9X097, UniRef:UniRef90_A0AAI9X097
contig_2	8060	8296	+	GCF_000236085_00031	9.2	9.2		RefSeq:WP_040584493.1, SO:0001217, UniParc:UPI0004589D17, UniRef:UniRef100_A0AAI9X079, UniRef:UniRef50_A0AAI9X079, UniRef:UniRef90_A0AAI9X079
contig_3	93381	93500	+	GCF_000236085_00145	4.7	9.3		SO:0001217, UniRef:UniRef50_A0A1J0TZX1
contig_3	156246	156719	+	GCF_000236085_00196	18.9	5.5		RefSeq:WP_004028531.1, SO:0001217, UniParc:UPI000239FC61, UniRef:UniRef100_A0AAI9X0I2, UniRef:UniRef50_A0A2P6FBS8, UniRef:UniRef90_A0A345DN21
contig_3	156723	157166	+	GCF_000236085_00197	16.8	8.3		RefSeq:WP_004028532.1, SO:0001217, UniParc:UPI000239FC62, UniRef:UniRef100_A0AAI9X0L4, UniRef:UniRef50_A0A1J0U028, UniRef:UniRef90_A0A345DN20
contig_3	175927	176076	-	GCF_000236085_00219	6.0	8.1		
contig_3	177414	177644	-	GCF_000236085_00223	9.3	9.1		SO:0001217, UniRef:UniRef50_UPI00286EBC41, UniRef:UniRef90_UPI00313C4480
contig_3	198264	198662	+	GCF_000236085_00241	14.5	10.5		RefSeq:WP_004028581.1, SO:0001217, UniParc:UPI000239FF31, UniRef:UniRef100_A0AAI9T2S4, UniRef:UniRef50_A0A2P6FF28, UniRef:UniRef90_A0AAJ4JY46
contig_3	207250	207645	+	GCF_000236085_00248	15.4	6.6		RefSeq:WP_004028588.1, SO:0001217, UniParc:UPI000239FF38, UniRef:UniRef100_A0AAI9T2F2, UniRef:UniRef50_Q14P46, UniRef:UniRef90_Q14P46
