# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	14	322	+	GCF_000236085_00001		type IV secretion system DNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A345DSL5, UniRef:UniRef90_UPI0015950B01
contig_1	cds	981	1403	+	GCF_000236085_00002		Single-stranded DNA-binding protein	RefSeq:WP_004028766.1, SO:0001217, UniParc:UPI00023A05DE, UniRef:UniRef100_A0AAI9T2G0, UniRef:UniRef50_A0AAJ4JYY9, UniRef:UniRef90_A0AAI9T2G0
contig_1	cds	1546	1887	+	GCF_000236085_00003		Spiroplasmavirus-related protein	RefSeq:WP_004028765.1, SO:0001217, UniParc:UPI00023A05DD, UniRef:UniRef100_A0AAI9T220, UniRef:UniRef50_A0A0K2JJH3, UniRef:UniRef90_A0AAI9T220
contig_1	cds	2015	2668	+	GCF_000236085_00004		hypothetical protein	RefSeq:WP_004028764.1, SO:0001217, UniParc:UPI00023A05DC, UniRef:UniRef100_A0AAI9T203, UniRef:UniRef50_Q3ZVG9, UniRef:UniRef90_A0A2R6Y5M5
contig_1	cds	3273	3878	+	GCF_000236085_00005		hypothetical protein	RefSeq:WP_040584478.1, SO:0001217, UniParc:UPI0002D849A8, UniRef:UniRef100_A0AAI9T271, UniRef:UniRef50_A0A433ENJ9, UniRef:UniRef90_A0AAI9T271
contig_1	cds	3880	4470	+	GCF_000236085_00006		hypothetical protein	RefSeq:WP_040584479.1, SO:0001217, UniParc:UPI000458A1AD, UniRef:UniRef100_A0AAI9T1K2, UniRef:UniRef50_A0A433ENJ9, UniRef:UniRef90_A0AAI9X090
contig_1	cds	4945	5256	+	GCF_000236085_00007		hypothetical protein	RefSeq:WP_004028776.1, SO:0001217, UniParc:UPI00023A05E8, UniRef:UniRef100_A0AAI9X097, UniRef:UniRef50_A0AAI9X097, UniRef:UniRef90_A0AAI9X097
contig_1	cds	5521	5796	+	GCF_000236085_00008		hypothetical protein	RefSeq:WP_004028775.1, SO:0001217, UniParc:UPI00023A05E7, UniRef:UniRef100_A0AAI9X0E1, UniRef:UniRef50_A0A433EMR6, UniRef:UniRef90_A0A433EMR6
contig_1	cds	5783	6553	+	GCF_000236085_00009		AAA domain-containing protein	KEGG:K03496, RefSeq:WP_004028774.1, SO:0001217, UniParc:UPI00023A05E6, UniRef:UniRef100_A0AAI9X0H1, UniRef:UniRef50_A0A3S0RCZ2, UniRef:UniRef90_A0AAI9X0H1
contig_1	cds	6556	6822	+	GCF_000236085_00010		DUF3795 domain-containing protein	RefSeq:WP_004028773.1, SO:0001217, UniParc:UPI00023A05E5, UniRef:UniRef100_A0AAI9X0K7, UniRef:UniRef50_A0A3S0SXT0, UniRef:UniRef90_A0A2P6FFI6
contig_1	cds	7268	9517	+	GCF_000236085_00011		Adhesin	RefSeq:WP_004028772.1, SO:0001217, UniParc:UPI00023A05E4, UniRef:UniRef100_A0AAI9X088, UniRef:UniRef50_A0A345DSV4, UniRef:UniRef90_A0AAI9T1Y8
contig_1	cds	9868	11970	+	GCF_000236085_00012		Adhesin	RefSeq:WP_040584481.1, SO:0001217, UniParc:UPI0004591517, UniRef:UniRef100_A0AAI9T205, UniRef:UniRef50_A0A345DSV4, UniRef:UniRef90_A0AAI9T205
contig_1	cds	12041	12316	+	GCF_000236085_00013		hypothetical protein	RefSeq:WP_004028790.1, SO:0001217, UniParc:UPI00023A0787, UniRef:UniRef100_A0AAI9T2B1, UniRef:UniRef50_A0AAI9T2B1, UniRef:UniRef90_A0AAI9T2B1
