#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	13305	14273	+	GCA_964273555_00012	37.7	8.8	PF13177.12|DNA_pol3_delta2	PFAM:PF13177.12, SO:0001217, UniRef:UniRef50_UPI0013CB51CD
contig_1	25974	26777	+	GCA_964273555_00020	30.9	6.3		SO:0001217, UniRef:UniRef50_UPI00157A984A
contig_1	33561	33947	+	GCA_964273555_00028	16.0	8.7		SO:0001217, UniRef:UniRef50_UPI0030D4F226, UniRef:UniRef90_UPI0030D4F226
contig_1	34292	36025	+	GCA_964273555_00029	66.1	9.1		SO:0001217, UniRef:UniRef50_UPI00157B5795
contig_1	37340	38659	+	GCA_964273555_00031	50.2	8.8		SO:0001217, UniRef:UniRef50_UPI0013CB472B
contig_1	38790	39899	+	GCA_964273555_00032	41.5	5.7		SO:0001217, UniRef:UniRef50_UPI00157BAA3E
contig_1	42977	43357	+	GCA_964273555_00038	14.0	9.8		SO:0001217, UniRef:UniRef50_UPI002491CA8B
contig_1	43374	43739	+	GCA_964273555_00039	14.1	9.6		SO:0001217, UniRef:UniRef50_UPI00157B9A37
contig_1	51264	51638	-	GCA_964273555_00044	14.2	9.8	PF00216.26|Bac_DNA_binding	PFAM:PF00216.26
contig_1	51919	52041	+	GCA_964273555_00045	4.8	4.3		
contig_1	52389	52607	+	GCA_964273555_00046	8.6	8.9		
contig_1	52896	53048	+	GCA_964273555_00047	5.8	10.0		
contig_1	53382	53669	+	GCA_964273555_00048	11.3	4.2		
contig_1	55336	56202	+	GCA_964273555_00050	32.2	9.3		
contig_1	56473	56607	+	GCA_964273555_00051	4.7	9.2		SO:0001217, UniRef:UniRef50_UPI0025791BC0
contig_1	56568	56810	+	GCA_964273555_00052	9.7	5.5		SO:0001217, UniRef:UniRef50_UPI0030CB08DF
contig_1	56807	58069	-	GCA_964273555_00053	49.4	5.1		SO:0001217, UniRef:UniRef50_UPI00157A338B
