# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	78	1379	+	GCA_964273555_00001	dnaA	chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0006270, GO:0006275, KEGG:K02313, SO:0001217, UniRef:UniRef50_A0A846U523, UniRef:UniRef90_A0A3S7R547
contig_1	cds	1564	2754	+	GCA_964273555_00002		DNA polymerase III subunit beta	SO:0001217, UniRef:UniRef50_UPI0013C8FC25
contig_1	cds	2778	3812	+	GCA_964273555_00003		SGNH/GDSL hydrolase family protein	SO:0001217, UniRef:UniRef50_UPI0013C6C5A6
contig_1	cds	4134	6053	+	GCA_964273555_00004	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005694, GO:0006265, KEGG:K02470, SO:0001217, UniRef:UniRef50_A0A9D7YHK9, UniRef:UniRef90_UPI0030D6274A
contig_1	cds	6087	8576	+	GCA_964273555_00005	gyrA	DNA gyrase subunit A	EC:5.6.2.2, GO:0003677, GO:0003916, GO:0003918, GO:0005524, GO:0006259, GO:0006265, KEGG:K02469, SO:0001217, UniRef:UniRef50_A0A846U0L5, UniRef:UniRef90_A0A411NKC5
contig_1	cds	8592	9857	+	GCA_964273555_00006		Serine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q8DR22
contig_1	ncRNA	9931	10025	+	GCA_964273555_00007	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
contig_1	cds	10051	10503	+	GCA_964273555_00008		nucleoside deaminase	EC:3.5.4.33, KEGG:K11991, SO:0001217, UniRef:UniRef50_A0A846UDJ0, UniRef:UniRef90_UPI00157B74B7
contig_1	cds	10562	12328	+	GCA_964273555_00009		DNA polymerase III subunit gamma/tau	SO:0001217, UniRef:UniRef50_UPI0013C58968
contig_1	cds	12348	12617	+	GCA_964273555_00010		YbaB/EbfC family nucleoid-associated protein	KEGG:K09747, SO:0001217, UniRef:UniRef50_UPI00313BFDCE, UniRef:UniRef90_UPI001AEEF123
contig_1	cds	12655	13287	+	GCA_964273555_00011		Thymidylate kinase	SO:0001217, UniRef:UniRef50_A0A846TWZ1
contig_1	cds	13305	14273	+	GCA_964273555_00012		hypothetical protein	PFAM:PF13177.12, SO:0001217, UniRef:UniRef50_UPI0013CB51CD
contig_1	cds	14276	15010	+	GCA_964273555_00013		tRNA1(Val) (Adenine(37)-N6)-methyltransferase	SO:0001217, UniRef:UniRef50_A0A846U9M7
contig_1	cds	15026	16315	+	GCA_964273555_00014	tilS	tRNA lysidine(34) synthetase TilS	EC:6.3.4.19, KEGG:K04075, SO:0001217, UniRef:UniRef50_A0A846U0M6, UniRef:UniRef90_UPI00157B78C1
contig_1	cds	16352	18358	+	GCA_964273555_00015	ftsH	ATP-dependent zinc metalloprotease FtsH	SO:0001217, UniRef:UniRef50_Q6F0E5
contig_1	cds	18478	19059	+	GCA_964273555_00016		Hypoxanthine phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_A0A846U180
contig_1	cds	19200	22415	+	GCA_964273555_00017		ABC transporter permease	SO:0001217, UniRef:UniRef50_UPI00157ADCD6
contig_1	cds	22510	23535	+	GCA_964273555_00018		ABC Transporter, ATP Binding protein	SO:0001217, UniRef:UniRef50_F4MNS3
contig_1	cds	23727	25346	+	GCA_964273555_00019	lysS	lysine--tRNA ligase	EC:6.1.1.6, GO:0004824, GO:0005524, GO:0005737, GO:0006430, KEGG:K04567, SO:0001217, UniRef:UniRef50_A0A1G8EXS1, UniRef:UniRef90_UPI0013C5CC2E
contig_1	cds	25974	26777	+	GCA_964273555_00020		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00157A984A
contig_1	cds	26777	27250	+	GCA_964273555_00021		Ribosomal RNA large subunit methyltransferase H	SO:0001217, UniRef:UniRef50_A0A846U124
contig_1	cds	27263	27934	+	GCA_964273555_00022		Uracil-DNA glycosylase	SO:0001217, UniRef:UniRef50_B2RHL6
contig_1	cds	28044	28991	+	GCA_964273555_00023		ECF-type riboflavin transporter, S component	SO:0001217, UniRef:UniRef50_A0A846U0G6, UniRef:UniRef90_UPI00157A81FD
contig_1	cds	29010	30119	+	GCA_964273555_00024		Mur ligase central domain-containing protein	SO:0001217, UniRef:UniRef50_A0A846U9G5
contig_1	cds	30137	30841	+	GCA_964273555_00025		folate family ECF transporter S component	SO:0001217, UniRef:UniRef50_UPI00313BAB7E
contig_1	cds	30862	32193	+	GCA_964273555_00026		Cysteine--tRNA ligase	SO:0001217, UniRef:UniRef50_A0A846TWU1
contig_1	cds	32206	32946	+	GCA_964273555_00027	rlmB	23S rRNA (Guanosine(2251)-2'-O)-methyltransferase RlmB	SO:0001217, UniRef:UniRef50_A0A846TQB9
contig_1	cds	33561	33947	+	GCA_964273555_00028		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030D4F226, UniRef:UniRef90_UPI0030D4F226
contig_1	cds	34292	36025	+	GCA_964273555_00029		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00157B5795
contig_1	cds	36065	37318	+	GCA_964273555_00030		AAA+ ATPase domain-containing protein	SO:0001217, UniRef:UniRef50_W0GLR2
contig_1	cds	37340	38659	+	GCA_964273555_00031		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0013CB472B
contig_1	cds	38790	39899	+	GCA_964273555_00032		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00157BAA3E
contig_1	cds	40110	40259	+	GCA_964273555_00033		Large ribosomal subunit protein bL33B	SO:0001217, UniRef:UniRef50_P59627
contig_1	cds	40272	40703	+	GCA_964273555_00034	secE	Preprotein translocase subunit SecE	SO:0001217, UniRef:UniRef50_A0A846TSM1
contig_1	cds	40723	41340	+	GCA_964273555_00035	nusG	Transcription termination/antitermination protein NusG	SO:0001217, UniRef:UniRef50_A0A846U0F5
contig_1	cds	41680	42126	+	GCA_964273555_00036	rplK	50S ribosomal protein L11	GO:0003735, GO:0005840, GO:0006412, KEGG:K02867, SO:0001217, UniRef:UniRef50_A0A846TQA1, UniRef:UniRef90_UPI0030CDBB2F
contig_1	cds	42128	42808	+	GCA_964273555_00037	rplA	50S ribosomal protein L1	GO:0003723, GO:0003735, GO:0006412, GO:0015934, KEGG:K02863, SO:0001217, UniRef:UniRef50_Q8F0R9, UniRef:UniRef90_UPI0013C822A1
contig_1	cds	42977	43357	+	GCA_964273555_00038		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI002491CA8B
contig_1	cds	43374	43739	+	GCA_964273555_00039		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00157B9A37
contig_1	cds	44445	45350	-	GCA_964273555_00040		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_UPI0013CC7A15, UniRef:UniRef90_UPI00313BEC29
contig_1	cds	45362	47041	-	GCA_964273555_00041		ABC transporter permease	SO:0001217, UniRef:UniRef50_UPI00157AE75C
contig_1	cds	47121	48767	-	GCA_964273555_00042		lipoprotein	SO:0001217, UniRef:UniRef50_UPI00313B8826
contig_1	cds	49470	51077	+	GCA_964273555_00043		MATE efflux family protein	SO:0001217, UniRef:UniRef50_A0A846U0Z3
contig_1	cds	51264	51638	-	GCA_964273555_00044		hypothetical protein	PFAM:PF00216.26
contig_1	cds	51919	52041	+	GCA_964273555_00045		hypothetical protein	
contig_1	cds	52389	52607	+	GCA_964273555_00046		hypothetical protein	
contig_1	cds	52896	53048	+	GCA_964273555_00047		hypothetical protein	
contig_1	cds	53382	53669	+	GCA_964273555_00048		hypothetical protein	
contig_1	cds	54022	55053	-	GCA_964273555_00049		Mbov_0401 family ICE element transposase-like protein	SO:0001217, UniRef:UniRef50_UPI0013CC6BA7
contig_1	cds	55336	56202	+	GCA_964273555_00050		hypothetical protein	
contig_1	cds	56473	56607	+	GCA_964273555_00051		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0025791BC0
contig_1	cds	56568	56810	+	GCA_964273555_00052		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030CB08DF
contig_1	cds	56807	58069	-	GCA_964273555_00053		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00157A338B
contig_1	cds	58087	58848	-	GCA_964273555_00054		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0013C71CBE, UniRef:UniRef50_UPI00313C3BFB, UniRef:UniRef90_UPI0013C71CBE, UniRef:UniRef90_UPI0030CB525C
contig_1	cds	58790	60040	-	GCA_964273555_00055		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00157B84EC, UniRef:UniRef90_UPI0030CD0BFF
contig_1	cds	60059	60181	-	GCA_964273555_00056		hypothetical protein	
contig_1	cds	60186	62708	-	GCA_964273555_00057		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0013C69D6F
