query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
142.10	89	0.978	1	1	0	0	0	1	PF02575@CL0717:3-89	1
142.1021	416	0.712	1	1	2	0	0	3	m:1-20,PF00291@CL0063:21-316,m:317-416	1
142.1022	86	0.942	1	1	0	0	0	1	PF01649:2-82	1
142.1026	315	0.733	2	2	3	0	1	5	m:1-30,PF00551:31-172,m:173-206,PF02911:207-295,m:296-315	22
142.1043	153	0.765	1	1	2	0	0	3	m:1-6,PF13359@CL0219:7-123,m:124-153	2
142.1047	604	0.733	4	4	4	0	1	8	m:1-5,PF00009@CL0023:6-185,m:186-209,PF03144@CL0575:210-280,m:281-405,PF00679@CL0437:406-492,PF06421:495-599,m:600-604	2221
142.105	215	0.856	1	1	2	0	0	3	m:1-10,PF00881@CL0529:11-194,m:195-215	2
142.106	418	0.883	3	3	2	0	1	5	m:1-23,PF00009@CL0023:24-221,m:222-243,PF03144@CL0575:244-314,PF03143:318-417	222
142.1068	653	0.850	3	3	3	0	1	6	PF01751@CL0413:5-114,m:115-127,PF01131:128-530,m:531-566,PF01396@CL0167:567-608,m:609-653	112
142.107	700	0.871	5	5	5	0	1	10	m:1-14,PF00009@CL0023:15-283,m:284-324,PF03144@CL0575:325-392,m:393-404,PF14492@CL0437:405-478,PF03764@CL0329:480-593,m:594-601,PF00679@CL0437:602-686,m:687-700	22222
142.1070	310	0.823	2	2	3	0	1	5	m:1-25,PF06574@CL0039:26-164,m:165-184,PF01687:185-300,m:301-310	12
142.1073	166	0.988	1	1	0	0	0	1	PF02572@CL0023:3-166	2
142.1074	197	0.949	1	1	2	0	0	3	m:1-5,PF01725@CL0269:6-192,m:193-197	2
142.108	155	0.948	1	1	1	0	0	2	PF00177:2-148,m:149-155	2
142.1083	291	0.907	1	1	2	0	0	3	m:1-11,PF08282@CL0137:12-275,m:276-291	2
142.1084	341	0.842	1	1	1	0	0	2	PF00579@CL0039:3-289,m:290-341	1
142.109	139	0.856	1	1	1	0	0	2	m:1-17,PF00164@CL0021:18-136	1
142.11	224	0.853	1	1	2	0	0	3	m:1-5,PF02223@CL0023:6-196,m:197-224	2
142.111	93	0.968	1	1	0	0	0	1	PF00216@CL0548:1-90	2
142.1152	180	0.889	1	1	1	0	0	2	m:1-18,PF01765:19-178	2
142.1153	337	0.730	1	1	2	0	0	3	m:1-74,PF01148@CL0234:75-320,m:321-337	1
142.1154	373	0.925	1	1	2	0	0	3	m:1-13,PF02163@CL0126:14-358,m:359-373	1
142.1164	436	0.867	3	3	3	0	1	6	PF05697:1-146,m:147-159,PF00254@CL0487:160-240,m:241-271,PF05698@CL0262:272-422,m:423-436	121
142.119	226	0.810	1	1	2	0	0	3	m:1-35,PF00687:36-218,m:219-226	2
142.120	148	0.845	2	2	2	0	1	4	m:1-12,PF03946:13-68,PF00298:73-141,m:142-148	22
142.123	49	0.959	1	1	0	0	0	1	PF00471@CL0167:3-49	1
142.1270	168	0.744	1	1	2	0	0	3	m:1-36,PF08534@CL0172:37-161,m:162-168	2
142.1281	239	0.774	1	1	1	0	0	2	PF04313@CL0236:5-189,m:190-239	1
142.1332	522	0.875	2	2	3	0	1	5	m:1-6,PF00370@CL0108:7-265,m:266-274,PF02782@CL0108:275-472,m:473-522	22
142.1333	257	0.938	1	1	2	0	0	3	m:1-7,PF00230@CL0716:8-248,m:249-257	1
142.1334	370	0.976	1	1	1	0	0	2	m:1-5,PF01266@CL0063:6-366	2
142.1338	274	0.942	1	1	2	0	0	3	m:1-5,PF08282@CL0137:6-263,m:264-274	2
142.1339	113	0.717	1	1	2	0	0	3	m:1-16,PF00085@CL0172:17-97,m:98-113	2
142.1340	460	0.741	1	1	2	0	0	3	m:1-68,PF07690@CL0015:69-409,m:410-460	1
142.1343	573	0.836	3	3	3	0	1	6	PF05524:5-128,m:129-153,PF00391@CL0364:154-227,m:228-257,PF02896@CL0151:258-538,m:539-573	122
142.1344	169	0.751	1	1	2	0	0	3	m:1-12,PF00358@CL0105:13-139,m:140-169	2
142.1345	320	0.734	1	1	2	0	0	3	m:1-68,PF12146@CL0028:69-303,m:304-320	1
142.1350	365	0.734	2	2	3	0	1	5	m:1-5,PF01467@CL0039:6-164,m:165-200,PF01966@CL0237:201-309,m:310-365	21
142.1351	299	0.870	1	1	2	0	0	3	m:1-23,PF01261@CL0036:24-283,m:284-299	2
142.1362	220	0.786	1	1	1	0	0	2	PF02525@CL0042:4-176,m:177-220	2
142.1363	421	0.772	1	1	2	0	0	3	m:1-24,PF06723@CL0108:25-349,m:350-421	1
142.1409	488	0.949	1	1	2	0	0	3	m:1-12,PF00478@CL0036:13-475,m:476-488	2
142.1445	728	0.827	2	2	3	0	1	5	m:1-9,PF00580@CL0023:10-275,m:276-281,PF13361@CL0023:282-617,m:618-728	22
142.1473	384	0.802	2	2	3	0	1	5	m:1-46,PF02588@CL0181:47-299,m:300-305,PF10035@CL0089:306-360,m:361-384	12
142.1515	230	0.870	2	2	3	0	1	5	m:1-9,PF00081:10-110,m:111-120,PF02777:121-219,m:220-230	22
142.1517	671	0.705	4	4	4	0	1	8	m:1-7,PF01653@CL0078:8-316,PF03120@CL0021:321-394,m:395-405,PF03119:406-431,m:432-509,PF12826@CL0198:510-573,m:574-671	2225
142.1519	490	0.892	1	1	2	0	0	3	m:1-31,PF01425:32-468,m:469-490	1
142.1520	479	0.894	2	2	2	0	1	4	m:1-6,PF02934@CL0286:7-287,m:288-328,PF02637@CL0279:329-475	22
