query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
147.1003	800	0.726	2	2	3	0	1	5	m:1-8,PF07517@CL0023:9-376,m:377-560,PF07516:561-773,m:774-800	21
147.1005	195	0.903	1	1	1	0	0	2	PF01121@CL0023:2-177,m:178-195	2
147.1011	233	0.820	1	1	2	0	0	3	m:1-34,PF00687:35-225,m:226-233	2
147.1012	144	0.847	2	2	2	0	1	4	m:1-9,PF03946:10-62,PF00298:67-135,m:136-144	22
147.1026	562	0.897	2	2	3	0	1	5	m:1-17,PF01336@CL0021:18-99,m:100-112,PF00152@CL0040:113-534,m:535-562	22
147.1027	425	0.718	1	1	2	0	0	3	m:1-7,PF13393@CL0040:8-312,m:313-425	2
147.1039	871	0.721	3	3	1	0	1	4	PF02739@CL0280:3-172,PF01367@CL0464:174-258,m:259-497,PF00476:498-870	221
147.1040	276	0.754	2	2	2	0	1	4	PF01149:1-116,m:117-134,PF06831@CL0303:135-226,m:227-276	22
147.1046	336	0.768	2	2	2	0	1	4	PF00044@CL0063:5-104,m:105-156,PF02800@CL0139:157-314,m:315-336	22
147.1047	395	0.957	1	1	2	0	0	3	m:1-6,PF00162:7-384,m:385-395	2
147.1073	406	0.892	1	1	2	0	0	3	m:1-19,PF00872@CL0219:20-381,m:382-406	1
147.1098	360	0.900	1	1	2	0	0	3	m:1-11,PF00872@CL0219:12-335,m:336-360	1
147.1116	148	0.845	2	2	1	0	1	3	PF01281:1-47,m:48-68,PF03948:69-146	22
147.1117	461	0.766	2	2	3	0	1	5	m:1-10,PF00772:11-107,m:108-182,PF03796@CL0023:183-438,m:439-461	22
147.1151	89	0.910	1	1	1	0	0	2	m:1-7,PF00312@CL0600:8-88	2
147.1185	815	0.888	1	2	3	1	2	5	m:1-20,PF00872@CL0219:21-382,m:383-428,PF00872@CL0219:429-790,m:791-815	11
147.1214	301	0.907	2	2	1	0	1	3	PF00763@CL0603:5-120,PF02882@CL0063:123-279,m:280-301	22
147.1221	193	0.896	1	1	2	0	0	3	m:1-11,PF01327:12-184,m:185-193	2
147.1226	189	0.968	1	1	1	0	0	2	PF03602@CL0063:1-183,m:184-189	1
147.1227	189	0.931	1	1	1	0	0	2	PF00625@CL0023:5-180,m:181-189	2
147.1229	243	0.770	1	1	2	0	0	3	m:1-17,PF13672@CL0238:18-204,m:205-243	1
147.1231	295	0.739	2	2	2	0	1	4	PF16745@CL0021:3-52,m:53-59,PF03193@CL0023:60-227,m:228-295	22
147.1232	222	0.910	1	1	1	0	0	2	PF00834@CL0036:5-206,m:207-222	2
147.125	406	0.798	1	1	2	0	0	3	m:1-58,PF00872@CL0219:59-382,m:383-406	1
147.1256	383	0.914	3	3	2	0	1	5	PF00438:5-100,m:101-114,PF02772:115-229,PF02773:231-369,m:370-383	222
147.1260	360	0.900	1	1	2	0	0	3	m:1-11,PF00872@CL0219:12-335,m:336-360	1
147.1261	265	0.940	1	1	1	0	0	2	PF13277@CL0163:4-252,m:253-265	2
147.1262	108	0.731	1	1	2	0	0	3	m:1-7,PF04297@CL0123:8-86,m:87-108	1
147.1263	323	0.799	2	2	3	0	1	5	m:1-36,PF02881:37-94,m:95-115,PF00448@CL0023:116-315,m:316-323	22
