query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
93.105	260	0.742	1	1	2	0	0	3	m:1-36,PF03837:37-229,m:230-260	1
93.11	695	0.701	3	3	4	0	1	7	m:1-5,PF00359@CL0340:6-148,m:149-178,PF02302@CL0031:179-258,m:259-314,PF02378@CL0493:315-578,m:579-695	221
93.110	134	0.896	1	1	1	0	0	2	m:1-12,PF01029@CL0633:13-132	2
93.112	188	0.872	3	3	2	0	1	5	PF08207@CL0107:5-62,m:63-69,PF01132@CL0021:70-119,m:120-131,PF09285@CL0021:132-187	222
93.113	358	0.874	2	2	3	0	1	5	m:1-7,PF01321@CL0356:8-120,m:121-138,PF00557:139-338,m:339-358	22
93.114	49	0.959	1	1	0	0	0	1	PF00471@CL0167:3-49	1
93.115	202	0.713	1	1	1	0	0	2	m:1-54,PF04011:55-198	1
93.126	157	0.713	1	1	2	0	0	3	m:1-40,PF02130@CL0126:41-152,m:153-157	1
93.129	172	0.773	1	1	1	0	0	2	PF03412@CL0125:2-134,m:135-172	1
93.132	501	0.876	2	2	3	0	1	5	m:1-21,PF00749@CL0039:22-342,m:343-369,PF19269:370-487,m:488-501	22
93.14	110	0.736	1	1	2	0	0	3	m:1-12,PF00085@CL0172:13-93,m:94-110	2
93.143	298	0.872	1	1	2	0	0	3	m:1-23,PF01261@CL0036:24-283,m:284-298	2
93.149	86	0.942	1	1	0	0	0	1	PF01649:2-82	1
93.15	274	0.942	1	1	2	0	0	3	m:1-5,PF08282@CL0137:6-263,m:264-274	2
93.154	126	0.921	1	1	1	0	0	2	m:1-8,PF01042@CL0534:9-124	2
93.161	121	0.860	1	1	1	0	0	2	m:1-17,PF01196:18-121	1
93.162	322	0.817	2	2	3	0	1	5	m:1-28,PF01193@CL0509:29-229,m:230-250,PF03118@CL0198:251-312,m:313-322	22
93.163	130	0.846	1	1	1	0	0	2	m:1-19,PF00411@CL0267:20-129	1
93.164	132	0.811	1	1	2	0	0	3	m:1-10,PF00416@CL0303:11-117,m:118-132	1
93.165	37	1.000	1	1	0	0	0	1	PF00444:1-37	2
93.167	258	0.880	1	1	2	0	0	3	m:1-12,PF00557:13-239,m:240-258	2
93.168	218	0.853	1	1	1	0	0	2	PF00406@CL0023:5-190,m:191-218	2
93.169	452	0.781	1	1	2	0	0	3	m:1-71,PF00344@CL0376:72-424,m:425-452	1
93.170	147	0.796	1	1	1	0	0	2	m:1-28,PF00828@CL0588:29-145	1
93.172	117	0.906	1	1	1	0	0	2	m:1-11,PF00861@CL0267:12-117	1
93.173	184	0.810	1	2	3	1	2	5	m:1-10,PF00347:11-85,m:86-93,PF00347:94-167,m:168-184	22
93.174	134	0.978	1	1	0	0	0	1	PF00410:4-134	2
93.175	61	0.770	1	1	1	0	0	2	m:1-13,PF00253:14-60	1
93.176	185	0.816	2	2	2	0	1	4	m:1-23,PF00281@CL0652:24-80,PF00673:84-177,m:178-185	22
93.177	115	0.835	2	2	1	0	1	3	m:1-16,PF00467@CL0107:17-48,PF17136:51-114	11
93.178	122	1.000	1	1	0	0	0	1	PF00238:1-122	2
93.179	93	0.731	1	1	2	0	0	3	m:1-14,PF00366@CL0021:15-82,m:83-93	2
93.181	159	0.811	1	1	1	0	0	2	PF00252:4-132,m:133-159	2
93.183	110	0.945	1	1	0	0	0	1	PF00237:5-108	2
93.184	90	0.900	1	1	1	0	0	2	PF00203:3-83,m:84-90	2
93.185	287	0.714	2	2	3	0	1	5	m:1-43,PF00181@CL0021:44-120,m:121-132,PF03947@CL0107:133-260,m:261-287	22
93.186	96	0.844	1	1	2	0	0	3	m:1-5,PF00276:6-86,m:87-96	1
93.187	209	0.909	1	1	1	0	0	2	m:1-16,PF00573:17-206	1
93.197	446	0.704	2	3	4	1	2	7	m:1-5,PF01926@CL0023:6-121,m:122-179,PF01926@CL0023:180-296,m:297-353,PF14714:354-434,m:435-446	112
93.198	225	0.862	1	1	2	0	0	3	m:1-6,PF02224@CL0023:7-200,m:201-225	2
93.20	465	0.729	1	1	2	0	0	3	m:1-20,PF00860@CL0062:21-359,m:360-465	1
93.204	471	0.739	1	1	2	0	0	3	m:1-118,PF00152@CL0040:119-466,m:467-471	2
93.212	924	0.821	2	2	3	0	1	5	m:1-29,PF00133@CL0039:30-628,m:629-684,PF08264@CL0258:685-844,m:845-924	12
93.22	63	0.841	1	1	1	0	0	2	PF00830:3-55,m:56-63	1
93.220	173	0.850	2	2	2	0	1	4	m:1-9,PF03449:10-80,m:81-94,PF01272@CL0487:95-170	22
93.230	143	0.951	1	1	1	0	0	2	PF03652@CL0580:1-136,m:137-143	1
93.239	252	0.786	1	1	1	0	0	2	PF03309@CL0108:4-201,m:202-252	1
93.242	191	0.906	1	1	1	0	0	2	PF00625@CL0023:5-177,m:178-191	2
93.243	162	0.932	1	1	1	0	0	2	PF03602@CL0063:1-151,m:152-162	1
93.244	196	0.888	1	1	2	0	0	3	m:1-13,PF01327:14-187,m:188-196	2
93.261	301	0.854	2	2	2	0	1	4	m:1-21,PF06574@CL0039:22-160,m:161-179,PF01687:180-297	12
93.263	652	0.836	3	3	3	0	1	6	PF01751@CL0413:5-114,m:115-127,PF01131:128-530,m:531-566,PF01396@CL0167:567-598,m:599-652	112
93.27	288	0.972	1	1	1	0	0	2	PF02645@CL0245:2-281,m:282-288	1
93.271	315	0.825	2	2	2	0	1	4	PF00551:3-172,m:173-211,PF02911:212-301,m:302-315	22
93.275	250	0.852	2	2	2	0	1	4	PF08032@CL0101:5-77,m:78-94,PF00588@CL0098:95-234,m:235-250	21
93.280	157	0.975	1	1	0	0	0	1	PF02590@CL0098:4-156	1
93.286	175	0.989	1	1	0	0	0	1	PF02572@CL0023:3-175	2
93.287	199	0.940	1	1	2	0	0	3	m:1-5,PF01725@CL0269:6-192,m:193-199	2
