query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
33.100	181	0.912	1	1	2	0	0	3	m:1-10,PF00213@CL0255:11-175,m:176-181	1
33.1000	699	0.707	2	2	3	0	1	5	m:1-32,PF02378@CL0493:33-492,m:493-615,PF00367:616-649,m:650-699	12
33.1008	91	0.824	1	1	2	0	0	3	m:1-9,PF04296:10-84,m:85-91	1
33.101	523	0.771	3	3	4	0	1	7	m:1-28,PF02874@CL0275:29-92,m:93-148,PF00006@CL0023:149-364,m:365-370,PF00306:371-493,m:494-523	222
33.1016	219	0.790	1	2	3	1	2	5	m:1-15,PF01895@CL0297:16-102,m:103-116,PF01895@CL0297:117-202,m:203-219	22
33.102	285	0.972	1	1	1	0	0	2	m:1-5,PF00231:6-282	2
33.1020	984	0.977	1	1	1	0	0	2	PF02463@CL0023:3-963,m:964-984	2
33.1027	201	0.831	1	1	2	0	0	3	m:1-19,PF01351@CL0219:20-186,m:187-201	1
33.1030	117	0.932	1	1	0	0	0	1	PF01245@CL0107:5-113	1
33.1031	243	0.802	1	1	2	0	0	3	m:1-24,PF01746@CL0098:25-219,m:220-243	1
33.1036	332	0.777	2	2	2	0	1	4	PF00044@CL0063:2-103,m:104-156,PF02800@CL0139:157-312,m:313-332	22
33.104	91	0.846	1	1	2	0	0	3	m:1-5,PF02823:6-82,m:83-91	2
33.1049	245	0.984	1	1	0	0	0	1	PF00121@CL0036:5-245	2
33.1050	119	0.723	1	1	2	0	0	3	m:1-16,PF00581@CL0031:17-102,m:103-119	2
33.1051	311	0.855	3	3	3	0	1	6	m:1-17,PF10298@CL0324:18-103,m:104-123,PF14527@CL0324:124-215,PF02650@CL0123:219-306,m:307-311	222
33.1052	796	0.730	2	2	2	0	1	4	PF07517@CL0023:4-374,m:375-558,PF07516:559-768,m:769-796	21
33.1055	411	0.961	1	1	2	0	0	3	m:1-5,PF00162:6-400,m:401-411	2
33.1056	315	0.927	1	1	2	0	0	3	m:1-8,PF07992@CL0063:9-300,m:301-315	2
33.1058	308	0.958	2	2	2	0	1	4	m:1-5,PF02603@CL0365:6-128,PF07475@CL0374:131-302,m:303-308	12
33.1065	76	0.763	1	1	1	0	0	2	m:1-15,PF01106@CL0232:16-73	1
33.1068	143	0.965	1	1	0	0	0	1	PF02502:3-140	1
33.1078	244	0.791	1	1	2	0	0	3	m:1-41,PF04131@CL0036:42-234,m:235-244	2
33.108	280	0.946	1	1	2	0	0	3	m:1-5,PF08282@CL0137:6-270,m:271-280	2
33.1093	368	0.799	1	1	2	0	0	3	m:1-47,PF05343@CL0035:48-341,m:342-368	1
33.1094	280	0.968	1	1	1	0	0	2	PF02645@CL0245:3-273,m:274-280	1
33.1095	286	0.979	1	1	0	0	0	1	PF02645@CL0245:4-283	1
