query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
129.1034	177	0.701	2	2	3	0	1	5	m:1-6,PF01381@CL0123:7-61,m:62-102,PF07883@CL0029:103-171,m:172-177	22
129.1035	273	0.960	1	1	2	0	0	3	m:1-5,PF08282@CL0137:6-267,m:268-273	2
129.1036	383	0.919	3	3	3	0	1	6	m:1-6,PF00438:7-102,m:103-112,PF02772:113-228,PF02773:230-369,m:370-383	222
129.1038	266	0.944	1	1	1	0	0	2	PF13277@CL0163:4-254,m:255-266	2
129.1039	106	0.783	1	1	1	0	0	2	PF04297@CL0123:4-86,m:87-106	1
129.1049	143	0.944	1	1	1	0	0	2	PF01668:4-138,m:139-143	1
129.1052	283	0.936	1	1	2	0	0	3	m:1-11,PF08282@CL0137:12-276,m:277-283	2
129.1053	276	0.960	1	1	2	0	0	3	m:1-5,PF08282@CL0137:6-270,m:271-276	2
129.1054	87	0.874	1	1	2	0	0	3	m:1-6,PF02823:7-82,m:83-87	2
129.1056	285	0.972	1	1	1	0	0	2	m:1-5,PF00231:6-282	2
129.1057	523	0.771	3	3	4	0	1	7	m:1-28,PF02874@CL0275:29-92,m:93-148,PF00006@CL0023:149-364,m:365-370,PF00306:371-493,m:494-523	222
129.1058	181	0.906	1	1	2	0	0	3	m:1-10,PF00213@CL0255:11-174,m:175-181	1
129.1063	207	0.976	1	1	0	0	0	1	PF14681@CL0533:5-206	2
129.109	157	0.803	1	1	2	0	0	3	m:1-23,PF00782@CL0031:24-149,m:150-157	2
129.1096	304	0.829	1	1	2	0	0	3	m:1-9,PF02653@CL0142:10-261,m:262-304	1
129.110	308	0.857	1	1	2	0	0	3	m:1-24,PF01261@CL0036:25-288,m:289-308	2
129.1153	396	0.904	3	3	2	0	1	5	m:1-10,PF00009@CL0023:11-202,m:203-225,PF03144@CL0575:226-296,PF03143:300-394	222
129.1154	692	0.887	5	5	4	0	1	9	m:1-7,PF00009@CL0023:8-280,m:281-320,PF03144@CL0575:321-388,m:389-400,PF14492@CL0437:401-474,PF03764@CL0329:476-594,PF00679@CL0437:597-676,m:677-692	22222
129.1155	155	0.948	1	1	1	0	0	2	PF00177:2-148,m:149-155	2
129.1161	304	0.829	1	1	2	0	0	3	m:1-9,PF02653@CL0142:10-261,m:262-304	1
129.118	156	0.917	2	2	1	0	1	3	PF03449:5-74,m:75-83,PF01272@CL0487:84-156	22
129.119	213	0.826	1	1	2	0	0	3	m:1-13,PF00485@CL0023:14-189,m:190-213	2
129.1195	179	0.816	1	1	2	0	0	3	m:1-19,PF01300:20-165,m:166-179	1
