query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
156.1032	251	0.769	1	1	2	0	0	3	m:1-36,PF03837:37-229,m:230-251	1
156.1038	96	0.781	1	1	2	0	0	3	m:1-14,PF04296:15-89,m:90-96	1
156.1040	119	0.832	1	1	2	0	0	3	m:1-9,PF02033@CL0494:10-108,m:109-119	1
156.1048	452	0.799	1	1	2	0	0	3	m:1-81,PF01546@CL0035:82-442,m:443-452	1
156.1054	728	0.824	2	2	3	0	1	5	m:1-9,PF00580@CL0023:10-275,m:276-281,PF13361@CL0023:282-615,m:616-728	22
156.1059	168	0.744	1	1	2	0	0	3	m:1-36,PF08534@CL0172:37-161,m:162-168	2
156.1061	129	0.891	1	1	1	0	0	2	PF12762@CL0219:2-116,m:117-129	2
156.1069	136	0.846	1	1	1	0	0	2	PF12762@CL0219:2-116,m:117-136	2
156.1079	129	0.891	1	1	1	0	0	2	PF12762@CL0219:2-116,m:117-129	2
156.1121	129	0.891	1	1	1	0	0	2	PF12762@CL0219:2-116,m:117-129	2
156.1124	286	0.944	2	2	1	0	1	3	m:1-8,PF00763@CL0603:9-121,PF02882@CL0063:126-282	22
156.1125	513	0.815	1	1	2	0	0	3	m:1-71,PF02386@CL0030:72-489,m:490-513	1
156.1130	129	0.891	1	1	1	0	0	2	PF12762@CL0219:2-116,m:117-129	2
156.1138	554	0.803	3	3	4	0	1	7	m:1-7,PF02776@CL0254:8-172,m:173-193,PF00205@CL0085:194-326,m:327-387,PF02775@CL0254:388-534,m:535-554	222
156.1144	129	0.891	1	1	1	0	0	2	PF12762@CL0219:2-116,m:117-129	2
156.1147	343	0.965	1	1	1	0	0	2	PF02504@CL0270:1-331,m:332-343	1
156.1148	231	0.775	2	2	3	0	1	5	m:1-21,PF14622@CL0539:22-132,m:133-158,PF00035@CL0196:159-226,m:227-231	12
156.1150	86	0.942	1	1	0	0	0	1	PF01649:2-82	1
156.1154	315	0.825	2	2	2	0	1	4	PF00551:3-172,m:173-211,PF02911:212-301,m:302-315	22
156.1164	649	0.837	3	3	3	0	1	6	PF01751@CL0413:5-114,m:115-127,PF01131:128-530,m:531-566,PF01396@CL0167:567-596,m:597-649	112
156.1166	301	0.854	2	2	2	0	1	4	m:1-21,PF06574@CL0039:22-160,m:161-179,PF01687:180-297	12
156.1173	129	0.891	1	1	1	0	0	2	PF12762@CL0219:2-116,m:117-129	2
156.1180	551	0.884	2	2	2	0	1	4	m:1-33,PF02734:34-201,m:202-232,PF13684@CL0245:233-551	12
156.1189	129	0.891	1	1	1	0	0	2	PF12762@CL0219:2-116,m:117-129	2
156.1195	176	0.784	1	1	2	0	0	3	m:1-25,PF12762@CL0219:26-163,m:164-176	2
156.1197	396	0.960	1	1	2	0	0	3	m:1-5,PF00162:6-385,m:386-396	2
156.1198	335	0.776	2	2	2	0	1	4	PF00044@CL0063:3-106,m:107-158,PF02800@CL0139:159-314,m:315-335	22
156.1199	129	0.891	1	1	1	0	0	2	PF12762@CL0219:2-116,m:117-129	2
