query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
59.10	214	0.888	1	1	2	0	0	3	m:1-6,PF02223@CL0023:7-196,m:197-214	2
59.1001	626	0.973	2	2	1	0	1	3	PF01134@CL0063:5-398,PF13932:400-614,m:615-626	12
59.1005	332	0.774	2	2	2	0	1	4	PF00044@CL0063:3-103,m:104-156,PF02800@CL0139:157-312,m:313-332	22
59.1014	99	0.727	1	1	1	0	0	2	PF01541@CL0418:3-74,m:75-99	2
59.1015	510	0.749	2	3	4	1	2	7	m:1-18,PF00005@CL0023:19-188,m:189-228,PF12848@CL0023:229-312,m:313-337,PF00005@CL0023:338-465,m:466-510	222
59.1016	245	0.988	1	1	0	0	0	1	PF00121@CL0036:4-245	2
59.1021	49	1.000	1	1	0	0	0	1	PF11044:1-49	1
59.1025	67	1.000	1	1	0	0	0	1	PF10854:1-67	1
59.1031	668	1.000	1	1	0	0	0	1	PF12461:1-668	1
59.1037	57	0.702	1	1	1	0	0	2	PF11044:1-40,m:41-57	1
59.1039	118	0.746	1	1	2	0	0	3	m:1-13,PF00581@CL0031:14-101,m:102-118	2
59.1041	311	0.849	3	3	3	0	1	6	m:1-17,PF10298@CL0324:18-102,m:103-122,PF14527@CL0324:123-215,PF02650@CL0123:219-304,m:305-311	222
59.1042	796	0.730	2	2	2	0	1	4	PF07517@CL0023:4-374,m:375-558,PF07516:559-768,m:769-796	21
59.1043	412	0.959	1	1	2	0	0	3	m:1-6,PF00162:7-401,m:402-412	2
59.1044	313	0.898	1	1	2	0	0	3	m:1-8,PF07992@CL0063:9-289,m:290-313	2
59.1046	307	0.958	2	2	2	0	1	4	m:1-5,PF02603@CL0365:6-128,PF07475@CL0374:131-301,m:302-307	12
59.1051	75	0.867	1	1	1	0	0	2	m:1-7,PF01106@CL0232:8-72	1
59.1055	143	0.965	1	1	0	0	0	1	PF02502:3-140	1
59.1057	83	0.964	1	1	0	0	0	1	PF01649:2-81	1
59.1066	49	1.000	1	1	0	0	0	1	PF11044:1-49	1
59.1116	276	0.949	1	1	2	0	0	3	m:1-5,PF08282@CL0137:6-267,m:268-276	2
59.1117	383	0.922	3	3	3	0	1	6	m:1-6,PF00438:7-103,m:104-112,PF02772:113-228,PF02773:230-369,m:370-383	222
59.1119	266	0.944	1	1	1	0	0	2	PF13277@CL0163:4-254,m:255-266	2
59.1120	106	0.764	1	1	2	0	0	3	m:1-5,PF04297@CL0123:6-86,m:87-106	1
59.1186	257	0.864	1	1	2	0	0	3	m:1-24,PF01555@CL0063:25-246,m:247-257	1
59.1197	143	0.944	1	1	1	0	0	2	PF01668:4-138,m:139-143	1
59.1200	277	0.924	1	1	2	0	0	3	m:1-11,PF08282@CL0137:12-267,m:268-277	2
59.1201	276	0.960	1	1	2	0	0	3	m:1-5,PF08282@CL0137:6-270,m:271-276	2
59.1202	87	0.874	1	1	2	0	0	3	m:1-6,PF02823:7-82,m:83-87	2
59.1205	285	0.972	1	1	1	0	0	2	m:1-5,PF00231:6-282	2
59.1206	523	0.771	3	3	4	0	1	7	m:1-28,PF02874@CL0275:29-92,m:93-148,PF00006@CL0023:149-364,m:365-370,PF00306:371-493,m:494-523	222
59.1207	181	0.906	1	1	2	0	0	3	m:1-10,PF00213@CL0255:11-174,m:175-181	1
59.1212	207	0.976	1	1	0	0	0	1	PF14681@CL0533:5-206	2
59.1219	317	0.956	1	1	1	0	0	2	PF00480@CL0108:3-305,m:306-317	1
59.1237	59	0.780	1	1	1	0	0	2	PF11044:1-46,m:47-59	1
59.1244	67	1.000	1	1	0	0	0	1	PF10854:1-67	1
59.125	49	1.000	1	1	0	0	0	1	PF11044:1-49	1
59.1262	204	0.716	1	1	1	0	0	2	m:1-55,PF04011:56-201	1
59.1263	396	0.904	3	3	2	0	1	5	m:1-10,PF00009@CL0023:11-202,m:203-225,PF03144@CL0575:226-296,PF03143:300-394	222
59.1264	692	0.887	5	5	4	0	1	9	m:1-7,PF00009@CL0023:8-280,m:281-320,PF03144@CL0575:321-388,m:389-400,PF14492@CL0437:401-474,PF03764@CL0329:476-594,PF00679@CL0437:597-676,m:677-692	22222
59.1265	155	0.948	1	1	1	0	0	2	PF00177:2-148,m:149-155	2
59.1269	304	0.812	1	1	2	0	0	3	m:1-9,PF02653@CL0142:10-256,m:257-304	1
59.1277	179	0.816	1	1	2	0	0	3	m:1-19,PF01300:20-165,m:166-179	1
59.1280	358	0.855	2	2	3	0	1	5	m:1-11,PF03462:12-206,m:207-212,PF00472@CL0337:213-323,m:324-358	21
59.1282	194	0.928	1	1	1	0	0	2	m:1-10,PF00265@CL0023:11-190	1
59.1286	214	0.855	1	1	2	0	0	3	m:1-6,PF00881@CL0529:7-189,m:190-214	2
59.1290	513	0.731	1	1	2	0	0	3	m:1-108,PF00375:109-483,m:484-513	1
59.1295	74	0.703	1	1	2	0	0	3	m:1-17,PF01084@CL0123:18-69,m:70-74	1
59.1298	228	0.943	1	1	2	0	0	3	m:1-6,PF01128@CL0110:7-221,m:222-228	1
59.1300	500	0.838	2	2	2	0	1	4	m:1-62,PF01336@CL0021:63-140,m:141-155,PF00152@CL0040:156-496	22
59.1307	245	0.853	1	1	2	0	0	3	m:1-25,PF01555@CL0063:26-234,m:235-245	1
59.1323	284	0.708	1	1	2	0	0	3	m:1-30,PF03837:31-231,m:232-284	1
59.1325	370	0.984	1	1	1	0	0	2	PF00145@CL0063:2-365,m:366-370	2
59.1328	567	0.762	2	2	3	0	1	5	m:1-81,PF03354@CL0023:82-254,m:255-286,PF20441@CL0219:287-545,m:546-567	22
59.1330	403	0.794	1	1	2	0	0	3	m:1-51,PF04860:52-371,m:372-403	1
59.1354	243	0.852	1	1	2	0	0	3	m:1-25,PF01555@CL0063:26-232,m:233-243	1
59.137	61	0.803	1	1	1	0	0	2	PF13936@CL0123:2-50,m:51-61	2
59.1370	284	0.708	1	1	2	0	0	3	m:1-30,PF03837:31-231,m:232-284	1
59.1372	370	0.984	1	1	1	0	0	2	PF00145@CL0063:2-365,m:366-370	2
59.1377	567	0.762	2	2	3	0	1	5	m:1-81,PF03354@CL0023:82-254,m:255-286,PF20441@CL0219:287-545,m:546-567	22
59.1379	403	0.794	1	1	2	0	0	3	m:1-51,PF04860:52-371,m:372-403	1
59.1431	729	0.937	1	1	1	0	0	2	m:1-46,PF12461:47-729	1
59.1434	67	1.000	1	1	0	0	0	1	PF10854:1-67	1
59.1439	49	1.000	1	1	0	0	0	1	PF11044:1-49	1
59.1460	356	0.961	1	1	2	0	0	3	m:1-6,PF04551:7-348,m:349-356	1
59.1461	157	0.892	1	1	2	0	0	3	m:1-9,PF00782@CL0031:10-149,m:150-157	2
59.1462	308	0.857	1	1	2	0	0	3	m:1-24,PF01261@CL0036:25-288,m:289-308	2
59.1469	156	0.917	2	2	1	0	1	3	PF03449:5-74,m:75-83,PF01272@CL0487:84-156	22
59.1482	185	0.903	3	3	2	0	1	5	PF08207@CL0107:3-60,m:61-68,PF01132@CL0021:69-121,m:122-128,PF09285@CL0021:129-184	222
59.15	287	0.958	1	1	1	0	0	2	PF01430:2-276,m:277-287	1
59.1511	662	0.711	2	2	3	0	1	5	m:1-7,PF00456@CL0254:8-330,m:331-372,PF02779@CL0254:373-520,m:521-662	22
59.1512	207	0.884	1	1	1	0	0	2	PF01712@CL0023:3-185,m:186-207	2
59.1513	236	0.729	1	1	2	0	0	3	m:1-13,PF01048@CL0408:14-185,m:186-236	2
59.1521	377	0.934	3	3	2	0	1	5	PF03054@CL0039:2-211,PF20259@CL0350:215-280,m:281-288,PF20258:289-364,m:365-377	222
59.1533	49	1.000	1	1	0	0	0	1	PF11044:1-49	1
59.1538	67	1.000	1	1	0	0	0	1	PF10854:1-67	1
59.1561	49	1.000	1	1	0	0	0	1	PF11044:1-49	1
59.1572	49	1.000	1	1	0	0	0	1	PF11044:1-49	1
59.1575	67	1.000	1	1	0	0	0	1	PF10854:1-67	1
59.1579	588	0.969	1	1	1	0	0	2	m:1-17,PF12461:18-587	1
59.1588	49	0.959	1	1	0	0	0	1	PF00471@CL0167:3-49	1
59.1598	226	0.774	1	1	2	0	0	3	m:1-44,PF01048@CL0408:45-219,m:220-226	2
59.1602	654	0.922	3	3	3	0	1	6	PF00456@CL0254:2-323,m:324-342,PF02779@CL0254:343-515,m:516-535,PF02780@CL0591:536-643,m:644-654	222
59.1604	141	0.801	1	1	2	0	0	3	m:1-18,PF00665@CL0219:19-131,m:132-141	2
59.1610	366	0.902	2	2	3	0	1	5	m:1-14,PF01321@CL0356:15-140,m:141-146,PF00557:147-350,m:351-366	22
59.1613	73	0.712	1	1	2	0	0	3	m:1-6,PF02609:7-58,m:59-73	1
59.1614	430	0.895	2	2	3	0	1	5	m:1-5,PF13742@CL0021:6-97,m:98-123,PF02601:124-416,m:417-430	21
59.1615	286	0.881	1	1	2	0	0	3	m:1-22,PF01226@CL0716:23-274,m:275-286	1
59.1646	537	0.926	1	1	2	0	0	3	m:1-21,PF00118:22-518,m:519-537	1
59.1647	104	0.856	1	1	1	0	0	2	m:1-14,PF00166@CL0296:15-103	2
59.1661	139	0.964	1	1	0	0	0	1	PF03652@CL0580:5-138	1
59.1669	173	0.879	1	1	2	0	0	3	m:1-6,PF05496@CL0023:7-158,m:159-173	2
59.1684	183	0.885	1	1	1	0	0	2	PF01965@CL0014:1-162,m:163-183	2
59.1687	125	0.768	1	1	1	0	0	2	PF02482@CL0219:3-98,m:99-125	1
59.1689	250	0.908	1	1	2	0	0	3	m:1-7,PF02540@CL0039:8-234,m:235-250	2
59.1690	434	0.790	3	3	1	0	1	4	PF01018:4-158,PF01926@CL0023:161-285,m:286-369,PF09269:370-432	212
59.1691	311	0.772	1	1	2	0	0	3	m:1-38,PF01715@CL0023:39-278,m:279-311	2
59.1705	418	0.986	1	1	1	0	0	2	PF00145@CL0063:2-413,m:414-418	2
59.1713	244	0.852	1	1	2	0	0	3	m:1-25,PF01555@CL0063:26-233,m:234-244	1
59.1722	427	0.956	1	1	1	0	0	2	PF00145@CL0063:4-411,m:412-427	2
59.1730	67	1.000	1	1	0	0	0	1	PF10854:1-67	1
59.1732	49	0.939	1	1	0	0	0	1	PF11044:1-46	1
59.1739	257	0.720	1	1	2	0	0	3	m:1-5,PF00106@CL0063:6-190,m:191-257	2
59.1740	88	0.920	1	1	1	0	0	2	m:1-6,PF00312@CL0600:7-87	2
59.1741	295	0.888	2	2	2	0	1	4	m:1-8,PF06574@CL0039:9-156,m:157-177,PF01687:178-291	12
59.1743	254	0.807	1	1	1	0	0	2	PF03309@CL0108:3-207,m:208-254	1
59.1748	535	0.994	1	1	0	0	0	1	PF01268@CL0023:1-532	1
59.1749	291	0.935	2	2	2	0	1	4	m:1-6,PF00763@CL0603:7-122,PF02882@CL0063:125-280,m:281-291	22
59.1750	126	0.817	1	1	1	0	0	2	m:1-19,PF02033@CL0494:20-122	1
59.1753	131	0.763	1	1	1	0	0	2	PF00383@CL0109:4-103,m:104-131	2
59.1754	142	0.746	1	1	2	0	0	3	m:1-20,PF01219:21-126,m:127-142	1
59.1755	158	0.715	1	1	2	0	0	3	m:1-37,PF02130@CL0126:38-150,m:151-158	1
59.1771	119	0.899	1	1	1	0	0	2	PF00453:3-109,m:110-119	1
59.1772	64	0.953	1	1	0	0	0	1	PF01632:2-62	1
59.1773	176	0.881	2	2	2	0	1	4	m:1-13,PF05198:14-83,m:84-90,PF00707:91-175	22
59.1796	49	1.000	1	1	0	0	0	1	PF11044:1-49	1
59.1801	67	1.000	1	1	0	0	0	1	PF10854:1-67	1
59.1805	370	0.954	1	1	1	0	0	2	m:1-14,PF04371@CL0197:15-367	1
59.1808	478	0.707	1	1	2	0	0	3	m:1-9,PF00224@CL0151:10-347,m:348-478	2
59.1809	327	0.838	1	1	1	0	0	2	PF00365@CL0240:4-277,m:278-327	2
59.1822	908	0.811	2	2	3	0	1	5	m:1-48,PF00133@CL0039:49-628,m:629-670,PF08264@CL0258:671-826,m:827-908	12
59.1829	313	0.987	1	1	0	0	0	1	PF01795@CL0063:3-311	1
59.1831	58	0.931	1	1	0	0	0	1	PF01783@CL0167:2-55	1
59.1834	797	0.737	5	5	6	0	1	11	m:1-44,PF01588@CL0021:45-125,m:126-231,PF03483@CL0383:232-387,m:388-417,PF03484@CL0123:418-476,m:477-483,PF17759@CL0040:484-688,m:689-705,PF03147:706-791,m:792-797	22222
59.1835	345	0.907	2	2	2	0	1	4	m:1-19,PF02912@CL0298:20-82,m:83-91,PF01409@CL0040:92-341	22
59.1842	229	0.882	1	1	1	0	0	2	m:1-23,PF01863@CL0126:24-225	1
59.1846	600	0.745	4	4	2	0	1	6	PF00009@CL0023:4-183,m:184-295,PF14492@CL0437:296-365,m:366-400,PF00679@CL0437:401-490,PF06421:491-597	2221
59.1849	319	0.831	2	2	3	0	1	5	m:1-5,PF00551:6-171,m:172-205,PF02911:206-304,m:305-319	22
59.1852	238	0.971	1	1	0	0	0	1	PF01709:5-235	1
59.1855	153	0.856	1	1	1	0	0	2	PF02367@CL0023:5-135,m:136-153	2
59.1856	328	0.860	1	1	1	0	0	2	PF07992@CL0063:2-283,m:284-328	2
59.1868	61	0.820	1	1	1	0	0	2	PF13936@CL0123:2-51,m:52-61	2
59.1876	46	0.870	1	1	1	0	0	2	PF11044:1-40,m:41-46	1
59.188	120	0.942	1	1	1	0	0	2	m:1-6,PF00817:7-119	1
59.1905	318	0.962	2	2	1	0	1	3	m:1-6,PF00056@CL0063:7-145,PF02866@CL0341:149-315	22
59.1915	217	0.848	1	1	2	0	0	3	m:1-12,PF00753@CL0381:13-196,m:197-217	2
59.1918	452	0.892	1	1	2	0	0	3	m:1-18,PF13520@CL0062:19-421,m:422-452	1
59.1920	281	0.950	1	1	2	0	0	3	m:1-8,PF08282@CL0137:9-275,m:276-281	2
59.1926	714	0.936	1	1	1	0	0	2	m:1-46,PF12461:47-714	1
59.1930	67	1.000	1	1	0	0	0	1	PF10854:1-67	1
59.1941	311	0.852	1	1	2	0	0	3	m:1-27,PF12146@CL0028:28-292,m:293-311	1
59.1946	140	0.771	1	1	2	0	0	3	m:1-6,PF03838@CL0236:7-114,m:115-140	2
59.1948	94	0.979	1	1	0	0	0	1	PF00216@CL0548:1-92	2
59.1952	294	0.816	1	1	2	0	0	3	m:1-16,PF01263@CL0103:17-256,m:257-294	1
59.1962	228	0.873	1	1	2	0	0	3	m:1-6,PF13472@CL0264:7-205,m:206-228	2
59.1965	195	0.708	1	1	2	0	0	3	m:1-31,PF00156@CL0533:32-169,m:170-195	2
59.1966	458	0.959	2	2	2	0	1	4	PF03952@CL0227:4-134,m:135-141,PF00113@CL0256:142-449,m:450-458	22
59.1967	342	0.854	1	1	1	0	0	2	PF00579@CL0039:1-292,m:293-342	1
59.1969	273	0.872	1	1	2	0	0	3	m:1-18,PF00248:19-256,m:257-273	2
59.1974	396	0.972	1	1	1	0	0	2	PF00871@CL0108:2-386,m:387-396	1
59.1975	325	0.917	1	1	2	0	0	3	m:1-18,PF01515@CL0270:19-316,m:317-325	1
59.1995	547	0.874	2	2	2	0	1	4	m:1-40,PF02734:41-205,m:206-234,PF13684@CL0245:235-547	12
59.1996	112	0.795	1	1	1	0	0	2	m:1-20,PF03780:21-109	1
59.1997	65	0.892	1	1	1	0	0	2	PF00830:3-60,m:61-65	1
59.1999	226	0.898	1	1	2	0	0	3	m:1-5,PF00834@CL0036:6-208,m:209-226	2
59.2	372	0.938	3	3	1	0	1	4	PF00712@CL0060:5-121,m:122-135,PF02767@CL0060:136-246,PF02768@CL0060:250-370	222
59.2000	289	0.772	2	2	1	0	1	3	PF16745@CL0021:4-59,PF03193@CL0023:62-228,m:229-289	22
59.2001	337	0.727	1	1	2	0	0	3	m:1-13,PF00069@CL0016:14-258,m:259-337	2
59.2004	693	0.706	2	2	3	0	1	5	m:1-30,PF02378@CL0493:31-485,m:486-603,PF00367:604-637,m:638-693	12
59.2009	310	0.813	1	1	2	0	0	3	m:1-22,PF00294@CL0118:23-274,m:275-310	2
59.2010	684	0.719	3	3	4	0	1	7	m:1-5,PF00359@CL0340:6-148,m:149-166,PF02302@CL0031:167-248,m:249-295,PF02378@CL0493:296-562,m:563-684	221
59.2014	91	0.802	1	1	2	0	0	3	m:1-9,PF04296:10-82,m:83-91	1
59.2035	103	0.913	1	1	1	0	0	2	m:1-9,PF00085@CL0172:10-103	2
59.2036	269	0.959	1	1	1	0	0	2	PF08282@CL0137:5-262,m:263-269	2
59.2037	49	1.000	1	1	0	0	0	1	PF11044:1-49	1
59.2046	75	0.853	1	1	1	0	0	2	PF10854:1-64,m:65-75	1
59.2049	130	0.869	1	1	2	0	0	3	m:1-10,PF01042@CL0534:11-123,m:124-130	2
59.205	49	1.000	1	1	0	0	0	1	PF11044:1-49	1
59.2077	49	1.000	1	1	0	0	0	1	PF11044:1-49	1
59.2081	67	1.000	1	1	0	0	0	1	PF10854:1-67	1
59.209	67	1.000	1	1	0	0	0	1	PF10854:1-67	1
59.2119	46	0.848	1	1	1	0	0	2	PF11044:1-39,m:40-46	1
59.2121	249	0.767	2	2	3	0	1	5	m:1-28,PF14622@CL0539:29-150,m:151-169,PF00035@CL0196:170-238,m:239-249	12
59.2122	334	0.913	1	1	1	0	0	2	PF02504@CL0270:3-307,m:308-334	1
59.2124	108	0.769	1	1	1	0	0	2	m:1-21,PF00581@CL0031:22-104	2
59.2125	375	0.741	2	2	2	0	1	4	PF00226@CL0392:5-66,m:67-129,PF01556:130-345,m:346-375	22
59.2126	593	0.946	1	1	1	0	0	2	PF00012@CL0108:4-564,m:565-593	1
59.2127	207	0.744	1	1	1	0	0	2	m:1-53,PF01025:54-207	1
59.2130	287	0.930	1	1	2	0	0	3	m:1-11,PF08282@CL0137:12-278,m:279-287	2
59.2143	75	0.800	1	1	1	0	0	2	PF13683@CL0219:5-64,m:65-75	2
59.2146	619	0.998	1	1	0	0	0	1	PF12461:2-619	1
59.2151	67	1.000	1	1	0	0	0	1	PF10854:1-67	1
59.2156	49	1.000	1	1	0	0	0	1	PF11044:1-49	1
59.2167	563	0.968	1	1	1	0	0	2	PF12461:2-546,m:547-563	1
59.2171	49	0.918	1	1	0	0	0	1	PF11044:1-45	1
59.2173	521	0.810	1	1	2	0	0	3	m:1-14,PF13520@CL0062:15-436,m:437-521	1
59.2174	185	0.941	1	1	1	0	0	2	PF00689:1-174,m:175-185	1
59.2193	280	0.968	1	1	1	0	0	2	PF02645@CL0245:3-273,m:274-280	1
59.2196	74	0.703	1	1	2	0	0	3	m:1-17,PF00550@CL0314:18-69,m:70-74	2
59.2227	480	0.892	2	2	3	0	1	5	m:1-5,PF02934@CL0286:6-286,m:287-327,PF02637@CL0279:328-474,m:475-480	22
59.2228	491	0.872	1	1	2	0	0	3	m:1-34,PF01425:35-462,m:463-491	1
59.2229	97	0.742	1	1	2	0	0	3	m:1-19,PF02686:20-91,m:92-97	1
