query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
107.108	442	0.846	2	2	2	0	1	4	PF07992@CL0063:1-280,m:281-333,PF02852@CL0608:334-427,m:428-442	22
107.113	371	0.709	1	1	2	0	0	3	m:1-43,PF00676@CL0254:44-306,m:307-371	1
107.114	329	0.878	2	2	2	0	1	4	PF02779@CL0254:4-178,m:179-193,PF02780@CL0591:194-307,m:308-329	22
107.115	422	0.801	3	3	2	0	1	5	PF00364@CL0105:4-75,m:76-128,PF02817:129-163,m:164-190,PF00198@CL0149:191-421	212
107.116	604	0.825	3	3	3	0	1	6	PF00364@CL0105:4-75,m:76-138,PF07992@CL0063:139-454,m:455-483,PF02852@CL0608:484-593,m:594-604	222
107.117	323	0.926	1	1	2	0	0	3	m:1-16,PF01515@CL0270:17-315,m:316-323	1
107.118	403	0.963	1	1	1	0	0	2	PF00871@CL0108:2-389,m:390-403	1
107.122	257	0.934	1	1	2	0	0	3	m:1-9,PF00230@CL0716:10-249,m:250-257	1
107.123	384	0.919	1	1	1	0	0	2	PF01266@CL0063:5-357,m:358-384	2
107.124	502	0.875	2	2	2	0	1	4	PF00370@CL0108:4-253,m:254-262,PF02782@CL0108:263-451,m:452-502	22
107.125	220	0.714	1	1	1	0	0	2	PF01066:1-157,m:158-220	1
107.126	259	0.714	1	1	1	0	0	2	PF00106@CL0063:4-188,m:189-259	2
107.130	278	0.971	2	2	0	0	1	2	PF00763@CL0603:4-115,PF02882@CL0063:118-275	22
107.132	240	0.829	1	1	2	0	0	3	m:1-31,PF01182@CL0246:32-230,m:231-240	2
107.137	246	0.976	1	1	0	0	0	1	PF00121@CL0036:5-244	2
107.138	270	0.944	1	1	2	0	0	3	m:1-6,PF08282@CL0137:7-261,m:262-270	2
107.139	527	0.970	1	1	1	0	0	2	PF01676@CL0088:4-514,m:515-527	1
107.14	284	0.961	1	1	2	0	0	3	m:1-5,PF01430:6-278,m:279-284	1
107.140	151	0.954	1	1	1	0	0	2	m:1-6,PF18491@CL0178:7-150	2
107.142	534	0.918	2	2	3	0	1	5	m:1-5,PF06418@CL0023:6-271,m:272-305,PF00117@CL0014:306-529,m:530-534	22
107.145	289	0.941	1	1	2	0	0	3	m:1-11,PF08282@CL0137:12-283,m:284-289	2
