query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
148.10	89	0.978	1	1	0	0	0	1	PF02575@CL0717:3-89	1
148.100	185	0.816	2	2	2	0	1	4	m:1-23,PF00281@CL0652:24-80,PF00673:84-177,m:178-185	22
148.1001	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
148.101	61	0.705	1	1	1	0	0	2	m:1-17,PF00253:18-60	1
148.1011	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
148.1014	801	0.774	5	5	4	0	1	9	m:1-45,PF01588@CL0021:46-150,m:151-234,PF03483@CL0383:235-375,m:376-404,PF03484@CL0123:405-473,PF17759@CL0040:476-685,m:686-706,PF03147:707-801	22222
148.1015	354	0.915	2	2	1	0	1	3	m:1-26,PF02912@CL0298:27-94,PF01409@CL0040:99-354	22
148.1017	235	0.860	1	1	2	0	0	3	m:1-23,PF01863@CL0126:24-225,m:226-235	1
148.1018	167	0.934	1	1	1	0	0	2	m:1-11,PF08761@CL0231:12-167	2
148.102	134	0.978	1	1	0	0	0	1	PF00410:4-134	2
148.1020	119	0.899	1	1	1	0	0	2	PF00453:3-109,m:110-119	1
148.1021	62	0.984	1	1	0	0	0	1	PF01632:2-62	1
148.1022	180	0.867	2	2	3	0	1	5	m:1-9,PF05198:10-78,m:79-87,PF00707:88-174,m:175-180	22
148.1024	428	0.794	3	3	1	0	1	4	PF01018:4-158,PF01926@CL0023:161-283,m:284-363,PF09269:364-425	212
148.1026	248	0.927	1	1	2	0	0	3	m:1-5,PF02540@CL0039:6-235,m:236-248	2
148.1027	240	0.975	1	1	0	0	0	1	PF01709:5-238	1
148.103	184	0.810	1	2	3	1	2	5	m:1-10,PF00347:11-85,m:86-93,PF00347:94-167,m:168-184	22
148.1034	430	0.709	1	1	2	0	0	3	m:1-7,PF13393@CL0040:8-312,m:313-430	2
148.1035	580	0.883	2	2	3	0	1	5	m:1-23,PF01336@CL0021:24-103,m:104-120,PF00152@CL0040:121-552,m:553-580	22
148.1037	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
148.104	116	0.974	1	1	0	0	0	1	PF00861@CL0267:4-116	1
148.1040	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
148.1052	57	0.719	1	1	1	0	0	2	PF13936@CL0123:2-42,m:43-57	2
148.1055	131	0.847	1	1	1	0	0	2	PF03960@CL0172:5-115,m:116-131	1
148.1058	108	0.815	1	1	1	0	0	2	m:1-20,PF00581@CL0031:21-108	2
148.106	147	0.782	1	1	1	0	0	2	m:1-28,PF00828@CL0588:29-143	1
