query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
96.100	250	0.912	1	1	2	0	0	3	m:1-6,PF02540@CL0039:7-234,m:235-250	2
96.101	434	0.790	3	3	1	0	1	4	PF01018:4-158,PF01926@CL0023:161-285,m:286-369,PF09269:370-432	212
96.1013	666	0.881	3	4	4	1	2	8	PF01751@CL0413:4-113,m:114-127,PF01131:128-538,m:539-563,PF01396@CL0167:564-595,m:596-603,PF01396@CL0167:604-637,m:638-666	1122
96.1016	533	0.711	2	2	2	0	1	4	PF02378@CL0493:1-349,m:350-457,PF00367:458-487,m:488-533	12
96.1019	352	0.886	2	2	3	0	1	5	m:1-7,PF01321@CL0356:8-123,m:124-137,PF00557:138-333,m:334-352	22
96.102	481	0.821	1	1	2	0	0	3	m:1-10,PF13520@CL0062:11-405,m:406-481	1
96.1021	399	0.709	1	1	2	0	0	3	m:1-62,PF00155@CL0061:63-345,m:346-399	2
96.1027	384	0.719	1	1	2	0	0	3	m:1-41,PF01226@CL0716:42-317,m:318-384	1
96.1028	694	0.839	1	1	2	0	0	3	m:1-26,PF02901@CL0339:27-608,m:609-694	1
96.1031	376	0.886	1	1	2	0	0	3	m:1-6,PF00724@CL0036:7-339,m:340-376	2
96.1037	449	0.829	3	3	4	0	1	7	m:1-5,PF02881:6-83,m:84-99,PF00448@CL0023:100-295,m:296-325,PF02978@CL0123:326-423,m:424-449	222
96.1038	240	0.879	1	1	2	0	0	3	m:1-5,PF00696:6-216,m:217-240	1
96.1039	182	0.885	1	1	1	0	0	2	m:1-19,PF01765:20-180	2
96.1041	187	0.968	1	1	1	0	0	2	PF01255:1-181,m:182-187	1
96.1043	381	0.856	3	3	3	0	1	6	PF02670@CL0063:4-130,m:131-143,PF08436@CL0139:144-225,m:226-254,PF13288@CL0063:255-371,m:372-381	122
96.1044	439	0.815	1	1	2	0	0	3	m:1-13,PF02163@CL0126:14-371,m:372-439	1
96.1049	251	0.861	2	2	2	0	1	4	PF11967@CL0021:4-81,m:82-96,PF02565@CL0167:97-234,m:235-251	21
96.105	310	0.823	1	1	2	0	0	3	m:1-35,PF00294@CL0118:36-290,m:291-310	2
96.1054	255	0.929	1	1	1	0	0	2	PF01784:5-241,m:242-255	1
96.1055	293	0.983	1	1	0	0	0	1	PF02401:3-290	1
96.106	676	0.726	3	3	4	0	1	7	m:1-5,PF00359@CL0340:6-147,m:148-167,PF02302@CL0031:168-258,m:259-298,PF02378@CL0493:299-556,m:557-676	221
96.107	238	0.874	2	2	3	0	1	5	m:1-8,PF08220@CL0123:9-62,m:63-76,PF00455@CL0246:77-230,m:231-238	22
96.1074	333	0.925	1	1	2	0	0	3	m:1-13,PF02126@CL0034:14-321,m:322-333	2
96.1075	586	0.753	1	1	2	0	0	3	m:1-73,PF03611:74-514,m:515-586	1
96.1076	92	0.935	1	1	0	0	0	1	PF02302@CL0031:3-88	2
96.1078	217	0.926	1	1	1	0	0	2	PF00215@CL0036:4-204,m:205-217	2
96.1079	287	0.892	1	1	2	0	0	3	m:1-23,PF01261@CL0036:24-279,m:280-287	2
96.1080	235	0.813	1	1	2	0	0	3	m:1-6,PF00596:7-197,m:198-235	2
96.1089	321	0.956	2	2	1	0	1	3	PF00056@CL0063:5-144,PF02866@CL0341:147-313,m:314-321	22
96.1091	414	0.843	3	3	2	0	1	5	m:1-42,PF00004@CL0023:43-150,m:151-170,PF16193@CL0671:171-244,PF12002@CL0604:245-411	212
