query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
103.1006	412	0.835	1	1	2	0	0	3	m:1-34,PF00872@CL0219:35-378,m:379-412	1
103.1012	412	0.835	1	1	2	0	0	3	m:1-34,PF00872@CL0219:35-378,m:379-412	1
103.1020	63	0.841	1	1	1	0	0	2	PF00830:3-55,m:56-63	1
103.1022	173	0.844	2	2	2	0	1	4	m:1-9,PF03449:10-80,m:81-94,PF01272@CL0487:95-169	22
103.1024	471	0.741	1	1	2	0	0	3	m:1-117,PF00152@CL0040:118-466,m:467-471	2
103.103	73	0.904	1	1	0	0	0	1	PF00505@CL0114:5-70	2
103.1031	920	0.835	2	2	3	0	1	5	m:1-27,PF00133@CL0039:28-635,m:636-684,PF08264@CL0258:685-844,m:845-920	12
103.1047	412	0.835	1	1	2	0	0	3	m:1-34,PF00872@CL0219:35-378,m:379-412	1
103.1050	412	0.835	1	1	2	0	0	3	m:1-34,PF00872@CL0219:35-378,m:379-412	1
103.1052	412	0.835	1	1	2	0	0	3	m:1-34,PF00872@CL0219:35-378,m:379-412	1
103.1061	146	0.774	1	1	2	0	0	3	m:1-12,PF00572:13-125,m:126-146	1
103.1062	135	0.904	1	1	1	0	0	2	m:1-13,PF00380@CL0329:14-135	1
103.1076	69	0.725	1	1	1	0	0	2	PF01783@CL0167:2-51,m:52-69	1
103.1088	412	0.835	1	1	2	0	0	3	m:1-34,PF00872@CL0219:35-378,m:379-412	1
103.1114	391	0.880	1	1	2	0	0	3	m:1-34,PF00872@CL0219:35-378,m:379-391	1
103.1123	321	0.913	1	1	2	0	0	3	m:1-12,PF07992@CL0063:13-305,m:306-321	2
103.1125	315	0.956	2	2	1	0	1	3	PF02603@CL0365:5-133,PF07475@CL0374:136-307,m:308-315	12
103.1139	365	0.904	1	1	1	0	0	2	PF00872@CL0219:2-331,m:332-365	1
103.1144	412	0.835	1	1	2	0	0	3	m:1-34,PF00872@CL0219:35-378,m:379-412	1
103.1146	159	0.755	1	1	2	0	0	3	m:1-24,PF00004@CL0023:25-144,m:145-159	2
103.1148	121	0.851	1	1	1	0	0	2	m:1-18,PF01196:19-121	1
103.1149	322	0.798	2	2	3	0	1	5	m:1-28,PF01193@CL0509:29-229,m:230-256,PF03118@CL0198:257-312,m:313-322	22
103.1150	130	0.831	1	1	1	0	0	2	m:1-21,PF00411@CL0267:22-129	1
103.1151	132	0.811	1	1	2	0	0	3	m:1-10,PF00416@CL0303:11-117,m:118-132	1
103.1152	37	1.000	1	1	0	0	0	1	PF00444:1-37	2
