query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
134.1004	195	0.903	1	1	1	0	0	2	PF01121@CL0023:2-177,m:178-195	2
134.1006	827	0.701	2	2	3	0	1	5	m:1-37,PF07517@CL0023:38-405,m:406-589,PF07516:590-801,m:802-827	21
134.1007	406	0.953	1	1	2	0	0	3	m:1-7,PF00871@CL0108:8-394,m:395-406	1
134.1008	344	0.872	1	1	1	0	0	2	m:1-40,PF01515@CL0270:41-340	1
134.1010	187	0.765	1	1	2	0	0	3	m:1-21,PF00156@CL0533:22-164,m:165-187	2
134.1012	105	0.724	1	1	1	0	0	2	PF02823:4-79,m:80-105	2
134.1014	278	0.964	1	1	1	0	0	2	m:1-6,PF00231:7-274	2
134.1015	536	0.754	3	3	4	0	1	7	m:1-28,PF02874@CL0275:29-91,m:92-148,PF00006@CL0023:149-364,m:365-370,PF00306:371-495,m:496-536	222
134.1016	174	0.954	1	1	1	0	0	2	m:1-5,PF00213@CL0255:6-171	1
134.1019	248	0.742	1	1	2	0	0	3	m:1-42,PF00119:43-226,m:227-248	2
134.1021	208	0.976	1	1	0	0	0	1	PF14681@CL0533:5-207	2
134.1030	449	0.837	1	1	2	0	0	3	m:1-37,PF00464@CL0061:38-413,m:414-449	2
134.1031	150	0.920	1	1	1	0	0	2	PF02502:5-142,m:143-150	1
134.1032	216	0.843	1	1	2	0	0	3	m:1-10,PF00881@CL0529:11-192,m:193-216	2
134.104	145	0.972	1	1	0	0	0	1	PF01668:4-144	1
134.1048	514	0.702	1	1	2	0	0	3	m:1-5,PF09334@CL0039:6-366,m:367-514	1
134.1053	604	0.930	1	1	1	0	0	2	m:1-42,PF12461:43-604	1
134.1057	64	0.953	1	1	0	0	0	1	PF10854:1-61	1
134.1063	182	0.879	1	1	1	0	0	2	PF01965@CL0014:4-163,m:164-182	2
134.1064	428	0.974	1	1	2	0	0	3	m:1-5,PF00709@CL0023:6-422,m:423-428	2
134.1065	194	0.943	1	1	1	0	0	2	m:1-11,PF01195:12-194	2
134.1067	289	0.754	1	1	2	0	0	3	m:1-15,PF00398@CL0063:16-233,m:234-289	2
134.1069	357	0.899	1	1	2	0	0	3	m:1-7,PF06723@CL0108:8-328,m:329-357	1
134.1070	343	0.948	1	1	1	0	0	2	m:1-16,PF06723@CL0108:17-341	1
134.1071	338	0.932	1	1	1	0	0	2	PF06723@CL0108:4-318,m:319-338	1
134.1072	342	0.933	1	1	2	0	0	3	m:1-12,PF06723@CL0108:13-331,m:332-342	1
134.1073	255	0.976	1	1	0	0	0	1	PF01026@CL0034:5-253	2
134.1074	454	0.980	2	2	0	0	1	2	PF10396@CL0289:5-125,PF12631:128-451	11
134.1077	109	0.982	1	1	0	0	0	1	PF00825@CL0329:1-107	1
134.1078	44	1.000	1	1	0	0	0	1	PF00468:1-44	1
134.108	77	0.714	1	1	2	0	0	3	m:1-15,PF01381@CL0123:16-70,m:71-77	2
134.11	218	0.876	1	1	2	0	0	3	m:1-10,PF02223@CL0023:11-201,m:202-218	2
134.112	314	0.924	1	1	2	0	0	3	m:1-8,PF07992@CL0063:9-298,m:299-314	2
134.114	310	0.955	2	2	2	0	1	4	m:1-6,PF02603@CL0365:7-130,PF07475@CL0374:133-304,m:305-310	12
134.124	239	0.883	2	2	2	0	1	4	PF08032@CL0101:4-72,m:73-89,PF00588@CL0098:90-231,m:232-239	21
134.128	49	0.939	1	1	0	0	0	1	PF00471@CL0167:4-49	1
134.157	269	0.803	1	1	2	0	0	3	m:1-8,PF00318@CL0067:9-224,m:225-269	1
134.158	280	0.732	1	1	2	0	0	3	m:1-69,PF00889:70-274,m:275-280	1
134.160	240	0.875	1	1	2	0	0	3	m:1-5,PF00696:6-215,m:216-240	1
134.161	185	0.865	1	1	1	0	0	2	m:1-23,PF01765:24-183	2
134.169	231	0.887	1	1	2	0	0	3	m:1-14,PF02660:15-219,m:220-231	1
134.179	454	0.729	1	1	2	0	0	3	m:1-74,PF07690@CL0015:75-405,m:406-454	1
134.182	296	0.889	1	1	2	0	0	3	m:1-11,PF02086@CL0063:12-274,m:275-296	1
134.184	136	0.713	1	1	1	0	0	2	PF00829:1-97,m:98-136	1
134.185	101	0.950	1	1	1	0	0	2	PF04327:1-96,m:97-101	1
134.186	94	0.851	1	1	1	0	0	2	m:1-11,PF01016:12-91	1
134.187	471	0.983	1	1	1	0	0	2	PF03606@CL0182:1-463,m:464-471	1
134.19	444	0.901	2	2	2	0	1	4	PF07992@CL0063:1-304,m:305-332,PF02852@CL0608:333-428,m:429-444	22
134.190	423	0.799	3	3	2	0	1	5	PF01018:4-158,PF01926@CL0023:161-280,m:281-355,PF09269:356-418,m:419-423	212
134.191	249	0.932	1	1	2	0	0	3	m:1-5,PF02540@CL0039:6-237,m:238-249	2
134.195	475	0.947	1	1	2	0	0	3	m:1-13,PF00171@CL0099:14-463,m:464-475	1
134.196	652	0.905	3	4	4	1	2	8	PF01751@CL0413:5-114,m:115-127,PF01131:128-537,m:538-565,PF01396@CL0167:566-601,m:602-606,PF01396@CL0167:607-640,m:641-652	1122
134.197	253	0.810	1	1	2	0	0	3	m:1-42,PF02481@CL0349:43-247,m:248-253	1
134.199	123	0.870	1	1	2	0	0	3	m:1-6,PF01245@CL0107:7-113,m:114-123	1
134.2	373	0.944	3	3	1	0	1	4	PF00712@CL0060:1-121,m:122-137,PF02767@CL0060:138-247,PF02768@CL0060:251-371	222
134.20	495	0.824	2	2	2	0	1	4	m:1-59,PF01336@CL0021:60-129,m:130-154,PF00152@CL0040:155-492	22
134.200	244	0.799	1	1	2	0	0	3	m:1-25,PF01746@CL0098:26-220,m:221-244	1
134.202	83	0.831	1	1	2	0	0	3	m:1-7,PF13083@CL0007:8-76,m:77-83	2
134.206	214	0.776	1	1	2	0	0	3	m:1-39,PF02390@CL0063:40-205,m:206-214	1
134.231	241	0.876	1	1	2	0	0	3	m:1-13,PF01048@CL0408:14-224,m:225-241	2
134.233	322	0.866	1	1	2	0	0	3	m:1-24,PF00814@CL0108:25-303,m:304-322	1
134.234	185	0.822	1	1	2	0	0	3	m:1-14,PF00455@CL0246:15-166,m:167-185	2
134.247	451	0.725	1	1	2	0	0	3	m:1-119,PF00152@CL0040:120-446,m:447-451	2
134.25	140	0.836	2	2	1	0	1	3	PF01281:1-47,m:48-68,PF03948:69-138	22
