query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
15.105	244	0.889	1	1	2	0	0	3	m:1-8,PF03306@CL0615:9-225,m:226-244	2
15.106	496	0.772	1	1	2	0	0	3	m:1-79,PF03606@CL0182:80-462,m:463-496	1
15.108	373	0.925	3	3	3	0	1	6	m:1-8,PF03054@CL0039:9-216,PF20259@CL0350:220-284,m:285-294,PF20258:295-366,m:367-373	222
15.116	923	0.818	2	2	3	0	1	5	m:1-32,PF00133@CL0039:33-627,m:628-683,PF08264@CL0258:684-843,m:844-923	12
15.121	147	0.864	1	1	2	0	0	3	m:1-6,PF02367@CL0023:7-133,m:134-147	2
15.123	470	0.749	1	1	2	0	0	3	m:1-113,PF00152@CL0040:114-465,m:466-470	2
15.128	170	0.894	2	2	2	0	1	4	m:1-9,PF03449:10-80,m:81-88,PF01272@CL0487:89-169	22
15.129	113	0.805	1	1	2	0	0	3	m:1-17,PF00381:18-108,m:109-113	2
15.130	59	0.915	1	1	0	0	0	1	PF00830:3-56	1
15.131	292	0.966	1	1	1	0	0	2	PF02645@CL0245:4-285,m:286-292	1
15.140	675	0.713	4	4	4	0	1	8	m:1-9,PF01653@CL0078:10-321,PF03120@CL0021:326-403,m:404-410,PF03119:411-437,m:438-514,PF12826@CL0198:515-578,m:579-675	2225
15.142	492	0.894	1	1	2	0	0	3	m:1-26,PF01425:27-466,m:467-492	1
15.143	480	0.896	2	2	3	0	1	5	m:1-5,PF02934@CL0286:6-287,m:288-327,PF02637@CL0279:328-475,m:476-480	22
15.151	147	0.918	1	1	1	0	0	2	PF03652@CL0580:1-135,m:136-147	1
15.152	209	0.852	1	1	2	0	0	3	m:1-10,PF00485@CL0023:11-188,m:189-209	2
15.155	254	0.776	1	1	1	0	0	2	PF03309@CL0108:2-198,m:199-254	1
15.158	159	0.943	1	1	1	0	0	2	m:1-8,PF18491@CL0178:9-158	2
15.159	96	0.823	1	1	2	0	0	3	m:1-10,PF12674:11-89,m:90-96	2
15.161	736	0.825	2	2	3	0	1	5	m:1-9,PF00580@CL0023:10-275,m:276-281,PF13361@CL0023:282-622,m:623-736	22
15.166	149	0.926	1	1	1	0	0	2	m:1-9,PF00359@CL0340:10-147	2
15.168	271	0.963	1	1	1	0	0	2	PF08282@CL0137:5-265,m:266-271	2
15.180	271	0.959	1	1	2	0	0	3	m:1-5,PF08282@CL0137:6-265,m:266-271	2
