query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
34.1004	395	0.906	3	3	2	0	1	5	m:1-10,PF00009@CL0023:11-202,m:203-224,PF03144@CL0575:225-295,PF03143:299-393	222
34.1005	689	0.897	5	5	4	0	1	9	m:1-10,PF00009@CL0023:11-280,m:281-320,PF03144@CL0575:321-388,m:389-400,PF14492@CL0437:401-474,PF03764@CL0329:476-594,PF00679@CL0437:597-683,m:684-689	22222
34.1006	155	0.948	1	1	1	0	0	2	PF00177:2-148,m:149-155	2
34.1007	139	0.899	1	1	1	0	0	2	m:1-11,PF00164@CL0021:12-136	1
34.101	268	0.922	1	1	1	0	0	2	m:1-19,PF01048@CL0408:20-266	2
34.1012	143	0.853	1	1	1	0	0	2	m:1-19,PF08877@CL0236:20-141	2
34.1013	159	0.925	1	1	2	0	0	3	m:1-7,PF18491@CL0178:8-154,m:155-159	2
34.1015	714	0.947	3	3	2	0	1	5	m:1-12,PF08343:13-93,PF00317:95-168,PF02867@CL0339:173-693,m:694-714	121
34.1016	151	0.801	1	1	2	0	0	3	m:1-22,PF07972@CL0042:23-143,m:144-151	2
34.1017	340	0.791	1	1	2	0	0	3	m:1-28,PF00268@CL0044:29-297,m:298-340	2
34.1019	329	0.884	1	1	2	0	0	3	m:1-13,PF00248:14-304,m:305-329	2
34.102	236	0.869	1	1	2	0	0	3	m:1-13,PF01048@CL0408:14-218,m:219-236	2
34.1023	170	0.918	1	1	1	0	0	2	m:1-13,PF01300:14-169	1
34.1026	362	0.843	2	2	3	0	1	5	m:1-11,PF03462:12-206,m:207-213,PF00472@CL0337:214-323,m:324-362	21
34.1027	197	0.924	1	1	1	0	0	2	m:1-11,PF00265@CL0023:12-193	1
34.103	318	0.887	1	1	2	0	0	3	m:1-24,PF00814@CL0108:25-306,m:307-318	1
34.1030	93	0.710	1	1	1	0	0	2	PF01197:2-67,m:68-93	1
34.1033	296	0.966	1	1	1	0	0	2	m:1-9,PF01116@CL0036:10-295	2
34.1035	531	0.919	2	2	2	0	1	4	PF06418@CL0023:3-267,m:268-303,PF00117@CL0014:304-526,m:527-531	22
34.1038	478	0.916	2	2	2	0	1	4	PF00749@CL0039:5-320,m:321-349,PF19269:350-471,m:472-478	22
34.1039	155	0.865	1	1	1	0	0	2	PF02542:2-135,m:136-155	1
