query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
160.1006	51	0.961	1	1	0	0	0	1	PF11044:1-49	1
160.1009	161	0.752	1	1	2	0	0	3	m:1-13,PF01475@CL0123:14-134,m:135-161	1
160.1010	74	0.703	1	1	2	0	0	3	m:1-17,PF00550@CL0314:18-69,m:70-74	2
160.1017	524	0.784	1	1	2	0	0	3	m:1-89,PF02386@CL0030:90-500,m:501-524	1
160.1019	480	0.873	2	2	3	0	1	5	m:1-5,PF02934@CL0286:6-287,m:288-327,PF02637@CL0279:328-464,m:465-480	22
160.1020	490	0.873	1	1	2	0	0	3	m:1-33,PF01425:34-461,m:462-490	1
160.1021	97	0.742	1	1	2	0	0	3	m:1-19,PF02686:20-91,m:92-97	1
160.1022	667	0.816	5	5	4	0	1	9	PF01653@CL0078:4-314,PF03120@CL0021:318-395,m:396-402,PF03119:403-428,m:429-506,PF12826@CL0198:507-568,m:569-592,PF00533@CL0459:593-659,m:660-667	22251
160.1024	161	0.764	1	1	2	0	0	3	m:1-11,PF00358@CL0105:12-134,m:135-161	2
160.1027	577	0.837	3	3	4	0	1	7	m:1-5,PF05524:6-127,m:128-152,PF00391@CL0364:153-226,m:227-256,PF02896@CL0151:257-543,m:544-577	122
160.103	537	0.933	1	1	2	0	0	3	m:1-21,PF00118:22-522,m:523-537	1
160.1033	226	0.841	1	1	2	0	0	3	m:1-30,PF00687:31-220,m:221-226	2
160.1034	144	0.847	2	2	2	0	1	4	m:1-8,PF03946:9-61,PF00298:66-134,m:135-144	22
160.104	90	0.989	1	1	0	0	0	1	PF00166@CL0296:1-89	2
160.1042	183	0.760	1	1	1	0	0	2	m:1-42,PF01812@CL0246:43-181	1
160.1045	409	0.914	1	1	2	0	0	3	m:1-20,PF00266@CL0061:21-394,m:395-409	2
160.1052	166	0.735	1	1	2	0	0	3	m:1-20,PF00578@CL0172:21-142,m:143-166	2
160.1063	133	0.910	1	1	1	0	0	2	m:1-12,PF00380@CL0329:13-133	1
160.1064	146	0.815	1	1	2	0	0	3	m:1-13,PF00572:14-132,m:133-146	1
160.1065	413	0.903	1	1	1	0	0	2	PF00464@CL0061:5-377,m:378-413	2
160.107	49	0.939	1	1	0	0	0	1	PF11044:1-46	1
160.1071	216	0.755	1	1	2	0	0	3	m:1-40,PF02390@CL0063:41-203,m:204-216	1
160.1081	49	0.939	1	1	0	0	0	1	PF11044:1-46	1
160.1087	67	1.000	1	1	0	0	0	1	PF10854:1-67	1
160.1103	121	0.934	2	2	1	0	1	3	PF16320:4-50,m:51-55,PF00542:56-121	22
160.111	200	0.970	1	1	0	0	0	1	PF02525@CL0042:4-197	2
160.1110	579	0.943	1	1	1	0	0	2	m:1-33,PF12461:34-579	1
160.1119	67	1.000	1	1	0	0	0	1	PF10854:1-67	1
160.1130	140	0.950	1	1	1	0	0	2	m:1-6,PF02776@CL0254:7-139	2
160.1131	296	0.966	1	1	1	0	0	2	m:1-9,PF01116@CL0036:10-295	2
160.1132	277	0.758	2	2	2	0	1	4	PF01149:1-118,m:119-134,PF06831@CL0303:135-226,m:227-277	22
160.1133	208	0.966	1	1	0	0	0	1	PF10042:4-204	1
160.1136	184	0.745	1	1	2	0	0	3	m:1-17,PF13302@CL0257:18-154,m:155-184	2
160.1137	868	0.726	3	3	1	0	1	4	PF02739@CL0280:3-172,PF01367@CL0464:173-263,m:264-496,PF00476:497-865	221
160.1139	283	0.795	1	1	2	0	0	3	m:1-14,PF00398@CL0063:15-239,m:240-283	2
160.1141	349	0.917	1	1	2	0	0	3	m:1-11,PF06723@CL0108:12-331,m:332-349	1
