query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
153.10	89	0.978	1	1	0	0	0	1	PF02575@CL0717:3-89	1
153.1001	404	0.851	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-404	1
153.1002	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.101	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.1018	126	0.881	2	2	1	0	1	3	PF16320:5-45,m:46-56,PF00542:57-126	22
153.1022	443	0.709	2	3	4	1	2	7	m:1-5,PF01926@CL0023:6-121,m:122-179,PF01926@CL0023:180-296,m:297-353,PF14714:354-434,m:435-443	112
153.1023	223	0.874	1	1	2	0	0	3	m:1-6,PF02224@CL0023:7-201,m:202-223	2
153.1028	85	0.859	1	1	2	0	0	3	m:1-5,PF00575@CL0021:6-78,m:79-85	2
153.1030	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1033	66	0.879	1	1	1	0	0	2	m:1-8,PF13340:9-66	1
153.1039	436	0.867	3	3	3	0	1	6	PF05697:1-146,m:147-159,PF00254@CL0487:160-240,m:241-271,PF05698@CL0262:272-422,m:423-436	121
153.104	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1051	373	0.925	1	1	2	0	0	3	m:1-13,PF02163@CL0126:14-358,m:359-373	1
153.1052	337	0.730	1	1	2	0	0	3	m:1-74,PF01148@CL0234:75-320,m:321-337	1
153.1053	180	0.889	1	1	1	0	0	2	m:1-18,PF01765:19-178	2
153.1058	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.106	135	0.904	1	1	1	0	0	2	m:1-13,PF00380@CL0329:14-135	1
153.1060	96	0.781	1	1	2	0	0	3	m:1-14,PF04296:15-89,m:90-96	1
153.1062	119	0.832	1	1	2	0	0	3	m:1-9,PF02033@CL0494:10-108,m:109-119	1
153.107	146	0.774	1	1	2	0	0	3	m:1-12,PF00572:13-125,m:126-146	1
153.1074	299	0.870	1	1	2	0	0	3	m:1-23,PF01261@CL0036:24-283,m:284-299	2
153.1075	365	0.734	2	2	3	0	1	5	m:1-5,PF01467@CL0039:6-164,m:165-200,PF01966@CL0237:201-309,m:310-365	21
153.1085	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1090	230	0.870	2	2	3	0	1	5	m:1-9,PF00081:10-110,m:111-120,PF02777:121-219,m:220-230	22
153.1094	490	0.892	1	1	2	0	0	3	m:1-31,PF01425:32-468,m:469-490	1
153.1095	479	0.862	2	2	2	0	1	4	m:1-6,PF02934@CL0286:7-287,m:288-343,PF02637@CL0279:344-475	22
153.11	224	0.853	1	1	2	0	0	3	m:1-5,PF02223@CL0023:6-196,m:197-224	2
153.1105	88	0.716	1	1	2	0	0	3	m:1-14,PF13586@CL0219:15-77,m:78-88	2
153.1106	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.1107	86	0.767	1	1	2	0	0	3	m:1-8,PF13340:9-74,m:75-86	1
153.111	95	0.863	1	1	1	0	0	2	m:1-11,PF13586@CL0219:12-93	2
153.1116	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1118	104	0.827	1	1	2	0	0	3	m:1-7,PF00216@CL0548:8-93,m:94-104	2
153.1121	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.1127	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.1128	90	0.700	1	1	2	0	0	3	m:1-14,PF13586@CL0219:15-77,m:78-90	2
153.1145	69	0.725	1	1	1	0	0	2	PF01783@CL0167:2-51,m:52-69	1
153.1149	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1164	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1167	384	0.802	2	2	3	0	1	5	m:1-46,PF02588@CL0181:47-299,m:300-305,PF10035@CL0089:306-360,m:361-384	12
153.1173	92	0.717	1	1	2	0	0	3	m:1-8,PF13340:9-74,m:75-92	1
153.118	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1182	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1189	668	0.731	2	2	3	0	1	5	m:1-7,PF00456@CL0254:8-324,m:325-355,PF02779@CL0254:356-526,m:527-668	22
153.1190	78	0.705	1	1	2	0	0	3	m:1-14,PF03672:15-69,m:70-78	1
153.1192	88	0.886	1	1	1	0	0	2	m:1-7,PF00312@CL0600:8-85	2
153.1193	237	0.844	1	1	2	0	0	3	m:1-14,PF02660:15-214,m:215-237	1
153.1201	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1228	196	0.888	1	1	2	0	0	3	m:1-13,PF01327:14-187,m:188-196	2
153.1229	185	0.941	1	1	1	0	0	2	PF03602@CL0063:1-174,m:175-185	1
153.1230	192	0.953	1	1	1	0	0	2	PF00625@CL0023:5-187,m:188-192	2
153.1234	257	0.774	1	1	1	0	0	2	PF03309@CL0108:4-202,m:203-257	1
153.1237	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.1247	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1254	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1257	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1259	206	0.864	1	1	2	0	0	3	m:1-8,PF00485@CL0023:9-186,m:187-206	2
153.1260	141	0.965	1	1	1	0	0	2	PF03652@CL0580:1-136,m:137-141	1
153.1264	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.128	321	0.913	1	1	2	0	0	3	m:1-12,PF07992@CL0063:13-305,m:306-321	2
153.1290	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.130	315	0.956	2	2	1	0	1	3	PF02603@CL0365:5-133,PF07475@CL0374:136-307,m:308-315	12
153.1300	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1305	98	0.776	1	1	2	0	0	3	m:1-14,PF13586@CL0219:15-90,m:91-98	2
153.1314	875	0.791	2	2	3	0	1	5	m:1-17,PF00133@CL0039:18-563,m:564-607,PF08264@CL0258:608-753,m:754-875	12
153.1322	801	0.774	5	5	4	0	1	9	m:1-45,PF01588@CL0021:46-150,m:151-234,PF03483@CL0383:235-375,m:376-404,PF03484@CL0123:405-473,PF17759@CL0040:476-685,m:686-706,PF03147:707-801	22222
153.1323	354	0.915	2	2	1	0	1	3	m:1-26,PF02912@CL0298:27-94,PF01409@CL0040:99-354	22
153.1325	235	0.860	1	1	2	0	0	3	m:1-23,PF01863@CL0126:24-225,m:226-235	1
153.1326	167	0.934	1	1	1	0	0	2	m:1-11,PF08761@CL0231:12-167	2
153.1328	119	0.899	1	1	1	0	0	2	PF00453:3-109,m:110-119	1
153.1329	62	0.984	1	1	0	0	0	1	PF01632:2-62	1
153.1330	180	0.867	2	2	3	0	1	5	m:1-9,PF05198:10-78,m:79-87,PF00707:88-174,m:175-180	22
153.1335	468	0.714	1	1	2	0	0	3	m:1-5,PF00224@CL0151:6-339,m:340-468	2
153.1336	350	0.826	1	1	2	0	0	3	m:1-7,PF00365@CL0240:8-296,m:297-350	2
153.1337	434	0.975	2	2	1	0	1	3	PF03952@CL0227:4-134,m:135-141,PF00113@CL0256:142-433	22
153.1340	511	0.965	1	1	1	0	0	2	PF01676@CL0088:5-497,m:498-511	1
153.1342	249	0.976	1	1	0	0	0	1	PF00121@CL0036:5-247	2
153.1343	249	0.884	1	1	2	0	0	3	m:1-11,PF01182@CL0246:12-231,m:232-249	2
153.1346	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1350	187	0.877	3	3	2	0	1	5	PF08207@CL0107:5-61,m:62-68,PF01132@CL0021:69-119,m:120-130,PF09285@CL0021:131-186	222
153.1351	358	0.883	2	2	3	0	1	5	m:1-12,PF01321@CL0356:13-128,m:129-138,PF00557:139-338,m:339-358	22
153.1352	49	0.959	1	1	0	0	0	1	PF00471@CL0167:3-49	1
153.1356	92	0.717	1	1	2	0	0	3	m:1-8,PF13340:9-74,m:75-92	1
153.1357	275	0.895	1	1	2	0	0	3	m:1-17,PF01226@CL0716:18-263,m:264-275	1
153.1358	316	0.972	2	2	0	0	1	2	PF00056@CL0063:5-144,PF02866@CL0341:147-313	22
153.1359	479	0.933	1	1	2	0	0	3	m:1-22,PF00171@CL0099:23-469,m:470-479	1
153.1361	640	0.761	4	4	5	0	1	9	m:1-35,PF02518@CL0025:36-177,m:178-224,PF00204@CL0329:225-395,m:396-423,PF01751@CL0413:424-534,m:535-567,PF00986:568-630,m:631-640	2211
153.1363	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1371	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1383	435	0.772	3	3	3	0	1	6	PF02885:5-66,m:67-79,PF00591:80-296,m:297-344,PF07831@CL0105:345-401,m:402-435	212
153.1386	193	0.845	1	1	2	0	0	3	m:1-12,PF04079@CL0123:13-175,m:176-193	1
153.1397	420	0.840	1	1	2	0	0	3	m:1-33,PF00872@CL0219:34-386,m:387-420	1
153.1399	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1401	73	0.918	1	1	0	0	0	1	PF00505@CL0114:5-71	2
153.1413	196	0.786	1	1	1	0	0	2	PF13614@CL0023:1-154,m:155-196	2
153.1416	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1418	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.1426	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1432	143	0.965	1	1	0	0	0	1	PF01668:4-141	1
153.1438	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.1442	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.1443	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1453	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1454	293	0.956	1	1	1	0	0	2	PF02645@CL0245:4-283,m:284-293	1
153.1455	153	0.797	1	1	2	0	0	3	m:1-16,PF01475@CL0123:17-138,m:139-153	1
153.1464	868	0.912	4	4	3	0	1	7	m:1-22,PF07972@CL0042:23-143,m:144-170,PF08343:171-246,PF00317:249-322,PF02867@CL0339:327-847,m:848-868	2121
153.1465	339	0.794	1	1	2	0	0	3	m:1-27,PF00268@CL0044:28-296,m:297-339	2
153.1466	197	0.904	1	1	1	0	0	2	PF01121@CL0023:1-178,m:179-197	2
153.1467	312	0.901	1	1	2	0	0	3	m:1-21,PF00814@CL0108:22-302,m:303-312	1
153.1468	275	0.764	1	1	2	0	0	3	m:1-20,PF01048@CL0408:21-230,m:231-275	2
153.1473	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.1478	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.1480	306	0.807	1	1	2	0	0	3	m:1-17,PF02653@CL0142:18-264,m:265-306	1
153.1487	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1498	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.151	115	0.817	1	1	2	0	0	3	m:1-15,PF02255:16-109,m:110-115	2
153.1511	282	0.777	1	1	2	0	0	3	m:1-11,PF02361:12-230,m:231-282	1
153.1514	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.1517	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.152	105	0.886	1	1	1	0	0	2	PF02302@CL0031:3-95,m:96-105	2
153.1521	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.1522	96	0.906	1	1	1	0	0	2	PF00665@CL0219:1-87,m:88-96	2
153.1523	420	0.819	1	1	2	0	0	3	m:1-42,PF00872@CL0219:43-386,m:387-420	1
153.1526	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1531	121	0.851	1	1	1	0	0	2	m:1-18,PF01196:19-121	1
153.1532	322	0.798	2	2	3	0	1	5	m:1-28,PF01193@CL0509:29-229,m:230-256,PF03118@CL0198:257-312,m:313-322	22
153.1533	130	0.831	1	1	1	0	0	2	m:1-21,PF00411@CL0267:22-129	1
153.1534	132	0.811	1	1	2	0	0	3	m:1-10,PF00416@CL0303:11-117,m:118-132	1
153.1535	37	1.000	1	1	0	0	0	1	PF00444:1-37	2
153.1537	260	0.873	1	1	2	0	0	3	m:1-12,PF00557:13-239,m:240-260	2
153.1538	221	0.837	1	1	1	0	0	2	PF00406@CL0023:5-189,m:190-221	2
153.1539	452	0.781	1	1	2	0	0	3	m:1-71,PF00344@CL0376:72-424,m:425-452	1
153.1540	147	0.782	1	1	1	0	0	2	m:1-28,PF00828@CL0588:29-143	1
153.1542	116	0.974	1	1	0	0	0	1	PF00861@CL0267:4-116	1
153.1543	184	0.810	1	2	3	1	2	5	m:1-10,PF00347:11-85,m:86-93,PF00347:94-167,m:168-184	22
153.1544	133	0.985	1	1	0	0	0	1	PF00410:3-133	2
153.1545	61	0.705	1	1	1	0	0	2	m:1-17,PF00253:18-60	1
153.1546	185	0.816	2	2	2	0	1	4	m:1-23,PF00281@CL0652:24-80,PF00673:84-177,m:178-185	22
153.1547	115	0.809	2	2	1	0	1	3	m:1-17,PF00467@CL0107:18-48,PF17136:53-114	11
153.1548	122	1.000	1	1	0	0	0	1	PF00238:1-122	2
153.1549	92	0.739	1	1	2	0	0	3	m:1-14,PF00366@CL0021:15-82,m:83-92	2
153.1551	161	0.801	1	1	1	0	0	2	PF00252:4-132,m:133-161	2
153.1553	110	0.945	1	1	0	0	0	1	PF00237:5-108	2
153.1554	90	0.900	1	1	1	0	0	2	PF00203:3-83,m:84-90	2
153.1555	287	0.714	2	2	3	0	1	5	m:1-43,PF00181@CL0021:44-120,m:121-132,PF03947@CL0107:133-260,m:261-287	22
153.1556	97	0.835	1	1	2	0	0	3	m:1-5,PF00276:6-86,m:87-97	1
153.1557	209	0.909	1	1	1	0	0	2	m:1-16,PF00573:17-206	1
153.1562	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
153.1564	98	0.837	1	1	1	0	0	2	m:1-14,PF13586@CL0219:15-96	2
