query	qlen	totqcov	uniq_doms	tot_doms	missing_doms	repeated_doms	max_repeated_doms	arch_size	arch	arch_types
60.1003	491	0.976	1	1	2	0	0	3	m:1-5,PF00232@CL0058:6-484,m:485-491	2
60.1006	470	0.977	1	1	1	0	0	2	m:1-9,PF00232@CL0058:10-468	2
60.102	726	0.831	2	2	3	0	1	5	m:1-8,PF00580@CL0023:9-274,m:275-279,PF13361@CL0023:280-616,m:617-726	22
60.103	87	0.931	1	1	0	0	0	1	PF00381:3-83	2
60.104	574	0.852	3	3	4	0	1	7	m:1-5,PF05524:6-127,m:128-152,PF00391@CL0364:153-226,m:227-248,PF02896@CL0151:249-541,m:542-574	122
60.1043	218	0.706	1	1	2	0	0	3	m:1-51,PF00455@CL0246:52-205,m:206-218	2
60.1044	281	0.986	1	1	0	0	0	1	PF01116@CL0036:4-280	2
60.1056	289	0.945	1	1	2	0	0	3	m:1-11,PF08282@CL0137:12-284,m:285-289	2
60.106	158	0.766	1	1	2	0	0	3	m:1-11,PF00358@CL0105:12-132,m:133-158	2
60.1068	366	0.803	1	1	2	0	0	3	m:1-59,PF00657@CL0264:60-353,m:354-366	1
60.1100	363	0.873	1	1	2	0	0	3	m:1-36,PF00145@CL0063:37-353,m:354-363	2
60.1107	397	0.846	1	1	2	0	0	3	m:1-47,PF00155@CL0061:48-383,m:384-397	2
60.1108	124	0.919	1	1	1	0	0	2	m:1-8,PF01042@CL0534:9-122	2
60.1110	301	0.963	1	1	1	0	0	2	PF00294@CL0118:3-292,m:293-301	2
60.1120	329	0.894	1	1	2	0	0	3	m:1-13,PF00248:14-307,m:308-329	2
60.1122	266	0.838	1	1	1	0	0	2	PF00398@CL0063:4-226,m:227-266	2
60.1124	346	0.925	1	1	2	0	0	3	m:1-9,PF06723@CL0108:10-329,m:330-346	1
60.1125	343	0.913	1	1	2	0	0	3	m:1-7,PF06723@CL0108:8-320,m:321-343	1
60.1138	348	0.925	1	1	2	0	0	3	m:1-11,PF06723@CL0108:12-333,m:334-348	1
60.1139	347	0.925	1	1	2	0	0	3	m:1-8,PF06723@CL0108:9-329,m:330-347	1
60.1140	343	0.921	1	1	2	0	0	3	m:1-5,PF06723@CL0108:6-321,m:322-343	1
60.1141	350	0.914	1	1	2	0	0	3	m:1-5,PF06723@CL0108:6-325,m:326-350	1
60.1143	265	0.977	1	1	1	0	0	2	m:1-5,PF01026@CL0034:6-264	2
60.1144	450	0.980	2	2	0	0	1	2	PF10396@CL0289:5-118,PF12631:121-447	11
60.1147	112	0.920	1	1	1	0	0	2	m:1-5,PF00825@CL0329:6-108	1
60.1148	44	1.000	1	1	0	0	0	1	PF00468:1-44	1
60.115	155	0.948	1	1	1	0	0	2	m:1-7,PF18491@CL0178:8-154	2
60.117	668	0.702	4	4	4	0	1	8	m:1-9,PF01653@CL0078:10-316,PF03120@CL0021:320-391,m:392-404,PF03119:405-430,m:431-508,PF12826@CL0198:509-572,m:573-668	2225
60.119	490	0.863	1	1	2	0	0	3	m:1-45,PF01425:46-468,m:469-490	1
60.120	480	0.896	2	2	3	0	1	5	m:1-5,PF02934@CL0286:6-287,m:288-326,PF02637@CL0279:327-474,m:475-480	22
60.129	232	0.780	2	2	3	0	1	5	m:1-6,PF02254@CL0063:7-126,m:127-158,PF02080@CL0582:159-219,m:220-232	22
60.130	576	0.793	1	1	2	0	0	3	m:1-102,PF02386@CL0030:103-559,m:560-576	1
60.131	281	0.964	2	2	1	0	1	3	PF00763@CL0603:4-117,PF02882@CL0063:120-276,m:277-281	22
60.14	285	0.968	1	1	1	0	0	2	PF01430:2-277,m:278-285	1
60.140	470	0.979	1	1	1	0	0	2	PF00232@CL0058:1-460,m:461-470	2
60.154	248	0.984	1	1	0	0	0	1	PF00121@CL0036:4-247	2
60.155	274	0.953	1	1	2	0	0	3	m:1-6,PF08282@CL0137:7-267,m:268-274	2
60.156	529	0.962	1	1	1	0	0	2	PF01676@CL0088:5-513,m:514-529	1
60.158	307	0.938	1	1	1	0	0	2	PF07992@CL0063:5-292,m:293-307	2
60.160	318	0.871	1	1	1	0	0	2	PF07992@CL0063:3-279,m:280-318	2
60.165	311	0.859	1	1	2	0	0	3	m:1-23,PF12146@CL0028:24-290,m:291-311	1
60.17	321	0.875	1	1	2	0	0	3	m:1-15,PF01207@CL0036:16-296,m:297-321	1
60.170	228	0.877	1	1	1	0	0	2	m:1-24,PF01863@CL0126:25-224	1
60.174	450	0.976	2	2	1	0	1	3	PF03952@CL0227:4-134,m:135-141,PF00113@CL0256:142-449	22
60.176	145	0.938	1	1	1	0	0	2	PF03652@CL0580:1-136,m:137-145	1
60.178	325	0.843	1	1	1	0	0	2	PF00365@CL0240:4-277,m:278-325	2
60.179	480	0.706	1	1	2	0	0	3	m:1-10,PF00224@CL0151:11-349,m:350-480	2
60.185	480	0.706	1	1	2	0	0	3	m:1-10,PF00224@CL0151:11-349,m:350-480	2
60.188	418	0.701	1	1	2	0	0	3	m:1-44,PF01226@CL0716:45-337,m:338-418	1
60.192	386	0.922	1	1	2	0	0	3	m:1-5,PF01266@CL0063:6-361,m:362-386	2
60.193	502	0.875	2	2	2	0	1	4	PF00370@CL0108:4-253,m:254-262,PF02782@CL0108:263-451,m:452-502	22
60.194	75	0.933	1	1	1	0	0	2	m:1-5,PF01206@CL0397:6-75	2
60.195	458	0.795	1	1	2	0	0	3	m:1-76,PF03841@CL0061:77-440,m:441-458	2
60.197	425	0.826	1	1	2	0	0	3	m:1-60,PF04143@CL0710:61-411,m:412-425	1
60.2	373	0.957	3	3	1	0	1	4	PF00712@CL0060:1-123,m:124-132,PF02767@CL0060:133-246,PF02768@CL0060:251-370	222
60.20	214	0.967	1	1	0	0	0	1	PF01128@CL0110:4-210	1
60.202	340	0.953	1	1	2	0	0	3	m:1-10,PF05544@CL0288:11-334,m:335-340	1
60.207	498	0.940	1	1	1	0	0	2	PF00232@CL0058:5-472,m:473-498	2
60.213	204	0.706	1	1	1	0	0	2	m:1-57,PF04011:58-201	1
60.216	510	0.751	2	3	4	1	2	7	m:1-18,PF00005@CL0023:19-188,m:189-227,PF12848@CL0023:228-312,m:313-337,PF00005@CL0023:338-465,m:466-510	222
60.219	186	0.989	1	1	0	0	0	1	PF01195:3-186	2
60.220	429	0.970	1	1	2	0	0	3	m:1-7,PF00709@CL0023:8-423,m:424-429	2
60.221	435	0.814	2	2	2	0	1	4	PF00206:4-282,m:283-352,PF10397:353-427,m:428-435	22
60.223	506	0.708	1	1	1	0	0	2	PF09334@CL0039:5-362,m:363-506	1
