#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	80	310	-	GCA_964019725_00001	8.7	7.9		
contig_1	8693	9316	+	GCA_964019725_00007	24.1	9.6	PF00383.29|dCMP_cyt_deam_1	PFAM:PF00383.29
contig_1	11434	11568	+	GCA_964019725_00010	5.1	7.8		SO:0001217, UniRef:UniRef50_UPI0032B25275, UniRef:UniRef90_UPI0003215A9C
contig_1	20436	20663	+	GCA_964019725_00018	8.6	9.2	PF01207.24|Dus	PFAM:PF01207.24
contig_1	20906	21034	+	GCA_964019725_00019	4.8	9.0	PF01207.24|Dus	PFAM:PF01207.24
contig_1	22785	22949	+	GCA_964019725_00021	6.4	6.2		
contig_1	22963	23700	+	GCA_964019725_00022	28.7	8.8	PF03590.20|AsnA	PFAM:PF03590.20
contig_1	26747	26941	-	GCA_964019725_00027	7.9	8.9		
contig_1	27048	27362	-	GCA_964019725_00028	12.5	10.1		
contig_1	27301	27471	-	GCA_964019725_00029	7.0	9.4		
contig_1	28580	28855	+	GCA_964019725_00031	11.1	9.0		
contig_1	29002	29286	+	GCA_964019725_00032	11.0	9.9		
contig_1	31290	31583	+	GCA_964019725_00034	11.5	9.6		
contig_1	31836	32012	+	GCA_964019725_00035	7.1	10.2		
contig_1	33357	33479	-	GCA_964019725_00036	4.7	8.5		
contig_1	34165	34380	+	GCA_964019725_00037	8.5	5.1		
contig_1	34815	34970	+	GCA_964019725_00038	5.5	9.8		
contig_1	37777	38091	-	GCA_964019725_00043	12.2	10.0		
contig_1	40025	40150	+	GCA_964019725_00046	4.9	9.9		
contig_1	40357	40695	+	GCA_964019725_00047	13.3	9.2		SO:0001217, UniRef:UniRef50_A0A3S0TXU0, UniRef:UniRef90_UPI001F4D2B37
contig_1	42201	42434	+	GCA_964019725_00051	9.2	9.3		SO:0001217, UniRef:UniRef50_A0A2P6F9N0, UniRef:UniRef50_A0A3S0URV8, UniRef:UniRef90_A0A3S0URV8
contig_1	42652	42918	+	GCA_964019725_00052	10.3	4.8		SO:0001217, UniRef:UniRef50_A0A2P6F9V5, UniRef:UniRef50_UPI0030CCF011, UniRef:UniRef90_UPI0030CCF011
contig_1	43586	43684	+	GCA_964019725_00054	3.6	5.4		SO:0001217, UniRef:UniRef50_UPI0013157E24, UniRef:UniRef90_UPI0013157E24
contig_1	44289	44645	+	GCA_964019725_00056	13.8	9.6		SO:0001217, UniRef:UniRef50_UPI00313B880B
contig_1	44704	45021	+	GCA_964019725_00057	12.4	8.8		SO:0001217, UniRef:UniRef50_A0A2P6FEW8, UniRef:UniRef90_A0A2P6FEW8
contig_1	45924	46457	+	GCA_964019725_00060	20.8	7.7		
contig_1	48436	48537	-	GCA_964019725_00062	4.0	8.0		
contig_1	48985	49077	+	GCA_964019725_00063	3.4	4.1		SO:0001217, UniRef:UniRef50_A0A2P6F9N7, UniRef:UniRef90_A0A2P6F9N7
contig_1	49090	49314	+	GCA_964019725_00064	8.6	9.9		SO:0001217, UniRef:UniRef50_A0A2P6F8F6
contig_1	49465	50085	+	GCA_964019725_00065	23.4	4.9		
contig_1	50326	50448	+	GCA_964019725_00066	4.6	7.8		SO:0001217, UniRef:UniRef50_UPI001F4CA144, UniRef:UniRef90_UPI001F4CA144
contig_1	50846	51163	+	GCA_964019725_00067	12.6	10.2		SO:0001217, UniRef:UniRef50_A0A432ZUV8
contig_1	52758	52913	+	GCA_964019725_00070	5.5	4.5		
contig_1	53818	53973	+	GCA_964019725_00072	5.5	10.5		SO:0001217, UniRef:UniRef50_A0A2P6F9F2
contig_1	54176	54388	-	GCA_964019725_00073	8.7	9.6		SO:0001217, UniRef:UniRef50_A0A0C2EJF9, UniRef:UniRef90_UPI00131509D4
contig_1	55173	55421	-	GCA_964019725_00075	9.9	9.9		
contig_1	55394	55570	-	GCA_964019725_00076	7.0	9.5		
contig_1	55728	55916	-	GCA_964019725_00077	7.2	8.0		
