# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	80	310	-	GCA_964019725_00001	-	-	-	-	-	-
contig_1	cds	372	1352	+	GCA_964019725_00002	319.0	2.3e-105	0.874	0.902	0.596	UniRef:UniRef90_UPI00313D5A90
contig_1	cds	1468	2640	+	GCA_964019725_00003	638.0	2.6e-229	0.954	1.0	0.930	UniRef:UniRef90_P34029
contig_1	cds	2969	4888	+	GCA_964019725_00004	1176.0	0.0	1.002	1.0	0.930	UniRef:UniRef90_P34031
contig_1	cds	4901	7375	+	GCA_964019725_00005	1437.0	0.0	1.0	1.0	0.920	UniRef:UniRef90_P34030
contig_1	cds	7369	8640	+	GCA_964019725_00006	734.0	7.6e-266	1.0	1.0	0.934	UniRef:UniRef90_A0A0K2JFA7
contig_1	cds	8693	9316	+	GCA_964019725_00007	-	-	-	-	-	-
contig_1	ncRNA	8727	8817	+	GCA_964019725_00008	63.8	8.8e-11	-	-	-	RFAM:RF00169
contig_1	cds	9344	11416	+	GCA_964019725_00009	1144.0	0.0	1.0	1.024	0.888	UniRef:UniRef90_A0A0K2JER5
contig_1	cds	11434	11568	+	GCA_964019725_00010	-	-	-	-	-	-
contig_1	cds	12190	12834	+	GCA_964019725_00011	384.0	1.9e-134	1.0	0.995	0.921	UniRef:UniRef90_A0A0K2JEC4
contig_1	cds	12827	13663	+	GCA_964019725_00012	479.0	1.2e-169	1.007	1.0	0.896	UniRef:UniRef90_Q14QH2
contig_1	cds	13665	14387	+	GCA_964019725_00013	419.0	1.8e-147	1.0	1.0	0.888	UniRef:UniRef90_Q14QH1
contig_1	cds	14397	15704	+	GCA_964019725_00014	763.0	8.0e-277	1.002	0.995	0.904	UniRef:UniRef90_A0A0K2JEU1
contig_1	cds	15778	17805	+	GCA_964019725_00015	1203.0	0.0	0.999	1.001	0.947	UniRef:UniRef90_A0A0K2JER8
contig_1	cds	17893	18756	+	GCA_964019725_00016	521.0	3.8e-186	1.0	1.0	0.930	UniRef:UniRef90_A0A0K2JED0
contig_1	cds	18873	19814	+	GCA_964019725_00017	540.0	9.6e-193	1.0	1.0	0.917	UniRef:UniRef90_A0A1J0TZ81
contig_1	cds	20436	20663	+	GCA_964019725_00018	-	-	-	-	-	-
contig_1	cds	20906	21034	+	GCA_964019725_00019	-	-	-	-	-	-
contig_1	cds	21277	22776	+	GCA_964019725_00020	941.0	0.0	1.012	1.0	0.949	UniRef:UniRef90_A0A0K2JIY6
contig_1	cds	22785	22949	+	GCA_964019725_00021	-	-	-	-	-	-
contig_1	cds	22963	23700	+	GCA_964019725_00022	-	-	-	-	-	-
