#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	2378	2539	+	GCA_022712555_00001	6.3	10.9		
contig_2	2007	2642	-	GCA_022712555_00005	24.4	5.2	PF07081.18|DUF1349	PFAM:PF07081.18
contig_2	3176	3421	+	GCA_022712555_00006	8.8	5.2		
contig_2	4052	4387	-	GCA_022712555_00008	13.0	5.8		
contig_3	1438	1767	+	GCA_022712555_00009	11.7	4.8		
contig_3	1777	1944	+	GCA_022712555_00010	5.5	4.1		
contig_3	1999	2118	+	GCA_022712555_00011	4.5	4.6		
contig_3	2115	3125	-	GCA_022712555_00012	36.4	7.5	PF00096.32|zf-C2H2, PF02892.21|zf-BED, PF13894.12|zf-C2H2_4, PF13912.12|zf-C2H2_6	PFAM:PF00096.32, PFAM:PF02892.21, PFAM:PF13894.12, PFAM:PF13912.12
contig_4	110	778	-	GCA_022712555_00013	25.5	4.8	PF00753.33|Lactamase_B	PFAM:PF00753.33
contig_4	756	1388	-	GCA_022712555_00014	24.5	9.8	PF00782.25|DSPc	PFAM:PF00782.25
contig_4	2410	3321	-	GCA_022712555_00016	35.1	5.1	PF01687.23|Flavokinase	PFAM:PF01687.23
contig_4	3375	3629	-	GCA_022712555_00017	10.4	9.1		
contig_5	38	1522	-	GCA_022712555_00020	54.9	9.0		
contig_5	1606	3111	-	GCA_022712555_00021	56.0	4.8		
contig_6	137	910	+	GCA_022712555_00022	29.5	9.6		
contig_6	1843	3186	+	GCA_022712555_00024	49.4	5.8		
contig_6	3742	4365	+	GCA_022712555_00026	23.7	6.7	PF00075.30|RNase_H, PF01693.22|Cauli_VI, PF13456.12|RVT_3	PFAM:PF00075.30, PFAM:PF01693.22, PFAM:PF13456.12
contig_7	131	1120	-	GCA_022712555_00027	36.1	4.8		
contig_8	6	575	+	GCA_022712555_00030	22.3	9.6		
contig_8	597	2012	+	GCA_022712555_00031	51.0	5.4		
contig_8	2947	3255	+	GCA_022712555_00033	11.5	4.8	PF00581.25|Rhodanese	PFAM:PF00581.25
contig_9	352	1137	+	GCA_022712555_00038	28.2	4.4		
contig_9	1160	1594	+	GCA_022712555_00039	16.4	5.7		
contig_9	2632	4617	+	GCA_022712555_00042	75.5	6.0	PF00563.25|EAL	PFAM:PF00563.25
contig_10	691	1266	+	GCA_022712555_00045	21.2	9.1		
contig_10	1504	2496	-	GCA_022712555_00046	35.2	6.6	PF00630.25|Filamin, PF04151.21|PPC, PF07495.19|Y_Y_Y, PF23616.1|Ig_GEX2_N	PFAM:PF00630.25, PFAM:PF04151.21, PFAM:PF07495.19, PFAM:PF23616.1
contig_11	349	1113	+	GCA_022712555_00047	26.5	12.0		
contig_11	1122	2186	+	GCA_022712555_00048	39.2	9.5		
contig_12	22	912	-	GCA_022712555_00049	32.4	6.1	PF21692.3|Talin_R4, PF21896.2|Talin_IBS2B	PFAM:PF21692.3, PFAM:PF21896.2
