# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	2378	2539	+	GCA_022712555_00001	-	-	-	-	-	-
contig_2	cds	885	1151	+	GCA_022712555_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_D4GKR3
contig_2	ncRNA	1150	1292	-	GCA_022712555_00003	158.7	7.5e-26	-	-	-	RFAM:RF01396
contig_2	cds	1448	1996	+	GCA_022712555_00004	350.0	7.6e-122	1.0	0.915	0.934	UniRef:UniRef90_A0A659PXY3
contig_2	cds	2007	2642	-	GCA_022712555_00005	365.0	4.2e-127	0.886	0.979	0.893	UniRef:UniRef90_A0A979GCI6
contig_2	cds	3176	3421	+	GCA_022712555_00006	-	-	-	-	-	-
contig_2	cds	3370	4089	+	GCA_022712555_00007	302.0	7.2e-102	0.812	0.990	0.814	UniRef:UniRef90_A0A376MRC7
contig_2	cds	4052	4387	-	GCA_022712555_00008	-	-	-	-	-	-
contig_3	cds	1438	1767	+	GCA_022712555_00009	-	-	-	-	-	-
contig_3	cds	1777	1944	+	GCA_022712555_00010	-	-	-	-	-	-
contig_3	cds	1999	2118	+	GCA_022712555_00011	-	-	-	-	-	-
contig_3	cds	2115	3125	-	GCA_022712555_00012	-	-	-	-	-	-
contig_4	cds	110	778	-	GCA_022712555_00013	-	-	-	-	-	-
contig_4	cds	756	1388	-	GCA_022712555_00014	-	-	-	-	-	-
contig_4	cds	1461	2378	-	GCA_022712555_00015	328.0	2.8e-109	0.957	0.977	0.521	UniRef:UniRef90_V5RIA6
contig_4	cds	2410	3321	-	GCA_022712555_00016	-	-	-	-	-	-
contig_4	cds	3375	3629	-	GCA_022712555_00017	-	-	-	-	-	-
contig_4	cds	3689	5476	-	GCA_022712555_00018	692.0	3.6e-244	0.941	0.979	0.632	UniRef:UniRef90_A0A1Y0L1P6
contig_4	cds	5492	6172	-	GCA_022712555_00019	276.0	2.1e-91	0.987	0.974	0.592	UniRef:UniRef90_A0A0L1IJL4
