# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3	1379	+	GCF_964030925_00001	dnaA	(5' truncated) chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0006270, GO:0006275, KEGG:K02313, SO:0001217, UniRef:UniRef50_A0A846U523, UniRef:UniRef90_A0A3S7R547
contig_1	cds	1560	2747	+	GCF_964030925_00002	dnaN	DNA polymerase III subunit beta	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0006260, GO:0009360, KEGG:K02338, RefSeq:WP_252319050.1, SO:0001217, UniParc:UPI001D9C6CA2, UniRef:UniRef100_UPI001D9C6CA2, UniRef:UniRef50_UPI0013C8FC25, UniRef:UniRef90_UPI0013C8FC25
contig_1	cds	2805	3662	+	GCF_964030925_00003		SGNH/GDSL hydrolase family protein	RefSeq:WP_342266550.1, SO:0001217, UniParc:UPI00313F024B, UniRef:UniRef100_UPI00313F024B, UniRef:UniRef50_UPI0013C6C5A6, UniRef:UniRef90_UPI0013C6C5A6
contig_1	cds	3664	3828	+	GCF_964030925_00004		SGNH/GDSL hydrolase family protein	RefSeq:WP_342266551.1, SO:0001217, UniParc:UPI00313EA797, UniRef:UniRef100_UPI0030D2F41C, UniRef:UniRef50_UPI0013C6C5A6, UniRef:UniRef90_UPI0013C6C5A6
contig_1	cds	4072	5991	+	GCF_964030925_00005	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005694, GO:0006265, KEGG:K02470, RefSeq:WP_338987934.1, SO:0001217, UniParc:UPI0030CE21F0, UniRef:UniRef100_UPI0030CE21F0, UniRef:UniRef50_A0A9D7YHK9, UniRef:UniRef90_UPI0030D6274A
contig_1	cds	6023	8512	+	GCF_964030925_00006	gyrA	DNA gyrase subunit A	EC:5.6.2.2, GO:0003677, GO:0003916, GO:0003918, GO:0005524, GO:0006259, GO:0006265, KEGG:K02469, RefSeq:WP_342266552.1, SO:0001217, UniParc:UPI00313BF00C, UniRef:UniRef100_UPI00313BF00C, UniRef:UniRef50_A0A846U0L5, UniRef:UniRef90_A0A411NKC5
contig_1	cds	8529	9794	+	GCF_964030925_00007	serS	serine--tRNA ligase	EC:6.1.1.11, GO:0000166, GO:0004828, GO:0005524, GO:0006434, KEGG:K01875, RefSeq:WP_342266553.1, SO:0001217, UniParc:UPI00313AFD39, UniRef:UniRef100_UPI00313AFD39, UniRef:UniRef50_Q8DR22, UniRef:UniRef90_UPI0030CD0BBA
contig_1	ncRNA	9865	9959	+	GCF_964030925_00008	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
contig_1	cds	9984	10436	+	GCF_964030925_00009		nucleoside deaminase	EC:3.5.4.33, KEGG:K11991, RefSeq:WP_342266554.1, SO:0001217, UniParc:UPI00313E0989, UniRef:UniRef100_UPI00313E0989, UniRef:UniRef50_A0A846UDJ0, UniRef:UniRef90_UPI00157B74B7
contig_1	cds	10495	12261	+	GCF_964030925_00010	dnaX	DNA polymerase III subunit gamma/tau	EC:2.7.7.7, GO:0003887, GO:0005524, GO:0006260, GO:0009360, KEGG:K02343, RefSeq:WP_342266555.1, SO:0001217, UniParc:UPI00313ED4D4, UniRef:UniRef100_UPI00313ED4D4, UniRef:UniRef50_UPI0013C58968, UniRef:UniRef90_UPI0013C58968
contig_1	cds	12280	12549	+	GCF_964030925_00011		YbaB/EbfC family nucleoid-associated protein	KEGG:K09747, RefSeq:WP_210368440.1, SO:0001217, UniParc:UPI001AEEF123, UniRef:UniRef100_UPI001AEEF123, UniRef:UniRef50_UPI00313BFDCE, UniRef:UniRef90_UPI001AEEF123
contig_1	cds	12588	13262	+	GCF_964030925_00012	tmk	dTMP kinase	EC:2.7.4.9, GO:0004798, GO:0005524, GO:0006233, KEGG:K00943, RefSeq:WP_338961563.1, SO:0001217, UniParc:UPI0027A87B95, UniRef:UniRef100_UPI0027A87B95, UniRef:UniRef50_A0A846TWZ1, UniRef:UniRef90_UPI00157B5BF1
contig_1	cds	13249	14214	+	GCF_964030925_00013		hypothetical protein	PFAM:PF13177.12, RefSeq:WP_342266556.1, SO:0001217, UniParc:UPI00313CE4CF, UniRef:UniRef100_UPI00313CE4CF, UniRef:UniRef50_UPI0013CB51CD, UniRef:UniRef90_UPI0013CB51CD
