# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	171	335	-	GCA_017847675_00001		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313E235E, UniRef:UniRef90_UPI0030D3CD9B
contig_1	cds	397	537	-	GCA_017847675_00002		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001E6361A9, UniRef:UniRef90_UPI001E6361A9
contig_1	cds	645	998	-	GCA_017847675_00003		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00157B6908, UniRef:UniRef90_UPI00157B6908
contig_1	cds	991	1833	-	GCA_017847675_00004		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313D9DD4, UniRef:UniRef90_UPI00313D9DD4
contig_1	cds	2064	3011	+	GCA_017847675_00005		plectrovirus svts2 rep protein	SO:0001217, UniRef:UniRef50_UPI00157AA41F, UniRef:UniRef90_UPI0025761FDC
contig_1	cds	3072	3284	+	GCA_017847675_00006		hypothetical protein	
contig_2	cds	401	2308	+	GCA_017847675_00007		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030D56E81, UniRef:UniRef90_UPI0030D56E81
contig_2	cds	2499	2681	+	GCA_017847675_00008		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0013CC30A3, UniRef:UniRef90_UPI0013CC30A3
contig_2	cds	2758	3183	+	GCA_017847675_00009	ruvX	Holliday junction resolvase RuvX	EC:3.1.21.10, GO:0006364, RefSeq:WP_174481257.1, SO:0001217, UniParc:UPI00157B20A2, UniRef:UniRef100_UPI00157B20A2, UniRef:UniRef50_A0A846TPH5, UniRef:UniRef90_UPI0030CD7503
contig_2	cds	3200	3409	+	GCA_017847675_00010		hypothetical protein	PFAM:PF00485.24, PFAM:PF06414.18
contig_2	cds	3397	3819	+	GCA_017847675_00011		Uridine kinase	SO:0001217, UniRef:UniRef50_A0A3G9JJ79
contig_3	cds	185	1357	-	GCA_017847675_00012	coaBC	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	EC:4.1.1.36, EC:6.3.2.5, GO:0004632, GO:0004633, GO:0010181, GO:0015937, GO:0015941, RefSeq:WP_338987545.1, SO:0001217, UniParc:UPI001D4A19BE, UniRef:UniRef100_UPI001D4A19BE, UniRef:UniRef50_A0A846U1L0, UniRef:UniRef90_UPI00157AA5F2
contig_3	cds	1460	1747	-	GCA_017847675_00013	rpmA	50S ribosomal protein L27	GO:0000315, GO:0003735, GO:0006412, GO:0022625, KEGG:K02899, RefSeq:WP_174481212.1, SO:0001217, UniParc:UPI00157BB093, UniRef:UniRef100_UPI00157BB093, UniRef:UniRef50_P60493, UniRef:UniRef90_UPI00313DC3C9
