# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	102	482	+	GCA_965226525_0001	-	-	-	-	-	-
contig_1	tRNA	564	640	+	GCA_965226525_0002	52.5	-	-	-	-	-
contig_1	cds	654	1295	+	GCA_965226525_0003	-	-	-	-	-	-
contig_1	cds	1261	1881	+	GCA_965226525_0004	-	-	-	-	-	-
contig_1	cds	1853	2302	+	GCA_965226525_0005	-	-	-	-	-	-
contig_1	cds	2303	2869	+	GCA_965226525_0006	-	-	-	-	-	-
contig_1	cds	2897	5242	+	GCA_965226525_0007	-	-	-	-	-	-
contig_1	cds	5319	5669	+	GCA_965226525_0008	-	-	-	-	-	-
contig_1	cds	5694	6338	+	GCA_965226525_0009	-	-	-	-	-	-
contig_1	cds	6387	7394	+	GCA_965226525_0010	-	-	-	-	-	-
contig_1	cds	7400	9808	+	GCA_965226525_0011	-	-	-	-	-	-
contig_1	cds	10384	12429	+	GCA_965226525_0012	-	-	-	-	-	-
contig_1	cds	13286	13432	+	GCA_965226525_0013	-	-	-	-	-	-
contig_1	cds	13480	13575	+	GCA_965226525_0014	-	-	-	-	-	-
contig_1	cds	13977	15551	+	GCA_965226525_0015	-	-	-	-	-	-
contig_1	cds	16627	18213	+	GCA_965226525_0016	-	-	-	-	-	-
contig_1	cds	18220	20601	+	GCA_965226525_0017	-	-	-	-	-	-
contig_1	cds	22091	23677	+	GCA_965226525_0018	-	-	-	-	-	-
contig_1	cds	23684	26068	+	GCA_965226525_0019	-	-	-	-	-	-
contig_1	cds	26403	26546	-	GCA_965226525_0020	-	-	-	-	-	-
contig_1	cds	26622	26999	+	GCA_965226525_0021	-	-	-	-	-	-
contig_1	cds	27022	28035	+	GCA_965226525_0022	-	-	-	-	-	-
contig_1	cds	27983	29926	+	GCA_965226525_0023	-	-	-	-	-	-
contig_1	cds	30001	30240	-	GCA_965226525_0024	-	-	-	-	-	-
contig_1	cds	30484	31776	+	GCA_965226525_0025	-	-	-	-	-	-
contig_1	cds	32071	32724	-	GCA_965226525_0026	-	-	-	-	-	-
contig_1	cds	33659	35239	+	GCA_965226525_0027	-	-	-	-	-	-
contig_1	cds	35375	35482	+	GCA_965226525_0028	-	-	-	-	-	-
contig_1	cds	35727	37103	+	GCA_965226525_0029	-	-	-	-	-	-
contig_1	cds	37235	37342	+	GCA_965226525_0030	-	-	-	-	-	-
contig_1	cds	37344	37562	+	GCA_965226525_0031	-	-	-	-	-	-
contig_1	cds	37575	38906	+	GCA_965226525_0032	-	-	-	-	-	-
contig_1	cds	39006	39338	+	GCA_965226525_0033	-	-	-	-	-	-
contig_1	cds	39331	40770	+	GCA_965226525_0034	-	-	-	-	-	-
contig_1	cds	40760	42475	+	GCA_965226525_0035	-	-	-	-	-	-
contig_1	cds	42472	43926	-	GCA_965226525_0036	-	-	-	-	-	-
contig_1	cds	43991	44674	+	GCA_965226525_0037	-	-	-	-	-	-
contig_1	cds	44851	45153	+	GCA_965226525_0038	-	-	-	-	-	-
contig_1	tRNA	45271	45348	+	GCA_965226525_0039	71.6	-	-	-	-	-
contig_1	tRNA	45353	45428	+	GCA_965226525_0040	76.6	-	-	-	-	-
contig_1	tRNA	45442	45521	+	GCA_965226525_0041	72.5	-	-	-	-	-
contig_1	tRNA	45525	45602	+	GCA_965226525_0042	56.2	-	-	-	-	-
contig_1	tRNA	45610	45686	+	GCA_965226525_0043	81.4	-	-	-	-	-
contig_1	tRNA	45692	45782	+	GCA_965226525_0044	75.8	-	-	-	-	-
contig_1	tRNA	45789	45865	+	GCA_965226525_0045	84.1	-	-	-	-	-
contig_1	tRNA	45936	46025	-	GCA_965226525_0046	62.3	-	-	-	-	-
contig_1	cds	46199	47740	+	GCA_965226525_0047	-	-	-	-	-	-
contig_1	cds	47763	48947	+	GCA_965226525_0048	605.0	8.4e-216	0.997	0.997	0.751	UniRef:UniRef90_A0A3D4MKR4
contig_1	cds	48968	49150	+	GCA_965226525_0049	-	-	-	-	-	-
contig_1	cds	49265	51511	+	GCA_965226525_0050	-	-	-	-	-	-
contig_1	cds	51595	52299	+	GCA_965226525_0051	-	-	-	-	-	-
contig_1	cds	52381	53208	+	GCA_965226525_0052	-	-	-	-	-	-
contig_1	cds	53218	53928	+	GCA_965226525_0053	-	-	-	-	-	-
