#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	12234	12929	+	GCF_964020035_0011	26.3	5.5	PF13177.12|DNA_pol3_delta2, PF19995.5|iSTAND	PFAM:PF13177.12, PFAM:PF19995.5, RefSeq:WP_339022778.1, SO:0001217, UniParc:UPI0030D2619A, UniRef:UniRef100_UPI0030D2619A, UniRef:UniRef50_UPI0030D2619A, UniRef:UniRef90_UPI0030D2619A
contig_1	24121	25146	+	GCF_964020035_0024	39.2	6.3		RefSeq:WP_339022798.1, SO:0001217, UniParc:UPI0030CFB64C, UniRef:UniRef100_UPI0030CFB64C, UniRef:UniRef50_UPI0030CFB64C, UniRef:UniRef90_UPI0030CFB64C
contig_1	46474	46869	+	GCF_964020035_0045	15.7	9.7		
contig_1	73009	73284	+	GCF_964020035_0070	10.6	10.0		RefSeq:WP_339022867.1, SO:0001217, UniParc:UPI0030D176C5, UniRef:UniRef100_UPI0030D176C5, UniRef:UniRef50_UPI0030D176C5, UniRef:UniRef90_UPI0030D176C5
contig_1	85595	85849	+	GCF_964020035_0080	9.8	9.8		RefSeq:WP_339022881.1, SO:0001217, UniParc:UPI0030D2DA51, UniRef:UniRef100_UPI0030D2DA51, UniRef:UniRef50_UPI0030D2DA51, UniRef:UniRef90_UPI0030D2DA51
contig_1	85830	86435	+	GCF_964020035_0081	24.0	6.9		RefSeq:WP_339022883.1, SO:0001217, UniParc:UPI0030CEEC1E, UniRef:UniRef100_UPI0030CEEC1E, UniRef:UniRef50_UPI0030CEEC1E, UniRef:UniRef90_UPI0030CEEC1E
contig_1	88508	89410	+	GCF_964020035_0083	34.3	9.4		RefSeq:WP_339022886.1, SO:0001217, UniParc:UPI0030D3A3B9, UniRef:UniRef100_UPI0030D3A3B9, UniRef:UniRef50_UPI0030D3A3B9, UniRef:UniRef90_UPI0030D3A3B9
contig_1	94021	96963	+	GCF_964020035_0087	115.8	8.2		SO:0001217, UniRef:UniRef50_UPI0030D22205, UniRef:UniRef90_UPI0030D22205
contig_1	107723	108166	-	GCF_964020035_0096	17.3	9.5		RefSeq:WP_339022902.1, SO:0001217, UniParc:UPI0030D49A2C, UniRef:UniRef100_UPI0030D49A2C, UniRef:UniRef50_UPI0030D49A2C, UniRef:UniRef90_UPI0030D49A2C
contig_1	109889	110662	+	GCF_964020035_0099	29.7	8.5		RefSeq:WP_339022909.1, SO:0001217, UniParc:UPI0030D2833A, UniRef:UniRef100_UPI0030D2833A, UniRef:UniRef50_UPI0030D2833A, UniRef:UniRef90_UPI0030D2833A
contig_1	122622	124559	+	GCF_964020035_0111	74.0	9.2		SO:0001217, UniRef:UniRef50_UPI0030CE6C84, UniRef:UniRef90_UPI0030CE6C84
contig_1	124584	126293	+	GCF_964020035_0112	68.4	9.5		RefSeq:WP_339022933.1, SO:0001217, UniParc:UPI0030D154C4, UniRef:UniRef100_UPI0030D154C4, UniRef:UniRef50_UPI0030D154C4, UniRef:UniRef90_UPI0030D154C4
contig_1	136694	136816	+	GCF_964020035_0127	5.0	9.0		SO:0001217, UniRef:UniRef50_S5MIS9
contig_1	149135	150415	+	GCF_964020035_0147	50.6	9.8		RefSeq:WP_339022962.1, SO:0001217, UniParc:UPI0030CB2B8B, UniRef:UniRef100_UPI0030CB2B8B, UniRef:UniRef50_UPI0030CB2B8B, UniRef:UniRef90_UPI0030CB2B8B
