# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	521	910	-	GCA_019295385_00001		Transposase	RefSeq:WP_040093144.1, SO:0001217, UniParc:UPI00058A35CC, UniRef:UniRef100_A0A2P6FC07, UniRef:UniRef50_A0A2P6FC07, UniRef:UniRef90_A0A2P6FC07
contig_1	cds	1230	1463	-	GCA_019295385_00002		General stress protein 13	RefSeq:WP_084217958.1, SO:0001217, UniParc:UPI0009FEEBFF, UniRef:UniRef100_A0A2P6FC05, UniRef:UniRef50_A0A2P6FC05, UniRef:UniRef90_A0A2P6FC05
contig_1	cds	1578	2564	-	GCA_019295385_00003		IS30 family transposase	GO:0004803, RefSeq:WP_040093142.1, SO:0001217, UniParc:UPI000589BFE9, UniRef:UniRef100_A0A2P6FC10, UniRef:UniRef50_A0AAI9T4X1, UniRef:UniRef90_A0A2P6FC10
contig_1	cds	2635	2739	+	GCA_019295385_00004		Lipoprotein	RefSeq:WP_157944225.1, SO:0001217, UniParc:UPI0005919B1B, UniRef:UniRef100_A0A2P6FC40, UniRef:UniRef50_A0A2P6FC40, UniRef:UniRef90_A0A2P6FC40
contig_1	cds	2723	3019	+	GCA_019295385_00005		DUF3688 domain-containing protein	RefSeq:WP_040093141.1, SO:0001217, UniParc:UPI00058A246A, UniRef:UniRef100_A0A2P6FC02, UniRef:UniRef50_A0A2P6FD81, UniRef:UniRef90_A0A2P6FD81
contig_1	cds	3040	3384	-	GCA_019295385_00006		DUF3688 domain-containing protein	SO:0001217, UniParc:UPI0006932659, UniRef:UniRef100_A0A2P6FC88, UniRef:UniRef50_A0A2P6FC88, UniRef:UniRef90_A0A2P6FC88
contig_1	cds	3333	4235	-	GCA_019295385_00007		Spiroplasma phage ORF1-like family	SO:0001217, UniParc:UPI000D296C39, UniRef:UniRef100_A0A2P6FBZ4, UniRef:UniRef50_Q14Q63, UniRef:UniRef90_A0A2P6FBZ4
contig_1	cds	4383	5048	-	GCA_019295385_00008		Spiroplasma phage ORF1-like family	SO:0001217, UniParc:UPI000591C679, UniRef:UniRef100_A0A2P6FC29, UniRef:UniRef50_A0A2P6FC29, UniRef:UniRef90_A0A2P6FC29
contig_1	cds	5181	5600	+	GCA_019295385_00009		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0USN0, UniRef:UniRef90_A0A2P6FBJ5
contig_1	cds	5542	6015	+	GCA_019295385_00010		Transposase DDE domain	SO:0001217, UniParc:UPI000591C772, UniRef:UniRef100_A0A0C2ENE8, UniRef:UniRef50_A0A433EN13, UniRef:UniRef90_A0A2P6FCJ1
contig_1	cds	6177	6644	-	GCA_019295385_00011		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433EN13, UniRef:UniRef90_A0A433EN13
contig_1	cds	6586	7005	-	GCA_019295385_00012		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniParc:UPI000589BA37, UniRef:UniRef100_A0A2P6FCH4, UniRef:UniRef50_A0A3S0USN0, UniRef:UniRef90_A0A2P6FBJ5
contig_1	cds	7025	7465	-	GCA_019295385_00013		hypothetical protein	RefSeq:WP_040093159.1, SO:0001217, UniParc:UPI00058A3E09, UniRef:UniRef100_A0A2P6FC13, UniRef:UniRef50_A0A2P6FC13, UniRef:UniRef90_A0A2P6FC13
contig_1	cds	7501	8787	-	GCA_019295385_00014		Spiralin	RefSeq:WP_052443469.1, SO:0001217, UniParc:UPI0005923410, UniRef:UniRef100_A0A2P6FC50, UniRef:UniRef50_A0A1J0U103, UniRef:UniRef90_A0A2P6FC50
contig_1	cds	8921	9574	-	GCA_019295385_00015		hypothetical protein	RefSeq:WP_052443468.1, SO:0001217, UniParc:UPI0005918884, UniRef:UniRef100_A0A2P6FC36, UniRef:UniRef50_A0A2P6FC36, UniRef:UniRef90_A0A2P6FC36
contig_1	cds	10126	10578	+	GCA_019295385_00016		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniParc:UPI00058A01F5, UniRef:UniRef100_A0A0C2I421, UniRef:UniRef50_A0A3S0USN0, UniRef:UniRef90_A0A2P6FBJ5
contig_1	cds	10814	10960	+	GCA_019295385_00017		IS5 family transposase	GO:0004803, SO:0001217, UniParc:UPI000591F04E, UniRef:UniRef100_A0A0C2I080, UniRef:UniRef50_A0A433EQ93, UniRef:UniRef90_A0A433EQ93
contig_1	cds	11195	11998	-	GCA_019295385_00018		Lipoprotein	RefSeq:WP_040093155.1, SO:0001217, UniParc:UPI00058A0F5C, UniRef:UniRef100_A0A2P6FC15, UniRef:UniRef50_A0A2P6FC15, UniRef:UniRef90_A0A2P6FC15
contig_1	cds	12290	13990	-	GCA_019295385_00019		Lipoprotein	RefSeq:WP_040093153.1, SO:0001217, UniParc:UPI00058A55DA, UniRef:UniRef100_A0A2P6FC20, UniRef:UniRef50_A0A1J0U0W9, UniRef:UniRef90_A0A2P6FC20
contig_1	cds	14330	14881	-	GCA_019295385_00020		DJ-1 family glyoxalase III	RefSeq:WP_040093152.1, SO:0001217, UniParc:UPI00058A5320, UniRef:UniRef100_A0A2P6FC49, UniRef:UniRef50_W0GL58, UniRef:UniRef90_A0A1J0U0V5
contig_1	cds	14956	15375	+	GCA_019295385_00021		dUTPase-like domain-containing protein	RefSeq:WP_040093151.1, SO:0001217, UniParc:UPI00058A19C3, UniRef:UniRef100_A0A2P6FC12, UniRef:UniRef50_A0A0K2JHT9, UniRef:UniRef90_A0A1J0U0X7
contig_1	cds	15456	15899	+	GCA_019295385_00022		Lipoprotein	RefSeq:WP_040093149.1, SO:0001217, UniParc:UPI00058A22EA, UniRef:UniRef100_A0A2P6FC98, UniRef:UniRef50_W0GKW6, UniRef:UniRef90_A0A1J0U113
