#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	7025	7465	-	GCA_019295385_00013	17.5	9.8		RefSeq:WP_040093159.1, SO:0001217, UniParc:UPI00058A3E09, UniRef:UniRef100_A0A2P6FC13, UniRef:UniRef50_A0A2P6FC13, UniRef:UniRef90_A0A2P6FC13
contig_1	8921	9574	-	GCA_019295385_00015	26.1	9.6		RefSeq:WP_052443468.1, SO:0001217, UniParc:UPI0005918884, UniRef:UniRef100_A0A2P6FC36, UniRef:UniRef50_A0A2P6FC36, UniRef:UniRef90_A0A2P6FC36
contig_1	16388	16609	-	GCA_019295385_00024	8.7	4.9		RefSeq:WP_040093147.1, SO:0001217, UniParc:UPI00058A2EF8, UniRef:UniRef100_A0A2P6FC39, UniRef:UniRef50_A0A2P6FC39, UniRef:UniRef90_A0A2P6FC39
contig_1	16868	16966	-	GCA_019295385_00025	3.8	5.0		SO:0001217, UniParc:UPI00059225A0, UniRef:UniRef100_A0A433ES38, UniRef:UniRef50_A0A1J0U0V9, UniRef:UniRef90_A0A433ES38
contig_1	17235	17468	-	GCA_019295385_00026	9.2	7.9		SO:0001217, UniRef:UniRef50_UPI0030CFF6E3, UniRef:UniRef90_UPI0030CFF6E3
contig_2	1122	1550	-	GCA_019295385_00029	15.9	10.0		SO:0001217, UniRef:UniRef50_A0A432ZV08, UniRef:UniRef90_A0A433EN79
contig_2	1809	2018	-	GCA_019295385_00031	8.1	10.4		RefSeq:WP_040094661.1, SO:0001217, UniParc:UPI000589CBCA, UniRef:UniRef100_UPI000589CBCA, UniRef:UniRef50_UPI000589CBCA, UniRef:UniRef90_UPI000589CBCA
contig_2	8091	8342	-	GCA_019295385_00038	9.9	9.3		RefSeq:WP_040094692.1, SO:0001217, UniParc:UPI000589F346, UniRef:UniRef100_UPI000589F346, UniRef:UniRef50_A0A2R6Y5Q0, UniRef:UniRef90_A0A2R6Y5Q0
contig_2	11543	11806	-	GCA_019295385_00042	10.5	6.6		RefSeq:WP_040094682.1, SO:0001217, UniParc:UPI00058A5165, UniRef:UniRef100_UPI001F4CC2B7, UniRef:UniRef50_A0A345DSM8, UniRef:UniRef90_UPI001F4CC2B7
contig_2	12735	13412	-	GCA_019295385_00043	26.6	9.3		SO:0001217, UniRef:UniRef50_A0A3S0T6U3, UniRef:UniRef90_UPI001F4CCBA0
contig_3	370	486	-	GCA_019295385_00046	4.7	9.5		SO:0001217, UniParc:UPI000D2A6F9D, UniRef:UniRef100_A0A2P6F8C3, UniRef:UniRef50_A0A2P6F8D0, UniRef:UniRef90_A0A2P6F8D0
contig_3	1154	1696	-	GCA_019295385_00047	20.6	9.5		RefSeq:WP_105629326.1, SO:0001217, UniParc:UPI000CFAC074, UniRef:UniRef100_A0A2P6F8D3, UniRef:UniRef50_A0A432ZWN2, UniRef:UniRef90_A0A2P6F8D3
contig_3	2132	2299	+	GCA_019295385_00048	6.4	9.4		RefSeq:WP_157944317.1, SO:0001217, UniParc:UPI000D267250, UniRef:UniRef100_A0A2P6F8D2, UniRef:UniRef50_A0A2P6F8D2, UniRef:UniRef90_A0A2P6F8D2
contig_3	7867	8100	+	GCA_019295385_00054	9.2	9.2		SO:0001217, UniParc:UPI000D2B681F, UniRef:UniRef100_A0A2P6F8A3, UniRef:UniRef50_A0A2P6F8A3, UniRef:UniRef90_A0A2P6F8A3
contig_4	4759	4980	+	GCA_019295385_00061	8.7	4.8		RefSeq:WP_133165075.1, SO:0001217, UniParc:UPI000591852E, UniRef:UniRef100_A0A977TP96, UniRef:UniRef50_A0A977TP96, UniRef:UniRef90_A0A977TP96
contig_4	4982	5119	+	GCA_019295385_00062	5.5	4.1		RefSeq:WP_157944246.1, SO:0001217, UniParc:UPI00059227C1, UniRef:UniRef100_A0A977TP24, UniRef:UniRef50_Q14MU4, UniRef:UniRef90_A0A977XUB4
contig_4	7208	7432	+	GCA_019295385_00066	9.1	9.5		SO:0001217, UniParc:UPI000D2CFC76, UniRef:UniRef100_A0A2P6F936, UniRef:UniRef50_A0A0C2EJF9, UniRef:UniRef90_A0A0C2EJF9
contig_4	8684	9652	-	GCA_019295385_00070	37.5	5.4		RefSeq:WP_105629000.1, SO:0001217, UniParc:UPI000CFB65BF, UniRef:UniRef100_A0A2P6FF02, UniRef:UniRef50_A0A2P6FF02, UniRef:UniRef90_A0A2P6FF02
contig_4	13215	13772	+	GCA_019295385_00075	21.4	9.3		RefSeq:WP_040093807.1, SO:0001217, UniParc:UPI00058A4769, UniRef:UniRef100_A0A2P6F9P5, UniRef:UniRef50_A0A3S0YNX5, UniRef:UniRef90_A0A3S0YNX5
contig_4	14405	16378	-	GCA_019295385_00077	75.4	5.7		RefSeq:WP_105628989.1, SO:0001217, UniParc:UPI000CFAF1EA, UniRef:UniRef100_UPI000CFAF1EA, UniRef:UniRef50_A0A2P6F924, UniRef:UniRef90_UPI000CFAF1EA
contig_5	183	305	+	GCA_019295385_00080	4.9	4.4		
contig_5	13666	14133	+	GCA_019295385_00097	18.3	6.3		RefSeq:WP_227991359.1, SO:0001217, UniParc:UPI000591B15E, UniRef:UniRef100_UPI000591B15E, UniRef:UniRef50_UPI000591B15E, UniRef:UniRef90_UPI000591B15E
contig_5	14126	14314	+	GCA_019295385_00098	7.5	6.2		RefSeq:WP_227991361.1, SO:0001217, UniParc:UPI0005920EF0, UniRef:UniRef100_UPI0005920EF0, UniRef:UniRef50_UPI0005920EF0, UniRef:UniRef90_UPI0005920EF0
contig_5	14358	14681	+	GCA_019295385_00099	12.8	4.3		RefSeq:WP_040092797.1, SO:0001217, UniParc:UPI00058A2B3D, UniRef:UniRef100_A0A2P6FAX8, UniRef:UniRef50_R4U599, UniRef:UniRef90_A0A0K2JER6
contig_5	21794	22057	+	GCA_019295385_00105	11.1	6.7		RefSeq:WP_040092803.1, SO:0001217, UniParc:UPI000589FA9B, UniRef:UniRef100_A0A433ESU8, UniRef:UniRef50_A0A0H3XN61, UniRef:UniRef90_A0A433ESU8
contig_5	22157	22432	+	GCA_019295385_00106	10.6	4.3		SO:0001217, UniParc:UPI0005920BA1, UniRef:UniRef100_A0A2P6FB63, UniRef:UniRef50_A0A2P6FB63, UniRef:UniRef90_A0A2P6FB63
contig_5	23748	24203	+	GCA_019295385_00108	17.9	9.0		RefSeq:WP_040092807.1, SO:0001217, UniParc:UPI00058A0F19, UniRef:UniRef100_A0A2P6FB26, UniRef:UniRef50_R4UHZ4, UniRef:UniRef90_A0A1J0TZL7
contig_5	48133	48435	+	GCA_019295385_00134	12.1	9.2		SO:0001217, UniParc:UPI000591B457, UniRef:UniRef100_A0A2P6FBB0, UniRef:UniRef50_A0AAX3SZB9, UniRef:UniRef90_A0A2P6FBB0
contig_5	49744	49965	+	GCA_019295385_00137	8.8	8.9		RefSeq:WP_168226815.1, SO:0001217, UniParc:UPI00059219EC, UniRef:UniRef100_UPI00059219EC, UniRef:UniRef50_UPI00059219EC, UniRef:UniRef90_UPI00059219EC
contig_5	63930	64208	-	GCA_019295385_00153	10.6	10.7		SO:0001217, UniParc:UPI000589F373, UniRef:UniRef100_A0A2P6FB51, UniRef:UniRef50_A0A2P6FB51, UniRef:UniRef90_A0A2P6FB51
contig_5	76824	77237	+	GCA_019295385_00170	16.5	4.5		RefSeq:WP_040092897.1, SO:0001217, UniParc:UPI000589CE90, UniRef:UniRef100_A0A2P6FB69, UniRef:UniRef50_A0A2P6FB69, UniRef:UniRef90_A0A2P6FB69
contig_5	77422	77631	+	GCA_019295385_00172	8.2	8.2		RefSeq:WP_040092899.1, SO:0001217, UniParc:UPI00058A2F1B, UniRef:UniRef100_A0A2P6FB67, UniRef:UniRef50_A0A2P6FB67, UniRef:UniRef90_A0A2P6FB67
contig_5	94447	94647	-	GCA_019295385_00205	7.8	9.8		RefSeq:WP_227991384.1, SO:0001217, UniParc:UPI000591FB0B, UniRef:UniRef100_A0A2P6FBH2, UniRef:UniRef50_A0A2P6FBH2, UniRef:UniRef90_A0A2P6FBH2
contig_5	95673	95936	-	GCA_019295385_00208	10.5	9.9		RefSeq:WP_052443437.1, SO:0001217, UniParc:UPI0005923831, UniRef:UniRef100_A0A2P6FB96, UniRef:UniRef50_A0A2P6FB96, UniRef:UniRef90_A0A2P6FB96
contig_5	120532	121110	+	GCA_019295385_00247	22.1	8.6	PF01336.31|tRNA_anti-codon	PFAM:PF01336.31
contig_5	121230	121898	+	GCA_019295385_00248	25.8	5.2	PF00152.25|tRNA-synt_2	PFAM:PF00152.25
contig_5	127018	127206	+	GCA_019295385_00256	7.3	7.9		SO:0001217, UniParc:UPI00059193A8, UniRef:UniRef100_A0A2P6FBD4, UniRef:UniRef50_A0A2P6FBD4, UniRef:UniRef90_A0A2P6FBD4
contig_5	135637	135768	+	GCA_019295385_00268	5.2	10.0		SO:0001217, UniParc:UPI0005922433, UniRef:UniRef100_A0A2P6FBF0, UniRef:UniRef50_A0A1J0TZX1, UniRef:UniRef90_A0A2P6FBF0
contig_6	172	351	-	GCA_019295385_00270	7.1	9.8		RefSeq:WP_040093865.1, SO:0001217, UniParc:UPI00058A4799, UniRef:UniRef100_A0A2P6FET2, UniRef:UniRef50_A0A2P6FET2, UniRef:UniRef90_A0A2P6FET2
contig_6	1845	2129	-	GCA_019295385_00273	10.7	9.3		SO:0001217, UniRef:UniRef50_A0A0L0UKZ9, UniRef:UniRef90_UPI000B16D0B9
contig_6	5831	5971	+	GCA_019295385_00279	5.5	9.8		RefSeq:WP_227991197.1, SO:0001217, UniParc:UPI0005918900, UniRef:UniRef100_A0A2P6FER8, UniRef:UniRef50_A0A2P6FER8, UniRef:UniRef90_A0A2P6FER8
contig_7	8080	8196	+	GCA_019295385_00332	4.6	10.1		SO:0001217, UniParc:UPI000591F762, UniRef:UniRef100_A0A2P6FDJ3, UniRef:UniRef50_A0A2P6FDJ3, UniRef:UniRef90_A0A2P6FDJ3
contig_7	8210	8443	+	GCA_019295385_00333	9.5	6.9		RefSeq:WP_040093630.1, SO:0001217, UniParc:UPI00058A3655, UniRef:UniRef100_A0A2P6FDJ8, UniRef:UniRef50_A0A2P6FAZ5, UniRef:UniRef90_A0A2P6FAZ5
contig_7	8503	8667	+	GCA_019295385_00334	6.5	9.6		RefSeq:WP_157944238.1, SO:0001217, UniParc:UPI000591C8F2, UniRef:UniRef100_A0A2P6FDJ4, UniRef:UniRef50_A0A2P6FDJ4, UniRef:UniRef90_A0A2P6FDJ4
contig_9	277	921	+	GCA_019295385_00336	24.7	9.3		RefSeq:WP_040093348.1, SO:0001217, UniParc:UPI000589E0EB, UniRef:UniRef100_A0A2P6FCR4, UniRef:UniRef50_A0A2P6FCR4, UniRef:UniRef90_A0A2P6FCR4
contig_11	335	451	-	GCA_019295385_00339	4.6	9.9		SO:0001217, UniParc:UPI0005922002, UniRef:UniRef100_A0A0C2I5F3, UniRef:UniRef50_A0A2P6FDJ3, UniRef:UniRef90_A0A2P6FDJ3
contig_12	46	393	+	GCA_019295385_00340	13.5	9.1		SO:0001217, UniRef:UniRef50_A0A2P6FDY3, UniRef:UniRef90_A0A2P6FDY3
contig_13	45	365	+	GCA_019295385_00341	12.6	5.8		SO:0001217, UniRef:UniRef50_A0A345DQU2
contig_14	89	343	+	GCA_019295385_00343	9.3	5.2		SO:0001217, UniRef:UniRef50_UPI00059205E0, UniRef:UniRef90_UPI00059205E0
contig_18	251	427	-	GCA_019295385_00349	6.2	4.1		RefSeq:WP_227991139.1, SO:0001217, UniParc:UPI000591CE92, UniRef:UniRef100_A0A0C2HPB9, UniRef:UniRef50_A0A0C2HPB9, UniRef:UniRef90_A0A0C2HPB9
contig_19	16	543	-	GCA_019295385_00350	20.4	9.8		SO:0001217, UniRef:UniRef50_UPI001F4CB45C, UniRef:UniRef90_UPI001F4CB45C
contig_20	116	475	-	GCA_019295385_00351	13.7	6.2		RefSeq:WP_040093018.1, SO:0001217, UniParc:UPI00058A1F1F, UniRef:UniRef100_A0A0C2HQR3, UniRef:UniRef50_A0A0C2HQR3, UniRef:UniRef90_A0A0C2HQR3
contig_21	231	401	+	GCA_019295385_00352	6.4	9.8		RefSeq:WP_157944216.1, SO:0001217, UniParc:UPI0005918EA7, UniRef:UniRef100_A0A2P6FAH5, UniRef:UniRef50_A0A2P6FAH5, UniRef:UniRef90_A0A2P6FAH5
contig_25	38	241	+	GCA_019295385_00356	7.9	4.9		
contig_28	30	134	+	GCA_019295385_00359	4.1	4.4		
contig_30	651	746	-	GCA_019295385_00362	4.0	9.7		
contig_30	4167	4457	-	GCA_019295385_00368	11.3	9.3		RefSeq:WP_242441430.1, SO:0001217, UniParc:UPI0005921BFF, UniRef:UniRef100_A0A2P6FAT7, UniRef:UniRef50_A0A2P6FAT7, UniRef:UniRef90_A0A2P6FAT7
contig_30	6183	6302	-	GCA_019295385_00372	4.5	6.5		
contig_30	18654	18836	-	GCA_019295385_00394	6.9	4.9		RefSeq:WP_040092722.1, SO:0001217, UniParc:UPI000589B472, UniRef:UniRef100_A0A2P6FAR7, UniRef:UniRef90_A0A2P6FAR7
contig_30	40783	41424	-	GCA_019295385_00414	24.1	9.2		
contig_31	134	358	+	GCA_019295385_00415	8.3	5.9		RefSeq:WP_040094619.1, SO:0001217, UniParc:UPI00058A2DC9, UniRef:UniRef100_A0A2P6FGE0, UniRef:UniRef50_A0A2P6FGE0, UniRef:UniRef90_A0A2P6FGE0
contig_31	13018	13452	-	GCA_019295385_00427	17.5	8.9		RefSeq:WP_227991293.1, SO:0001217, UniParc:UPI000591CBA0, UniRef:UniRef100_A0A2P6FGD7, UniRef:UniRef50_A0A2P6FGD7, UniRef:UniRef90_A0A2P6FGD7
contig_32	386	532	+	GCA_019295385_00452	5.7	9.6	PF13384.12|HTH_23	PFAM:PF13384.12
contig_32	989	1258	+	GCA_019295385_00453	10.7	7.7		SO:0001217, UniParc:UPI000CFBF420, UniRef:UniRef100_A0A2R6Y5L2, UniRef:UniRef50_A0A2R6Y5L2, UniRef:UniRef90_A0A2R6Y5L2
contig_32	2151	2303	+	GCA_019295385_00456	6.0	9.5		RefSeq:WP_157944264.1, SO:0001217, UniParc:UPI000D407987, UniRef:UniRef100_A0A2R6Y5L6, UniRef:UniRef50_A0A2R6Y5L6, UniRef:UniRef90_A0A2R6Y5L6
contig_33	480	827	-	GCA_019295385_00458	13.6	9.1		RefSeq:WP_040093652.1, SO:0001217, UniParc:UPI00058A2F16, UniRef:UniRef100_A0A2P6FDY3, UniRef:UniRef50_A0A2P6FDY3, UniRef:UniRef90_A0A2P6FDY3
contig_33	3336	3755	-	GCA_019295385_00462	16.2	6.8		RefSeq:WP_105628947.1, SO:0001217, UniParc:UPI000591CD8B, UniRef:UniRef100_A0A2P6FDP1, UniRef:UniRef50_A0A2P6FDP1, UniRef:UniRef90_A0A2P6FDP1
contig_33	5185	6504	+	GCA_019295385_00467	50.8	7.1		RefSeq:WP_174842684.1, SO:0001217, UniParc:UPI000591C670, UniRef:UniRef100_A0A2P6FDP5, UniRef:UniRef50_A0A2P6FDP5, UniRef:UniRef90_A0A2P6FDP5
contig_33	6507	6923	+	GCA_019295385_00468	15.8	5.6		RefSeq:WP_227991132.1, SO:0001217, UniParc:UPI00059220D2, UniRef:UniRef100_UPI00059220D2, UniRef:UniRef50_A0A1J0U1D9, UniRef:UniRef50_UPI001F543EB1, UniRef:UniRef90_UPI00059220D2, UniRef:UniRef90_UPI001F543EB1
contig_34	424	774	+	GCA_019295385_00470	13.2	9.7		RefSeq:WP_052443479.1, SO:0001217, UniParc:UPI00059190DC, UniRef:UniRef100_A0A2P6FCK3, UniRef:UniRef50_A0A2P6FCK3, UniRef:UniRef90_A0A2P6FCK3
contig_34	1976	2275	+	GCA_019295385_00473	11.4	6.0		
contig_34	7753	7875	+	GCA_019295385_00481	4.7	4.2		RefSeq:WP_255516881.1, SO:0001217, UniParc:UPI000591AF15, UniRef:UniRef100_A0A2P6FCL6, UniRef:UniRef50_R4UJC4, UniRef:UniRef90_A0A1J0U131
contig_34	8564	8764	+	GCA_019295385_00483	7.8	9.4		RefSeq:WP_227991430.1, SO:0001217, UniParc:UPI000D66DEB3, UniRef:UniRef100_UPI000D66DEB3, UniRef:UniRef50_UPI000AF5F857, UniRef:UniRef90_UPI000D66DEB3
contig_34	15834	15923	+	GCA_019295385_00502	3.6	10.1		SO:0001217, UniParc:UPI0005923928, UniRef:UniRef100_A0A2P6FCN4, UniRef:UniRef50_A0A2P6FCN4, UniRef:UniRef90_A0A2P6FCN4
contig_34	23874	24347	+	GCA_019295385_00509	18.6	9.7		RefSeq:WP_040093324.1, SO:0001217, UniParc:UPI00058A4BF6, UniRef:UniRef100_A0A2P6FCM4, UniRef:UniRef50_R4U3K9, UniRef:UniRef90_A0A2P6FCM4
contig_34	24356	24862	-	GCA_019295385_00510	20.5	9.3		SO:0001217, UniParc:UPI00058A2CAE, UniRef:UniRef100_A0A2P6FCN5, UniRef:UniRef50_A0A2P6FCN5, UniRef:UniRef90_A0A2P6FCN5
contig_34	28773	30023	+	GCA_019295385_00516	47.7	8.8		RefSeq:WP_052443484.1, SO:0001217, UniParc:UPI0005923A22, UniRef:UniRef100_A0A2P6FCP9, UniRef:UniRef50_A0A2P6FCP9, UniRef:UniRef90_A0A2P6FCP9
contig_35	33081	33518	+	GCA_019295385_00553	16.2	7.9		RefSeq:WP_052443444.1, SO:0001217, UniParc:UPI0005920F8D, UniRef:UniRef100_A0A2P6FBM2, UniRef:UniRef50_A0A2P6FBM2, UniRef:UniRef90_A0A2P6FBM2
contig_36	103	633	+	GCA_019295385_00554	20.5	9.0		RefSeq:WP_040093164.1, SO:0001217, UniParc:UPI000589F1E7, UniRef:UniRef100_A0A2P6FC24, UniRef:UniRef50_A0A2P6FC24, UniRef:UniRef90_A0A2P6FC24
contig_37	4230	4331	+	GCA_019295385_00561	4.0	9.5		SO:0001217, UniParc:UPI0005923602, UniRef:UniRef100_A0A2P6FDD9, UniRef:UniRef50_A0A2P6FDD9, UniRef:UniRef90_A0A2P6FDD9
contig_37	4339	4944	+	GCA_019295385_00562	24.2	9.7		SO:0001217, UniParc:UPI000589FD8F, UniRef:UniRef100_A0A2P6FDE2, UniRef:UniRef50_A0A2P6FDE2, UniRef:UniRef90_A0A2P6FDE2
contig_37	10400	10657	-	GCA_019295385_00571	9.7	6.5		RefSeq:WP_040093605.1, SO:0001217, UniParc:UPI00058A2CCC, UniRef:UniRef100_A0A2P6FDF2, UniRef:UniRef50_A0A2P6FDF2, UniRef:UniRef90_A0A2P6FDF2
contig_37	10635	10853	-	GCA_019295385_00572	8.2	5.6		RefSeq:WP_040093606.1, SO:0001217, UniParc:UPI00058A3A40, UniRef:UniRef100_A0A2P6FDF6, UniRef:UniRef50_A0A2P6FDF6, UniRef:UniRef90_A0A2P6FDF6
contig_37	10986	11282	-	GCA_019295385_00573	11.5	9.8		RefSeq:WP_040093607.1, SO:0001217, UniParc:UPI00058A01BF, UniRef:UniRef100_A0A2P6FDJ5, UniRef:UniRef50_A0A2P6FDJ5, UniRef:UniRef90_A0A2P6FDJ5
