# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	91	393	+	GCA_048590285_0001	155.0	1.1e-47	0.800	1.0	0.988	UniRef:UniRef90_UPI001F4E88FA
contig_1	cds	570	734	+	GCA_048590285_0002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3S0R6V7
contig_1	cds	764	1837	-	GCA_048590285_0003	645.0	5.1e-233	0.964	0.964	0.951	UniRef:UniRef90_A0A0K2JIJ7
contig_1	cds	1881	2822	+	GCA_048590285_0004	555.0	8.9e-199	1.0	0.987	0.920	UniRef:UniRef90_A0A3S0T654
contig_1	tRNA	2988	3063	+	GCA_048590285_0005	75.4	-	-	-	-	-
contig_1	tRNA	3076	3151	+	GCA_048590285_0006	79.6	-	-	-	-	-
contig_1	tRNA	3158	3241	+	GCA_048590285_0007	70.5	-	-	-	-	-
contig_1	tRNA	3257	3331	+	GCA_048590285_0008	74.2	-	-	-	-	-
contig_1	tRNA	3336	3411	+	GCA_048590285_0009	74.5	-	-	-	-	-
contig_1	tRNA	3428	3514	+	GCA_048590285_0010	71.0	-	-	-	-	-
contig_1	tRNA	3601	3674	+	GCA_048590285_0011	75.9	-	-	-	-	-
contig_1	cds	3753	4331	+	GCA_048590285_0012	338.0	8.0e-117	1.0	0.975	0.906	UniRef:UniRef90_A0A345DM99
contig_1	cds	4328	5116	-	GCA_048590285_0013	524.0	4.0e-188	1.0	0.981	0.985	UniRef:UniRef90_A0A0K2JHI0
contig_1	cds	5212	5826	+	GCA_048590285_0014	385.0	4.4e-135	1.005	1.0	0.917	UniRef:UniRef90_Q14LW7
contig_1	cds	5804	6322	+	GCA_048590285_0015	342.0	4.4e-119	0.977	0.923	1.0	UniRef:UniRef90_UPI0033651D46
contig_2	cds	222	506	+	GCA_048590285_0016	178.0	1.0e-56	1.0	0.959	0.979	UniRef:UniRef90_UPI0032B2D7F1
contig_2	cds	689	2461	+	GCA_048590285_0017	1058.0	0.0	0.998	0.992	0.961	UniRef:UniRef90_A0A345DQ58
contig_2	cds	2587	3720	+	GCA_048590285_0018	723.0	5.8e-263	1.003	1.0	0.934	UniRef:UniRef90_Q14LX2
contig_2	cds	3736	5886	+	GCA_048590285_0019	1317.0	0.0	0.997	0.990	0.944	UniRef:UniRef90_A0A0K2JHX7
contig_2	cds	6148	6297	+	GCA_048590285_0020	86.3	1.7e-21	1.0	1.0	0.939	UniRef:UniRef90_A0A3S0U935
contig_3	cds	103	528	-	GCA_048590285_0021	275.0	1.0e-93	0.993	0.993	0.971	UniRef:UniRef90_A0A345DQZ8
contig_3	cds	529	1101	-	GCA_048590285_0022	369.0	2.6e-129	1.0	1.0	0.984	UniRef:UniRef90_A0A0K2JG53
contig_3	cds	1103	1564	-	GCA_048590285_0023	295.0	3.3e-101	1.0	0.981	0.980	UniRef:UniRef90_Q14NQ6
contig_3	cds	1678	2664	+	GCA_048590285_0024	640.0	1.0e-231	1.0	1.0	0.970	UniRef:UniRef90_A0A0K2JGN7
contig_3	cds	2684	4549	-	GCA_048590285_0025	1147.0	0.0	1.002	1.0	0.960	UniRef:UniRef90_A0A0K2JFP0
contig_3	cds	4575	5513	-	GCA_048590285_0026	570.0	8.8e-205	1.006	1.0	0.927	UniRef:UniRef90_Q14NQ9
contig_3	cds	5580	6203	-	GCA_048590285_0027	374.0	1.1e-130	0.966	1.0	0.980	UniRef:UniRef90_UPI0037DCE7C5
contig_4	cds	118	579	-	GCA_048590285_0028	268.0	2.0e-90	1.0	1.0	0.948	UniRef:UniRef90_UPI0018DD4774
contig_4	cds	944	1948	+	GCA_048590285_0029	492.0	3.7e-173	1.0	0.997	0.790	UniRef:UniRef90_A0A2P6FA41
contig_4	cds	1971	2480	+	GCA_048590285_0030	306.0	8.1e-105	1.012	1.0	0.889	UniRef:UniRef90_UPI0037DC18BA
contig_4	cds	2509	2769	-	GCA_048590285_0031	168.0	4.6e-53	1.0	1.0	0.965	UniRef:UniRef90_A0A432ZWH9
contig_4	cds	2760	3425	-	GCA_048590285_0032	243.0	1.5e-78	0.919	1.020	0.626	UniRef:UniRef90_UPI003364F7C5
contig_4	cds	3637	5067	-	GCA_048590285_0033	859.0	0.0	0.979	0.810	0.891	UniRef:UniRef90_A0AAX3SVT7
contig_4	cds	5932	6186	+	GCA_048590285_0034	-	-	-	-	-	-
contig_5	cds	90	1049	-	GCA_048590285_0035	590.0	3.6e-212	0.972	0.966	0.968	UniRef:UniRef90_A0A3S0YQ09
contig_5	cds	1062	5150	-	GCA_048590285_0036	2452.0	0.0	1.001	1.0	0.925	UniRef:UniRef90_A0A0K2JGV3
contig_5	cds	5193	5939	-	GCA_048590285_0037	453.0	1.8e-160	1.0	1.0	0.996	UniRef:UniRef90_A0AAJ4JXX8
contig_6	cds	89	391	+	GCA_048590285_0038	193.0	3.4e-62	1.0	0.800	0.950	UniRef:UniRef90_A0A2P6FEI7
contig_6	cds	540	1196	-	GCA_048590285_0039	372.0	9.5e-130	0.950	0.990	0.928	UniRef:UniRef90_A0AAJ4EID3
