# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	91	393	+	GCA_048590285_0001		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F4E88FA, UniRef:UniRef90_UPI001F4E88FA
contig_1	cds	570	734	+	GCA_048590285_0002	rpsU	30S ribosomal protein S21	GO:0003735, GO:0005840, GO:0006412, RefSeq:WP_004028656.1, SO:0001217, UniParc:UPI00023A00D2, UniRef:UniRef100_A0A3S0R6V7, UniRef:UniRef50_W6AWZ0, UniRef:UniRef90_R4U5V4
contig_1	cds	764	1837	-	GCA_048590285_0003		GMP reductase	EC:1.7.1.7, GO:0003920, GO:0006163, GO:1902560, SO:0001217, UniRef:UniRef50_Q81JJ9, UniRef:UniRef90_A0A0K2JIJ7
contig_1	cds	1881	2822	+	GCA_048590285_0004		Transmembrane protein	SO:0001217, UniRef:UniRef50_R4UDK4, UniRef:UniRef90_A0A3S0T654
contig_1	tRNA	2988	3063	+	GCA_048590285_0005	trnV	tRNA-Val(tac)	SO:0000273
contig_1	tRNA	3076	3151	+	GCA_048590285_0006	trnT	tRNA-Thr(tgt)	SO:0000270
contig_1	tRNA	3158	3241	+	GCA_048590285_0007	trnY	tRNA-Tyr(gta)	SO:0000272
contig_1	tRNA	3257	3331	+	GCA_048590285_0008	trnQ	tRNA-Gln(ttg)	SO:0000261
contig_1	tRNA	3336	3411	+	GCA_048590285_0009	trnK	tRNA-Lys(ttt)	SO:0000265
contig_1	tRNA	3428	3514	+	GCA_048590285_0010	trnL	tRNA-Leu(taa)	SO:0000264
contig_1	tRNA	3601	3674	+	GCA_048590285_0011	trnG	tRNA-Gly(tcc)	SO:0000260
contig_1	cds	3753	4331	+	GCA_048590285_0012		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A1J0U0E0, UniRef:UniRef90_A0A345DM99
contig_1	cds	4328	5116	-	GCA_048590285_0013		Putative choline kinase	SO:0001217, UniRef:UniRef50_R4UFN4, UniRef:UniRef90_A0A0K2JHI0
contig_1	cds	5212	5826	+	GCA_048590285_0014	rdgB	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	EC:3.6.1.66, GO:0006281, GO:0035870, GO:0036222, KEGG:K01519, SO:0001217, UniRef:UniRef50_Q14LW7, UniRef:UniRef90_Q14LW7
contig_1	cds	5804	6322	+	GCA_048590285_0015		tRNA (cytidine(34)-2'-O)-methyltransferase	EC:2.1.1.207, KEGG:K03216, SO:0001217, UniRef:UniRef50_R4U5W3, UniRef:UniRef90_UPI0033651D46
contig_2	cds	222	506	+	GCA_048590285_0016		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0032B2D7F1, UniRef:UniRef90_UPI0032B2D7F1
contig_2	cds	689	2461	+	GCA_048590285_0017		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A1J0U0E4, UniRef:UniRef90_A0A345DQ58
contig_2	cds	2587	3720	+	GCA_048590285_0018	mnmA	tRNA 2-thiouridine(34) synthase MnmA	EC:2.8.1.13, GO:0002143, GO:0004808, GO:0005737, GO:0006396, GO:0016783, KEGG:K00566, SO:0001217, UniRef:UniRef50_Q600M2, UniRef:UniRef90_Q14LX2
contig_2	cds	3736	5886	+	GCA_048590285_0019	recD2	ATP-dependent RecD2 DNA helicase	SO:0001217, UniRef:UniRef50_R4UIK0, UniRef:UniRef90_A0A0K2JHX7
contig_2	cds	6148	6297	+	GCA_048590285_0020		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A3S0SU61, UniRef:UniRef90_A0A3S0U935
contig_3	cds	103	528	-	GCA_048590285_0021		Ribosomal-protein-alanine acetyltransferase	SO:0001217, UniRef:UniRef50_W0GRU4, UniRef:UniRef90_A0A345DQZ8
contig_3	cds	529	1101	-	GCA_048590285_0022	tsaB	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	EC:2.3.1.234, GO:0002949, SO:0001217, UniRef:UniRef50_W0GM62, UniRef:UniRef90_A0A0K2JG53
contig_3	cds	1103	1564	-	GCA_048590285_0023	tsaE	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	GO:0002949, SO:0001217, UniRef:UniRef50_Q14NQ6, UniRef:UniRef90_Q14NQ6
contig_3	cds	1678	2664	+	GCA_048590285_0024		Ferredoxin--NADP reductase	SO:0001217, UniRef:UniRef50_Q14NQ7, UniRef:UniRef90_A0A0K2JGN7
contig_3	cds	2684	4549	-	GCA_048590285_0025		Transporter	SO:0001217, UniRef:UniRef50_A0A1J0U1A4, UniRef:UniRef90_A0A0K2JFP0
contig_3	cds	4575	5513	-	GCA_048590285_0026		Hypothetical rna pseudouridylate synthase c protein	SO:0001217, UniRef:UniRef50_Q14NQ9, UniRef:UniRef90_Q14NQ9
contig_3	cds	5580	6203	-	GCA_048590285_0027		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FE36, UniRef:UniRef90_UPI0037DCE7C5
contig_4	cds	118	579	-	GCA_048590285_0028		P18	SO:0001217, UniRef:UniRef50_A0A2P6FFS4, UniRef:UniRef90_UPI0018DD4774
contig_4	cds	944	1948	+	GCA_048590285_0029		Chitinase-like	SO:0001217, UniRef:UniRef50_A0A433ET09
contig_4	cds	1971	2480	+	GCA_048590285_0030		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A2P6FEX0
contig_4	cds	2509	2769	-	GCA_048590285_0031		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A432ZWH9, UniRef:UniRef90_A0A432ZWH9
contig_4	cds	2760	3425	-	GCA_048590285_0032		Adhesin P123	SO:0001217, UniRef:UniRef50_A0A2P6F8D9
contig_4	cds	3637	5067	-	GCA_048590285_0033		hypothetical protein	SO:0001217, UniRef:UniRef50_A0AAX3SVT7
contig_4	cds	5932	6186	+	GCA_048590285_0034		hypothetical protein	
contig_5	cds	90	1049	-	GCA_048590285_0035		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A0H3XKG6, UniRef:UniRef90_A0A3S0YQ09
contig_5	cds	1062	5150	-	GCA_048590285_0036		ABC transporter permease	SO:0001217, UniRef:UniRef50_W0GNW3, UniRef:UniRef90_A0A0K2JGV3
contig_5	cds	5193	5939	-	GCA_048590285_0037		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A1J0U0H2, UniRef:UniRef90_A0AAJ4JXX8
contig_6	gap	84	84	.				
contig_6	cds	89	391	+	GCA_048590285_0038		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FEI7, UniRef:UniRef90_A0A2P6FEI7
contig_6	cds	540	1196	-	GCA_048590285_0039		ribonuclease HII	EC:3.1.26.4, GO:0003723, GO:0004523, KEGG:K03470, SO:0001217, UniRef:UniRef50_R4UD68, UniRef:UniRef90_A0AAJ4EID3
contig_6	cds	1189	2079	-	GCA_048590285_0040	ylqF	ribosome biogenesis GTPase YlqF	GO:0003924, GO:0005525, GO:0005737, GO:0042254, SO:0001217, UniRef:UniRef50_R4U5J0, UniRef:UniRef90_A0A432ZXM7
contig_6	cds	2135	2983	-	GCA_048590285_0041		Ribosome biogenesis GTPase A	SO:0001217, UniRef:UniRef50_A0A345DND4, UniRef:UniRef90_A0A345DND4
contig_6	cds	3050	3406	-	GCA_048590285_0042	rplS	50S ribosomal protein L19	GO:0000311, GO:0003735, GO:0006412, GO:0022625, KEGG:K02884, RefSeq:WP_400249111.1, SO:0001217, UniParc:UPI0037DDC0B0, UniRef:UniRef100_UPI0037DDC0B0, UniRef:UniRef50_Q044E2, UniRef:UniRef90_A0A0K2JFJ9
contig_6	cds	3360	4163	-	GCA_048590285_0043	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD	EC:2.1.1.228, GO:0002939, GO:0005829, GO:0030488, GO:0052906, KEGG:K00554, SO:0001217, UniRef:UniRef50_Q6XYU1, UniRef:UniRef90_Q6XYU1
contig_6	cds	4165	4656	-	GCA_048590285_0044		16S rRNA processing protein	SO:0001217, UniRef:UniRef50_A0A3S0SZV9, UniRef:UniRef90_A0A0K2JG45
contig_6	cds	4657	4908	-	GCA_048590285_0045		KH domain-containing protein	RefSeq:WP_126820775.1, SO:0001217, UniParc:UPI000F89427C, UniRef:UniRef100_A0A3S0TTT9, UniRef:UniRef50_W0GM83, UniRef:UniRef90_A0A3S0TTT9
contig_6	cds	4934	5293	-	GCA_048590285_0046	rpsP	30S ribosomal protein S16	GO:0000314, GO:0003735, GO:0005737, GO:0006412, GO:0015935, GO:0022627, SO:0001217, UniRef:UniRef50_P62237, UniRef:UniRef90_P62237
contig_6	cds	5409	5498	-	GCA_048590285_0047		hypothetical protein	
contig_7	cds	75	1037	+	GCA_048590285_0048		spiroplasma phage ORF1-like family protein	SO:0001217, UniRef:UniRef50_UPI0011AF3538, UniRef:UniRef90_UPI0011AF3538
contig_7	cds	1063	1521	-	GCA_048590285_0049		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2S8NSQ0
contig_7	cds	1525	5940	-	GCA_048590285_0050		ribosome-inactivating family protein	SO:0001217, UniRef:UniRef50_UPI001F4CD217
contig_8	cds	259	969	+	GCA_048590285_0051		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHP6, UniRef:UniRef90_A0A0K2JHP6
contig_8	cds	920	1768	+	GCA_048590285_0052		Putative rrna methyl transferase protein	SO:0001217, UniRef:UniRef50_W0GRH9, UniRef:UniRef90_Q6XK16
contig_8	cds	1768	2367	+	GCA_048590285_0053	yihA	ribosome biogenesis GTP-binding protein YihA/YsxC	GO:0003924, GO:0005525, GO:0005737, GO:0042254, GO:0043022, SO:0001217, UniRef:UniRef50_Q6F1A9, UniRef:UniRef90_A0A0K2JH70
contig_8	cds	2451	2714	+	GCA_048590285_0054		TIGR04570 family membrane protein	SO:0001217, UniRef:UniRef50_E4PUW8, UniRef:UniRef90_A0AAI9T2G2
contig_8	cds	2704	3693	+	GCA_048590285_0055		Transcriptional regulator	SO:0001217, UniRef:UniRef50_E4PUW7, UniRef:UniRef90_Q6XK13
contig_8	cds	3710	5329	+	GCA_048590285_0056		Phosphotransferase system PTS,trehalose specific IIBC component	SO:0001217, UniRef:UniRef50_Q6MSM2, UniRef:UniRef90_A0A0K2JHP1
contig_8	cds	5358	6020	+	GCA_048590285_0057		Trehalose-6-phosphate hydrolase	SO:0001217, UniRef:UniRef50_A0A376NZH3
