#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	91	393	+	GCA_048590285_0001	11.7	8.8		SO:0001217, UniRef:UniRef50_UPI001F4E88FA, UniRef:UniRef90_UPI001F4E88FA
contig_2	222	506	+	GCA_048590285_0016	11.1	4.2		SO:0001217, UniRef:UniRef50_UPI0032B2D7F1, UniRef:UniRef90_UPI0032B2D7F1
contig_3	5580	6203	-	GCA_048590285_0027	24.0	9.5		SO:0001217, UniRef:UniRef50_A0A2P6FE36, UniRef:UniRef90_UPI0037DCE7C5
contig_4	3637	5067	-	GCA_048590285_0033	NA	6.5		SO:0001217, UniRef:UniRef50_A0AAX3SVT7
contig_4	5932	6186	+	GCA_048590285_0034	10.4	5.0		
contig_6	89	391	+	GCA_048590285_0038	11.8	9.2		SO:0001217, UniRef:UniRef50_A0A2P6FEI7, UniRef:UniRef90_A0A2P6FEI7
contig_6	5409	5498	-	GCA_048590285_0047	3.4	5.6		
contig_9	5281	5385	-	GCA_048590285_0073	4.1	10.6		
contig_12	100	1131	-	GCA_048590285_0083	40.7	7.6		SO:0001217, UniRef:UniRef50_UPI0037DBF97B, UniRef:UniRef90_UPI0037DBF97B
contig_12	1319	1660	-	GCA_048590285_0084	12.7	5.0		SO:0001217, UniRef:UniRef50_A0A2P6FBZ9, UniRef:UniRef90_UPI00326D24F7
contig_12	5387	5500	-	GCA_048590285_0087	4.6	8.1		
contig_14	68	247	+	GCA_048590285_0092	7.0	7.8		SO:0001217, UniRef:UniRef50_A0AAJ4EKR8
contig_14	4054	4812	-	GCA_048590285_0099	29.5	8.7		SO:0001217, UniRef:UniRef50_UPI0032B17C1F
contig_14	4803	5636	-	GCA_048590285_0100	32.6	5.1		SO:0001217, UniRef:UniRef50_UPI000239F283, UniRef:UniRef90_UPI00326F3219
contig_15	1111	1332	+	GCA_048590285_0102	8.7	5.0		SO:0001217, UniRef:UniRef50_A0A977TP96, UniRef:UniRef90_A0A977TP96
contig_15	1334	1471	+	GCA_048590285_0103	5.5	4.1		SO:0001217, UniRef:UniRef50_Q14MU4, UniRef:UniRef90_A0A977XUB4
contig_15	3481	3657	+	GCA_048590285_0107	NA	9.5		SO:0001217, UniRef:UniRef50_A0A2P6FFW2
contig_15	4724	4906	-	GCA_048590285_0110	6.5	9.6		SO:0001217, UniRef:UniRef50_UPI0030CD41FF, UniRef:UniRef90_UPI0030CD41FF
contig_16	254	571	+	GCA_048590285_0111	NA	9.5		
contig_18	3067	3279	+	GCA_048590285_0123	8.7	7.8		SO:0001217, UniRef:UniRef50_Q14MA8, UniRef:UniRef90_A0A2P6FFU0
contig_18	3331	3486	+	GCA_048590285_0124	5.8	4.3		
contig_18	4097	4768	+	GCA_048590285_0126	26.3	9.5		SO:0001217, UniRef:UniRef50_A0A3S0T6U3
contig_20	5114	5266	-	GCA_048590285_0131	5.8	8.2		
contig_22	1631	1780	-	GCA_048590285_0140	5.5	8.9		
contig_22	5086	5346	-	GCA_048590285_0143	10.5	9.2		
contig_23	2336	2575	+	GCA_048590285_0147	9.6	10.2		
contig_23	3590	3913	-	GCA_048590285_0149	13.2	9.1		SO:0001217, UniRef:UniRef50_A0AAI9X097
contig_23	4550	5140	-	GCA_048590285_0151	23.4	9.3		SO:0001217, UniRef:UniRef50_A0A433ENJ9, UniRef:UniRef90_A0A3S0U7E2
contig_24	1702	1818	+	GCA_048590285_0152	4.6	9.3		SO:0001217, UniRef:UniRef50_A0A2P6F8D0
contig_24	2463	2666	+	GCA_048590285_0156	8.2	9.4		
contig_26	4865	5125	-	GCA_048590285_0170	9.8	9.0		
contig_27	2927	3577	+	GCA_048590285_0172	23.9	9.7		SO:0001217, UniRef:UniRef50_A0A432ZXF0, UniRef:UniRef90_A0A432ZXF0
contig_27	3598	3900	+	GCA_048590285_0173	12.1	7.8		
contig_27	3849	4142	+	GCA_048590285_0174	11.6	5.2		
contig_27	4182	4382	+	GCA_048590285_0175	8.4	5.1		
contig_27	4638	5231	+	GCA_048590285_0176	23.1	5.6		
contig_30	205	1851	+	GCA_048590285_0187	64.2	9.5		SO:0001217, UniRef:UniRef50_A0A2P6FC80, UniRef:UniRef90_A0A0K2JIR8
contig_30	1931	2380	+	GCA_048590285_0188	17.9	8.7		SO:0001217, UniRef:UniRef50_A0A1J0U0V7, UniRef:UniRef90_A0AAI9T4U0
contig_31	1533	2123	-	GCA_048590285_0195	22.9	9.1		
contig_32	184	963	+	GCA_048590285_0199	30.0	9.9		SO:0001217, UniRef:UniRef50_A0A432ZUS0, UniRef:UniRef90_A0A432ZVN8
contig_35	3	860	+	GCA_048590285_0211	31.3	8.5		SO:0001217, UniRef:UniRef50_A0A345DLF1, UniRef:UniRef90_A0A3S0U8K7
contig_35	897	2492	+	GCA_048590285_0212	NA	10.0		SO:0001217, UniRef:UniRef50_A0A2P6FFI8, UniRef:UniRef90_A0A2P6FER1
contig_36	2273	2449	-	GCA_048590285_0219	7.3	9.3		SO:0001217, UniRef:UniRef50_A0A0C2EJF9, UniRef:UniRef90_UPI0032B1F044
contig_36	4570	4707	-	GCA_048590285_0223	5.5	4.1		RefSeq:WP_157944213.1, SO:0001217, UniParc:UPI000591FE48, UniRef:UniRef100_A0A977TP57, UniRef:UniRef50_Q14MU4, UniRef:UniRef90_A0A977TP57
contig_37	3939	4238	+	GCA_048590285_0227	11.5	6.5		SO:0001217, UniRef:UniRef50_A0A1J0U1U7, UniRef:UniRef90_UPI0030D04AA3
contig_38	460	1062	-	GCA_048590285_0228	24.3	9.2		SO:0001217, UniRef:UniRef50_UPI0037DD3607, UniRef:UniRef90_UPI0037DD3607
contig_38	2563	3294	-	GCA_048590285_0231	28.9	8.9		SO:0001217, UniRef:UniRef50_UPI0030D57173
contig_40	65	358	-	GCA_048590285_0237	11.0	7.8	PF08282.18|Hydrolase_3	PFAM:PF08282.18
contig_40	2156	2305	-	GCA_048590285_0240	5.7	9.2		
contig_40	3758	3934	-	GCA_048590285_0242	7.0	6.1		
contig_40	3959	4129	-	GCA_048590285_0243	6.0	7.9		
contig_40	4131	4442	-	GCA_048590285_0244	12.2	5.2		
contig_41	4296	4523	+	GCA_048590285_0250	8.3	6.2		
contig_42	2954	4393	-	GCA_048590285_0253	56.1	8.5		SO:0001217, UniRef:UniRef50_A0A433ELK2
contig_43	247	522	+	GCA_048590285_0254	10.7	9.1		SO:0001217, UniRef:UniRef50_A0A2P6F8J7, UniRef:UniRef50_A0A2P6FEI7, UniRef:UniRef90_A0A2P6FEI7
contig_44	2650	2853	-	GCA_048590285_0263	8.2	6.5		
contig_45	383	859	+	GCA_048590285_0267	18.0	5.4		SO:0001217, UniRef:UniRef50_UPI0030CCF011, UniRef:UniRef90_UPI0030CCF011
contig_45	1039	1215	+	GCA_048590285_0269	7.0	4.6		SO:0001217, UniRef:UniRef50_A0A2P6F922, UniRef:UniRef50_A0A2P6F9R9, UniRef:UniRef90_UPI0020A0FC93
contig_45	3868	4059	+	GCA_048590285_0271	7.1	4.1		
contig_46	1386	1541	-	GCA_048590285_0275	6.4	11.3		
contig_46	4148	4237	+	GCA_048590285_0278	3.2	9.3		
contig_47	3883	4068	+	GCA_048590285_0283	7.5	9.8		SO:0001217, UniRef:UniRef50_UPI0037DC42E5, UniRef:UniRef90_UPI0037DC42E5
contig_48	3459	3665	+	GCA_048590285_0286	8.2	9.6		SO:0001217, UniRef:UniRef50_UPI0037DC2DA7, UniRef:UniRef90_UPI0037DC2DA7
contig_49	186	455	+	GCA_048590285_0288	10.8	9.5		
contig_49	449	1036	+	GCA_048590285_0289	22.5	9.7		SO:0001217, UniRef:UniRef50_UPI0037DD2F9A, UniRef:UniRef90_UPI0037DD2F9A
contig_50	3965	4108	+	GCA_048590285_0298	5.5	8.1		
contig_51	3121	3291	-	GCA_048590285_0303	6.1	6.0		SO:0001217, UniRef:UniRef50_UPI001F1CADA6, UniRef:UniRef90_UPI001FE9CAB5
contig_54	7	534	+	GCA_048590285_0311	20.8	5.6		
contig_54	3332	3874	-	GCA_048590285_0314	NA	4.9		SO:0001217, UniRef:UniRef50_UPI0030D2A9AE, UniRef:UniRef90_UPI0030D2A9AE
contig_55	112	546	+	GCA_048590285_0315	16.5	4.9		SO:0001217, UniRef:UniRef50_UPI00326D2BEF, UniRef:UniRef90_UPI00326D2BEF
contig_55	3389	3796	+	GCA_048590285_0318	15.8	9.5		
contig_56	41	256	-	GCA_048590285_0319	8.3	9.8		
contig_57	3277	3612	+	GCA_048590285_0325	13.7	9.9		
contig_58	284	511	+	GCA_048590285_0327	9.0	8.7		
contig_60	89	250	-	GCA_048590285_0337	6.1	8.9	PF08220.18|HTH_DeoR	PFAM:PF08220.18
contig_61	1601	3679	+	GCA_048590285_0343	78.3	5.1		
contig_62	784	1020	-	GCA_048590285_0345	8.6	9.6		
contig_62	1049	1150	-	GCA_048590285_0346	3.8	8.3		
contig_62	2036	2428	-	GCA_048590285_0348	14.0	6.7		SO:0001217, UniRef:UniRef50_UPI001F361A5D, UniRef:UniRef90_UPI0030D4F101
contig_63	1421	1993	-	GCA_048590285_0352	21.9	9.2		SO:0001217, UniRef:UniRef50_UPI0037DD3E08, UniRef:UniRef90_UPI0037DD3E08
contig_63	2002	2220	+	GCA_048590285_0353	8.0	7.8		
contig_63	2132	2392	-	GCA_048590285_0354	9.6	6.8		SO:0001217, UniRef:UniRef50_UPI001F4E7DB2, UniRef:UniRef90_UPI0037DD1C19
contig_63	2359	3198	-	GCA_048590285_0355	32.1	6.0		SO:0001217, UniRef:UniRef50_UPI0030D02E88, UniRef:UniRef90_UPI0032B2F1DA
contig_66	1438	1575	+	GCA_048590285_0363	5.5	10.4		
contig_68	111	782	+	GCA_048590285_0370	25.5	9.4	PF11799.13|IMS_C	PFAM:PF11799.13
contig_68	797	1087	+	GCA_048590285_0371	11.3	7.9		SO:0001217, UniRef:UniRef50_UPI00059239AB
contig_68	1129	1899	-	GCA_048590285_0372	28.7	9.4		SO:0001217, UniRef:UniRef50_A0A1J0U0Q1, UniRef:UniRef90_UPI0030D4CB48
contig_70	25	252	+	GCA_048590285_0376	8.9	9.1		
contig_70	1282	1533	+	GCA_048590285_0379	9.5	9.5		SO:0001217, UniRef:UniRef50_UPI0037DD65E0, UniRef:UniRef90_UPI0037DD65E0
contig_70	1985	2371	-	GCA_048590285_0380	14.8	9.7		
contig_71	1629	2621	+	GCA_048590285_0383	37.7	8.8		SO:0001217, UniRef:UniRef50_UPI0037DD949C, UniRef:UniRef90_UPI0037DD949C
contig_71	3176	3370	-	GCA_048590285_0385	7.5	9.4		
contig_73	826	2562	+	GCA_048590285_0388	68.6	6.5		SO:0001217, UniRef:UniRef50_A0AAX3T0K3, UniRef:UniRef90_A0AAX3T0K3
contig_74	315	593	+	GCA_048590285_0391	10.7	6.1		SO:0001217, UniRef:UniRef50_UPI0037DCF6B8, UniRef:UniRef90_UPI0037DCF6B8
contig_74	2356	2454	+	GCA_048590285_0394	3.7	8.1		
contig_74	2587	2850	+	GCA_048590285_0395	9.7	9.7		
contig_75	169	357	+	GCA_048590285_0397	7.3	9.7		SO:0001217, UniRef:UniRef50_A0A2S8NQF6, UniRef:UniRef90_A0A2S8NQF6
contig_76	2274	2447	+	GCA_048590285_0401	6.8	6.7		SO:0001217, UniRef:UniRef50_UPI0037DD38B2, UniRef:UniRef90_UPI0037DD38B2
contig_78	416	517	+	GCA_048590285_0406	3.8	10.6		
