#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	19747	20703	+	GCF_964030685_00013	37.3	7.5	PF13177.12|DNA_pol3_delta2	PFAM:PF13177.12, SO:0001217, UniRef:UniRef50_UPI00313B981B, UniRef:UniRef90_UPI00313B981B
contig_1	32034	32441	+	GCF_964030685_00019	16.5	9.7		RefSeq:WP_342189795.1, SO:0001217, UniParc:UPI00313A8C16, UniRef:UniRef100_UPI00313A8C16, UniRef:UniRef50_UPI00313A8C16, UniRef:UniRef90_UPI00313A8C16
contig_1	41425	42045	+	GCF_964030685_00028	23.7	8.8		RefSeq:WP_342189802.1, SO:0001217, UniParc:UPI00313EA034, UniRef:UniRef100_UPI00313EA034, UniRef:UniRef50_UPI00313BA32D, UniRef:UniRef90_UPI00313BA32D
contig_1	42625	42951	+	GCF_964030685_00029	12.9	9.5		RefSeq:WP_342189803.1, SO:0001217, UniParc:UPI00313D3B3B, UniRef:UniRef100_UPI00313D3B3B, UniRef:UniRef50_UPI0030D36ECA, UniRef:UniRef90_UPI0030D156D0
contig_1	42954	43175	+	GCF_964030685_00030	8.7	9.8		RefSeq:WP_342189804.1, SO:0001217, UniParc:UPI00313D2DF4, UniRef:UniRef100_UPI00313D2DF4, UniRef:UniRef50_UPI00313BE2D5, UniRef:UniRef90_UPI00313BE2D5
contig_1	43175	43336	+	GCF_964030685_00031	6.2	8.2		RefSeq:WP_342277345.1, SO:0001217, UniParc:UPI00313B19D6, UniRef:UniRef100_UPI00313B19D6, UniRef:UniRef50_UPI0030D5D253, UniRef:UniRef90_UPI0030D5D253
contig_1	43340	43570	+	GCF_964030685_00032	9.1	5.6		RefSeq:WP_338967679.1, SO:0001217, UniParc:UPI0030CB1B8B, UniRef:UniRef100_UPI0030CB1B8B, UniRef:UniRef50_UPI001C03D506, UniRef:UniRef90_UPI001C0410F2
contig_1	43649	43981	+	GCF_964030685_00033	12.6	9.0		SO:0001217, UniRef:UniRef50_UPI00313DB89D, UniRef:UniRef90_UPI00313B5686
contig_1	44006	44992	+	GCF_964030685_00034	38.8	9.4		RefSeq:WP_342189805.1, SO:0001217, UniParc:UPI00313BE07A, UniRef:UniRef100_UPI00313BE07A, UniRef:UniRef50_UPI00313B0455, UniRef:UniRef90_UPI00313B0455
contig_1	44996	45280	+	GCF_964030685_00035	10.7	9.9		RefSeq:WP_342189806.1, SO:0001217, UniParc:UPI00313D70DB, UniRef:UniRef100_UPI00313D70DB, UniRef:UniRef50_UPI00313F2357, UniRef:UniRef90_UPI00313E0CEF
