#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	13127	14275	+	GCF_021496725_0010	44.5	4.7		RefSeq:WP_168105046.1, SO:0001217, UniParc:UPI00143C4E98, UniRef:UniRef100_A0A846U171, UniRef:UniRef50_A0A846U171, UniRef:UniRef90_A0A846U171
contig_1	38949	39086	-	GCF_021496725_0030	5.1	4.4		RefSeq:WP_168105063.1, SO:0001217, UniParc:UPI001439BC6F, UniRef:UniRef100_A0A846TSV1, UniRef:UniRef50_A0A846TSV1, UniRef:UniRef90_A0A846TSV1
contig_1	45857	47785	+	GCF_021496725_0038	76.7	9.5		RefSeq:WP_168105071.1, SO:0001217, UniParc:UPI00143C52C8, UniRef:UniRef100_A0A846U9P8, UniRef:UniRef50_A0A846U9P8, UniRef:UniRef90_A0A846U9P8
contig_1	48439	49056	+	GCF_021496725_0040	24.0	9.2		RefSeq:WP_168105073.1, SO:0001217, UniParc:UPI0014391218, UniRef:UniRef100_A0A846TSW1, UniRef:UniRef50_A0A846TSW1, UniRef:UniRef90_A0A846TSW1
contig_1	60015	60620	+	GCF_021496725_0054	22.7	4.9		RefSeq:WP_168105086.1, SO:0001217, UniParc:UPI00143BF638, UniRef:UniRef100_A0A846U265, UniRef:UniRef50_A0A846U265, UniRef:UniRef90_A0A846U265
contig_1	65270	66376	+	GCF_021496725_0057	42.1	5.0		RefSeq:WP_168105089.1, SO:0001217, UniParc:UPI00143C5622, UniRef:UniRef100_A0A846TWQ0, UniRef:UniRef50_A0A846TWQ0, UniRef:UniRef90_A0A846TWQ0
contig_1	80219	80749	+	GCF_021496725_0069	20.3	4.9		RefSeq:WP_168105100.1, SO:0001217, UniParc:UPI00143BFF81, UniRef:UniRef100_A0A846U0S7, UniRef:UniRef50_A0A846U0S7, UniRef:UniRef90_A0A846U0S7
contig_1	110459	110689	+	GCF_021496725_0094	9.2	9.3		
contig_1	126256	126795	+	GCF_021496725_0124	20.2	4.3		RefSeq:WP_168105149.1, SO:0001217, UniParc:UPI001439351B, UniRef:UniRef100_A0A846UDW1, UniRef:UniRef50_A0A846UDW1, UniRef:UniRef90_A0A846UDW1
contig_1	126933	127439	+	GCF_021496725_0125	19.6	5.4		RefSeq:WP_168105150.1, SO:0001217, UniParc:UPI00143A862F, UniRef:UniRef100_A0A846U2D6, UniRef:UniRef50_A0A846U2D6, UniRef:UniRef90_A0A846U2D6
contig_1	130274	130786	-	GCF_021496725_0127	19.0	4.7		RefSeq:WP_168105152.1, SO:0001217, UniParc:UPI001438D29B, UniRef:UniRef100_A0A846TX93, UniRef:UniRef50_A0A846TX93, UniRef:UniRef90_A0A846TX93
contig_1	152238	152594	+	GCF_021496725_0150	13.9	7.8		RefSeq:WP_168105173.1, SO:0001217, UniParc:UPI0014387B98, UniRef:UniRef100_A0A846TWX8, UniRef:UniRef50_A0A846TWX8, UniRef:UniRef90_A0A846TWX8
contig_1	159456	160097	-	GCF_021496725_0160	25.4	8.5		RefSeq:WP_168105182.1, SO:0001217, UniParc:UPI00143C3435, UniRef:UniRef100_A0A846TXC0, UniRef:UniRef50_A0A846TXC0, UniRef:UniRef90_A0A846TXC0
contig_1	160257	160436	+	GCF_021496725_0161	6.8	6.6		RefSeq:WP_168105183.1, SO:0001217, UniParc:UPI00143955F3, UniRef:UniRef100_A0A846TWY6, UniRef:UniRef50_A0A846TWY6, UniRef:UniRef90_A0A846TWY6
