#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	2110	2592	-	GCA_964263215_00003	18.6	5.3		
contig_1	2619	3956	-	GCA_964263215_00004	50.7	4.9		
contig_1	20115	20456	-	GCA_964263215_00017	13.7	7.8		SO:0001217, UniRef:UniRef50_S5MEX1, UniRef:UniRef90_UPI0030D0B6FA
contig_1	35053	35214	-	GCA_964263215_00029	6.3	9.9		RefSeq:WP_339030392.1, SO:0001217, UniParc:UPI0030CBB2E0, UniRef:UniRef100_UPI0030CBB2E0, UniRef:UniRef50_A0A0M4KF14, UniRef:UniRef90_A0A0M4KF14
contig_1	39746	40072	-	GCA_964263215_00034	12.8	8.8		RefSeq:WP_342275192.1, SO:0001217, UniParc:UPI00313AFCF3, UniRef:UniRef100_UPI00313AFCF3, UniRef:UniRef50_S5MK46, UniRef:UniRef90_UPI0030D4DB43
contig_1	44462	44971	-	GCA_964263215_00039	21.0	5.5		SO:0001217, UniRef:UniRef50_S5MK50, UniRef:UniRef90_UPI00313CE7C1
contig_1	50352	51662	-	GCA_964263215_00043	49.6	8.3		SO:0001217, UniRef:UniRef50_A0A0M5KJB8, UniRef:UniRef90_UPI00313CA73B
contig_1	54079	55203	-	GCA_964263215_00046	44.1	8.5		SO:0001217, UniRef:UniRef50_S5MHW9, UniRef:UniRef90_UPI0030CD83C6
contig_1	78443	79150	-	GCA_964263215_00068	27.8	4.6		SO:0001217, UniRef:UniRef50_UPI0030D1E79F, UniRef:UniRef90_UPI0030D1E79F
contig_1	83496	83861	-	GCA_964263215_00073	14.5	5.1		SO:0001217, UniRef:UniRef50_S5MHY7, UniRef:UniRef90_UPI00313C13BC
contig_1	109402	111834	-	GCA_964263215_00098	95.4	6.1		SO:0001217, UniRef:UniRef50_A0A0M3SJH2, UniRef:UniRef90_UPI00313B0232
contig_1	118986	119936	+	GCA_964263215_00105	36.9	5.8		SO:0001217, UniRef:UniRef50_A0A0M4JXC8
contig_1	121002	121808	-	GCA_964263215_00107	31.6	8.2		SO:0001217, UniRef:UniRef50_S5MKA0, UniRef:UniRef90_UPI00313CFCD1
contig_1	134182	134487	-	GCA_964263215_00117	11.6	9.8		SO:0001217, UniRef:UniRef50_A0A5B9Y7Z8, UniRef:UniRef90_UPI00313E5137
contig_1	138393	139559	-	GCA_964263215_00121	43.2	5.9		SO:0001217, UniRef:UniRef50_A0A2K9BY99, UniRef:UniRef90_UPI00313BA232
contig_1	142510	143241	-	GCA_964263215_00126	28.2	5.3		RefSeq:WP_342275276.1, SO:0001217, UniParc:UPI00313B698B, UniRef:UniRef100_UPI00313B698B, UniRef:UniRef50_S5MF55, UniRef:UniRef90_UPI0030CAE0EF
contig_1	145468	146157	-	GCA_964263215_00130	27.5	9.5		RefSeq:WP_342275279.1, SO:0001217, UniParc:UPI00313E9338, UniRef:UniRef100_UPI00313E9338, UniRef:UniRef50_A0A2K8SEW5, UniRef:UniRef90_A0A0M4JJ62
contig_1	152392	152814	-	GCA_964263215_00141	17.1	9.1		SO:0001217, UniRef:UniRef50_A0A0M3SJI0, UniRef:UniRef90_UPI0030CBE646
contig_1	152792	154054	-	GCA_964263215_00142	49.6	5.8		SO:0001217, UniRef:UniRef50_A0A0M5KH36, UniRef:UniRef90_UPI0030CC40D7
contig_1	163368	163625	-	GCA_964263215_00151	9.5	8.8	PF02866.23|Ldh_1_C	PFAM:PF02866.23
contig_1	164207	164323	-	GCA_964263215_00153	4.1	7.9		
contig_1	164780	164878	-	GCA_964263215_00155	3.5	10.4		
contig_1	164878	165009	-	GCA_964263215_00156	4.8	9.3		
contig_1	209467	209844	-	GCA_964263215_00203	14.8	10.1		
contig_1	231961	232716	-	GCA_964263215_00221	29.7	5.0		SO:0001217, UniRef:UniRef50_S5M0X7, UniRef:UniRef90_UPI00313D9669
contig_1	233938	234132	-	GCA_964263215_00223	7.5	9.8		RefSeq:WP_339030054.1, SO:0001217, UniParc:UPI0030D00809, UniRef:UniRef100_UPI0030D00809, UniRef:UniRef50_S5MFD4, UniRef:UniRef90_A0A0M4JTJ4
contig_1	239093	240775	-	GCA_964263215_00228	66.3	5.0		SO:0001217, UniRef:UniRef50_A0A0M3SJJ8, UniRef:UniRef90_UPI00313AAFE9
