# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3	1352	+	GCF_964019755_00001	dnaA	(5' truncated) chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0005737, GO:0005886, GO:0006270, GO:0006275, GO:0016887, KEGG:K02313, SO:0001217, UniRef:UniRef50_P34028, UniRef:UniRef90_P34028
contig_1	cds	1526	2644	+	GCF_964019755_00002	dnaN	DNA polymerase III subunit beta	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0005737, GO:0006260, GO:0006271, GO:0008408, GO:0009360, KEGG:K02338, RefSeq:WP_338955399.1, SO:0001217, UniParc:UPI0030D1C6F8, UniRef:UniRef100_UPI0030D1C6F8, UniRef:UniRef50_P34029, UniRef:UniRef90_P34029
contig_1	cds	2759	4681	+	GCF_964019755_00003	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005694, GO:0005737, GO:0006261, GO:0006265, GO:0034335, GO:0046872, KEGG:K02470, RefSeq:WP_338955401.1, SO:0001217, UniParc:UPI0030CC1E7F, UniRef:UniRef100_UPI0030CC1E7F, UniRef:UniRef50_P22447, UniRef:UniRef90_P34031
contig_1	cds	4698	7160	+	GCF_964019755_00004	gyrA	DNA gyrase subunit A	EC:5.6.2.2, GO:0003677, GO:0003916, GO:0003918, GO:0005524, GO:0006259, GO:0006265, KEGG:K02469, RefSeq:WP_338955403.1, SO:0001217, UniParc:UPI0030CEDEB7, UniRef:UniRef100_UPI0030CEDEB7, UniRef:UniRef50_P05653, UniRef:UniRef90_P34030
contig_1	cds	7164	8435	+	GCF_964019755_00005	serS	serine--tRNA ligase	EC:6.1.1.11, GO:0000166, GO:0004828, GO:0005524, GO:0006434, KEGG:K01875, RefSeq:WP_338955406.1, SO:0001217, UniParc:UPI0030D3D206, UniRef:UniRef100_UPI0030D3D206, UniRef:UniRef50_A5VHP5, UniRef:UniRef90_UPI0030D3D206
contig_1	ncRNA	8505	8595	+	GCF_964019755_00006	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
contig_1	cds	8612	9055	+	GCF_964019755_00007		tRNA(adenine(34)) deaminase	RefSeq:WP_338955408.1, SO:0001217, UniParc:UPI0030CF6DB4, UniRef:UniRef100_UPI0030CF6DB4, UniRef:UniRef50_R4U2K4, UniRef:UniRef90_A0A0K2JET8
contig_1	cds	9124	11196	+	GCF_964019755_00008	dnaX	DNA polymerase III subunit gamma/tau	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0005524, GO:0006260, GO:0009360, KEGG:K02343, RefSeq:WP_338955410.1, SO:0001217, UniParc:UPI0030D4F8CA, UniRef:UniRef100_UPI0030D4F8CA, UniRef:UniRef50_A0A1J0TZ61, UniRef:UniRef90_UPI0030D4F8CA
contig_1	cds	11384	11494	+	GCF_964019755_00009		Plectrovirus spv1-c74 orf 14 protein	SO:0001217, UniRef:UniRef50_Q14LW1, UniRef:UniRef90_A0A2P6FDE6
contig_1	cds	11583	11687	-	GCF_964019755_00010		(pseudo) lipoprotein	SO:0001217, UniRef:UniRef50_A0A345DLQ1, UniRef:UniRef90_UPI00209DF7CA
contig_1	cds	11779	13704	+	GCF_964019755_00011		ABC transporter ATP-binding protein	RefSeq:WP_338955414.1, SO:0001217, UniParc:UPI0030D0D783, UniRef:UniRef100_UPI0030D0D783, UniRef:UniRef50_R4U2Q3, UniRef:UniRef90_UPI0030D0D783
contig_1	cds	13718	14680	+	GCF_964019755_00012	nrnA	bifunctional oligoribonuclease/PAP phosphatase NrnA	EC:3.1.13.3, EC:3.1.3.7, KEGG:K06881, RefSeq:WP_338955416.1, SO:0001217, UniParc:UPI0030CD0093, UniRef:UniRef100_UPI0030CD0093, UniRef:UniRef50_A0A2P6FAC9, UniRef:UniRef90_UPI0030CD0093
contig_1	cds	14683	15267	+	GCF_964019755_00013		thymidine kinase	EC:2.7.1.21, GO:0004797, GO:0005524, KEGG:K00857, RefSeq:WP_338955419.1, SO:0001217, UniParc:UPI0030D457DA, UniRef:UniRef100_UPI0030D457DA, UniRef:UniRef50_A0A8T3U0R6, UniRef:UniRef90_A0A0K2JIT5
contig_1	cds	15780	15947	+	GCF_964019755_00014		helix-turn-helix domain-containing protein	RefSeq:WP_338955423.1, SO:0001217, UniParc:UPI0030CF16D4, UniRef:UniRef100_UPI0030CF16D4, UniRef:UniRef50_UPI0030CED619, UniRef:UniRef90_UPI0030CED619
contig_1	cds	16021	16461	+	GCF_964019755_00015		Spiroplasmavirus-related protein	RefSeq:WP_338955426.1, SO:0001217, UniParc:UPI0030CACBBD, UniRef:UniRef100_UPI0030CACBBD, UniRef:UniRef50_A0A0K2JG92, UniRef:UniRef90_UPI0030CACBBD
contig_1	cds	16509	16649	+	GCF_964019755_00016		(pseudo) transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D3635F
contig_1	cds	17033	17629	+	GCF_964019755_00017		DDE-type integrase/transposase/recombinase	RefSeq:WP_338954388.1, SO:0001217, UniParc:UPI0030CF87DE, UniRef:UniRef100_UPI0030CF87DE, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	17687	17998	+	GCF_964019755_00018		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SXC2, UniRef:UniRef90_UPI0030D4A91A
contig_1	cds	18218	18388	-	GCF_964019755_00019		hypothetical protein	RefSeq:WP_338955430.1, SO:0001217, UniParc:UPI0030D42CB4, UniRef:UniRef100_UPI0030D42CB4, UniRef:UniRef50_UPI0030D42CB4, UniRef:UniRef90_UPI0030D42CB4
contig_1	cds	18741	19817	+	GCF_964019755_00020	prfA	peptide chain release factor 1	GO:0003747, GO:0006415, KEGG:K02835, RefSeq:WP_338955434.1, SO:0001217, UniParc:UPI0030D60021, UniRef:UniRef100_UPI0030D60021, UniRef:UniRef50_A5IZH6, UniRef:UniRef90_A0A1J0TZA5
contig_1	cds	19817	20677	+	GCF_964019755_00021	prmC	peptide chain release factor N(5)-glutamine methyltransferase	EC:2.1.1.297, GO:0006412, GO:0008757, GO:0018364, RefSeq:WP_338955435.1, SO:0001217, UniParc:UPI0030CC9DC0, UniRef:UniRef100_UPI0030CC9DC0, UniRef:UniRef50_R4U2Q4, UniRef:UniRef90_UPI0030CC9DC0
contig_1	cds	20712	20822	+	GCF_964019755_00022		hypothetical protein	
contig_1	cds	21525	22265	+	GCF_964019755_00023		DNA methyltransferase	RefSeq:WP_338955437.1, SO:0001217, UniParc:UPI0030CB09E2, UniRef:UniRef100_UPI0030CB09E2, UniRef:UniRef50_A0A1J0Z1E6, UniRef:UniRef90_UPI0030CC0BD8
contig_1	cds	22301	22609	-	GCF_964019755_00024		Hypothetical transmembrane protein	RefSeq:WP_338955439.1, SO:0001217, UniParc:UPI0030D56580, UniRef:UniRef100_UPI0030D56580, UniRef:UniRef50_Q14Q80, UniRef:UniRef90_UPI0030D06EB3
contig_1	cds	22697	22960	+	GCF_964019755_00025		transposase family protein	RefSeq:WP_338954581.1, SO:0001217, UniParc:UPI0030CE1387, UniRef:UniRef100_UPI0030CE1387, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	23221	23817	+	GCF_964019755_00026		DDE-type integrase/transposase/recombinase	RefSeq:WP_338955441.1, SO:0001217, UniParc:UPI0030D10802, UniRef:UniRef100_UPI0030D10802, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	24062	24622	+	GCF_964019755_00027		UPF0236 family transposase-like protein	RefSeq:WP_338955443.1, SO:0001217, UniParc:UPI0030D2319C, UniRef:UniRef100_UPI0030D2319C, UniRef:UniRef50_A0A2S8NRK3, UniRef:UniRef90_UPI0030CDD951
contig_1	cds	24970	25509	+	GCF_964019755_00028		L-threonylcarbamoyladenylate synthase	RefSeq:WP_338955445.1, SO:0001217, UniParc:UPI0030CA6361, UniRef:UniRef100_UPI0030CA6361, UniRef:UniRef50_A0A0H3XLL3, UniRef:UniRef90_A0A0K2JIT3
contig_1	cds	25502	26233	-	GCF_964019755_00029	deoD	purine-nucleoside phosphorylase	EC:2.4.2.1, GO:0004731, GO:0006139, KEGG:K03784, RefSeq:WP_338955446.1, SO:0001217, UniParc:UPI0030D39232, UniRef:UniRef100_UPI0030D39232, UniRef:UniRef50_S5MIP4, UniRef:UniRef90_UPI0030D39232
contig_1	cds	26642	27631	+	GCF_964019755_00030	ftsZ	Cell division protein FtsZ	RefSeq:WP_338955448.1, SO:0001217, UniParc:UPI0030CF38B5, UniRef:UniRef100_UPI0030CF38B5, UniRef:UniRef50_A0A0H3XK14, UniRef:UniRef90_UPI0030CF38B5
contig_1	cds	27652	30285	+	GCF_964019755_00031		Transmembrane protein	RefSeq:WP_338955450.1, SO:0001217, UniParc:UPI0030CF7BA1, UniRef:UniRef100_UPI0030CF7BA1, UniRef:UniRef50_A0A3S0TMD7, UniRef:UniRef90_UPI0030CF7BA1
contig_1	cds	30404	30514	-	GCF_964019755_00032		Plectrovirus spv1-c74 orf 14 protein	SO:0001217, UniRef:UniRef50_Q14LW1, UniRef:UniRef90_A0A2P6FDE6
contig_1	cds	30923	32488	+	GCF_964019755_00033		Abc transporter atp binding component abc transporter protein	KEGG:K23537, RefSeq:WP_338955452.1, SO:0001217, UniParc:UPI0030D4650C, UniRef:UniRef100_UPI0030D4650C, UniRef:UniRef50_A0A2P6FG06, UniRef:UniRef90_Q14QD3
contig_1	cds	32472	34634	+	GCF_964019755_00034		ABC transporter permease subunit	RefSeq:WP_338955454.1, SO:0001217, UniParc:UPI0030D209B2, UniRef:UniRef100_UPI0030D209B2, UniRef:UniRef50_W0GPI5, UniRef:UniRef90_UPI0030D209B2
contig_1	cds	34634	35548	+	GCF_964019755_00035		Putative abc transporter permease component transmembrane protein	KEGG:K23536, RefSeq:WP_338955455.1, SO:0001217, UniParc:UPI0030D3E748, UniRef:UniRef100_UPI0030D3E748, UniRef:UniRef50_W0GJV2, UniRef:UniRef90_Q14QD1
contig_1	cds	35655	35948	+	GCF_964019755_00036		hypothetical protein	RefSeq:WP_338955458.1, SO:0001217, UniParc:UPI0030D15740, UniRef:UniRef100_UPI0030D15740, UniRef:UniRef50_UPI0030D15740, UniRef:UniRef90_UPI0030D15740
contig_1	cds	35911	39729	+	GCF_964019755_00037	rpoB	DNA-directed RNA polymerase subunit beta	EC:2.7.7.6, GO:0000428, GO:0001054, GO:0001055, GO:0001056, GO:0001057, GO:0001058, GO:0001066, GO:0003677, GO:0003899, GO:0006351, GO:0032549, KEGG:K03043, RefSeq:WP_338955460.1, SO:0001217, UniParc:UPI0030D44A03, UniRef:UniRef100_UPI0030D44A03, UniRef:UniRef50_Q6F0L7, UniRef:UniRef90_P47767
contig_1	cds	39744	43505	+	GCF_964019755_00038	rpoC	DNA-directed RNA polymerase subunit beta'	EC:2.7.7.6, GO:0003677, GO:0003899, GO:0006351, KEGG:K03046, RefSeq:WP_338955462.1, SO:0001217, UniParc:UPI0030CDFEA7, UniRef:UniRef100_UPI0030CDFEA7, UniRef:UniRef50_B7C9U1, UniRef:UniRef90_UPI0030CDFEA7
contig_1	cds	43638	44060	+	GCF_964019755_00039	rpsL	30S ribosomal protein S12	COG:COG0048, COG:J, GO:0003735, GO:0006412, GO:0015935, KEGG:K02950, RefSeq:WP_338956474.1, SO:0001217, UniParc:UPI0030D47FFA, UniRef:UniRef100_UPI0030D47FFA, UniRef:UniRef50_P0A0H0, UniRef:UniRef90_R4UK78
contig_1	cds	44083	44550	+	GCF_964019755_00040	rpsG	30S ribosomal protein S7	GO:0003735, GO:0006412, GO:0015935, KEGG:K02992, RefSeq:WP_338955464.1, SO:0001217, UniParc:UPI0030CA9C87, UniRef:UniRef100_UPI0030CA9C87, UniRef:UniRef50_P21469, UniRef:UniRef90_R4U2S8
contig_1	cds	44572	46650	+	GCF_964019755_00041	fusA	elongation factor G	GO:0003746, GO:0005525, GO:0006414, KEGG:K02355, RefSeq:WP_338955466.1, SO:0001217, UniParc:UPI0030CF5A20, UniRef:UniRef100_UPI0030CF5A20, UniRef:UniRef50_Q2NJ19, UniRef:UniRef90_UPI0030CF5A20
contig_1	cds	46768	47958	+	GCF_964019755_00042	tuf	elongation factor Tu	GO:0003746, GO:0005525, GO:0006414, RefSeq:WP_338955468.1, SO:0001217, UniParc:UPI0030CF53BE, UniRef:UniRef100_UPI0030CF53BE, UniRef:UniRef50_O66429, UniRef:UniRef90_A0A0K2JIQ7
contig_1	cds	48149	48673	-	GCF_964019755_00043		lipoprotein	RefSeq:WP_338955471.1, SO:0001217, UniParc:UPI0030D01C4E, UniRef:UniRef100_UPI0030D01C4E, UniRef:UniRef50_A0A2P6FEX0, UniRef:UniRef90_UPI0030D01C4E
contig_1	cds	48911	51904	-	GCF_964019755_00044		2-oxo acid dehydrogenase subunit E2	RefSeq:WP_338955473.1, SO:0001217, UniParc:UPI0030CA5BB4, UniRef:UniRef100_UPI0030CA5BB4, UniRef:UniRef50_W6AUV1, UniRef:UniRef90_UPI0030CA5BB4
contig_1	cds	52071	52301	-	GCF_964019755_00045		hypothetical protein	RefSeq:WP_338955475.1, SO:0001217, UniParc:UPI0030CBBF35, UniRef:UniRef100_UPI0030CBBF35, UniRef:UniRef50_UPI001F350042, UniRef:UniRef90_UPI0030CBBF35
