#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	80	310	-	GCA_964019825_00001	8.7	7.9		
contig_1	22261	22551	+	GCA_964019825_00021	11.3	5.4	PF03590.20|AsnA	PFAM:PF03590.20, SO:0001217, UniRef:UniRef50_UPI0030CB3267, UniRef:UniRef90_UPI0030CB3267
contig_1	22576	22755	+	GCA_964019825_00022	6.9	8.1		
contig_1	22816	23154	+	GCA_964019825_00023	13.0	5.1		SO:0001217, UniRef:UniRef50_UPI0030CF8B73, UniRef:UniRef90_UPI0030CF8B73
contig_1	24098	24349	+	GCA_964019825_00024	9.5	4.1		SO:0001217, UniRef:UniRef50_UPI0030D34FCF, UniRef:UniRef90_UPI0030D34FCF
contig_1	30935	31543	+	GCA_964019825_00032	23.5	9.7		
contig_1	31795	32007	+	GCA_964019825_00033	8.7	9.0		
contig_1	32009	32323	+	GCA_964019825_00034	12.4	4.2		
contig_1	35866	36483	+	GCA_964019825_00043	23.9	8.8		SO:0001217, UniRef:UniRef50_A0A2P6F9S6, UniRef:UniRef90_UPI00148B18E4
contig_1	36490	37143	+	GCA_964019825_00044	25.3	4.9		SO:0001217, UniRef:UniRef50_A0A2P6F8Y2
contig_1	37153	37257	+	GCA_964019825_00045	4.0	4.8		SO:0001217, UniRef:UniRef50_UPI0020A08D9C, UniRef:UniRef90_UPI0020A08D9C
contig_1	37261	37875	+	GCA_964019825_00046	24.3	5.3		SO:0001217, UniRef:UniRef50_A0A433ESZ6, UniRef:UniRef90_A0A433ESZ6
contig_1	39688	40290	+	GCA_964019825_00048	22.9	6.8		
contig_1	45966	46382	+	GCA_964019825_00056	16.2	10.2		SO:0001217, UniRef:UniRef50_A0A433EQ07
contig_1	57112	57390	-	GCA_964019825_00067	11.0	5.5		
contig_1	57393	57563	-	GCA_964019825_00068	6.7	4.1		SO:0001217, UniRef:UniRef50_Q14MU4
contig_1	58229	58471	-	GCA_964019825_00070	9.3	9.3		
contig_1	59853	60050	+	GCA_964019825_00072	7.6	4.5		
contig_1	69829	70704	+	GCA_964019825_00079	34.0	9.6		SO:0001217, UniRef:UniRef50_A0A2P6FBV7
contig_1	70901	71056	+	GCA_964019825_00080	5.6	5.6		SO:0001217, UniRef:UniRef50_W6AIS1, UniRef:UniRef90_UPI0018AD5917
contig_1	83379	83558	+	GCA_964019825_00087	6.9	4.7		SO:0001217, UniRef:UniRef50_UPI0030D2DECA
contig_1	85817	85990	-	GCA_964019825_00091	6.6	9.7		
contig_1	88112	88243	+	GCA_964019825_00096	5.0	9.9		SO:0001217, UniRef:UniRef50_A0A2P6F9A3, UniRef:UniRef90_A0A2P6F9A3
contig_1	88409	88885	+	GCA_964019825_00097	18.4	8.5		SO:0001217, UniRef:UniRef50_A0A2P6F9S6, UniRef:UniRef50_A0A3S0URV8, UniRef:UniRef90_A0A2P6F9S6, UniRef:UniRef90_A0A3S0URV8
contig_1	89807	90133	+	GCA_964019825_00099	12.5	8.9		SO:0001217, UniRef:UniRef50_A0A2P6F8L6, UniRef:UniRef90_UPI0032B2BD04
contig_1	90242	90469	+	GCA_964019825_00100	9.4	8.7		
contig_1	90674	90898	+	GCA_964019825_00101	8.5	8.6		SO:0001217, UniRef:UniRef50_UPI00313B880B, UniRef:UniRef90_UPI00209DD167
contig_1	90905	91318	+	GCA_964019825_00102	15.9	5.8		SO:0001217, UniRef:UniRef50_UPI000D644D07, UniRef:UniRef90_UPI000D644D07
contig_1	91340	91519	+	GCA_964019825_00103	7.0	9.6		SO:0001217, UniRef:UniRef50_UPI000D66D9FB, UniRef:UniRef50_UPI0010572FFB, UniRef:UniRef90_UPI0030D201FD
contig_1	91562	92218	+	GCA_964019825_00104	25.5	5.0		SO:0001217, UniRef:UniRef50_UPI0030CB9CD3, UniRef:UniRef90_UPI0030CB9CD3
contig_1	93502	94764	-	GCA_964019825_00107	47.3	7.7		
contig_1	95549	95740	+	GCA_964019825_00110	7.2	5.4		
contig_1	96444	96608	+	GCA_964019825_00112	6.3	9.5		
contig_1	97997	98773	+	GCA_964019825_00114	30.7	8.8		
contig_1	100156	100497	-	GCA_964019825_00116	13.6	9.5		
contig_1	105555	105806	+	GCA_964019825_00121	10.1	11.9		
contig_1	106567	107154	+	GCA_964019825_00123	22.4	9.9		
contig_1	113763	113921	+	GCA_964019825_00130	6.1	4.3		
contig_1	114699	114821	+	GCA_964019825_00132	4.4	9.7		SO:0001217, UniRef:UniRef50_A0A2P6F8A0, UniRef:UniRef90_A0A2P6F8A0
contig_1	114945	115514	+	GCA_964019825_00133	22.0	5.1		
