67.1	PF00308.21	105	313	5	211	209	100	442	219	0.473	0.945	203
67.1	PF08299.14	351	419	1	69	69	32	442	69	0.156	1.000	72
67.97	PF13411.9	7	72	3	67	66	38	127	69	0.520	0.942	49
67.97	PF00376.26	8	42	3	37	35	14	127	38	0.276	0.921	42
67.129	PF02502.21	3	140	1	139	139	40	143	139	0.965	1.000	201
67.257	PF00294.27	1	295	1	300	300	204	308	302	0.958	0.993	143
67.321	PF04011.15	58	202	1	150	150	77	203	150	0.714	1.000	129
67.353	PF13370.9	6	56	1	57	57	32	60	58	0.850	0.983	38
67.353	PF13459.9	5	57	2	66	65	36	60	66	0.883	0.985	34
67.385	PF01926.26	126	186	2	64	63	32	317	114	0.192	0.553	57
67.385	PF02421.21	126	191	3	72	70	44	317	156	0.208	0.449	40
67.417	PF07724.17	451	610	1	169	169	63	715	171	0.224	0.988	200
67.417	PF17871.4	199	298	1	100	100	36	715	104	0.140	0.962	127
67.417	PF10431.12	618	693	1	75	76	39	715	81	0.106	0.926	70
67.417	PF00004.32	59	193	3	127	135	88	715	132	0.189	0.947	62
67.417	PF07728.17	456	574	2	122	121	84	715	139	0.166	0.871	55
67.417	PF00004.32	457	590	2	117	134	87	715	132	0.187	0.879	45
67.577	PF01687.20	173	291	2	123	122	67	294	124	0.405	0.984	97
67.641	PF08282.15	9	277	2	255	269	175	286	255	0.941	0.996	128
67.705	PF00665.29	12	95	21	103	84	52	170	103	0.494	0.806	54
67.705	PF13683.9	87	139	5	57	53	32	170	67	0.312	0.791	39
67.769	PF01553.24	101	228	4	134	131	77	304	135	0.421	0.970	91
67.801	PF04472.15	98	157	4	63	60	28	163	72	0.368	0.833	63
67.833	PF01458.20	215	441	1	218	227	101	470	218	0.483	1.000	232
67.833	PF19295.2	145	204	112	171	60	30	470	172	0.128	0.349	57
67.897	PF13274.9	34	128	2	114	113	71	167	114	0.569	0.991	41
67.961	PF01588.23	85	170	1	84	86	55	193	96	0.446	0.875	49
67.993	PF02361.19	137	252	105	211	116	64	305	218	0.380	0.491	82
67.1025	PF00297.25	97	200	209	342	134	76	239	369	0.435	0.363	52
67.1057	PF01018.25	4	152	1	152	152	74	334	155	0.446	0.981	143
67.1057	PF01926.26	158	282	1	114	125	66	334	114	0.374	1.000	93
67.1057	PF02421.21	159	213	3	56	55	32	334	156	0.165	0.346	41
67.1089	PF00749.24	3	320	1	314	318	129	478	314	0.665	1.000	362
67.1089	PF19269.2	353	470	13	134	122	84	478	142	0.247	0.859	53
67.1121	PF02096.23	156	362	1	162	207	120	398	166	0.520	0.976	74
67.2	PF00712.22	1	120	1	117	120	80	374	121	0.321	0.967	59
67.2	PF02768.18	251	371	3	120	121	82	374	121	0.324	0.975	57
67.2	PF02767.19	133	247	1	116	116	80	374	116	0.307	1.000	55
67.34	PF00471.23	8	53	2	47	46	16	53	47	0.868	0.979	61
67.98	PF08240.15	27	135	1	109	109	57	342	109	0.319	1.000	96
67.98	PF00107.29	176	303	1	128	128	78	342	130	0.374	0.985	87
67.130	PF14681.9	5	206	1	207	207	82	207	207	0.976	1.000	241
67.226	PF00122.23	172	351	16	181	180	111	904	181	0.199	0.917	97
67.226	PF00689.24	715	895	3	182	181	136	904	182	0.200	0.989	60
67.226	PF00702.29	536	644	118	211	109	68	904	211	0.121	0.445	44
67.290	PF03129.23	551	640	1	92	92	49	649	94	0.139	0.979	77
67.290	PF00587.28	330	538	8	178	209	126	649	179	0.322	0.955	76
67.322	PF04011.15	60	204	1	150	150	80	204	150	0.711	1.000	123
67.386	PF01351.21	24	189	2	184	183	124	213	199	0.779	0.920	63
67.418	PF01628.24	103	320	1	218	218	137	339	219	0.643	0.995	136
67.450	PF01965.27	4	171	3	163	168	97	191	165	0.880	0.976	117
67.514	PF01048.23	43	208	46	213	168	129	512	234	0.324	0.718	46
67.546	PF01979.23	46	378	1	348	348	268	381	348	0.874	1.000	69
67.546	PF07969.14	325	379	408	473	66	35	381	473	0.144	0.140	42
67.578	PF01261.27	25	287	2	249	263	160	301	250	0.874	0.992	153
67.642	PF08282.15	8	276	1	255	269	173	285	255	0.944	1.000	136
67.674	PF00575.26	2	67	5	68	66	40	76	75	0.868	0.853	42
67.706	PF13276.9	3	56	6	60	55	28	102	60	0.529	0.917	49
67.770	PF00186.22	1	145	1	143	145	68	157	160	0.924	0.894	143
67.802	PF00091.28	11	172	1	197	197	98	435	197	0.372	1.000	135
67.802	PF12327.11	219	313	1	95	95	43	435	95	0.218	1.000	100
67.834	PF01592.19	14	93	6	88	83	49	146	129	0.548	0.643	57
67.898	PF02800.23	156	317	1	158	162	53	337	158	0.481	1.000	214
67.898	PF00044.27	3	103	2	101	101	26	337	101	0.300	0.990	154
67.930	PF00358.23	3	128	1	126	126	67	866	127	0.145	0.992	108
67.930	PF02378.21	411	583	121	316	196	138	866	324	0.200	0.605	43
67.962	PF02645.19	2	274	1	277	277	187	280	280	0.975	0.989	134
67.994	PF00005.30	142	294	1	150	153	98	406	150	0.377	1.000	88
67.1026	PF00338.25	8	101	2	98	97	36	102	98	0.922	0.990	120
67.1090	PF02542.19	2	153	1	155	155	86	157	155	0.968	1.000	121
67.1122	PF00825.21	1	109	1	110	110	67	109	110	1.000	1.000	73
67.3	PF00204.28	221	388	1	174	174	70	632	175	0.266	0.994	198
67.3	PF00986.24	561	620	3	62	60	9	632	63	0.095	0.952	108
67.3	PF01751.25	417	529	1	107	113	68	632	107	0.179	1.000	71
67.3	PF02518.29	31	125	2	84	95	55	632	112	0.150	0.741	54
67.163	PF00773.22	238	570	1	323	333	155	697	323	0.478	1.000	325
67.163	PF00575.26	620	694	5	72	75	45	697	75	0.108	0.907	41
67.259	PF00834.22	5	204	1	194	200	118	227	198	0.881	0.980	136
67.291	PF00005.30	390	536	3	150	148	85	610	150	0.241	0.987	112
67.291	PF00664.26	89	294	47	244	206	155	610	274	0.338	0.723	53
67.323	PF00590.23	14	217	2	212	211	160	291	213	0.701	0.991	53
67.355	PF02224.21	7	213	1	205	207	106	225	211	0.920	0.972	184
67.387	PF02878.19	45	183	4	134	139	62	560	138	0.248	0.949	139
67.387	PF02880.19	320	447	1	114	128	73	560	114	0.229	1.000	78
67.387	PF02879.19	207	314	1	103	108	62	560	103	0.193	1.000	75
67.387	PF00408.23	502	540	24	62	39	16	560	74	0.070	0.527	46
67.419	PF01025.22	86	222	31	166	137	75	222	166	0.617	0.819	111
67.451	PF00857.23	3	155	2	148	153	107	156	175	0.981	0.840	61
67.643	PF01926.26	24	143	1	114	120	76	195	114	0.615	1.000	66
67.643	PF03193.19	15	78	94	160	67	42	195	167	0.328	0.401	39
