43.1	PF00308.21	103	313	3	211	211	102	442	219	0.477	0.954	203
43.1	PF08299.14	351	419	1	69	69	30	442	69	0.156	1.000	77
43.33	PF00471.23	7	52	2	47	46	13	52	47	0.885	0.979	69
43.65	PF17757.4	164	252	3	91	89	42	661	91	0.135	0.978	91
43.65	PF12344.11	555	596	1	42	42	7	661	43	0.064	0.977	76
43.65	PF00271.34	451	547	18	109	97	55	661	111	0.147	0.829	68
43.65	PF04851.18	20	86	8	80	73	42	661	172	0.101	0.424	47
43.97	PF00580.24	9	272	1	314	314	155	722	315	0.366	0.997	227
43.97	PF13361.9	278	615	1	501	501	267	722	501	0.468	1.000	117
43.97	PF13245.9	23	258	12	151	236	106	722	151	0.327	0.927	76
43.97	PF13538.9	551	610	1	51	60	30	722	52	0.083	0.981	44
43.193	PF00005.30	18	177	1	148	160	93	251	150	0.637	0.987	102
43.225	PF01580.21	660	814	37	242	206	92	983	243	0.158	0.848	145
43.225	PF17854.4	515	617	1	101	103	42	983	101	0.105	1.000	117
43.225	PF09397.13	918	977	3	62	60	10	983	63	0.061	0.952	104
43.385	PF00359.25	6	148	2	143	143	76	764	144	0.187	0.986	122
43.385	PF02302.20	167	248	3	79	82	45	764	90	0.107	0.856	62
43.481	PF13604.9	329	493	2	161	165	104	736	192	0.224	0.833	94
43.481	PF13245.9	333	463	1	149	149	85	736	151	0.178	0.987	86
43.481	PF18335.4	572	630	1	61	61	33	736	65	0.080	0.938	51
43.481	PF13538.9	656	705	3	52	50	27	736	52	0.068	0.962	44
43.481	PF13086.9	328	366	1	40	40	18	736	261	0.053	0.153	43
43.513	PF00232.21	50	451	51	451	402	242	453	453	0.887	0.885	273
43.545	PF00753.30	465	638	4	197	194	135	687	197	0.253	0.985	52
43.577	PF00884.26	19	346	19	308	328	236	512	309	0.641	0.939	59
43.705	PF01638.20	15	99	4	88	85	35	102	91	0.833	0.934	98
43.769	PF12146.11	80	270	2	215	214	154	311	239	0.614	0.895	42
43.801	PF01458.20	24	231	11	218	208	136	256	218	0.812	0.954	119
43.833	PF13684.9	225	546	1	313	322	164	546	313	0.590	1.000	280
43.833	PF02734.20	32	194	1	173	173	90	546	175	0.299	0.989	141
43.865	PF01300.21	12	168	1	178	178	121	168	179	0.935	0.994	52
43.929	PF00673.24	89	182	1	94	94	16	184	94	0.511	1.000	164
43.929	PF00281.22	29	85	1	57	57	13	184	57	0.310	1.000	91
43.961	PF00177.24	2	148	3	149	147	33	155	149	0.948	0.987	235
43.993	PF13520.9	15	343	1	312	329	258	525	427	0.627	0.731	48
43.2	PF00712.22	1	123	1	120	123	76	374	121	0.329	0.992	76
43.2	PF02768.18	251	371	3	120	121	76	374	121	0.324	0.975	72
43.2	PF02767.19	133	247	1	116	116	81	374	116	0.307	1.000	53
43.34	PF00584.23	89	133	10	54	45	25	136	55	0.331	0.818	38
43.66	PF17760.4	132	243	2	109	112	51	946	109	0.118	0.991	113
43.66	PF17755.4	294	405	1	111	112	57	946	111	0.118	1.000	101
43.98	PF00381.22	3	83	2	82	81	30	87	82	0.931	0.988	101
43.130	PF00860.23	21	410	1	382	390	269	479	389	0.814	0.982	173
43.226	PF08459.14	365	516	1	161	161	74	588	161	0.259	1.000	155
43.290	PF00583.28	164	242	33	117	85	55	256	117	0.309	0.726	40
43.386	PF13393.9	7	303	1	309	309	223	411	309	0.723	1.000	102
43.386	PF00587.28	65	159	1	99	99	60	411	179	0.231	0.553	63
43.418	PF00005.30	18	50	3	34	33	11	78	150	0.423	0.213	44
43.482	PF01979.23	46	377	1	348	348	271	380	348	0.874	1.000	61
43.514	PF00367.23	11	44	1	34	34	9	572	34	0.059	1.000	54
43.578	PF01925.22	13	209	6	183	197	140	276	237	0.714	0.751	49
43.610	PF00359.25	6	145	4	142	140	75	826	144	0.169	0.965	117
43.610	PF02302.20	168	248	3	79	81	48	826	90	0.098	0.856	53
43.706	PF01048.23	3	195	1	208	208	155	218	234	0.885	0.889	45
43.738	PF07733.15	859	1130	3	260	272	145	1483	260	0.183	0.992	213
43.738	PF17657.4	1133	1285	1	166	166	98	1483	166	0.103	1.000	100
43.738	PF13361.9	438	590	188	334	153	100	1483	501	0.103	0.293	78
43.738	PF02811.22	345	421	2	70	77	39	1483	176	0.052	0.392	61
43.802	PF00005.30	19	169	1	147	151	98	247	150	0.611	0.980	82
43.866	PF00106.28	11	193	3	187	185	123	266	195	0.688	0.949	97
43.866	PF13561.9	15	190	1	176	176	130	266	234	0.662	0.752	63
43.866	PF01370.24	13	140	3	115	128	86	266	241	0.481	0.469	40
43.930	PF17136.7	45	101	6	62	57	22	105	65	0.543	0.877	70
43.930	PF00467.32	9	39	2	32	31	12	105	32	0.295	0.969	40
43.930	PF16906.8	6	41	42	77	36	18	105	114	0.343	0.316	36
43.962	PF00164.28	12	136	1	114	125	48	139	114	0.899	1.000	141
43.994	PF13520.9	15	286	1	252	272	207	528	427	0.515	0.590	44
43.3	PF00204.28	222	389	1	174	174	73	634	175	0.265	0.994	190
43.3	PF00986.24	563	622	3	62	60	8	634	63	0.095	0.952	111
43.3	PF01751.25	418	530	1	107	113	66	634	107	0.178	1.000	75
43.3	PF02518.29	32	149	2	101	118	70	634	112	0.186	0.893	55
43.35	PF02357.22	17	121	1	107	107	49	208	107	0.505	1.000	110
43.99	PF00268.24	29	297	1	278	278	139	340	280	0.791	0.993	247
43.131	PF08282.15	9	272	1	255	264	181	277	255	0.953	1.000	114
43.195	PF01368.23	14	133	1	120	120	86	315	143	0.381	0.839	51
43.227	PF03449.18	6	76	1	71	71	24	157	71	0.452	1.000	95
43.227	PF01272.22	84	156	3	75	73	33	157	77	0.465	0.948	77
43.259	PF06723.16	8	333	3	327	326	115	340	327	0.959	0.994	417
43.259	PF14450.9	154	319	2	143	166	110	340	143	0.488	0.993	48
43.387	PF00152.23	114	545	2	320	432	178	572	321	0.755	0.994	341
43.387	PF01336.28	19	88	1	75	75	44	572	76	0.122	0.987	48
43.515	PF01522.24	37	135	1	94	99	50	249	124	0.398	0.758	87
43.547	PF00005.30	22	163	2	150	149	92	857	150	0.166	0.993	87
43.579	PF03781.19	1	282	5	254	282	146	284	254	0.993	0.984	205
43.611	PF20511.1	7	103	3	112	110	69	303	144	0.320	0.764	48
43.675	PF13087.9	1129	1253	84	196	125	67	1300	199	0.096	0.568	90
43.675	PF13086.9	613	648	2	37	36	12	1300	261	0.028	0.138	49
43.707	PF01467.29	6	162	1	148	157	97	366	150	0.429	0.987	89
43.707	PF01966.25	197	307	1	120	120	83	366	122	0.303	0.984	41
43.739	PF02163.25	17	402	3	330	386	250	413	330	0.935	0.994	116
43.771	PF00005.30	467	586	58	148	120	60	720	150	0.167	0.607	68
43.771	PF08352.15	639	669	1	31	31	7	720	65	0.043	0.477	50
43.771	PF00005.30	32	60	5	33	29	8	720	150	0.040	0.193	44
43.835	PF00830.22	3	60	1	59	59	25	66	60	0.879	0.983	67
43.867	PF01066.24	1	160	1	134	160	86	219	150	0.731	0.893	96
43.931	PF00238.22	1	122	1	122	122	28	122	122	1.000	1.000	194
43.995	PF01134.25	5	395	2	390	391	125	623	392	0.628	0.992	529
43.995	PF13932.9	399	613	1	210	215	90	623	210	0.345	1.000	237
43.4	PF00521.23	33	472	1	426	440	175	810	426	0.543	1.000	502
43.4	PF03989.16	659	700	2	43	42	20	810	48	0.052	0.875	44
43.4	PF03989.16	610	654	1	47	47	24	810	48	0.056	0.979	42
43.36	PF00160.24	16	167	12	156	152	77	170	158	0.894	0.918	132
43.100	PF07972.14	23	143	1	120	121	33	151	120	0.801	1.000	179
43.132	PF00085.23	8	101	6	102	97	43	101	103	0.931	0.942	100
43.132	PF13905.9	21	83	4	94	91	46	101	94	0.624	0.968	36
43.164	PF07992.17	3	290	1	289	289	230	327	305	0.881	0.948	64
43.196	PF00587.28	329	537	8	178	209	122	645	179	0.324	0.955	88
43.196	PF03129.23	550	637	1	91	91	51	645	94	0.136	0.968	69
43.196	PF02824.24	1	61	1	60	61	36	645	60	0.095	1.000	44
43.228	PF00590.23	14	218	1	212	212	154	293	213	0.700	0.995	72
43.260	PF12838.10	11	54	2	52	51	27	60	52	0.733	0.981	35
43.292	PF00886.22	8	64	1	62	62	20	124	62	0.460	1.000	82
43.356	PF01509.21	26	177	1	149	152	57	306	149	0.497	1.000	184
43.420	PF00005.30	18	143	3	147	145	83	222	150	0.568	0.967	81
43.484	PF01408.25	2	120	1	120	120	71	326	120	0.365	1.000	86
43.580	PF00294.27	1	305	1	302	305	232	305	302	1.000	1.000	87
43.612	PF08282.15	9	279	2	255	271	177	287	255	0.944	0.996	124
43.676	PF01844.26	73	116	1	44	44	25	119	47	0.370	0.936	37
43.708	PF08282.15	8	278	3	255	271	169	285	255	0.951	0.992	144
43.740	PF08436.15	138	219	1	84	84	16	374	84	0.219	1.000	141
43.740	PF13288.9	249	367	1	115	119	61	374	115	0.318	1.000	103
43.740	PF02670.19	4	124	1	129	129	82	374	129	0.324	1.000	66
43.772	PF00005.30	368	466	54	150	99	55	629	150	0.157	0.647	78
43.772	PF08352.15	517	573	1	57	57	28	629	65	0.091	0.877	56
43.772	PF00005.30	30	74	4	44	45	22	629	150	0.072	0.273	41
