3.1	PF12796.10	64	129	24	83	66	37	166	83	0.398	0.723	44
3.33	PF09180.14	427	483	11	70	60	23	483	70	0.118	0.857	71
3.33	PF03129.23	295	379	1	86	86	57	483	94	0.176	0.915	46
3.33	PF00587.28	110	275	9	175	167	131	483	179	0.344	0.933	41
3.65	PF00268.24	28	296	1	278	278	140	339	280	0.794	0.993	244
3.129	PF05362.16	569	765	2	198	197	46	794	205	0.248	0.961	309
3.129	PF00004.32	351	493	1	132	143	82	794	132	0.180	1.000	94
3.129	PF02190.19	8	196	1	201	201	140	794	206	0.238	0.976	73
3.193	PF00297.25	21	74	262	345	84	38	100	369	0.540	0.228	39
3.257	PF07690.19	46	166	21	132	121	83	482	353	0.251	0.317	45
3.289	PF13684.9	234	552	2	313	319	171	552	313	0.578	0.997	259
3.289	PF02734.20	34	201	1	173	173	99	552	175	0.304	0.989	124
3.321	PF02361.19	12	230	2	211	219	147	282	218	0.777	0.963	100
3.449	PF10088.12	429	559	5	134	131	88	573	140	0.229	0.929	68
3.513	PF03382.17	105	224	1	121	121	35	258	121	0.465	1.000	173
3.609	PF03129.23	376	463	1	91	91	54	471	94	0.187	0.968	62
3.2	PF00312.25	8	85	3	80	78	33	88	81	0.886	0.963	89
3.98	PF00156.30	22	165	15	158	144	96	193	158	0.746	0.911	78
3.162	PF00889.22	73	285	1	208	213	122	292	208	0.729	1.000	155
3.194	PF00573.25	17	206	2	192	191	85	209	193	0.909	0.990	203
3.226	PF01687.20	185	300	4	124	121	58	313	124	0.371	0.976	115
3.226	PF06574.15	26	164	13	158	146	82	313	158	0.444	0.924	104
3.354	PF01653.21	8	316	3	318	316	130	671	319	0.461	0.991	354
3.354	PF03120.19	321	394	2	75	74	23	671	79	0.110	0.937	104
3.354	PF12826.10	510	573	1	64	64	20	671	64	0.095	1.000	89
3.354	PF03119.19	406	431	1	26	26	6	671	27	0.039	0.963	42
3.418	PF00266.22	26	408	1	371	383	202	427	371	0.897	1.000	314
3.578	PF06071.16	281	363	1	83	83	13	365	84	0.227	0.988	147
3.578	PF01926.26	5	108	3	88	104	50	365	114	0.285	0.754	76
3.610	PF00303.22	2	289	1	270	288	70	289	270	0.997	1.000	434
3.642	PF01648.23	3	59	1	62	62	31	106	114	0.538	0.544	52
3.3	PF02660.18	15	214	1	163	200	96	237	163	0.844	1.000	143
3.67	PF00814.28	22	302	1	270	281	125	312	271	0.901	0.996	286
3.99	PF01434.21	432	617	1	189	189	73	673	191	0.276	0.990	224
3.99	PF00004.32	222	348	1	128	128	47	673	132	0.189	0.970	160
3.99	PF06068.16	220	255	51	88	38	13	673	351	0.053	0.108	49
3.99	PF17862.4	375	418	2	45	44	20	673	45	0.065	0.978	48
3.99	PF07728.17	221	344	1	139	139	93	673	139	0.184	1.000	46
