79.33	PF00005.30	38	194	1	150	157	83	269	150	0.584	1.000	128
79.65	PF00958.25	420	511	1	92	92	10	512	92	0.180	1.000	172
79.65	PF00117.31	9	189	2	191	190	98	512	191	0.354	0.995	157
79.65	PF03054.19	216	292	1	96	96	55	512	202	0.150	0.475	41
79.129	PF00154.24	117	376	3	262	260	45	440	262	0.591	0.992	446
79.161	PF04327.15	1	97	1	89	97	52	104	90	0.933	0.989	73
79.193	PF01687.20	178	283	5	116	112	58	293	124	0.362	0.903	94
79.193	PF06574.15	8	156	1	157	157	98	293	158	0.509	0.994	89
79.289	PF14681.9	5	206	1	207	207	86	207	207	0.976	1.000	229
79.321	PF01588.23	95	175	1	78	81	40	208	96	0.389	0.812	75
79.353	PF02653.19	10	261	4	254	252	186	304	270	0.829	0.930	90
79.385	PF03306.16	8	224	1	217	217	85	241	219	0.900	0.991	258
79.545	PF00177.24	2	148	3	149	147	32	155	149	0.948	0.987	236
79.577	PF02378.21	8	90	1	91	91	56	102	324	0.814	0.281	49
79.609	PF00238.22	1	122	1	122	122	26	122	122	1.000	1.000	198
79.673	PF13614.9	1	164	1	156	164	97	268	177	0.612	0.881	104
79.673	PF01656.26	4	196	1	193	193	135	268	234	0.720	0.825	88
79.705	PF02782.19	53	160	87	194	108	60	214	198	0.505	0.545	88
79.737	PF03496.17	42	239	5	176	198	106	261	197	0.759	0.873	130
79.833	PF00163.22	3	93	1	93	93	42	204	93	0.446	1.000	98
79.833	PF01479.28	95	141	2	48	47	16	204	48	0.230	0.979	63
79.897	PF02609.19	7	58	1	52	52	26	73	52	0.712	1.000	51
79.961	PF01171.23	11	202	1	184	192	116	435	184	0.441	1.000	119
79.1025	PF02274.20	6	274	102	377	276	134	277	377	0.971	0.732	257
79.1057	PF13683.9	176	232	12	67	57	31	242	67	0.236	0.836	47
79.66	PF00156.30	19	158	15	157	143	106	174	158	0.805	0.905	46
79.98	PF08282.15	5	262	1	255	258	169	269	255	0.959	1.000	139
79.98	PF05116.16	157	242	124	213	90	62	269	247	0.320	0.364	39
79.162	PF00829.24	1	97	1	100	100	33	181	100	0.536	1.000	133
79.194	PF08240.15	13	123	1	109	111	62	165	109	0.673	1.000	85
79.258	PF08282.15	10	257	1	237	248	166	284	255	0.873	0.929	113
79.322	PF05343.17	1	172	91	264	174	88	173	292	0.994	0.596	158
79.354	PF02653.19	88	306	18	223	219	155	712	270	0.308	0.763	72
79.514	PF00471.23	3	49	1	47	47	14	49	47	0.959	1.000	69
79.546	PF00164.28	40	134	16	112	97	32	140	114	0.679	0.851	129
79.610	PF17136.7	45	101	6	61	57	20	106	65	0.538	0.862	74
79.610	PF16906.8	8	70	44	96	63	31	106	114	0.594	0.465	48
79.610	PF00467.32	8	39	1	32	32	13	106	32	0.302	1.000	39
79.642	PF00291.28	1	265	10	278	269	153	268	294	0.989	0.915	200
79.738	PF03495.17	25	102	1	78	78	8	118	78	0.661	1.000	149
79.866	PF06144.16	3	176	2	172	174	118	321	174	0.542	0.983	84
79.898	PF02601.18	124	416	1	304	304	145	430	305	0.681	0.997	286
79.898	PF13742.9	6	97	1	91	92	35	430	95	0.214	0.958	113
79.898	PF01336.28	28	97	1	70	70	43	430	76	0.163	0.921	48
79.962	PF01434.21	440	617	7	189	183	73	672	191	0.265	0.958	210
79.962	PF00004.32	223	354	1	132	132	52	672	132	0.196	1.000	157
79.962	PF17862.4	377	414	2	39	38	14	672	45	0.057	0.844	48
79.962	PF06068.16	221	256	51	88	38	14	672	351	0.054	0.108	48
79.994	PF01261.27	25	288	1	248	264	167	308	250	0.857	0.992	135
79.1026	PF01134.25	2	234	30	299	270	157	257	392	0.907	0.689	138
79.1058	PF00453.21	3	109	1	107	107	20	119	107	0.899	1.000	180
79.99	PF00085.23	20	103	19	103	85	37	103	103	0.816	0.825	93
79.99	PF13098.9	17	99	3	108	106	62	103	110	0.806	0.964	38
79.99	PF13905.9	20	77	2	86	85	41	103	94	0.563	0.904	37
79.131	PF01066.24	1	162	1	134	162	86	236	150	0.686	0.893	96
79.163	PF00455.25	57	117	1	63	63	37	118	160	0.517	0.394	44
79.259	PF01926.26	158	220	1	61	63	38	358	114	0.176	0.535	42
79.323	PF05343.17	1	64	17	79	64	28	64	292	1.000	0.216	71
79.355	PF00005.30	25	174	2	150	150	85	521	150	0.288	0.993	115
79.355	PF00005.30	280	431	1	143	152	107	521	150	0.292	0.953	53
79.515	PF13508.10	56	128	6	79	74	50	143	81	0.510	0.914	38
79.515	PF13673.10	61	125	39	104	66	43	143	128	0.455	0.516	38
79.579	PF01380.25	124	209	5	91	87	59	280	132	0.307	0.659	44
79.579	PF01418.20	12	67	14	69	56	34	280	77	0.200	0.727	40
79.611	PF00673.24	85	178	1	94	94	12	180	94	0.522	1.000	172
79.611	PF00281.22	25	81	1	57	57	18	180	57	0.317	1.000	79
79.643	PF00005.30	29	167	3	148	146	93	325	150	0.428	0.973	78
79.675	PF02378.21	74	341	114	313	268	145	552	324	0.486	0.617	106
79.675	PF00367.23	463	496	1	34	34	9	552	34	0.062	1.000	52
79.803	PF07724.17	336	499	1	168	168	85	606	171	0.271	0.982	150
79.803	PF07728.17	341	459	2	122	121	88	606	139	0.196	0.871	44
79.835	PF01926.26	26	145	1	114	120	75	199	114	0.603	1.000	66
79.835	PF12631.10	25	61	95	130	37	14	199	321	0.186	0.112	46
79.835	PF02421.21	27	80	3	56	54	31	199	156	0.271	0.346	42
79.899	PF01226.20	23	275	3	236	253	149	287	236	0.882	0.992	152
79.963	PF01430.22	2	276	1	266	275	154	287	267	0.958	0.996	203
79.995	PF00782.23	10	149	1	130	140	101	157	133	0.892	0.977	39
79.1059	PF01632.22	2	62	1	61	61	24	64	61	0.953	1.000	74
79.36	PF02463.22	3	963	1	1171	1171	778	988	1171	0.973	1.000	217
79.36	PF06470.16	415	534	1	116	120	61	988	117	0.121	0.991	106
79.36	PF13476.9	6	204	1	199	199	151	988	200	0.201	0.995	63
79.132	PF00106.28	10	194	1	187	187	123	267	195	0.693	0.959	102
79.132	PF13561.9	16	191	1	176	176	131	267	234	0.659	0.752	63
79.164	PF08459.14	372	523	1	161	161	77	593	161	0.256	1.000	149
79.260	PF09419.13	19	142	17	156	140	90	182	170	0.681	0.824	55
79.260	PF13242.9	118	151	15	48	34	15	182	75	0.187	0.453	38
79.324	PF02645.19	3	273	1	273	273	177	280	280	0.968	0.975	153
79.452	PF03652.18	5	138	3	135	134	68	139	135	0.964	0.985	122
79.484	PF00383.26	14	125	2	99	112	56	166	101	0.675	0.970	87
79.484	PF14437.9	40	125	27	103	86	54	166	138	0.518	0.558	39
79.612	PF00253.24	9	60	1	54	54	14	61	54	0.852	1.000	81
79.676	PF04055.24	104	245	1	136	142	102	249	167	0.570	0.814	49
79.708	PF04607.20	240	350	1	116	116	39	749	117	0.148	0.991	151
79.708	PF13328.9	30	179	1	156	156	83	749	157	0.200	0.994	127
