#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	3297	4163	-	GCA_031119525_0003	34.0	8.4		
contig_1	4388	4987	-	GCA_031119525_0004	22.8	5.4		
contig_1	5825	6382	-	GCA_031119525_0007	20.3	10.1		
contig_1	6718	7266	-	GCA_031119525_0008	21.0	4.6		
contig_1	7615	8013	+	GCA_031119525_0009	15.4	5.2		
contig_1	8077	8478	+	GCA_031119525_0010	15.2	6.7		
contig_1	9315	9803	-	GCA_031119525_0013	18.7	9.8		
contig_1	9861	9992	-	GCA_031119525_0014	4.8	9.9		
contig_1	12571	12894	+	GCA_031119525_0023	12.2	10.0		SO:0001217, UniRef:UniRef50_A0A846U4N5
contig_1	13609	13860	-	GCA_031119525_0025	9.2	6.6		SO:0001217, UniRef:UniRef50_UPI002022B637
contig_1	22792	23160	+	GCA_031119525_0034	14.2	9.3		SO:0001217, UniRef:UniRef50_UPI002022CA4E
contig_1	30645	31313	+	GCA_031119525_0042	26.1	9.3	PF00881.29|Nitroreductase	PFAM:PF00881.29
contig_1	36302	38314	+	GCA_031119525_0044	75.7	5.2		
contig_1	38699	39334	-	GCA_031119525_0045	26.0	9.9		
contig_1	51356	53017	-	GCA_031119525_0056	62.3	7.6	PF13684.11|FakA-like_C, PF21645.3|FakA-like_M	PFAM:PF13684.11, PFAM:PF21645.3
contig_1	56729	57133	-	GCA_031119525_0061	14.8	10.5		
contig_1	57723	58151	-	GCA_031119525_0063	16.9	9.4		
contig_1	58267	58575	-	GCA_031119525_0064	12.3	9.8		
contig_1	58544	58990	-	GCA_031119525_0065	18.0	6.3	PF13274.11|SocA_Panacea	PFAM:PF13274.11
contig_1	61797	62228	-	GCA_031119525_0068	16.7	4.7		SO:0001217, UniRef:UniRef50_A0A846TWQ1
contig_1	69061	69528	+	GCA_031119525_0075	17.8	9.4		
contig_1	78413	79210	-	GCA_031119525_0082	31.3	9.5		SO:0001217, UniRef:UniRef50_A0A846UD88
contig_1	83966	84493	+	GCA_031119525_0087	19.8	4.9		
contig_1	86534	88435	+	GCA_031119525_0089	72.7	9.4		
contig_1	88467	89336	+	GCA_031119525_0090	33.7	8.9		
contig_1	92575	93402	+	GCA_031119525_0097	30.0	8.6	PF05215.18|Spiralin	PFAM:PF05215.18
contig_2	12310	13347	-	GCA_031119525_0106	40.5	4.9		
contig_2	14273	14656	-	GCA_031119525_0108	14.6	9.0	PF03083.21|MtN3_slv, PF04193.19|PQ-loop	PFAM:PF03083.21, PFAM:PF04193.19
contig_2	14656	15051	-	GCA_031119525_0109	14.6	9.4	PF03083.21|MtN3_slv, PF04193.19|PQ-loop	PFAM:PF03083.21, PFAM:PF04193.19
contig_2	15147	15299	-	GCA_031119525_0110	6.2	4.9		
contig_2	20124	21839	-	GCA_031119525_0113	67.9	6.8		
contig_2	28528	29835	+	GCA_031119525_0118	51.6	5.1		
contig_3	1495	2583	+	GCA_031119525_0119	41.1	4.6	PF08450.18|SGL, PF13570.12|PQQ_3	PFAM:PF08450.18, PFAM:PF13570.12
contig_3	2760	3089	+	GCA_031119525_0120	13.2	9.9		
contig_3	3062	3217	+	GCA_031119525_0121	6.3	8.1		
contig_4	90	437	-	GCA_031119525_0124	13.5	9.7		SO:0001217, UniRef:UniRef50_UPI002022AD95
contig_4	6596	8029	-	GCA_031119525_0129	55.4	8.2	PF13402.12|Peptidase_M60	PFAM:PF13402.12
contig_4	10779	12329	+	GCA_031119525_0133	60.9	5.8		
contig_4	14270	14680	+	GCA_031119525_0135	15.6	8.6		
contig_4	14697	15350	+	GCA_031119525_0136	25.7	8.9		
contig_4	33176	38638	-	GCA_031119525_0153	205.6	9.3		SO:0001217, UniRef:UniRef50_UPI002022AFB3
contig_4	38830	40842	-	GCA_031119525_0154	76.8	5.5		
contig_4	41129	42232	-	GCA_031119525_0155	41.8	4.8		
contig_4	42349	42525	-	GCA_031119525_0156	6.5	9.5		
contig_4	45497	46873	-	GCA_031119525_0158	51.9	9.2		
contig_4	46966	49512	-	GCA_031119525_0159	96.5	5.4		
contig_4	57342	58661	+	GCA_031119525_0166	51.5	9.4		SO:0001217, UniRef:UniRef50_UPI00202312CE
contig_4	59242	59532	-	GCA_031119525_0168	11.3	9.1	PF12674.12|Zn_ribbon_2	PFAM:PF12674.12
contig_4	59776	60063	+	GCA_031119525_0169	11.2	4.8		
contig_4	73708	74967	+	GCA_031119525_0182	48.0	8.9		
contig_4	78415	79293	+	GCA_031119525_0185	33.0	5.1		
contig_4	80611	81405	+	GCA_031119525_0187	30.7	5.7		
contig_4	81505	83286	+	GCA_031119525_0188	67.1	4.4		
contig_4	85697	86725	-	GCA_031119525_0192	40.6	5.2		
contig_4	88481	90478	-	GCA_031119525_0194	80.0	8.5		
contig_4	91814	92665	-	GCA_031119525_0196	33.8	9.1		
contig_4	95736	98471	-	GCA_031119525_0198	104.0	5.6		
contig_4	98666	100924	-	GCA_031119525_0199	86.8	8.8	PF10412.15|TrwB_AAD_bind	PFAM:PF10412.15
contig_4	101717	102511	-	GCA_031119525_0201	31.7	7.1		
contig_4	102610	103710	-	GCA_031119525_0202	43.2	9.4		
contig_4	103927	104376	-	GCA_031119525_0203	17.2	9.8		SO:0001217, UniRef:UniRef50_UPI0020BF24F6
contig_4	105704	107647	-	GCA_031119525_0205	76.1	6.1	PF13589.12|HATPase_c_3	PFAM:PF13589.12
contig_4	107685	108059	-	GCA_031119525_0206	15.1	8.7		
contig_4	108101	109678	-	GCA_031119525_0207	57.0	9.8		
contig_4	109680	110003	-	GCA_031119525_0208	11.6	6.7		
contig_4	110075	110380	-	GCA_031119525_0209	11.5	8.8		
contig_4	110432	110965	-	GCA_031119525_0210	20.3	4.7		
contig_4	110969	111355	-	GCA_031119525_0211	15.1	4.3		
contig_4	111411	111695	-	GCA_031119525_0212	11.2	9.7		
contig_4	111842	112201	-	GCA_031119525_0213	13.8	9.4		SO:0001217, UniRef:UniRef50_UPI0027DED996
contig_4	112473	112760	-	GCA_031119525_0214	10.9	10.3		
contig_4	120232	120966	-	GCA_031119525_0225	28.0	9.5		
contig_4	122389	122610	+	GCA_031119525_0227	8.7	4.3		
contig_4	128105	128500	+	GCA_031119525_0233	15.3	6.7		
contig_4	128514	129377	+	GCA_031119525_0234	33.4	7.8	PF13676.11|TIR_2	PFAM:PF13676.11
contig_4	129698	129796	-	GCA_031119525_0235	3.2	9.3		
contig_4	129784	129957	-	GCA_031119525_0236	6.4	10.0		
contig_4	130936	131220	-	GCA_031119525_0238	11.0	8.7		SO:0001217, UniRef:UniRef50_UPI0030CCB69C
contig_4	131453	132340	-	GCA_031119525_0239	35.6	8.9		
contig_4	136587	139205	+	GCA_031119525_0244	97.6	4.8	PF21564.2|Caudo_bapla_RBP_neck	PFAM:PF21564.2
contig_4	139342	140145	+	GCA_031119525_0245	29.6	7.6		
contig_4	143943	144692	+	GCA_031119525_0251	29.7	9.1		SO:0001217, UniRef:UniRef50_A0A846TRW6
contig_4	148282	148833	-	GCA_031119525_0256	21.8	6.1		
contig_4	150716	151483	-	GCA_031119525_0258	26.9	9.6		
contig_4	162574	163101	-	GCA_031119525_0268	20.3	9.5		
contig_4	168899	169930	-	GCA_031119525_0273	41.4	9.3	PF01541.30|GIY-YIG	PFAM:PF01541.30
contig_4	173258	174403	-	GCA_031119525_0279	44.7	8.6		
contig_4	174706	176145	-	GCA_031119525_0280	56.1	5.3		
contig_4	179658	179906	-	GCA_031119525_0285	10.0	9.8		SO:0001217, UniRef:UniRef50_A0A846U0A7
contig_4	181032	182267	+	GCA_031119525_0287	48.7	7.6		
contig_4	189217	191187	-	GCA_031119525_0296	73.4	5.6		
contig_4	193780	193959	+	GCA_031119525_0300	6.6	9.2		
contig_4	194065	194922	+	GCA_031119525_0301	33.0	8.7		
contig_4	195084	196229	+	GCA_031119525_0302	43.7	8.5		
contig_4	196352	197644	-	GCA_031119525_0303	47.2	5.1		
contig_4	213998	214237	-	GCA_031119525_0317	8.4	9.4		SO:0001217, UniRef:UniRef50_UPI00157AB6DF
contig_4	223905	224750	-	GCA_031119525_0329	32.7	4.7		
contig_4	230983	231804	+	GCA_031119525_0334	32.1	10.0		SO:0001217, UniRef:UniRef50_UPI0020231638
contig_4	240867	242789	-	GCA_031119525_0341	72.4	8.2		
contig_4	244371	245237	+	GCA_031119525_0344	33.6	9.6		
contig_4	248552	249541	-	GCA_031119525_0348	38.6	9.5		SO:0001217, UniRef:UniRef50_UPI0020229DA2
contig_4	258103	258489	-	GCA_031119525_0357	15.4	9.6		SO:0001217, UniRef:UniRef50_UPI002022D5B3
contig_4	266193	266885	+	GCA_031119525_0366	26.5	9.5		
contig_4	266887	267543	+	GCA_031119525_0367	26.0	9.3		
contig_4	273210	274055	+	GCA_031119525_0373	33.4	4.8		
contig_4	274323	275186	+	GCA_031119525_0374	34.0	9.2		
contig_4	275267	276910	-	GCA_031119525_0375	58.9	9.4	PF02302.22|PTS_IIB	PFAM:PF02302.22
contig_4	284533	285498	+	GCA_031119525_0382	39.1	9.1		SO:0001217, UniRef:UniRef50_A0A846U1H3
contig_4	286989	288311	-	GCA_031119525_0384	46.9	7.2	PF00198.28|2-oxoacid_dh, PF00364.28|Biotin_lipoyl, PF13533.12|Biotin_lipoyl_2	PFAM:PF00198.28, PFAM:PF00364.28, PFAM:PF13533.12
contig_4	290923	291417	-	GCA_031119525_0387	19.0	7.9		
contig_5	333	584	+	GCA_031119525_0388	10.2	6.6		
contig_5	1989	3569	+	GCA_031119525_0389	64.1	5.5		
contig_5	5941	6054	-	GCA_031119525_0394	4.4	10.2	PF00444.23|Ribosomal_L36	PFAM:PF00444.23
contig_5	13312	13635	-	GCA_031119525_0408	12.2	10.3	PF00366.26|Ribosomal_S17	PFAM:PF00366.26
contig_5	13625	14083	-	GCA_031119525_0409	17.5	9.9		
contig_5	19098	19892	-	GCA_031119525_0419	32.2	6.1		SO:0001217, UniRef:UniRef50_UPI002022B0D5
contig_5	19897	19989	-	GCA_031119525_0420	3.7	9.9		
contig_5	35491	35724	-	GCA_031119525_0430	9.0	10.5		
contig_5	44855	45415	-	GCA_031119525_0437	22.2	9.2		
