# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3	1358	+	GCF_964019715_00001	dnaA	(5' truncated) chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0006270, GO:0006275, KEGG:K02313, SO:0001217, UniRef:UniRef50_A0A846U523, UniRef:UniRef90_UPI0030CD3377
contig_1	oriC	1359	1513	?			origin of replication	
contig_1	cds	1534	2655	+	GCF_964019715_00002	dnaN	DNA polymerase III subunit beta	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0006260, GO:0009360, KEGG:K02338, RefSeq:WP_338967809.1, SO:0001217, UniParc:UPI0030CE1780, UniRef:UniRef100_UPI0030CE1780, UniRef:UniRef50_UPI00313CBB49, UniRef:UniRef90_UPI00313CBB49
contig_1	cds	2727	3512	-	GCF_964019715_00003		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI00313E19C3, UniRef:UniRef90_UPI00313DD2E4
contig_1	cds	3935	5842	+	GCF_964019715_00004	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005694, GO:0006265, KEGG:K02470, SO:0001217, UniRef:UniRef50_A0A3P8KWL2, UniRef:UniRef90_UPI0035C8D316
contig_1	cds	5856	8294	+	GCF_964019715_00005	gyrA	DNA gyrase subunit A	EC:5.6.2.2, GO:0003677, GO:0003916, GO:0003918, GO:0005524, GO:0006259, GO:0006265, KEGG:K02469, RefSeq:WP_338967811.1, SO:0001217, UniParc:UPI0030CAF50C, UniRef:UniRef100_UPI0030CAF50C, UniRef:UniRef50_A0A847AZB8, UniRef:UniRef90_UPI00313AB768
contig_1	cds	8328	9608	+	GCF_964019715_00006	serS	serine--tRNA ligase	EC:6.1.1.11, GO:0000166, GO:0004828, GO:0005524, GO:0006434, KEGG:K01875, RefSeq:WP_338967812.1, SO:0001217, UniParc:UPI0030D300C6, UniRef:UniRef100_UPI0030D300C6, UniRef:UniRef50_Q8DR22, UniRef:UniRef90_UPI0035C8CC63
contig_1	ncRNA	9852	9946	+	GCF_964019715_00007	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
contig_1	cds	9978	10433	+	GCF_964019715_00008		nucleoside deaminase	EC:3.5.4.33, KEGG:K11991, RefSeq:WP_338967813.1, SO:0001217, UniParc:UPI0030CE4B0E, UniRef:UniRef100_UPI0030CE4B0E, UniRef:UniRef50_A0A846UDJ0, UniRef:UniRef90_UPI0030CE4B0E
contig_1	cds	10527	12344	+	GCF_964019715_00009	dnaX	DNA polymerase III subunit gamma/tau	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0005524, GO:0006260, GO:0009360, KEGG:K02343, RefSeq:WP_338967814.1, SO:0001217, UniParc:UPI0030D3668C, UniRef:UniRef100_UPI0030D3668C, UniRef:UniRef50_UPI00313DBDAF, UniRef:UniRef90_UPI00313DBDAF
contig_1	cds	12365	12973	+	GCF_964019715_00010	recR	recombination mediator RecR	GO:0003677, GO:0006281, GO:0006310, GO:0046872, KEGG:K06187, RefSeq:WP_338967816.1, SO:0001217, UniParc:UPI0030D4F13C, UniRef:UniRef100_UPI0030D4F13C, UniRef:UniRef50_UPI00313D5361, UniRef:UniRef90_UPI00313D5361
contig_1	cds	12989	13645	+	GCF_964019715_00011	tmk	dTMP kinase	EC:2.7.4.9, GO:0004798, GO:0005524, GO:0006233, KEGG:K00943, RefSeq:WP_338967817.1, SO:0001217, UniParc:UPI0030D5CCED, UniRef:UniRef100_UPI0030D5CCED, UniRef:UniRef50_W6A8X9, UniRef:UniRef90_UPI0030D5CCED
contig_1	cds	13729	14685	+	GCF_964019715_00012		hypothetical protein	PFAM:PF13177.12, RefSeq:WP_338967819.1, SO:0001217, UniParc:UPI0030CBD77D, UniRef:UniRef100_UPI0030CBD77D, UniRef:UniRef50_UPI00313B981B, UniRef:UniRef90_UPI00313B981B
contig_1	cds	14699	15955	+	GCF_964019715_00013	tilS	tRNA lysidine(34) synthetase TilS	EC:6.3.4.19, KEGG:K04075, RefSeq:WP_338967821.1, SO:0001217, UniParc:UPI0030D4FEF1, UniRef:UniRef100_UPI0030D4FEF1, UniRef:UniRef50_UPI00313C97E1, UniRef:UniRef90_UPI00313C97E1
contig_1	cds	15985	17997	+	GCF_964019715_00014	ftsH	ATP-dependent zinc metalloprotease FtsH	GO:0004222, GO:0006508, GO:0016020, GO:0016887, GO:0051301, RefSeq:WP_338967822.1, SO:0001217, UniParc:UPI0030D5E96A, UniRef:UniRef100_UPI0030D5E96A, UniRef:UniRef50_Q6F0E5, UniRef:UniRef90_UPI00313D87EE
contig_1	cds	18038	18940	+	GCF_964019715_00015		ABC transporter ATP-binding protein	RefSeq:WP_338967823.1, SO:0001217, UniParc:UPI0030CB4043, UniRef:UniRef100_UPI0030CB4043, UniRef:UniRef50_R4UCJ8, UniRef:UniRef90_UPI00313BCDC4
contig_1	cds	19004	22057	+	GCF_964019715_00016		ABC transporter permease	RefSeq:WP_338967824.1, SO:0001217, UniParc:UPI0030D51F25, UniRef:UniRef100_UPI0030D51F25, UniRef:UniRef50_UPI00313EA21A, UniRef:UniRef90_UPI00313EA21A
contig_1	cds	22126	25956	+	GCF_964019715_00017		ABC transporter permease	RefSeq:WP_338967826.1, SO:0001217, UniParc:UPI0030D4C43E, UniRef:UniRef100_UPI0030D4C43E, UniRef:UniRef50_UPI00313E55FE, UniRef:UniRef90_UPI00313E55FE
contig_1	cds	26017	26418	+	GCF_964019715_00018		hypothetical protein	RefSeq:WP_338967828.1, SO:0001217, UniParc:UPI0030D53D1C, UniRef:UniRef100_UPI0030D53D1C, UniRef:UniRef50_UPI00313A8C16, UniRef:UniRef90_UPI00313A8C16
