# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	3	1379	+	GCF_964020205_00001	876.0	0.0	1.0	0.998	0.991	UniRef:UniRef90_A0A3S7R547
contig_1	cds	1557	2744	+	GCF_964020205_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CC350C
contig_1	cds	2807	3838	+	GCF_964020205_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D47C75
contig_1	cds	4082	6001	+	GCF_964020205_00004	1263.0	0.0	1.0	0.995	0.995	UniRef:UniRef90_UPI0030D6274A
contig_1	cds	6033	8531	+	GCF_964020205_00005	1558.0	0.0	1.0	1.0	1.0	UniRef:UniRef90_A0A411NKC5
contig_1	cds	8548	9813	+	GCF_964020205_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CB3A57
contig_1	ncRNA	9885	9979	+	GCF_964020205_00007	60.1	4.9e-10	-	-	-	RFAM:RF00169
contig_1	cds	10004	10456	+	GCF_964020205_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CA666D
contig_1	cds	10547	11368	-	GCF_964020205_00009	543.0	1.9e-195	1.0	1.0	0.985	UniRef:UniRef90_UPI0030CE7F43
contig_1	cds	11462	13228	+	GCF_964020205_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CFBC82
contig_1	cds	13249	13518	+	GCF_964020205_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CBB21F
contig_1	cds	13557	14231	+	GCF_964020205_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CD3A2B
contig_1	cds	14218	15183	+	GCF_964020205_00013	592.0	4.8e-213	1.0	1.0	0.978	UniRef:UniRef90_UPI0013CB51CD
contig_1	cds	15187	15915	+	GCF_964020205_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D1D1F1
contig_1	cds	15948	17237	+	GCF_964020205_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D144C1
contig_1	cds	17275	19296	+	GCF_964020205_00016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D461A1
contig_1	cds	19421	19999	+	GCF_964020205_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00249006CC
contig_1	cds	20137	23364	+	GCF_964020205_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CCD512
contig_1	cds	23461	24474	+	GCF_964020205_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D03873
contig_1	cds	24540	24926	+	GCF_964020205_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D305C9
contig_1	cds	25302	26921	+	GCF_964020205_00021	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CADFF7
contig_1	cds	27153	27401	+	GCF_964020205_00022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D4F8DC
contig_1	cds	27455	28276	-	GCF_964020205_00023	544.0	9.2e-196	1.0	1.0	0.985	UniRef:UniRef90_UPI0030CE7F43
contig_1	cds	28295	28645	+	GCF_964020205_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CAB24D
contig_1	cds	28686	29216	-	GCF_964020205_00025	348.0	5.8e-121	1.0	0.822	0.977	UniRef:UniRef90_UPI00248F8ED7
contig_1	cds	29329	30654	+	GCF_964020205_00026	470.0	3.0e-161	0.873	0.891	0.948	UniRef:UniRef90_UPI0030D36B1F
contig_1	cds	30993	31295	+	GCF_964020205_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D5BAFD
contig_1	cds	31298	31579	-	GCF_964020205_00028	155.0	9.8e-48	0.914	0.977	0.871	UniRef:UniRef90_UPI0033411E82
contig_1	cds	31598	32419	+	GCF_964020205_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CE08EA
contig_1	cds	32473	33045	-	GCF_964020205_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CBF8DA
contig_1	cds	33174	33365	-	GCF_964020205_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI002491E4C7
contig_1	cds	34004	34696	+	GCF_964020205_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0024917538
contig_1	cds	35065	35877	+	GCF_964020205_00033	522.0	3.6e-187	1.0	1.0	0.978	UniRef:UniRef90_UPI00157A984A
contig_1	cds	35877	36350	+	GCF_964020205_00034	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CB9CAC
contig_1	cds	36363	37034	+	GCF_964020205_00035	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D4E15C
contig_1	cds	37145	38092	+	GCF_964020205_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D2C1E1
contig_1	cds	38111	39235	+	GCF_964020205_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CF8B91
contig_1	cds	39236	39922	+	GCF_964020205_00038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CADE35
contig_1	cds	40101	40379	+	GCF_964020205_00039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CEC7EA
contig_1	cds	40392	40922	+	GCF_964020205_00040	348.0	8.3e-121	1.0	0.822	0.983	UniRef:UniRef90_UPI00248F8ED7
contig_1	cds	41094	42254	+	GCF_964020205_00041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D2871A
contig_1	cds	42446	43138	-	GCF_964020205_00042	461.0	5.8e-164	1.0	0.958	0.987	UniRef:UniRef90_UPI00248F7354
contig_1	cds	43386	44717	+	GCF_964020205_00043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D39E54
contig_1	cds	44730	45470	+	GCF_964020205_00044	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D428E8
contig_1	cds	45506	46060	-	GCF_964020205_00045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CE5927
contig_1	cds	46340	47080	+	GCF_964020205_00046	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CB7A0D
contig_1	cds	47236	47451	+	GCF_964020205_00047	-	-	-	-	-	-
contig_1	cds	47559	47711	+	GCF_964020205_00048	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00157A438B
contig_1	cds	47693	48106	+	GCF_964020205_00049	259.0	2.8e-87	1.0	1.0	0.956	UniRef:UniRef90_UPI00157A949C
contig_1	cds	48301	50682	+	GCF_964020205_00050	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D3EA4C
contig_1	cds	50705	51202	+	GCF_964020205_00051	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D32160
contig_1	cds	51182	51331	-	GCF_964020205_00052	-	-	-	-	-	-
contig_1	cds	51357	51950	+	GCF_964020205_00053	174.0	7.0e-52	0.964	0.936	0.516	UniRef:UniRef90_A0A380DV91
contig_1	cds	51972	53303	+	GCF_964020205_00054	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D38F73
contig_1	cds	53376	54473	+	GCF_964020205_00055	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CD760A
contig_1	cds	54651	54800	+	GCF_964020205_00056	83.6	1.9e-20	1.0	1.0	0.735	UniRef:UniRef90_A0A846U111
contig_1	cds	54812	55243	+	GCF_964020205_00057	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D56E32
contig_1	cds	55263	55895	+	GCF_964020205_00058	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CC5C64
contig_1	cds	56074	56520	+	GCF_964020205_00059	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CEDF1A
contig_1	cds	56522	57202	+	GCF_964020205_00060	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CDD8A5
contig_1	cds	57381	57761	+	GCF_964020205_00061	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D498DE
contig_1	cds	57781	58146	+	GCF_964020205_00062	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D43FC9
contig_1	cds	58220	58510	+	GCF_964020205_00063	129.0	3.7e-37	0.969	0.838	0.656	UniRef:UniRef90_UPI00313E8AEF
contig_1	cds	58559	59281	+	GCF_964020205_00064	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D20D6B
contig_1	cds	59281	60420	+	GCF_964020205_00065	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D41C35
contig_1	cds	60541	61362	-	GCF_964020205_00066	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D13A0C
contig_1	cds	61618	61950	+	GCF_964020205_00067	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D43249
contig_1	cds	62170	63789	+	GCF_964020205_00068	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CCAF8A
contig_1	cds	63940	64254	-	GCF_964020205_00069	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CD7487
contig_1	cds	64476	65114	+	GCF_964020205_00070	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CCB694
contig_1	cds	65304	65723	+	GCF_964020205_00071	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CEFAED
contig_1	cds	65738	66205	+	GCF_964020205_00072	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00157AF242
contig_1	cds	66221	68323	+	GCF_964020205_00073	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0027A7BF98
contig_1	cds	68427	69683	+	GCF_964020205_00074	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D52A50
contig_1	cds	69786	70433	+	GCF_964020205_00075	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CC72DE
contig_1	cds	70678	71328	+	GCF_964020205_00076	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D2AFEC
contig_1	cds	71356	71526	+	GCF_964020205_00077	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00313BAE34
contig_1	cds	71665	71997	+	GCF_964020205_00078	-	-	-	-	-	-
contig_1	cds	72055	72231	+	GCF_964020205_00079	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CAC022
contig_1	cds	72255	72404	+	GCF_964020205_00080	-	-	-	-	-	-
contig_1	cds	72527	74407	+	GCF_964020205_00081	1168.0	0.0	1.0	0.989	0.998	UniRef:UniRef90_UPI0030CAFC8D
contig_1	cds	74399	75661	-	GCF_964020205_00082	794.0	1.0e-289	0.979	0.979	0.973	UniRef:UniRef90_UPI00157B7BC3
contig_1	cds	75787	76146	+	GCF_964020205_00083	229.0	5.3e-76	0.983	1.0	1.0	UniRef:UniRef90_UPI0030CDAA79
contig_1	cds	76200	76892	-	GCF_964020205_00084	460.0	1.2e-163	1.0	0.958	0.983	UniRef:UniRef90_UPI00248F7354
contig_1	cds	77323	78954	-	GCF_964020205_00085	674.0	1.4e-239	0.978	1.193	0.721	UniRef:UniRef90_UPI0024925A89
contig_1	cds	79497	79943	+	GCF_964020205_00086	299.0	1.4e-102	0.986	0.844	0.938	UniRef:UniRef90_UPI0013C5DBF3
contig_1	cds	80200	80712	-	GCF_964020205_00087	333.0	2.1e-115	1.0	0.872	0.994	UniRef:UniRef90_UPI0030D3E0E5
contig_1	cds	80733	81554	+	GCF_964020205_00088	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D5B83B
contig_1	cds	81540	81851	-	GCF_964020205_00089	-	-	-	-	-	-
contig_1	cds	82129	82305	+	GCF_964020205_00090	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D29378
contig_1	cds	82493	84178	-	GCF_964020205_00091	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CC7BC0
contig_1	cds	84212	84940	-	GCF_964020205_00092	478.0	8.1e-170	1.0	0.834	0.992	UniRef:UniRef90_UPI0030CE61B0
contig_1	cds	84947	85246	-	GCF_964020205_00093	-	-	-	-	-	-
contig_1	cds	85731	86744	-	GCF_964020205_00094	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CF15CE
contig_1	cds	86775	87113	-	GCF_964020205_00095	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D5D8FD
